# id    ra            dec          id_3DHST   ra_3DHST     dec_3DHST   z_IR     ez_IR    Mstar           xfAGN      xeAGN      SFR        eSFR       sSFR       SNR_IR   goodArea   m1400                m1700                S1400                   S1700                  
  6928  189.5838013   62.2651367   -99        -99          -99         1.46     0.221    1.26500004E10   12.34      11.47      27.63      13.56      2.185      2.038    0          -99                  -99                  -99                     -99                    
  6934  189.2009735   62.2656593   25303      189.201032   62.265682   2.44     -1.0     7.9789998E9     28.64      28.64      161.1      31.08      20.19      5.184    1          23.906087309245713   23.71813229594682    9.944090688278833E-7    1.1823527931145556E-6  
  6944  189.5522461   62.2650566   25178      189.552319   62.265026   1.386    0.175    1.208E10        2.049      2.049      19.34      10.06      1.601      3.145    0          29.687826890170918   28.585179846681672   4.840266164149754E-9    1.3363741347412628E-8  
  6945  188.9902649   62.265358    -99        -99          -99         0.801    0.8      0.0             0.2062     0.2062     12.77      12.77      -99.0      2.799    0          -99                  -99                  -99                     -99                    
  6950  189.1034851   62.2652473   25217      189.103487   62.265307   3.058    0.193    2.46600008E10   21.52      21.52      155.6      49.26      6.31       3.58     1          25.113919725075036   24.881618098115165   3.2691293899553664E-7   4.049046467129604E-7   
  6963  189.5814056   62.2648163   -99        -99          -99         2.28     0.295    3.03399997E10   16.3       16.3       34.86      24.01      1.149      2.111    0          -99                  -99                  -99                     -99                    
  6969  189.3706207   62.2651215   25142      189.370748   62.265122   2.42     0.308    9.1609999E9     6.996      6.996      33.48      26.53      3.655      2.433    1          24.934893197487156   24.613445625831574   3.855162785866388E-7    5.183483849352203E-7   
  6973  189.469635    62.2648621   25138      189.469679   62.264876   1.258    0.1655   4.9200001E10    4.84       4.84       16.76      7.399      0.3407     4.826    1          26.816663294468192   26.194626532407856   6.812941851489123E-8    1.2082293660801555E-7  
  6977  189.033493    62.2648582   24932      189.033436   62.264907   0.4589   -1.0     9.5929999E9     1.232      1.232      1.894      0.3678     0.1974     5.15     0          23.787663894608716   23.683987019785846   1.1090073952644076E-6   1.220127433935947E-6   
  6983  189.2935486   62.2649612   25152      189.293534   62.264947   0.9349   -1.0     2.344E9         0.09158    0.09158    3.188      1.244      1.36       2.562    1          24.792301035241127   24.660983855337577   4.396221703129361E-7    4.961425311036528E-7   
  6984  189.3267212   62.2649117   24725      189.326746   62.264915   0.4759   -1.0     1.78599997E10   1.05       1.05       2.415      0.3379     0.1352     7.148    1          23.61850890994363    23.536539959560564   1.2959744395836706E-6   1.3976036179027367E-6  
  7006  189.4598236   62.2646484   25000      189.459816   62.264655   0.4535   -1.0     7.7970002E9     0.02435    0.02435    0.7336     0.2561     0.09408    2.865    1          28.782684680950123   27.276164465212307   1.1141050111537998E-8   4.462047754464593E-8   
  7008  189.5396729   62.2641792   25114      189.5399     62.264383   1.943    0.2505   3.9990002E10    2.183      2.183      17.76      8.675      0.4441     2.202    0          27.550733080742393   26.97186483095532    3.4650281544227056E-8   5.905464561322001E-8   
  7009  189.0187073   62.2644005   25041      189.018725   62.264436   1.691    0.052    8.5500002E10    14.77      9.86       137.5      16.25      1.608      14.83    0          28.791488254957365   27.979118030553167   1.1051079369558574E-8   2.3353543562790867E-8  
  7038  189.0137482   62.2641411   25034      189.013526   62.264251   2.34     0.301    1.38700001E10   7.94       7.94       40.32      25.98      2.908      3.166    0          25.050145062923974   24.738748079607888   3.4669052679660166E-7   4.6184980882779134E-7  
  7041  189.0726624   62.2642212   24883      189.072667   62.264249   0.3758   -1.0     2.08899994E9    0.4621     0.4621     2.659      0.2125     1.273      12.52    1          23.700843395640455   23.58557814611139    1.2013308830389482E-6   1.3358839793672834E-6  
  7045  189.3720245   62.2641068   24859      189.372039   62.264107   0.8487   -1.0     3.483E10        9.408      9.408      10.47      4.833      0.3006     8.497    1          26.344124817237365   26.09497007616637    1.0528101739424633E-7   1.3243780358106723E-7  
  7052  188.9988403   62.2638397   24308      188.998892   62.263894   0.376    -1.0     6.7910001E10    0.952      0.952      26.42      1.017      0.389      94.95    0          21.401612992988117   21.29980649440011    9.98515481627672E-6     1.096673633742851E-5   
  7053  189.0279388   62.2640305   24903      189.02795    62.264069   2.414    -1.0     8.5500001E9     147.9      57.99      170.1      27.41      19.9       12.39    0          23.427378608815935   23.296354174130457   1.5454272171340046E-6   1.7436460503715212E-6  
  7054  189.0763855   62.2640228   24937      189.076506   62.264051   2.0      -1.0     7.9789998E10    6.38       6.38       464.5      11.66      5.821      39.85    1          28.64853507324942    28.048492133507832   1.260625160168338E-8    2.190802090321556E-8   
  7063  189.558075    62.2638092   24924      189.558296   62.263791   0.4304   0.12     4.897E8         0.262      0.262      1.182      0.998      2.414      1.716    0          23.744960380426352   23.638159141514702   1.1534953493190485E-6   1.2727301825153701E-6  
  7065  189.009201    62.2637215   23956      189.009202   62.263769   0.3668   0.02     7.4469999E11    0.8704     0.8704     3.647      0.7387     0.004898   16.5     0          21.711123663945237   20.93405668241296    7.508454173264017E-6    1.535950879903726E-5   
  7079  189.3846283   62.2638435   24929      189.384659   62.263846   1.281    0.097    2.704E10        2.748      2.748      17.41      4.841      0.6439     4.585    1          27.968450145659705   27.047321355443458   2.3584134435394312E-8   5.508983325480391E-8   
  7092  189.2936707   62.2631645   24772      189.293659   62.263177   0.8627   0.07     2.884E9         0.206      0.206      2.357      4.157      0.8173     0.567    1          25.227313996497738   24.928307582634293   2.944926102482798E-7    3.878617628206478E-7   
  7093  189.3279877   62.2638359   24928      189.327926   62.263877   0.88     0.16     6.7910001E9     0.3967     0.3967     3.275      1.885      0.4822     1.737    1          26.208631819470586   26.06541414269268    1.19274408704293E-7     1.3609254728068403E-7  
  7098  189.5851288   62.2635956   -99        -99          -99         0.201    0.2      0.0             0.0019     0.0019     0.3553     0.3553     -99.0      1.88     0          -99                  -99                  -99                     -99                    
  7099  189.1063232   62.2634659   24622      189.106028   62.26334    0.795    -1.0     1.38700001E10   1.226      1.226      9.238      1.132      0.6662     8.159    1          26.336394150578123   25.641174634245843   1.0603331512379229E-7   2.011546823886245E-7   
  7101  189.1455078   62.2635536   24523      189.145523   62.263572   0.8545   -1.0     2.35499991E10   1.874      0.6558     3.832      1.527      0.1627     2.509    1          25.37317463560957    24.995503518509313   2.574720825467078E-7    3.6458482872742093E-7  
  7107  189.4887085   62.2632561   24280      189.488752   62.263265   0.4574   -1.0     9.8160001E10    0.06262    0.06262    0.6287     0.499      0.006405   1.26     1          24.57156890043016    24.492832836150153   5.387315869316932E-7    5.792510978473728E-7   
  7114  189.2432709   62.2635193   24780      189.243271   62.263533   0.4565   -1.0     1.99500006E9    1.074      1.074      2.162      0.2914     1.084      8.156    1          22.39463468907254    22.20453666193329    4.0007933936466715E-6   4.7663434721924846E-6  
  7131  189.2072296   62.2631073   24645      189.207093   62.262953   0.7953   0.13     1.412E9         0.5769     0.5769     3.555      2.01       2.517      2.499    1          26.547397408326248   26.402754544859388   8.730538597915313E-8    9.974661860493017E-8   
  7132  189.2992859   62.2631721   24742      189.29926    62.26319    0.935    -1.0     1.74600008E10   0.1456     0.1456     2.101      1.686      0.1204     1.246    1          28.695932390755946   28.426952709392662   1.2067770538609521E-8   1.5460335574855263E-8  
  7140  189.4813538   62.2630844   24730      189.481394   62.263031   0.1888   -1.0     1.412E9         0.003807   0.003807   0.06461    0.05795    0.04575    1.115    1          24.714682366442904   24.6792118867782     4.7220116417013985E-7   4.878825053569524E-7   
  7143  189.0964355   62.2633438   24688      189.096368   62.26335    0.9053   0.08     2.63E8          0.4031     0.2505     5.308      18.82      20.18      0.282    1          26.188448308170383   26.11308680941891    1.2151242183408007E-7   1.3024626444229426E-7  
  7145  189.1615906   62.2630997   24692      189.161678   62.263122   0.9037   -1.0     9.5929999E9     0.4754     0.4754     5.853      1.405      0.6101     4.165    1          23.662287118484254   23.516078779591126   1.2447586491735799E-6   1.4241918238557402E-6  
  7149  189.2908478   62.2632179   24647      189.290956   62.263258   3.248    0.2215   6.4860001E9     63.88      22.29      100.8      40.38      15.54      2.657    1          26.42316403604378    26.250796037037237   9.788911127657328E-8    1.1473121300458077E-7  
  7150  189.3522034   62.2630653   24693      189.352204   62.263053   0.691    -1.0     3.80099994E9    0.1215     0.1215     2.756      1.083      0.725      2.544    1          23.594374930450737   23.504712449319772   1.3251041919202681E-6   1.4391796859578859E-6  
  7151  189.3533173   62.26231     24633      189.353259   62.262332   0.6912   -1.0     4.07299994E9    0.09751    0.09751    1.404      2.53       0.3447     0.555    1          26.902646543080756   26.522110677134563   6.294212234596365E-8    8.936258623764987E-8   
  7156  189.4125061   62.2616844   24461      189.412908   62.261797   0.1891   -1.0     7.244E7         0.004066   0.004066   0.1661     0.0376     2.293      4.418    1          23.470787300210645   23.387540441609378   1.4848585360322689E-6   1.6031856740915919E-6  
  7157  189.4145966   62.2629852   24715      189.414632   62.263002   0.9917   -1.0     5.128E9         0.1682     0.1682     4.523      1.344      0.882      3.366    1          25.104188865977157   24.972279759308254   3.29856049707745E-7     3.7246725329712755E-7  
  7169  189.5823975   62.2623215   -99        -99          -99         1.027    0.1799   8.5500001E9     3.251      3.251      12.16      12.16      1.422      0.0      0          -99                  -99                  -99                     -99                    
  7171  189.0143738   62.2626038   24585      189.014389   62.262636   1.539    0.218    2.40999997E10   4.054      4.054      11.61      18.14      0.4818     0.64     0          27.023799566297345   26.86532286915079    5.629634163090442E-8    6.51434645922162E-8    
  7172  189.0431976   62.2626228   24575      189.043215   62.262669   0.9456   -1.0     2.96499999E10   4.193      4.193      24.4       1.722      0.8231     14.17    1          25.68226570133785    24.900602404846413   1.9368398833306012E-7   3.97886347913676E-7    
  7173  189.0889587   62.2627411   24517      189.088943   62.262778   1.241    -1.0     6.486E10        4.348      4.348      35.38      4.333      0.5455     8.165    1          25.51652470319235    25.244901617146876   2.2562650636019943E-7   2.8976061396007216E-7  
  7178  189.3029175   62.2628365   24582      189.302907   62.262837   0.936    -1.0     1.23599995E10   4.737      3.886      23.14      2.534      1.872      12.19    1          24.131860406648457   23.786534122045225   8.077107022691744E-7    1.1101619834786713E-6  
  7181  188.963562    62.2624893   -99        -99          -99         1.147    0.1903   5.2720001E10    0.2257     0.2257     17.98      145.0      0.3411     0.124    0          -99                  -99                  -99                     -99                    
  7185  189.1758575   62.262619    24330      189.175797   62.262622   0.858    -1.0     8.3550003E10    39.26      39.26      58.75      5.725      0.7032     44.15    1          26.214746810756786   25.63714314395789    1.1860452969318734E-7   2.0190298625956756E-7  
  7188  189.3069153   62.2625542   24623      189.30695    62.262584   2.65     0.3285   9.5929999E10    29.45      29.45      207.9      70.74      2.167      6.932    1          26.84459634119243    26.49978235968864    6.639898850571428E-8    9.121936740989728E-8   
  7189  189.3381195   62.2623558   24599      189.338061   62.262322   0.7782   -1.0     2.042E9         0.1475     0.1475     1.628      1.115      0.7974     1.46     1          24.064297961068743   23.96522994767252    8.595691408362596E-7    9.416901352709265E-7   
  7194  189.0029449   62.2622528   24673      189.002941   62.262297   1.447    -1.0     1.86999992E10   4.115      3.703      13.56      6.358      0.7249     2.539    0          24.64671270661213    24.467341742356236   5.027069823344369E-7    5.930117561242939E-7   
  7196  189.0936737   62.2623329   24167      189.093726   62.262363   0.6393   -1.0     1.66700001E10   1.377      1.377      45.07      0.6371     2.704      70.74    1          23.136904970274784   22.742986422739996   2.0194728178225307E-6   2.9027219093928475E-6  
  7205  189.4183044   62.2624359   24524      189.418287   62.262431   0.001    0.0      25120.0         6.227E-8   6.227E-8   0.0        6.705E-6   0.1193     0.447    1          25.21052856566195    25.11721305961023    2.990808276267881E-7    3.259228251400973E-7   
  7231  189.0698853   62.2620163   23138      189.06996    62.262048   0.385    0.02     1.18000006E12   0.02516    0.02516    0.1495     2.048      1.267E-4   0.073    1          25.631080151569325   24.801865943924806   2.0303361132221507E-7   4.3576628137095914E-7  
  7236  189.2613678   62.2621078   23862      189.261374   62.262117   0.5124   -1.0     1.48600003E10   5.666      5.213      6.085      0.9508     0.4095     19.34    1          22.17056850823773    21.456221124646742   4.9178196366550455E-6   9.4953625203515E-6     
  7240  189.3708038   62.2617645   24427      189.370771   62.261684   1.055    0.1802   6.6370002E9     4.565      4.565      16.84      9.021      2.537      5.613    1          22.93126503611236    22.768743658751685   2.4405852689017592E-6   2.834670189581679E-6   
  7246  189.4817505   62.2618103   24166      189.481787   62.26181    0.4588   -1.0     4.0919998E10    0.04847    0.04847    0.6561     0.3486     0.01603    2.3      1          25.843393415112175   25.857616287386186   1.6697160968531438E-7   1.6479858752733638E-7  
  7248  189.0188599   62.2618027   24562      189.018896   62.261833   0.4404   0.11     5.3699999E9     0.08082    0.08082    1.846      1.14       0.3438     3.538    0          23.601256844605725   23.451369224119635   1.3167316119765824E-6   1.5116536964765111E-6  
  7249  189.0322876   62.2617798   24502      189.032298   62.261817   1.486    0.119    3.32599992E10   64.67      40.03      51.05      13.25      1.535      14.77    0          27.446768274474927   27.249090871250882   3.813227270536991E-8    4.5747108748690424E-8  
  7256  189.329422    62.2619781   24546      189.329426   62.261982   0.8672   0.12     7.9789998E9     0.3209     0.3209     2.116      1.29       0.2652     1.64     1          27.180092959539884   26.970897344835652   4.8748675027722125E-8   5.9107291931166154E-8  
  7263  188.9950104   62.2616272   24329      188.99504    62.261655   0.1085   -1.0     4.57E8          0.04276    0.04276    0.1632     0.0251     0.3571     6.502    0          22.040103817637252   21.93333916047293    5.545726824626145E-6    6.118772918516981E-6   
  7266  189.0588684   62.2616005   24563      189.058879   62.261715   2.0      -1.0     7.4470001E9     0.5711     0.5711     12.38      9.472      1.663      1.307    1          24.370837542827523   24.19511374700082    6.48134266404028E-7     7.619991751698556E-7   
  7270  189.1642303   62.2617912   24413      189.164208   62.261807   3.362    -1.0     4.0919998E10    7.215      7.215      123.9      37.33      3.028      3.319    1          26.342463605724372   25.750041667155077   1.0544222405057745E-7   1.8196310256800605E-7  
  7275  189.302948    62.2618103   24385      189.30294    62.26186    0.5334   -1.0     9.1609999E9     0.6121     0.6121     3.191      0.773      0.3483     4.128    1          23.787518166077234   23.69149235901429    1.1091562572668757E-6   1.2117221769673243E-6  
  7282  189.5823059   62.2616959   -99        -99          -99         1.316    0.023    1.00499999E10   3.691      1.909      11.71      7.459      1.166      1.57     0          -99                  -99                  -99                     -99                    
  7289  189.2077789   62.2616196   24444      189.207802   62.261632   0.9419   -1.0     1.32400005E10   1.924      1.924      9.33       1.995      0.7046     4.677    1          25.85876508046571    25.264358034235723   1.6462431006103242E-7   2.8461434561133596E-7  
  7300  189.0731354   62.2612457   -99        -99          -99         1.724    0.0345   5.5199998E10    4.398      4.398      20.36      21.03      0.3688     0.968    1          -99                  -99                  -99                     -99                    
  7320  189.1952972   62.2612762   24278      189.195267   62.261287   0.917    -1.0     1.70599997E10   10.73      10.07      11.35      3.947      0.6653     9.006    1          24.868140134044047   24.24737615381011    4.099623240163242E-7    7.261887866249309E-7   
  7322  189.2450409   62.2612762   24345      189.244758   62.261225   1.327    0.1705   2.64200008E10   4.864      2.121      4.47       4.47       0.1692     0.0      1          30.80733835358287    29.59926395433026    1.7260948572024887E-9   5.251633600238176E-9   
  7340  189.3726501   62.2611694   24328      189.372522   62.261148   2.408    -1.0     3.31100006E9    13.83      13.83      41.67      22.21      12.59      2.442    1          24.040506451108342   23.923937510273706   8.786125848105182E-7    9.781940029005153E-7   
  7346  189.4854431   62.2608795   24277      189.485444   62.260871   1.686    -1.0     1.26500004E10   1.433      1.433      12.45      5.19       0.9845     2.399    1          24.53159308287583    24.297365422741265   5.589368806813115E-7    6.935117616929312E-7   
  7347  189.5003815   62.2609406   24254      189.500427   62.26093    2.05     0.0945   5.9149998E9     15.73      4.852      3.811      8.842      0.6443     0.431    1          23.80396257227867    23.703103362295757   1.09248371299046E-6     1.1988329060219274E-6  
  7353  189.1672058   62.2609177   24234      189.167199   62.260917   1.344    -1.0     4.6980002E10    4.568      4.568      33.47      4.227      0.7124     7.918    1          26.375293946653585   26.074769832442655   1.0230159887655765E-7   1.3492488825644713E-7  
  7359  189.0166321   62.2607231   24232      189.016677   62.260712   1.418    0.198    1.05200005E10   2.683      2.544      10.95      6.428      1.041      1.724    0          26.32276154179946    25.798153015375714   1.0737307314600417E-7   1.7407595798358636E-7  
  7367  189.3465881   62.2606583   24192      189.346617   62.260673   2.243    -1.0     3.104E10        11.95      11.95      36.49      36.49      1.175      0.0      1          24.643134957715834   24.41299206037169    5.043662490448705E-7    6.234522202387242E-7   
  7368  189.3810577   62.2606392   24263      189.381055   62.260653   1.489    -1.0     1.15300004E10   0.9727     0.9727     13.91      8.39       1.206      1.658    1          24.508965344111534   24.31817453070021    5.707078712179293E-7    6.803465514258833E-7   
  7369  189.4569092   62.2605743   24180      189.456961   62.260579   2.327    0.128    7.2770003E10    45.8       26.25      56.05      20.4       0.7702     3.806    1          28.049084288639094   27.80265336013016    2.189607563521266E-8    2.7475060409658484E-8  
  7379  189.4898224   62.260437    24210      189.489841   62.260452   1.55     0.11     7.4470001E9     16.39      16.39      42.72      11.1       5.737      7.74     1          26.33819504175484    26.25402372059552    1.0585758534526879E-7   1.1439064578917855E-7  
  7380  189.52388     62.2603569   24154      189.523955   62.260332   1.084    -1.0     1.38700001E10   0.5846     0.5846     8.469      5.002      0.6108     1.693    0          25.064662992590428   24.940665431494626   3.4208560782757275E-7   3.834721491381163E-7   
  7381  189.5249481   62.259491    24109      189.524987   62.259503   1.32     -1.0     1.592E10        1.399      1.399      13.18      6.376      0.8279     2.067    0          25.496809803329167   25.087173385115534   2.2976087617020747E-7   3.350662197941252E-7   
  7385  188.9562073   62.2602005   -99        -99          -99         2.203    -1.0     2.46600008E11   1.435E-7   1.435E-7   572.7      71.52      2.323      8.007    0          -99                  -99                  -99                     -99                    
  7386  188.9914246   62.2601891   23338      188.991458   62.260215   0.376    -1.0     6.9500002E10    1.273      1.273      43.21      1.735      0.6218     99.6     0          23.14770245105868    23.435119747682087   1.999489001686334E-6    1.5344477367568578E-6  
  7387  188.9979401   62.2600327   23746      188.997636   62.260118   0.528    -1.0     1.95900006E10   0.8231     0.8231     5.961      0.604      0.3043     9.869    0          23.12379458329023    23.067163714530214   2.044006001985368E-6    2.1534486200437287E-6  
  7394  189.1375885   62.2604408   24121      189.137599   62.260439   0.6816   -1.0     2.63E8          0.0532     0.0532     2.515      1.083      9.563      2.323    1          23.938016343411064   23.861327036105852   9.655915636184076E-7    1.0362610762046783E-6  
  7404  189.4168854   62.2603416   24091      189.416932   62.260348   2.32     0.299    2.14799995E10   5.109      5.109      25.77      20.1       1.2        1.282    1          26.10096947501089    25.973743509211378   1.3170801669091933E-7   1.4808211080628975E-7  
  7406  189.4313965   62.2602577   24151      189.431795   62.260421   1.739    0.1935   9.3749996E9     3.519      3.519      39.37      13.76      4.2        4.597    1          25.074075850454157   24.768023000807784   3.391326940078844E-7    4.4956324745336124E-7  
  7410  188.9581757   62.2602501   -99        -99          -99         2.181    0.0      4.0919998E10    118.3      33.67      92.32      45.66      2.256      2.022    0          -99                  -99                  -99                     -99                    
  7416  189.2179871   62.2603302   23758      189.217983   62.260352   0.9395   -1.0     9.3750002E10    0.2716     0.2716     1.99       1.77       0.02123    1.124    1          28.109035491485415   27.401881228710057   2.071981166107705E-8    3.9741797722298416E-8  
  7420  189.5093079   62.2599869   24215      189.509333   62.259985   0.4569   -1.0     3.548E9         0.03883    0.03883    1.201      0.2926     0.3385     4.104    1          22.593333357699496   22.522125385276013   3.331705892700153E-6    3.557540442785746E-6   
  7421  189.5113525   62.2596207   24051      189.511301   62.259629   1.181    -1.0     4.3650002E9     0.2067     0.2067     6.728      3.685      1.541      1.826    1          25.087109855719305   24.804782765091332   3.350858260090843E-7    4.345971700345039E-7   
  7426  188.9738464   62.2600212   -99        -99          -99         3.52     0.407    6.1939999E9     14.92      14.92      228.4      102.6      36.88      2.227    0          -99                  -99                  -99                     -99                    
  7438  189.3722229   62.2601433   24152      189.372335   62.260125   0.8464   -1.0     2.23800013E9    0.3398     0.3398     2.936      2.936      1.312      0.0      1          24.280993884938628   24.19749608858586    7.040482868432278E-7    7.603290161177767E-7   
  7449  189.350296    62.2598839   24041      189.350312   62.259886   0.8507   -1.0     5.6230001E9     0.2568     0.2568     2.971      1.049      0.5284     2.847    1          23.5129223907088     23.39418252907553    1.4283381752415529E-6   1.593407982075828E-6   
  7455  189.0169067   62.2596855   24022      189.016936   62.259737   0.318    -1.0     7.4470001E9     0.04019    0.04019    0.577      0.263      0.07749    2.194    0          23.248989301257993   23.14180976947827    1.8213955850263923E-6   2.0103704509886975E-6  
  7472  189.1170807   62.2597198   24072      189.11696    62.259717   1.724    0.0345   7.4470001E9     2.188      1.994      17.17      8.855      2.306      1.939    1          27.052586393371993   26.56349110737508    5.482333396258081E-8    8.602081582127095E-8   
  7482  189.4729462   62.2593918   23895      189.472951   62.259386   1.8      0.1205   1.45200005E10   2.35       2.35       26.27      20.8       1.809      1.263    1          28.04541596901057    27.695350903408585   2.1970179866197318E-8   3.0329108075024806E-8  
  7487  189.070816    62.2592926   23857      189.070894   62.259299   1.04     0.1199   2.05099991E10   0.5624     0.5624     2.828      1.82       0.1379     1.554    1          27.42907011997403    27.132928635508925   3.875894542795474E-8    5.091298331238483E-8   
  7489  189.1273346   62.259243    23910      189.127655   62.259387   0.53     -1.0     2.23800013E9    0.4251     0.4251     2.076      0.3836     0.9274     5.412    1          24.03988297904214    23.850328139789983   8.791172633066907E-7    1.04681212447717E-6    
  7493  189.2328033   62.2594833   24014      189.232803   62.259491   0.8495   -1.0     4.168E9         0.2078     0.2078     2.247      1.06       0.5391     2.119    1          27.158372947908834   26.674579637821346   4.973370579039452E-8    7.765477128256906E-8   
  7495  189.2590027   62.2595024   23975      189.258964   62.259525   2.713    0.298    1.18000005E10   7.961      7.961      50.35      63.1       4.266      0.798    1          24.864492307320525   24.544405743152957   4.1134202062456377E-7   5.523796910116233E-7   
  7508  189.3730316   62.2592392   23936      189.373032   62.25927    1.329    -1.0     2.19800003E10   0.9277     0.9277     8.739      6.843      0.3977     1.277    1          26.24410292670092    26.0663820416216     1.154406675236601E-7    1.359712792103805E-7   
  7510  189.4571686   62.25914     23903      189.457145   62.25914    0.1632   -1.0     2.042E8         0.006899   0.004411   0.03049    0.007583   0.1493     4.021    1          22.722592337023503   22.62760027253316    2.9577609117199798E-6   3.2281959700572135E-6  
  7511  189.482132    62.2588196   23472      189.482322   62.258753   0.2991   -1.0     2.81799987E9    0.02945    0.02945    0.2235     0.09062    0.07931    2.888    1          23.794174060172995   23.75869639806673    1.1023775899837616E-6   1.1389940118103403E-6  
  7532  189.3334045   62.2580414   23682      189.333379   62.258066   0.938    -1.0     6.0530002E9     0.3717     0.3717     9.054      1.607      1.496      5.633    1          27.413057986979222   27.03423403932523    3.933478722286765E-8    5.575789687563607E-8   
  7533  189.3621063   62.2589874   23881      189.362259   62.259044   0.9238   0.1402   2.63000013E9    0.3116     0.3116     2.227      2.934      0.8468     0.759    1          26.198578299564893   25.93321262095898    1.2038397523976196E-7   1.5371454067040214E-7  
  7540  189.0453186   62.2588005   23916      189.045324   62.258843   0.9447   -1.0     6.1939999E9     0.2873     0.2873     4.982      1.73       0.8044     2.879    1          23.41170791733034    23.302869016806934   1.5678944871650317E-6   1.7332148178571188E-6  
  7544  189.181366    62.2589684   23950      189.181345   62.258988   0.847    -1.0     4.26499994E9    0.4845     0.4845     3.644      1.443      0.8543     3.293    1          24.81291320338044    24.443520934878904   4.3135488300514005E-7   6.061660740496956E-7   
  7548  189.3906555   62.2588539   23760      189.390706   62.258847   3.151    0.1975   1.18000001E11   47.27      47.27      252.1      40.31      2.136      7.442    1          27.685830399291437   27.084294831708572   3.0596224599941264E-8   5.3245396736419985E-8  
  7558  189.1860962   62.2587204   23735      189.186016   62.258785   2.453    -1.0     7.7970002E9     4.676      4.676      17.86      9.868      2.29       3.702    1          26.30207343832254    25.88260192868663    1.0943862419976126E-7   1.6104944353347185E-7  
  7562  189.3053131   62.2588196   23869      189.305355   62.258837   2.245    -1.0     1.35500001E10   3.189      3.189      22.82      6.728      1.684      3.392    1          25.314095560499876   24.93962765389007    2.7187030588785666E-7   3.838388579734635E-7   
  7568  188.9853973   62.2583542   -99        -99          -99         0.3768   0.03     5.3950001E10    0.392      0.392      4.154      0.8749     0.077      14.72    0          -99                  -99                  -99                     -99                    
  7573  189.2231293   62.2586136   23891      189.2231     62.258621   0.9419   0.1401   6.1939999E9     0.1935     0.1935     4.011      1.664      0.6476     2.905    1          28.88484598508405    28.300476683188318   1.0140552223731148E-8   1.73703802977416E-8    
  7577  189.459198    62.2587166   23738      189.459015   62.258773   3.269    0.201    5.7539999E9     16.96      16.96      105.4      53.56      18.32      4.252    1          25.4793189207161     25.24155461417663    2.334922293393867E-7    2.906552382870997E-7   
  7579  189.5151215   62.2583885   -99        -99          -99         2.01     0.271    1.48600003E10   4.818      4.818      27.44      166.3      1.847      0.165    0          -99                  -99                  -99                     -99                    
  7582  189.0524597   62.2582359   23846      189.052484   62.258289   2.203    -1.0     1.70599997E10   8.382      7.143      37.42      16.0       2.194      3.667    1          25.73298159416885    25.414622464955954   1.848448530889536E-7    2.478283663331641E-7   
  7588  189.4095306   62.2582588   23564      189.409524   62.258256   1.453    0.0205   1.74599995E11   3.319      3.319      74.91      4.213      0.4291     17.78    1          25.645443447894017   25.57590322398394    2.003653506974895E-7    2.1361842585379895E-7  
  7590  189.4679871   62.2582359   23635      189.468008   62.258241   0.4541   -1.0     2.24899994E10   0.02854    0.02854    0.3329     0.1646     0.0148     2.231    1          26.596724162366332   26.979582129065044   8.342771235388912E-8    5.863637969409056E-8   
  7594  188.960083    62.2581673   -99        -99          -99         2.37     0.303    1.12699996E10   5.699      5.699      45.24      37.83      4.014      1.196    0          -99                  -99                  -99                     -99                    
  7598  189.0722351   62.2581978   23520      189.072221   62.258245   0.8498   -1.0     3.104E10        22.67      22.67      30.8       4.089      0.9922     22.18    1          24.904115346549997   24.324864231730345   3.9660105159968317E-7   6.76167523015138E-7    
  7610  189.4344788   62.2580452   23609      189.434689   62.258118   2.74     0.337    2.19800003E10   8.209      8.209      83.45      45.78      3.797      1.823    1          26.96414897420066    26.483560139026842   5.947581615678809E-8    9.25925286131509E-8    
  7616  188.9503784   62.2581558   -99        -99          -99         1.647    0.067    1.592E10        9.106E-8   9.106E-8   340.8      99.01      21.41      3.442    0          -99                  -99                  -99                     -99                    
  7623  189.3027496   62.2583733   23660      189.302962   62.258492   2.518    0.0895   1.25900006E9    1.462      1.462      66.66      66.66      52.96      0.0      1          26.495779370692304   26.405988207927372   9.15563038447514E-8     9.944998383415843E-8   
  7624  189.3746033   62.2580109   23626      189.37459    62.258027   1.29     0.0605   6.9500001E9     0.2715     0.2715     15.87      6.046      2.284      2.625    1          28.369546173669264   28.059300606220226   1.6299772037552865E-8   2.169100914986159E-8   
  7630  189.1927948   62.2577286   23121      189.192629   62.257609   0.851    -1.0     2.46600008E10   16.25      16.25      38.54      2.864      1.563      27.48    1          25.532436866098084   24.833989492126495   2.223439176667533E-7    4.230621802335081E-7   
  7636  189.3500671   62.2579269   23618      189.350105   62.257948   1.756    0.1435   5.4950001E9     0.696      0.696      7.909      9.294      1.439      0.851    1          25.73934908999654    25.444189072267328   1.8376396971981442E-7   2.4117060404229755E-7  
  7640  189.5498199   62.2575684   23614      189.549776   62.257586   1.88     0.259    8.9529999E9     3.07       3.07       25.5       73.49      2.848      0.347    0          23.888128045228317   23.723982686237907   1.01099447437115E-6     1.1759989271555547E-6  
  7642  188.9494476   62.257843    -99        -99          -99         2.951    0.55     0.0             68.66      68.66      1033.0     1048.0     -99.0      0.986    0          -99                  -99                  -99                     -99                    
