#            id        id_3DHST          SNR_IR        goodArea            z_IR              dL           Mstar           xfAGN           xeAGN          SFR_IR         eSFR_IR          SFR_UV           S1400           S1700      SFR_UV1400      SFR_UV1700    SFR_UV_from_Mstar    SFR_UV_for_noUV_noMstar         SFR_UV_for_AGN              SFR_total           SFR_UV_method
#
          11146             -99           4.806               0          0.8026            4906       1.486e+10            4.08            4.08           13.06           4.102         1.49664             -99             -99             -99             -99              1.49664                        -99                    -99                14.5566                    2.0
          11154           16173           4.718               1            1.24         8442.29       2.355e+10           1.178           1.178           35.88           7.605         3.54811     5.14035e-07     6.32409e-07         3.54811         4.36519              2.15807                        -99                    -99                39.4281                    1.0
          11158           15943           1.134               1            2.85         23616.9       3.162e+09           4.625           4.625           42.66           37.62        0.459462     8.50587e-09      1.6014e-08        0.459462        0.865031              9.52437                        -99                    -99                43.1195                    1.0
          11159           16135           4.356               1           1.598           11585       2.523e+10           3.725           3.725           29.66           6.809         6.61633     5.09028e-07     5.91058e-07         6.61633         7.68256               1.6199                        -99                    -99                36.2763                    1.0
          11164           16011           0.759               1            2.15         16729.3       1.153e+10           6.207           6.207           14.46           19.05         1.83423     6.76734e-08     9.76055e-08         1.83423         2.64552              2.36378                        -99                    -99                16.2942                    1.0
          11165           16096           9.063               1          0.8493         5263.18       1.127e+10           11.87           11.87           14.67           6.552        0.247816     9.23736e-08     1.64206e-07        0.247816        0.440525              2.47592                        -99                    -99                14.9178                    1.0
          11180           16102               0               1           1.871         14090.7       1.076e+10           2.032           2.032            13.9            13.9          16.524     8.59337e-07     1.00838e-06          16.524         19.3899               2.5031                        -99                    -99                 30.424                    1.0
          11182           16093           0.435               1           2.156         16786.8       1.667e+10           5.094           5.094           15.75           36.21         3.84622     1.40934e-07     1.90032e-07         3.84622         5.18614              1.53663                        -99                    -99                19.5962                    1.0
          11183           16076            0.92               1          0.9544         6087.01        4.57e+09          0.2105          0.2105           1.541           1.675         2.28129     6.35753e-07      7.5761e-07         2.28129         2.71855              0.92028                        -99                    -99                3.82229                    1.0
          11194           15892           4.509               0           3.494         30210.4       3.801e+09           4.589           4.589           157.7           34.97         10.5007     1.18802e-07     1.48155e-07         10.5007         13.0953              35.2085                        -99                    -99                168.201                    1.0
          11201           16060           5.963               1           1.521           10894       9.593e+09           17.11           17.11           39.58           12.72         11.3212     9.84987e-07     1.24266e-06         11.3212         14.2828              8.37027                        -99                    -99                50.9012                    1.0
          11211           16041           3.019               1           1.016         6581.51       1.052e+10          0.6862          0.6862           8.503           2.816         1.70015     4.05279e-07     6.20246e-07         1.70015         2.60195              1.58034                        -99                    -99                10.2032                    1.0
          11230             -99           2.232               0           0.911         5743.63       3.326e+10           7.091           2.136           17.87           8.006        0.662878             -99             -99             -99             -99             0.662878                        -99                    -99                18.5329                    2.0
          11234             -99           8.245               0           4.004         35565.6        8.55e+10            36.8            36.8           516.9           74.87         5.11274             -99             -99             -99             -99              5.11274                        -99                    -99                522.013                    2.0
          11235           15873           0.523               1           1.923           14577       1.101e+10           5.707           4.614           15.81           30.23         10.2455     4.97867e-07     6.33651e-07         10.2455         13.0397              2.75695                        -99                    -99                26.0555                    1.0
          11237           15852           1.803               1           1.908         14436.4       2.466e+10           1.643           1.643           8.728           5.275        0.795379     3.94067e-08     7.60144e-08        0.795379         1.53426             0.492181                        -99                    -99                9.52338                    1.0
          11238           15857           0.918               1           2.492         20051.9       1.914e+10           7.549           7.549           20.63           22.47         2.80964      7.2153e-08     1.14195e-07         2.80964         4.44674              1.65875                        -99                    -99                23.4396                    1.0
          11241           15976           4.634               1           2.324         18408.7       5.034e+10           13.31           13.31           78.27           28.87         2.99454     9.12437e-08     1.30179e-07         2.99454         4.27239              1.62524                        -99                    -99                81.2645                    1.0
          11242           15940           0.767               1           0.635         3674.84       2.291e+09         0.05742         0.05742           1.284           1.674         1.54191     1.17896e-06     1.26284e-06         1.54191         1.65161             0.286669                        -99                    -99                2.82591                    1.0
          11244           15702           1.079               1          0.9081         5720.84       8.127e+08          0.4745          0.4745            2.05             1.9        0.906472      2.8599e-07     3.56499e-07        0.906472         1.12995             0.457688                        -99                    -99                2.95647                    1.0
          11245           15809             9.2               1          0.4745         2576.12       6.791e+09           3.298           3.298            8.88          0.9652        0.336331     5.23301e-07     5.04268e-07        0.336331        0.324098              3.04583                        -99                    -99                9.21633                    1.0
          11246           15796           1.012               1          0.4758         2584.68       1.549e+09          0.2318          0.1566           2.068           2.043        0.471641     7.28977e-07     9.69476e-07        0.471641        0.627242             0.461706                        -99                    -99                2.53964                    1.0
          11249           15850           2.314               1            1.55         11153.4       1.076e+10           1.728           1.728            19.6            8.47         1.64436      1.3649e-07     1.94334e-07         1.64436         2.34123              3.52955                        -99                    -99                21.2444                    1.0
          11251           15947            1.57               1          0.9334         5920.32       3.801e+09          0.2459          0.2459           3.078           1.961         4.29521     1.26535e-06      1.3747e-06         4.29521         4.66639             0.687201                        -99                    -99                7.37321                    1.0
          11256             -99               0               0          0.9628         6153.96        8.55e+09           1.454           1.454            6.66            6.66         1.65471             -99             -99             -99             -99              1.65471                        -99                    -99                8.31471                    2.0
          11262           15876           3.448               1           0.845         5230.06       5.915e+09          0.3788          0.3788           6.878           1.995        0.479639     1.81058e-07     2.73001e-07        0.479639        0.723202              2.86237                        -99                    -99                7.35764                    1.0
          11276           15762           5.071               1            2.39         19051.8       8.749e+09           30.96           30.96           145.3           53.18         5.60925      1.5957e-07      2.4246e-07         5.60925         8.52304              34.9562                        -99                    -99                150.909                    1.0
          11281             -99           1.674               0            2.16         16825.1       3.404e+10           12.03           12.03           94.14           56.24         3.38056             -99             -99             -99             -99              3.38056                        -99                    -99                97.5206                    2.0
          11289           15490            1.97               1          0.9544         6087.01       8.355e+10         0.04816         0.04816           6.449           3.274       0.0333705     9.29974e-09     2.26595e-08       0.0333705       0.0813096            0.0658821                        -99                    -99                6.48237                    1.0
          11296             -99           2.917               0            1.31         9041.88       1.746e+10           1.924           1.924           9.512           7.159        0.869781             -99             -99             -99             -99             0.869781                        -99                    -99                10.3818                    2.0
          11298           15686               0               1            2.45         19639.2       1.236e+10           3.592           3.592           25.71           25.71         1.48613     3.97854e-08     5.79513e-08         1.48613         2.16469              3.81308                        -99                    -99                27.1961                    1.0
          11303           15819           6.731               1           2.929         24414.1       2.582e+10           126.7           94.14           216.9           32.22         31.8698     5.52096e-07     7.95337e-07         31.8698         45.9109              11.4689                        -99                    -99                 248.77                    1.0
          11306           15731           0.499               1            2.16         16825.1       7.111e+09            8.78            8.78           23.05           46.19          3.2355     1.18016e-07      1.8889e-07          3.2355         5.17855              7.41256                        -99                    -99                26.2855                    1.0
          11317           15768           5.223               1          0.8988         5647.89       1.005e+10           9.312            2.51           4.907          0.9857        0.536115     8.58418e-07     9.65519e-07         2.65189         2.98275             0.972263                        -99               0.536115                5.44311                    4.0
          11319           15734           12.34               1           1.642         11983.1       6.791e+10           17.93           17.93           78.51           17.54       0.0387667     2.78762e-09     9.21953e-09       0.0387667        0.128214              1.07206                        -99                    -99                78.5488                    1.0
          11329           15583           11.88               0           0.947         6028.16       3.034e+10            3.11            3.11           21.54           1.813          1.1249     3.19639e-07     4.16567e-07          1.1249         1.46601             0.908707                        -99                    -99                22.6649                    1.0
          11340           15529               0               1           1.241          8450.8       7.979e+10          0.7468          0.7468           7.418           7.418        0.442153     6.39282e-08     7.00879e-08        0.442153        0.484755            0.0808275                        -99                    -99                7.86015                    1.0
          11345           15696           2.393               1           0.503         2765.19       2.188e+09         0.05657         0.05657           1.291          0.5395         0.10373     1.40078e-07     2.32146e-07         0.10373        0.171907             0.288232                        -99                    -99                1.39473                    1.0
          11348           15178               0               1          0.4746         2576.78       2.355e+10         0.02372         0.02372          0.9316          0.9316       0.0794344      1.2353e-07     1.90331e-07       0.0794344         0.12239            0.0560328                        -99                    -99                1.01103                    1.0
          11354           15572           0.549               1           1.873         14109.4       2.355e+10           1.357           1.357           32.34           58.91       0.0764453     3.96507e-09     7.81983e-09       0.0764453        0.150764              1.94515                        -99                    -99                32.4164                    1.0
          11359           15598           1.153               1           2.913         24252.4        1.52e+10           12.11           12.11           70.68            61.3         6.01568     1.05607e-07     1.65838e-07         6.01568         9.44663              7.84721                        -99                    -99                76.6957                    1.0
          11363             -99           11.08               0           1.036         6743.76       3.647e+10           14.05           14.05           49.78           20.09          1.6231             -99             -99             -99             -99               1.6231                        -99                    -99                51.4031                    2.0
          11366             -99            2.93               0           1.258         8595.71       8.953e+09            1.61            1.61           13.22           5.281         3.07947             -99             -99             -99             -99              3.07947                        -99                    -99                16.2995                    2.0
          11378           15548           1.727               1           2.654         21655.1       6.338e+09           2.694           2.694           69.25            40.1         8.98438     1.97826e-07     2.57063e-07         8.98438         11.6746              26.1629                        -99                    -99                78.2344                    1.0
          11388           15544           7.966               1           0.485         2645.45       3.647e+10           2.399           2.399           2.299          0.7453        0.251177     1.85188e-07     2.37907e-07        0.125516        0.161247            0.0749599                        -99               0.251177                2.55018                    4.0
          11391           15516           0.901               1            2.72         22313.1       4.786e+09           2.989           2.989           77.95           86.51          20.744     4.30218e-07     5.02711e-07          20.744         24.2394              43.6369                        -99                    -99                 98.694                    1.0
          11398           15536           5.568               1           0.634         3667.74       1.592e+10          0.6099          0.6099           4.319          0.7757       0.0767581     5.89174e-08     4.09675e-08       0.0767581       0.0533729             0.449431                        -99                    -99                4.39576                    1.0
          11402           15379           11.14               1            1.72         12694.5       1.294e+10           20.75           20.75           113.9           52.47         1.12337     7.19788e-08     8.22404e-08         1.12337         1.28352              15.8422                        -99                    -99                115.023                    1.0
          11403           15493           0.531               1           2.981         24940.7       4.808e+10           5.477           5.477           44.67           84.12         21.1859     3.51678e-07     4.18578e-07         21.1859         25.2161             0.989158                        -99                    -99                65.8559                    1.0
          11411             -99           3.766               0          0.9262          5863.4       1.828e+10            1.71            1.71           10.87           6.251        0.932101             -99             -99             -99             -99             0.932101                        -99                    -99                11.8021                    2.0
          11412             -99           1.275               0          0.8619         5360.53       7.447e+09           1.373           1.373           4.775           3.745         1.43946             -99             -99             -99             -99              1.43946                        -99                    -99                6.21446                    2.0
          11415           15503           10.03               1           0.847         5245.46       5.248e+09           5.465           5.465           10.88           1.217        0.145673     5.46676e-08     9.45815e-08        0.145673        0.252032               5.3535                        -99                    -99                11.0257                    1.0
          11418           15509           7.358               1           2.088         16136.8       2.965e+10           4.121           4.121           128.2           17.42        0.452614     1.79476e-08     4.30741e-08        0.452614         1.08627              5.58539                        -99                    -99                128.653                    1.0
          11421           15253           1.764               1           1.217         8247.05       8.165e+10          0.7643          0.7643           6.892           3.907         1.00826      1.5307e-07     2.11209e-07         1.00826         1.39121            0.0727121                        -99                    -99                7.90026                    1.0
          11424             -99           1.133               0           1.867         14053.5       1.076e+10            3.92           3.686           34.48           30.43         6.20912             -99             -99             -99             -99              6.20912                        -99                    -99                40.6891                    2.0
          11438           15513           1.343               1            1.36          9474.9       8.165e+09           1.592           1.592           12.28           9.144         3.85064     4.42894e-07     5.40093e-07         3.85064         4.69572              3.25432                        -99                    -99                16.1306                    1.0
          11449           15242           9.474               1          0.4843         2640.82        1.18e+10           1.449           1.449           3.343          0.4142       0.0779348     1.15391e-07       2.466e-07       0.0779348        0.166553             0.529056                        -99                    -99                3.42093                    1.0
          11451           15359           2.141               1           1.594         11548.9       2.831e+10          0.7421          0.7421           28.43           13.28         3.65809     2.83197e-07     3.09254e-07         3.65809         3.99467              1.32148                        -99                    -99                32.0881                    1.0
          11455             -99             0.9               0          0.6059         3469.62       5.034e+07       1.199e-08       1.199e-08           5.837           6.486         1.30318             -99             -99             -99             -99              1.30318                        -99                    -99                7.14018                    2.5
          11461           15137           8.549               1           0.936          5940.9       2.831e+10           3.446           3.446           23.61           2.762        0.316658     9.26408e-08     1.35335e-07        0.316658        0.462593              1.09744                        -99                    -99                23.9267                    1.0
          11464             -99           6.587               0            1.38         9649.18       1.959e+10           24.56           24.56           37.23           14.59         2.89764             -99             -99             -99             -99              2.89764                        -99                    -99                40.1276                    2.0
          11466             -99           1.377               0           1.445         10219.6       7.797e+09           1.818           1.818           8.498           6.171         2.40225             -99             -99             -99             -99              2.40225                        -99                    -99                10.9002                    2.0
          11469             -99           4.251               0           1.799           13422       1.629e+10           7.802           4.651           65.36           15.38         6.58601             -99             -99             -99             -99              6.58601                        -99                    -99                 71.946                    2.0
          11481           15251           24.54               1           1.141         7608.44       2.249e+10           3.343           3.343           55.43           2.259         2.87485      5.1279e-07     6.44104e-07         2.87485         3.61103              3.55598                        -99                    -99                58.3048                    1.0
          11494           15300            16.6               1           1.239         8433.79       2.148e+10           4.154           4.154           55.91           3.367           3.844     5.58026e-07     7.12828e-07           3.844         4.91036              3.82509                        -99                    -99                 59.754                    1.0
          11499           15238           18.19               1           4.496         40823.6       2.767e+11           152.7           97.88           977.4           53.73         6.11135     3.78643e-08      7.8764e-08         6.11135         12.7126               1.8675                        -99                    -99                983.511                    1.0
          11513           14784           0.461               1           1.243         8467.83       6.791e+10          0.2275          0.2275            3.27           7.093         2.84884     4.10242e-07     5.62085e-07         2.84884         3.90328             0.044652                        -99                    -99                6.11884                    1.0
          11514           14318           3.166               1          0.4744         2575.46        1.82e+09         0.03115         0.03115          0.8924          0.2819         1.46436     2.27959e-06      2.7313e-06         1.46436         1.75454             0.199239                        -99                    -99                2.35676                    1.0
          11520             -99           11.18               0           1.335         9257.91       2.767e+10           24.11           24.11           148.3           13.27         7.11751             -99             -99             -99             -99              7.11751                        -99                    -99                155.418                    2.0
          11521           15236           1.661               1            1.33         9214.62       1.828e+10            1.36            1.36           10.06           6.057         4.80496      5.8432e-07     6.77358e-07         4.80496         5.57003             0.862643                        -99                    -99                 14.865                    1.0
          11522           15269           0.135               1             1.6           11603       1.028e+10           1.513           1.513           7.284           53.96         1.39914     1.07308e-07      1.2432e-07         1.39914         1.62095              1.39823                        -99                    -99                8.68314                    1.0
          11533           14994           4.921               1          0.6881         4055.94       3.104e+10          0.8003          0.8003           5.521           1.122         1.62212     1.01816e-06     1.20406e-06         1.62212          1.9183             0.225594                        -99                    -99                7.14312                    1.0
          11541           15163           1.972               1           2.779         22903.6       9.375e+09            15.5            15.5           89.99           45.63         1.81344     3.56954e-08     6.05498e-08         1.81344         3.07613              19.6533                        -99                    -99                91.8034                    1.0
          11542           15266            1.12               1           1.488         10600.2       2.138e+09           2.526           1.873            10.9           9.732         9.00756     8.27738e-07     9.10865e-07         9.00756         9.91216              2.43356                        -99                    -99                19.9076                    1.0
          11543             -99           1.223               0           1.249         8518.94       4.698e+09          0.8147          0.8147           11.89           9.722          6.8313             -99             -99             -99             -99               6.8313                        -99                    -99                18.7213                    2.0
          11545             -99           2.032               0          0.4086         2150.67       1.101e+08       7.411e-09       7.411e-09           2.504           1.232        0.559049             -99             -99             -99             -99             0.559049                        -99                    -99                3.06305                    2.5
          11546             -99           0.248               0            2.28         17981.7       1.028e+10           6.887           6.887            29.2           117.7         5.60522             -99             -99             -99             -99              5.60522                        -99                    -99                34.8052                    2.0
          11550           14982            7.94               1          0.4725         2562.96        2.41e+10          0.5867          0.5867           2.527          0.3183       0.0613443     9.64292e-08     1.67614e-07       0.0613443        0.106629             0.147157                        -99                    -99                2.58834                    1.0
          11563           15106           22.27               1           1.004         6484.55       1.738e+09           1.162           1.162           41.59           1.867         1.81025     4.44524e-07     4.82752e-07         1.81025         1.96593              9.28548                        -99                    -99                43.4003                    1.0
          11564             -99           2.369               0          0.8253          5078.9       2.642e+10           1.025           1.025           6.516           4.079        0.333638             -99             -99             -99             -99             0.333638                        -99                    -99                6.84964                    2.0
          11580           14640           31.12               1           2.921         24333.2       8.355e+10           271.4           218.1            1123           114.3         47.5547     8.29299e-07     1.11218e-06         47.5547          63.776              11.4724                        -99                    -99                1170.55                    1.0
          11596             -99           1.254               0            1.25         8527.46       2.831e+10       5.237e-08       5.237e-08           119.4           95.22         5.54994             -99             -99             -99             -99              5.54994                        -99                    -99                 124.95                    2.0
          11604           14850           18.49               1           1.223          8297.9        1.52e+10           2.829           2.829           44.45           2.405         4.97418     7.45937e-07     1.02962e-06         4.97418         6.86589              4.93504                        -99                    -99                49.4242                    1.0
          11605           15127            0.83               1           1.646         12019.5       8.749e+09          0.6827          0.6827           10.78           12.99         12.7003     9.07739e-07     1.04747e-06         12.7003         14.6553              2.59344                        -99                    -99                23.4803                    1.0
          11608           14898           2.307               1           1.734           12823        7.62e+09           2.318           2.083           22.69           9.835        0.969198     6.08628e-08      8.0668e-08        0.969198         1.28458              6.62365                        -99                    -99                23.6592                    1.0
          11610           15109           1.829               1           2.268         17865.6       1.076e+10           3.375           3.375           31.66           25.48         26.0025     8.41197e-07     9.98367e-07         26.0025         30.8608               5.7013                        -99                    -99                57.6625                    1.0
          11613           15096            1.94               1           2.236         17556.3       1.667e+10           6.833           6.833           36.19           28.32          19.751     6.61666e-07     8.63418e-07          19.751         25.7733              3.53085                        -99                    -99                 55.941                    1.0
          11617           15097           2.196               1          0.7122          4231.7       2.188e+09         0.09622         0.09622           1.938          0.8825        0.564385     3.25434e-07     3.80687e-07        0.564385        0.660209             0.432682                        -99                    -99                2.50239                    1.0
          11620           14807           15.72               1           1.127         7491.94       5.649e+10           3.966           3.966           48.19           3.066           3.138     5.77272e-07     7.85164e-07           3.138         4.26808             0.851524                        -99                    -99                 51.328                    1.0
          11622           14865           13.45               1          0.4748         2578.09       4.265e+09           1.305           1.305           4.037          0.3819        0.423895     6.58533e-07     7.04586e-07        0.423895        0.453539              2.65566                        -99                    -99                 4.4609                    1.0
          11627           14779           2.626               1           1.841         13811.5       1.486e+10           1.957           1.957           23.56           8.972         10.0337     5.43121e-07     6.56253e-07         10.0337         12.1237              2.69991                        -99                    -99                33.5937                    1.0
          11630             -99               0               0            0.89         5579.06        1.52e+10           0.601           0.601           4.124           4.124        0.457865             -99             -99             -99             -99             0.457865                        -99                    -99                4.58187                    2.0
          11633             -99           2.232               0          0.8509         5275.52        6.95e+09          0.4568          0.4568            3.39           1.519          1.1257             -99             -99             -99             -99               1.1257                        -99                    -99                 4.5157                    2.0
          11635           15049            1.75               1          0.9759         6258.68        7.62e+09          0.6378          0.6378           3.613           2.065         1.36222     3.59085e-07     4.29318e-07         1.36222         1.62865              1.05471                        -99                    -99                4.97522                    1.0
          11654           14887            6.93               1          0.9089         5727.12       1.294e+10           4.211           4.211           12.55           1.811        0.453172     1.42661e-07     2.37055e-07        0.453172        0.753019              1.74556                        -99                    -99                13.0032                    1.0
          11658             -99            4.13               0            1.61         11693.3       2.582e+10       1.043e-07       1.043e-07           46.83           13.62          2.4762             -99             -99             -99             -99               2.4762                        -99                    -99                49.3062                    2.0
          11659             -99           0.493               0           0.651         3788.77           1e-99          0.2639          0.2639           1.864           3.781        0.203651             -99             -99             -99             -99                  -99                   0.203651                    -99                2.06765                    3.0
          11665           14961           1.178               1           2.932         24444.4       2.004e+10           11.38           11.38           66.12           56.13         15.6868     2.71075e-07     3.89281e-07         15.6868         22.5272              4.98513                        -99                    -99                81.8068                    1.0
          11675             -99           1.915               1           0.501         2751.83           1e-99          0.1429          0.1429           1.802           1.771        0.196878             -99             -99             -99             -99                  -99                   0.196878                    -99                1.99888                    3.0
          11688           14908           3.048               1           2.986         24991.4       3.326e+10           1.528           1.528           136.6           44.82         38.0273     6.28681e-07     8.73838e-07         38.0273         52.8563               5.0671                        -99                    -99                174.627                    1.0
          11710           14585           14.46               1          0.6419         3723.88       2.004e+10          0.9513          0.9513           10.54          0.7288         1.42516     1.06118e-06     1.32028e-06         1.42516         1.77313             0.794665                        -99                    -99                11.9652                    1.0
          11717           14728           2.587               1           2.825         23365.4        5.37e+09           5.624           5.624            39.5           32.32         9.54318     1.80494e-07     2.29582e-07         9.54318         12.1386              18.8206                        -99                    -99                49.0432                    1.0
          11735           14302           96.09               1          0.4733         2568.22       3.326e+10           10.07           10.07           28.02           3.581         0.56361     8.82331e-07     9.44675e-07         0.56361        0.603434              1.03939                        -99                    -99                28.5836                    1.0
          11736           14694           2.847               1           0.631         3646.47        3.09e+09         0.08259         0.08259           1.788           0.628        0.166334     1.29167e-07     2.02533e-07        0.166334        0.260811             0.399193                        -99                    -99                1.95433                    1.0
          11737           14372           10.31               1          0.5565         3127.26       2.099e+10          0.5709          0.5709           4.354          0.4225         2.25858     2.38465e-06     2.62429e-06         2.25858         2.48555              0.30766                        -99                    -99                6.61258                    1.0
          11740           13978               0               1          0.4843         2640.82       1.914e+10         0.01829         0.01829           0.392           0.392       0.0783016     1.15934e-07     1.23855e-07       0.0783016       0.0836514            0.0315186                        -99                    -99               0.470302                    1.0
          11742           14597           4.078               1            1.24         8442.29       2.148e+10           1.474           1.474           14.35           3.519         3.33369      4.8297e-07     5.58276e-07         3.33369         3.85349             0.981757                        -99                    -99                17.6837                    1.0
          11743           14713           1.302               1           1.235         8399.78       3.647e+10          0.4948          0.4948           4.843            3.72        0.688545     1.00766e-07     1.15282e-07        0.688545        0.787738             0.157908                        -99                    -99                5.53154                    1.0
          11744           14371           1.805               1           0.321         1616.23       2.512e+09        0.009002        0.009002           0.198          0.1097        0.321226     1.26976e-06     1.33835e-06        0.321226        0.338579            0.0442059                        -99                    -99               0.519226                    1.0
          11747           14560           4.559               1           0.838         5176.23       1.556e+10           1.793           1.793            6.47           1.419         2.01069     7.74881e-07     9.02605e-07         2.01069         2.34211              0.69517                        -99                    -99                8.48069                    1.0
          11750           14637           0.838               1           1.491         10626.9       7.277e+09           1.238           1.238           10.77           12.85         10.5066     9.60654e-07     1.12626e-06         10.5066         12.3179              3.35338                        -99                    -99                21.2766                    1.0
          11752           14210           4.886               1           0.272         1335.94       4.897e+09          0.0561          0.0561          0.5154          0.1055        0.608156      3.5185e-06     3.85723e-06        0.608156        0.666705              0.27941                        -99                    -99                1.12356                    1.0
          11754             -99            4.59               0            0.89         5579.06       6.338e+10           4.664           4.664           13.65           7.694        0.205305             -99             -99             -99             -99             0.205305                        -99                    -99                13.8553                    2.0
          11756             -99           2.702               0           1.897         14333.5       2.004e+10           5.591           5.591            54.9           20.32         4.13919             -99             -99             -99             -99              4.13919                        -99                    -99                59.0392                    2.0
          11758             -99           9.913               1           4.716         43200.5       3.908e+11           56.41           56.41           741.1           74.76        0.873254             -99             -99             -99             -99             0.873254                        -99                    -99                741.973                    2.0
          11760           14754            3.65               1           2.441         19550.9        1.52e+10           2.246           2.246            54.6           31.48         21.1116     5.70298e-07     7.10725e-07         21.1116           26.31              6.06194                        -99                    -99                75.7116                    1.0
          11764           14532           42.34               1             1.6           11603       1.592e+11           115.4           99.78           231.3           40.16         4.78782     3.67206e-07       5.827e-07         4.78782         7.59754             0.958198                        -99                    -99                236.088                    1.0
          11793           14607           1.792               1           3.448         29732.8       1.324e+10           12.36           12.36           100.4           56.03         4.51977     5.27912e-08     9.08534e-08         4.51977          7.7785              13.5235                        -99                    -99                 104.92                    1.0
          11795             -99           2.233               1           0.751         4518.24           1e-99           3.554           3.309           4.803           4.089        0.524752             -99             -99             -99             -99                  -99                   0.524752                    -99                5.32775                    3.0
          11797           14658           2.992               1           0.993         6395.94       4.365e+09          0.4816          0.4816           6.991           2.337         0.58842     1.48524e-07     1.71016e-07         0.58842        0.677532              4.45206                        -99                    -99                7.57942                    1.0
          11807           14184           23.16               1           0.848         5253.16       3.251e+10           23.68           23.68           30.24           5.305         1.05408     3.94412e-07     7.55406e-07         1.05408         2.01886              1.15813                        -99                    -99                31.2941                    1.0
