#      Type_SED        SAVEDid          lgSFR          msSFR          xfSFR          xeSFR           MassX
#
             -1           1606        1.44498        1.66924          27.86          1.147          10.86
              0           1616        1.16227        1.71197          14.53          14.53          10.65
             -1           1618        1.42975        1.71414           26.9          4.881          11.03
             -1           1622        1.14644        1.01463          14.01          3.155          10.14
              0           1626        1.06408        1.07288          11.59          10.85          9.688
              0           1629        1.63033        2.08903          42.69          42.69          10.84
              0           1631        1.55035        1.77596          35.51          16.65          10.75
              0           1633       0.451172       0.257953          2.826         0.4498          9.818
              0           1634       0.279667       0.191178          1.904          0.984          9.318
              0           1638       0.500374       0.999734          3.165          1.924          10.34
              0           1644       0.101747        1.46096          1.264          1.264          11.03
              0           1648        2.68601        2.45902          485.3          1.938          11.52
              0           1650        1.37273        1.84814          23.59          23.59          10.34
              0           1651        3.08743        2.76608           1223          142.3           11.5
              0           1662       0.600319        0.60603          3.984          3.984          9.638
              0           1673       -2.32094        1.10018       0.004776       0.003389          11.19
              0           1693       0.282169        1.70687          1.915           1.04          11.61
              0           1702        1.55206       0.960612          35.65          35.65          9.288
              0           1709       0.884285        1.43338          7.661          7.661          10.52
              0           1710        1.37676        1.22991          23.81          23.81          9.988
              0           1711       0.292478       0.374663          1.961          1.961          9.518
             -1           1712        2.09026        2.08098          123.1          29.87          10.86
             -1           1717       0.904878        1.82354          8.033         0.5529          11.17
             -1           1724       0.931865        1.31905          8.548          2.525          10.48
              0           1734        1.93425        1.66893          85.95          85.95          10.16
             -1           1735        3.15503        3.21268           1429              0             12
             -1           1737        1.26553         1.6222          18.43          3.214          10.82
              0           1740       0.456366       0.722604           2.86           2.86          9.888
              0           1741        1.10721        1.27772           12.8           4.33          10.47
              0           1747        1.12287        1.67951          13.27          13.27          10.42
              0           1753        1.20358        1.83559          15.98          9.574          11.05
              1           1762        2.59879        2.12615            397          129.9          10.98
             -1           1764      -0.298087      -0.447264         0.5034        0.07885          8.948
              1           1775        1.66304        1.22201          46.03          14.99          9.978
              0           1779       0.588047       0.696855          3.873          1.705          9.788
              0           1813        1.15776        1.64124          14.38          14.38          10.58
              0           1814        1.45317        2.15586          28.39          28.39           11.2
              0           1818         1.1959        1.43542           15.7           15.7          10.32
              0           1822    -0.00753485       0.182602         0.9828         0.9828          9.618
              0           1824        2.69425       -84.4742          494.6          494.6            -99
             -1           1836      -0.716699       0.131802          0.192        0.02451          9.728
              0           1843       0.360025       0.622787          2.291         0.9841          9.968
              0           1847       0.753047        1.06085          5.663          3.594          10.29
              0           1850        1.96811        1.23179          92.92          63.58          9.728
              1           1855       0.650405      0.0805659          4.471          1.454          8.838
              0           1859       -0.12546      0.0965985         0.7491         0.5834          9.348
              0           1865       0.677424         1.1622          4.758          4.758          10.23
             -1           1866        1.17085          1.178          14.82            4.4           10.3
              0           1870       0.973959        1.34576          9.418          9.418          10.14
             -1           1880        1.33866        1.54528          21.81          3.255          10.94
              0           1886        1.96666          1.601          92.61          92.61          10.03
              0           1894       0.784118       0.857559          6.083          4.609          9.948
              0           1899       0.601951       0.733559          3.999          3.146          9.788
              0           1907       0.122871      0.0650733          1.327         0.4544          9.308
             -1           1908       0.367542       0.325773          2.331         0.4565          9.638
              0           1918       -1.20246      -0.283773        0.06274        0.06274          9.178
              0           1919       0.274389       -0.12072          1.881          1.881          8.828
              1           1921        2.39146        1.76906          246.3          41.27          10.17
              1           1930        1.72313        1.00334          52.86          1.976          10.19
             -1           1937      -0.844664      -0.543715          0.143        0.02558          8.848
              0           1938      -0.969805       -0.75752         0.1072        0.07273          8.578
             -1           1944        1.40192        1.86092          25.23          8.186          11.02
              0           1945        2.67117        2.15398            469          270.7          10.65
              0           1951        0.94856        1.08094          8.883          3.112          10.23
              0           1960         1.0013       0.937551          10.03          4.723          10.14
              0           1961       0.231979     -0.0273252          1.706         0.6054          9.218
              0           1968       0.804685        1.30787          6.378          3.084          10.42
              0           1973        1.14145        1.62278          13.85          13.85           10.6
