# id    id_3DHST   SNR_IR   goodArea   z_IR     dL        Mstar           SFR_IR     eSFR_IR    SFR_UV      SFR_UV1400   SFR_UV1700   SFR_total            eSFR_total           
  13680 10377      10.56    1          1.224    8306.38   2.00399995E10   31.68      2.999      0.897978    0.897978     1.23375      32.577978            3.0840074501893944   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  13686 10292      8.257    1          1.016    6581.51   4.4870001E10    17.68      2.141      1.80224     1.80224      2.18937      19.48224             2.359246371040724    
  13688 9116       52.77    1          0.0786   362.078   2.23800013E9    0.3876     0.02283    0.831823    0.831823     0.912363     1.219423             0.07182514729102167  
  13690 10179      1.425    1          1.258    8595.71   2.704E10        9.769      6.855      0.130864    0.130864     0.256761     9.899864             6.94682851059474     
  13691 10284      0.667    1          1.013    6557.24   2.75399987E9    2.525      3.786      6.00302     6.00302      7.15318      8.52802              12.78696384950495    
  13697 10271      1.741    1          1.865    14034.8   4.9200001E10    28.3       16.26      4.85164     4.85164      7.01361      33.15164             19.04755004946997    
  13698 10142      5.3      1          0.9628   6153.96   2.30100009E10   12.14      6.218      0.109646    0.109646     0.175929     12.249646            6.2741597057660625   
  13709 10180      0.803    0          2.3      18175.6   1.62899999E10   24.56      30.59      13.3588     13.3588      15.7805      37.9188              47.22866824104234    
  13731 10272      2.073    1          1.136    7566.79   2.76699996E10   11.31      5.456      1.12926     1.12926      1.29483      12.43926             6.000760615384616    
  13732 9344       2.036    1          0.0788   363.011   8.709E7         0.02876    0.01413    0.0908251   0.0908251    0.100618     0.1195851            0.05875304113351878  
  13740 10268      4.181    1          2.38     18954.1   5.649E10        70.8       47.29      5.90966     5.90966      7.06516      76.70966             51.23728561299435    
  13741 10125      11.69    1          2.171    16930.6   1.52000004E11   244.0      20.87      0.410238    0.410238     0.680755     244.410238           20.90508879942623    
  13762 10223      1.905    1          0.907    5712.2    5.3699999E9     4.099      2.152      1.03082     1.03082      1.4644       5.1298200000000005   2.693186787021225    
  13767 10135      5.631    1          1.41     9911.7    4.3849998E10    52.78      23.19      5.85022     5.85022      8.46381      58.63022             25.760416858658584   
  13771 10025      2.136    1          0.8429   5213.89   5.152E10        1.944      1.15       0.759156    0.759156     1.22524      2.703156             1.599089197530864    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  13784 10128      4.775    0          1.753    12997.6   3.9990002E10    59.26      27.68      14.2548     14.2548      18.0644      73.5148              34.338333850826864   
  13786 9900       4.737    1          3.39     29131.9   1.00499999E10   224.3      57.45      52.0321     52.0321      66.7532      276.3321             70.77699128399466    
  13792 9862       3.155    1          4.7      43027.1   3.25100012E11   557.6      176.7      14.4686     14.4686      19.4419      572.0686000000001    181.2850100789096    
  13793 10074      10.19    1          2.128    16518.7   1.55599995E10   124.8      12.24      6.14731     6.14731      8.83443      130.94731            12.842909249999998   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  13805 9757       2.619    1          0.0892   411.622   5.011E8         0.02204    0.008415   0.238097    0.238097     0.26272      0.260137             0.09932181737749547  
  13806 9766       14.49    1          0.09     415.372   5.152E10        0.1424     0.009828   0.00808355  0.00808355   0.0157501    0.15048355           0.01038590118960674  
  13808 9748       0.0      1          0.8745   5458.27   9.332E8         1.546      1.546      0.334432    0.334432     0.400301     1.880432             1.880432             
  13810 9358       12.51    1          0.556    3123.83   3.7319999E10    7.466      0.5969     2.84525     2.84525      3.15916      10.311250000000001   0.8243751841682294   
  13811 9797       11.0     1          1.604    11639.2   4.591E10        77.7       10.62      9.05365     9.05365      12.7667      86.75365000000001    11.857448687258687   
  13814 10023      0.0      0          1.182    7951.69   1.26500004E10   6.234      6.234      0.023546    0.023546     0.0668468    6.257546             6.257546             
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  13848 9850       3.318    1          0.7732   4684.15   1.38E9          3.296      0.9934     1.7093      1.7093       1.77451      5.0053               1.5085755521844662   
  13851 9876       0.418    1          1.595    11557.9   2.08899994E9    27.42      65.6       9.59987     9.59987      10.6311      37.01987             88.56686622902988    
  13855 9846       2.432    0          1.22     8272.47   6.9500001E9     10.89      4.478      11.7797     11.7797      13.1837      22.6697              9.321847254361797    
  13859 9901       2.55     1          0.8971   5634.58   1.00499999E10   5.345      2.47       0.19271     0.19271      0.316077     5.53771              2.559054013096352    
  13866 9594       13.91    1          0.779    4727.72   1.592E10        19.29      1.513      2.94634     2.94634      4.3063       22.23634             1.744094474857439    
  13870 9692       0.0      1          1.68     12328.8   1.82800007E11   8.201      8.201      0.626042    0.626042     2.1823       8.827042             8.827042             
  13871 9815       2.699    1          0.4765   2589.29   1.78599997E10   0.5058     0.1874     0.349707    0.349707     0.463187     0.855507             0.3169672040332147   
  13882 9914       3.48     1          0.9072   5713.77   3.02E9          7.272      2.09       12.0846     12.0846      13.3859      19.3566              5.563159240924092    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  13889 9829       0.0      1          1.865    14034.8   5.915E10        19.12      19.12      1.71699     1.71699      3.09687      20.83699             20.83699             
  13892 9743       1.84     1          1.581    11431.8   3.46700006E9    9.555      5.865      1.79623     1.79623      2.65381      11.35123             6.967552480376766    
  13894 9619       2.279    1          1.529    10965.5   1.66700001E10   18.57      8.914      21.6818     21.6818      25.1223      40.2518              19.321731028540658   
  13895 9913       1.885    1          1.671    12246.8   8.9529999E9     19.96      10.59      24.3198     24.3198      29.1392      44.2798              23.49314038076152    
  13903 9715       10.44    1          1.24     8442.29   4.187E10        38.11      14.49      0.0655918   0.0655918    0.117333     38.1755918           14.5149389971661     
  13907 9620       0.159    1          0.954    6083.83   8.5500001E9     2.501      15.73      4.79375     4.79375      5.64461      7.2947500000000005   45.88021491403439    
  13908 9396       17.19    1          0.2542   1237.87   4.26499994E9    1.283      0.07462    0.195513    0.195513     0.163525     1.478513             0.08599114579890882  
  13918 9441       1.225    1          0.913    5759.36   1.00499997E11   2.245      2.113      0.483872    0.483872     0.543306     2.728872             2.568421619599109    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  13939 9694       1.765    1          0.7841   4766.12   4.26499994E9    2.848      1.614      3.9763      3.9763       4.35621      6.8243               3.8674228230337087   
  13940 9746       1.606    0          0.9109   5742.84   6.4860001E9     3.751      2.336      2.95935     2.95935      3.99104      6.71035              4.178986296987469    
  13949 9645       4.261    1          1.745    12924.0   1.26500004E10   23.03      5.729      17.3758     17.3758      19.6447      40.4058              10.051447164567954   
  13970 9502       5.13     1          0.519    2872.51   3.98099994E9    2.2        0.4288     0.494631    0.494631     0.804065     2.694631             0.5252080785454546   
  13974 9534       1.654    1          5.605    52943.9   8.3169997E8     380.5      230.0      46.7222     46.7222      50.8154      427.2222             258.2420657030223    
  13981 9684       3.011    0          1.165    7809.0    2.14799995E10   17.29      9.023      9.6325      9.6325       11.2732      26.9225              14.049839068825912   
  13988 9601       18.51    1          1.979    15103.6   4.4870001E10    241.7      79.85      14.6963     14.6963      19.5405      256.3963             84.70519054613158    
  13999 8855       21.71    1          0.136    634.037   3.548E9         0.3916     0.01804    0.719915    0.719915     0.783739     1.111515             0.051204623595505615 
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14003 9549       6.978    0          2.13     16537.8   3.25099991E10   101.4      44.54      1.25288     1.25288      2.05237      102.65288000000001   45.09032815779093    
  14012 9605       2.166    1          0.5065   2788.6    2.042E9         0.7528     0.3476     1.2542      1.2542       1.56165      2.007                0.9267178533475028   
  14024 9557       3.059    1          0.911    5743.63   9.332E8         8.382      2.74       1.48074     1.48074      2.06748      9.862739999999999    3.2240405153901217   
  14027 9435       0.426    1          1.509    10787.0   1.208E10        8.12       19.06      0.993279    0.993279     1.18346      9.113278999999999    21.391514499999996   
  14040 9367       6.462    1          0.7843   4767.63   3.98099994E9    6.495      1.005      0.732747    0.732747     1.27246      7.227747             1.1183811755196305   
  14050 9458       1.328    1          1.986    15169.6   1.55599995E10   26.81      20.19      4.72446     4.72446      6.71399      31.53446             23.74788315553898    
  14052 9472       5.996    1          1.96     14924.6   8.5500002E10    88.28      44.84      1.6759      1.6759       2.75506      89.9559              45.691238740371546   
  14065 9360       0.0      1          0.9128   5757.78   2.399E8         1.3        1.3        1.58886     1.58886      1.72052      2.88886              2.88886              
  14071 9440       6.242    1          1.224    8306.38   2.40999997E10   22.13      3.545      6.12148     6.12148      7.60475      28.25148             4.5255985811116135   
  14079 9431       2.808    1          0.7969   4862.8    3.80099994E9    3.506      1.249      8.03015     8.03015      8.49236      11.536150000000001   4.109712307472905    
  14082 9445       4.785    1          1.021    6622.0    2.52300001E10   15.02      3.139      1.65993     1.65993      1.65711      16.67993             3.485905477363515    
  14085 9387       0.52     1          2.438    19521.5   1.70599997E10   24.52      47.15      15.9205     15.9205      24.6507      40.4405              77.76384889885807    
  14094 9316       5.03     1          1.084    7136.41   5.152E10        24.89      4.948      4.51303     4.51303      6.21612      29.40303             5.845166429891523    
  14095 9242       9.949    1          1.152    7700.24   8.1650002E9     42.75      4.297      3.99612     3.99612      5.12134      46.74612             4.698668482807017    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14108 9394       2.107    1          1.176    7901.27   5.9149998E9     7.348      3.487      4.48709     4.48709      5.63688      11.835090000000001   5.616352589820361    
  14118 9286       1.401    0          1.848    13876.5   2.24899994E10   23.58      16.83      6.8974      6.8974       8.63502      30.4774              21.752953435114502   
  14119 9308       1.627    1          1.962    14943.4   2.40999997E10   41.19      25.32      7.44331     7.44331      10.2527      48.633309999999994   29.895494275309538   
  14121 9350       0.715    1          0.934    5925.07   2.69100006E9    4.983      6.969      3.15825     3.15825      3.53973      8.14125              11.385986604455148   
  14128 9249       0.0      1          1.34     9301.23   2.75399987E9    11.99      11.99      4.97639     4.97639      5.42476      16.96639             16.96639             
  14131 9248       3.753    1          1.765    13108.1   2.30100009E10   44.79      11.93      2.85033     2.85033      3.3049       47.64033             12.689197073007367   
  14137 9128       13.66    1          0.9379   5955.95   4.0919998E10    29.91      2.19       1.74972     1.74972      3.01382      31.65972             2.3181139017051153   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14149 9155       23.22    1          1.017    6589.6    3.5640001E10    45.09      1.942      0.384415    0.384415     0.834268     45.474415            1.9585565298292302   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14169 9117       0.925    1          0.5678   3204.89   4.57E8          1.179      1.275      0.316353    0.316353     0.384359     1.4953530000000002   1.6171120229007634   
  14179 9257       0.672    1          3.037    25509.5   5.4950001E9     112.3      167.1      46.6267     46.6267      54.0557      158.92669999999998   236.47953312555654   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14186 9029       2.869    1          3.05     25641.8   5.6230001E9     134.9      47.02      12.7019     12.7019      15.4447      147.6019             51.44730421052632    
  14188 8878       14.11    1          1.021    6622.0    2.09899991E10   37.87      2.685      79.3614     79.3614      93.5139      117.23140000000001   8.311758885661474    
  14191 9032       5.814    1          3.67     32046.4   7.2770002E9     299.8      60.61      4.47968     4.47968      5.80735      304.27968            61.51564844829886    
  14196 9133       4.29     1          0.8528   5290.18   8.7489997E9     7.668      4.364      0.0892593   0.0892593    0.149756     7.7572593            4.414799111267605    
  14208 9114       1.701    1          0.529    2940.0    1.90499994E9    1.054      0.6196     0.779612    0.779612     0.880983     1.833612             1.0778994261859582   
  14209 8929       5.879    1          1.015    6573.42   4.187E10        20.01      3.404      1.14489     1.14489      1.60577      21.15489             3.5987628965517238   
  14211 9093       30.84    1          1.013    6557.24   1.62899999E10   64.86      2.103      5.2241      5.2241       6.57893      70.0841              2.272384555966698    
  14216 9124       2.687    1          1.528    10956.5   1.18000005E10   22.56      8.396      3.39821     3.39821      4.83437      25.958209999999998   9.660688437943262    
  14220 8713       0.0      1          0.9029   5680.02   1.23600003E11   1.604      1.604      0.186893    0.186893     0.375462     1.790893             1.790893             
  14221 9146       2.359    1          2.457    19707.9   3.9990002E10    49.34      25.08      42.6286     42.6286      59.4213      91.96860000000001    46.74853036076206    
  14224 9037       1.481    0          0.5065   2788.6    2.042E9         1.085      0.7326     1.41596     1.41596      1.54918      2.50096              1.6886666322580646   
  14227 8994       1.306    1          1.183    7960.1    1.55599995E10   6.112      4.68       1.80952     1.80952      1.96451      7.92152              6.065561780104712    
  14228 8972       3.499    1          2.885    23969.7   3.25099991E10   70.65      46.77      18.8876     18.8876      25.804       89.5376              59.273510997876855   
  14229 9125       7.123    1          0.85     5268.58   5.3699999E9     8.228      1.701      3.33629     3.33629      4.26841      11.56429             2.3907215957705397   
  14234 8898       0.556    1          1.942    14755.3   8.7489997E9     13.07      23.51      17.7345     17.7345      23.0346      30.8045              55.41038982402449    
  14236 8934       1.548    1          2.631    21426.4   3.03399997E10   52.02      33.6       5.14288     5.14288      6.44555      57.16288             36.92181407151096    
  14237 9111       2.415    1          2.297    18146.5   1.02799995E10   28.06      14.63      28.9222     28.9222      38.9248      56.9822              29.70953620812545    
  14243 8908       1.246    0          2.819    23305.1   2.89700004E10   39.16      31.43      16.2819     16.2819      20.5498      55.4419              44.4979294433095     
  14250 8964       1.689    1          0.475    2579.41   1.99500006E9    0.6841     0.405      1.79778     1.79778      1.87666      2.48188              1.4693193977488672   
  14252 9074       0.525    1          2.23     17498.4   1.00499999E10   12.22      23.28      12.5893     12.5893      16.4406      24.8093              47.26354369885434    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14262 8982       4.273    1          0.936    5940.9    1.15300004E10   8.876      2.163      0.741428    0.741428     1.22914      9.617428             2.343679220820189    
  14266 9030       3.007    1          1.672    12255.9   2.399E8         28.28      9.405      12.3304     12.3304      16.4548      40.6104              13.505686421499291   
  14267 8877       6.06     1          2.983    24961.0   7.7970002E9     155.7      28.62      39.9646     39.9646      49.2485      195.66459999999998   35.96609410404624    
  14274 9018       2.469    0          1.125    7475.33   7.9789998E9     15.81      6.848      10.7964     10.7964      12.5575      26.6064              11.524391347248576   
  14280 8890       3.199    1          0.7482   4497.42   3.17699994E10   3.086      1.374      0.277283    0.277283     0.537064     3.363283             1.497456526895658    
  14283 8870       3.673    1          3.183    27000.2   5.034E10        115.3      65.72      1.28812     1.28812      1.60895      116.58812            66.4542172281006     
  14289 8738       94.0     1          0.6382   3697.56   4.0919998E10    56.1       0.7021     3.72313     3.72313      5.71799      59.82313             0.748695536060606    
  14291 8893       0.798    1          0.8451   5230.83   2.69100006E9    4.687      5.873      3.22217     3.22217      3.71863      7.9091700000000005   9.910508941753786    
  14292 8838       2.878    1          1.974    15056.4   2.19800003E10   16.02      5.566      2.37601     2.37601      3.0878       18.39601             6.391522575530587    
  14304 8821       3.128    1          1.619    11774.7   5.649E10        58.69      18.76      1.26853     1.26853      1.69065      59.958529999999996   19.165480027261886   
  14305 8818       16.22    1          1.016    6581.51   7.6200002E10    49.43      3.047      0.110897    0.110897     0.176952     49.540897            3.0538359935059685   
  14310 8808       9.219    1          0.5594   3147.14   1.15300004E10   4.638      0.5031     0.217052    0.217052     0.487231     4.855052             0.5266443857697283   
  14315 8717       5.473    0          2.74     22513.0   1.10099997E11   270.2      49.37      0.170678    0.170678     0.903506     270.370678           49.401185687860846   
  14323 8864       3.881    1          0.7654   4625.7    6.4860001E9     6.145      1.583      1.1656      1.1656       1.79925      7.310599999999999    1.883267664768104    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14342 8780       3.618    1          0.299    1488.58   5.649E10        0.2992     0.0827     0.602579    0.602579     0.736773     0.901779             0.2492550912433155   
  14346 8646       0.0      1          2.25     17691.5   1.10099999E10   25.84      25.84      5.34464     5.34464      8.64583      31.18464             31.18464             
  14349 8836       2.179    1          0.4669   2526.18   6.4860001E9     0.6929     0.3259     0.650887    0.650887     0.798947     1.3437869999999998   0.6320395198441333   
  14350 8727       1.833    0          1.064    6972.25   5.7539999E9     7.37       4.708      0.307767    0.307767     0.508047     7.677767             4.904603397014926    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14369 8784       0.963    1          2.25     17691.5   1.91399997E10   31.19      32.39      20.667      20.667       31.6043      51.857               53.85213946777813    
  14371 8743       0.029    1          0.8281   5100.32   7.7970002E9     2.185      75.34      0.0447483   0.0447483    0.0838197    2.2297483000000002   76.88294595972542    
  14391 8645       1.092    1          2.3      18175.6   9.8160005E9     19.32      17.69      6.14669     6.14669      9.42444      25.46669             23.31810280020704    
  14396 8586       3.46     0          3.06     25743.6   6.6370002E9     147.3      45.79      28.4079     28.4079      35.372       175.70790000000002   54.62094189409369    
  14398 8683       2.389    1          0.2755   1355.47   2.63000013E9    0.2374     0.09937    0.501508    0.501508     0.467054     0.7389079999999999   0.3092893342881213   
  14403 8632       1.761    0          1.087    7161.1    4.168E9         8.361      4.748      8.64085     8.64085      9.43112      17.00185             9.65491972252123     
  14409 7631       1.786    1          0.5183   2867.8    8.7490003E10    1.51       0.8455     0.613458    0.613458     0.658589     2.123458             1.188995853642384    
  14412 8466       0.682    1          1.808    13505.3   6.9500002E10    17.18      25.19      9.92937     9.92937      11.2978      27.10937             39.748837619324796   
  14417 8512       4.376    1          2.752    22633.1   1.52E10         166.2      37.98      7.41317     7.41317      9.44537      173.61317            39.67405653790614    
  14427 8537       1.787    1          2.212    17324.9   3.104E10        26.53      16.84      4.13537     4.13537      5.57182      30.665370000000003   19.464938967206937   
  14431 8551       2.036    1          1.872    14100.1   7.942E8         33.14      16.28      4.95719     4.95719      7.64038      38.09719             18.715215847917925   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14458 8247       10.43    1          0.6378   3694.72   4.4870001E10    6.843      0.656      3.92654     3.92654      4.06454      10.76954             1.0324153499926931   
  14459 8452       1.217    1          1.533    11001.2   8.5500001E9     8.956      7.359      6.89291     6.89291      8.71536      15.84891             13.022792395042432   
  14491 8444       2.209    1          0.6494   3777.34   3.88999987E9    2.418      1.095      0.424145    0.424145     0.667736     2.8421450000000004   1.2870755893300247   
  14494 8246       3.957    1          0.5178   2864.43   1.10099999E10   1.119      0.34       0.076496    0.076496     0.149655     1.195496             0.3632427524575514   
  14501 8439       4.996    1          1.87     14081.4   2.30100009E10   63.51      28.25      3.0141      3.0141       3.82778      66.5241              29.59070736891828    
  14502 8114       1.244    1          0.9358   5939.32   6.7910001E10    2.267      1.822      0.178509    0.178509     0.245352     2.445509             1.965468636082929    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14515 8308       1.878    1          0.6334   3663.48   2.512E9         1.488      0.7923     0.912221    0.912221     0.972979     2.400221             1.2780208993951614   
  14520 8382       0.045    1          0.9262   5863.4    4.5699999E9     2.449      54.42      0.828167    0.828167     1.25008      3.277167             72.82295963250307    
  14521 8136       0.439    1          0.6831   4019.7    2.188E9         1.135      2.585      1.1675      1.1675       1.45033      2.3025               5.244019823788547    
  14537 8371       1.637    1          1.604    11639.2   1.41900001E10   10.71      6.542      6.5802      6.5802       8.62966      17.2902              10.561390140056021   
  14539 8264       1.138    1          2.05     15775.4   2.64200008E10   31.1       27.33      0.303701    0.303701     0.498049     31.403701            27.596885798392282   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14557 7879       15.28    1          0.7798   4733.74   1.91399997E10   20.42      10.21      0.423999    0.423999     0.43958      20.843999            10.4219995           
  14558 8216       0.0      1          1.876    14137.4   2.24899994E10   36.23      36.23      7.12825     7.12825      9.58438      43.35825             43.35825             
  14562 8041       5.824    1          0.295    1465.68   2.45400013E9    0.7249     0.1245     0.675344    0.675344     0.712801     1.400244             0.2404888646709891   
  14565 8290       0.0      1          0.954    6083.83   4.7859999E9     2.593      2.593      2.2456      2.2456       2.78477      4.8386               4.8386               
  14566 8289       4.107    1          2.089    16146.4   4.9200001E10    47.37      11.53      0.297262    0.297262     0.598484     47.667262            11.602354461895715   
  14571 8061       63.06    0          0.6506   3785.92   4.9200001E10    52.59      24.77      0.211344    0.211344     0.382322     52.801344            24.869543466058182   
  14572 8042       4.389    0          1.277    8758.23   2.14799995E10   18.08      4.119      13.5608     13.5608      15.7341      31.6408              7.208432256637168    
  14575 8096       2.209    1          0.4745   2576.12   2.63000013E9    1.249      0.5654     1.71608     1.71608      2.57586      2.9650800000000004   1.342238776621297    
  14581 8063       1.235    1          1.79     13338.8   3.08999987E9    25.6       20.73      17.0297     17.0297      19.042       42.6297              34.5200656640625     
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14588 8000       8.071    0          0.3      1494.32   6.4860001E9     1.454      0.1802     0.796633    0.796633     0.834933     2.250633             0.27892989449793676  
  14589 8232       2.02     0          0.6944   4101.72   2.39900006E9    1.443      0.7144     0.799644    0.799644     0.943345     2.2426440000000003   1.1102875076923078   
  14599 8099       6.171    1          1.489    10609.1   1.66700001E10   79.16      22.05      19.4808     19.4808      26.8432      98.6408              27.476372410308237   
  14605 7906       12.62    0          0.638    3696.14   8.9529999E9     7.806      0.6188     0.174106    0.174106     0.322193     7.980106             0.6326017925698181   
  14610 8060       5.201    1          0.9784   6278.71   1.23599995E10   10.72      2.061      3.51823     3.51823      4.15251      14.238230000000001   2.7374059729477613   
  14614 8088       9.707    1          1.14     7600.11   3.6470002E10    24.85      2.56       4.8036      4.8036       6.30632      29.6536              3.054857786720322    
  14618 8089       1.961    1          0.2757   1356.59   1.65900006E9    0.3214     0.1639     0.0985447   0.0985447    0.123738     0.4199447            0.21415350444928433  
  14620 8154       3.509    1          2.024    15528.8   3.03399997E10   68.76      19.6       4.77058     4.77058      6.97416      73.53058             20.95985119255381    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14630 8140       12.62    1          2.09     16155.9   2.39900006E9    152.8      20.0       3.31166     3.31166      5.97403      156.11166            20.433463350785342   
  14632 7583       32.16    1          0.4225   2238.91   8.7489997E9     14.17      0.4407     4.06269     4.06269      4.15417      18.232689999999998   0.5670533862385321   
  14637 8123       6.999    0          1.219    8263.99   4.6980002E10    28.36      4.052      3.56337     3.56337      4.24826      31.92337             4.561124655853314    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14646 8050       1.454    1          1.575    11377.8   6.9500001E9     10.65      7.325      4.98707     4.98707      6.73873      15.637070000000001   10.755073967136152   
  14649 7828       3.451    1          0.8549   5306.4    4.8969999E9     3.79       1.098      2.90768     2.90768      4.15136      6.69768              1.9403832823218998   
  14650 8084       0.909    1          1.53     10974.4   7.9789998E9     8.343      9.178      2.38427     2.38427      2.83258      10.72727             11.800897046625915   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14657 7870       2.917    1          1.017    6589.6    1.02799995E10   8.878      3.044      0.59109     0.59109      0.854996     9.46909              3.2466670376210858   
  14658 7883       3.911    1          0.762    4600.27   6.1939999E9     5.175      1.323      5.4556      5.4556       6.46018      10.6306              2.7177359999999995   
  14670 8024       2.025    1          0.8736   5451.28   4.168E9         4.848      2.394      4.67254     4.67254      5.61168      9.52054              4.701355767326733    
  14672 8038       8.131    1          1.526    10938.7   4.6980002E10    40.45      5.06       1.26598     1.26598      1.74043      41.71598             5.21836486526576     
  14673 7829       8.117    1          0.936    5940.9    6.9500001E9     11.97      1.475      14.4797     14.4797      18.1101      26.4497              3.2592571010860487   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14694 7941       10.63    1          1.87     14081.4   1.48600003E10   213.2      94.16      2.55692     2.55692      3.04406      215.75691999999998   95.28926635647278    
  14715 7891       5.238    0          0.9171   5791.63   1.45200005E10   19.66      11.84      0.420268    0.420268     0.510553     20.080268            12.09310137945066    
  14730 7846       4.032    1          0.9367   5946.45   1.05200005E10   7.668      1.907      0.880729    0.880729     1.36893      8.548729             2.1260336727960354   
  14732 7701       13.64    1          1.226    8323.35   4.9200001E10    56.94      4.173      0.244783    0.244783     0.521292     57.184782999999996   4.1909395760273975   
  14735 7798       4.136    1          1.33     9214.62   2.76699996E10   34.95      16.61      0.255254    0.255254     0.405606     35.205254000000004   16.73130955479256    
  14736 7697       0.621    1          2.14     16633.5   8.1650002E9     11.7       18.84      13.9264     13.9264      17.0562      25.626399999999997   41.265074871794866   
  14743 7237       23.59    1          0.4109   2165.21   5.0109998E9     5.738      0.4275     1.83574     1.83574      1.83478      7.573740000000001    0.5642687086092715   
  14750 7617       0.0      1          0.8512   5277.84   3.6470002E10    1.286      1.286      0.440506    0.440506     0.712986     1.726506             1.726506             
  14751 7791       0.326    1          0.7152   4253.7    5.37E8          1.736      5.325      0.703777    0.703777     0.86059      2.439777             7.483762975230415    
  14752 7778       4.73     1          1.109    7342.69   8.3549998E9     13.26      2.803      5.02962     5.02962      5.52161      18.28962             3.866199461538461    
  14757 7733       0.8      1          1.006    6500.69   6.7910001E9     4.766      5.957      2.9285      2.9285       3.81796      7.6945               9.617317771716323    
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14772 7755       3.808    1          1.865    14034.8   5.034E10        35.94      10.77      0.638118    0.638118     1.31833      36.578117999999996   10.961222338898164   
  14773 7720       0.494    1          0.9359   5940.11   5.248E9         1.98       4.008      1.55974     1.55974      1.95388      3.53974              7.16529187878788     
  14778 7652       5.267    1          2.275    17933.3   3.25099991E10   107.6      20.43      44.1312     44.1312      58.3415      151.7312             28.809186022304836   
  14794 7759       8.521    1          1.006    6500.69   1.00499999E10   18.26      2.143      0.348451    0.348451     0.533417     18.608451000000002   2.1838943314895944   
  14796 7588       19.14    1          0.9399   5971.81   2.58200003E10   39.19      2.047      0.200301    0.200301     0.462058     39.390301            2.0574622645317686   
  ""    ""         ""       ""         ""       ""        ""              ""         ""         ""          ""           ""           ""                   ""                   
  14803 7735       3.547    0          0.6374   3691.88   2.138E9         2.311      0.6515     0.353375    0.353375     0.583693     2.6643749999999997   0.7511208621808739   
  14806 7693       39.33    1          1.355    9431.43   4.3849998E10    123.5      28.88      3.97849     3.97849      4.86074      127.47849            29.810354584615382   
  14823 7147       1.975    1          0.7778   4718.7    2.95100006E9    1.631      0.8258     6.34287     6.34287      7.49512      7.97387              4.0372911379521765   
  14824 6586       22.23    1          0.1133   525.323   4.168E9         0.3085     0.01388    0.339084    0.339084     0.3758       0.6475839999999999   0.02913603215559157  
  14832 7572       0.316    1          1.401    9832.8    2.45400013E9    4.678      14.8       5.84306     5.84306      6.95705      10.52106             33.28595297135528    
  14833 7346       4.518    1          2.975    24879.9   2.24899994E10   71.41      37.5       46.3778     46.3778      57.9462      117.7878             61.85467721607618    
  14834 7584       6.638    1          0.202    962.016   5.248E9         0.2638     0.03974    0.00360543  0.00360543   0.00772468   0.26740543           0.04028313793858984  
  14836 7395       2.496    1          0.2019   961.503   4.365E8         0.08016    0.0453     0.366327    0.366327     0.402033     0.446487             0.25231862649700604  
