#     _id       snrFIRSMM         zFIRSMM           snr24        snrRadio           snr16          snr100          snr160          snr250          snr350          snr500          snr850          snr1160
#
546                 6.574           3.230          22.139           4.901           0.000           3.869           4.634           1.564           1.207           1.527           0.000           0.738
547                 9.705           2.757          23.282           5.206           0.000           6.789           5.858           3.101           1.218           1.234           0.000           1.076
548                 8.470           1.780          19.129           9.583           4.082           5.559           3.916           4.819           1.511           0.000           0.000           0.000
550                 0.000           0.989           3.761           0.887           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
552                12.821           0.504          33.851           5.529          16.072          11.093           5.696           2.928           0.561           0.000           0.000           0.000
554                 5.091           0.680          25.175           1.849           0.000           2.785           4.261           0.000           0.000           0.000           0.000           0.000
559                 8.942           1.260          24.088           6.765           0.000           4.608           6.984           2.984           1.020           0.000           0.000           0.000
561                 0.545           1.390          10.004           0.936           1.212           0.545           0.000           0.000           0.000           0.000           0.000           0.000
562                 3.513           2.731           9.134           0.922           0.000           3.157           0.718           1.365           0.000           0.000           0.000           0.000
564                19.934           4.051          13.164           9.145           1.924           2.799           9.084          10.004           5.395           7.604           0.000          10.954
581                 0.938           1.310           6.269           1.115           1.638           0.000           0.938           0.000           0.000           0.000           0.000           0.000
593                 5.774           1.450          24.335           6.246           2.796           1.924           4.862           2.309           0.432           0.000           0.000           0.692
597                 0.956           2.280           2.058           2.811           0.000           0.956           0.000           0.000           0.000           0.000           0.000           0.000
598                 7.203           1.364          16.653           5.037          12.452           5.718           3.579           2.188           1.261           0.000           0.000           0.000
604                 0.039           0.578           6.399           2.825           0.000           0.000           0.039           0.000           0.000           0.000           0.000           0.000
606                 0.000           1.008           4.754           0.766           6.371           0.000           0.000           0.000           0.000           0.000           0.000           0.000
620                 6.433           0.800          24.249           2.762           4.266           4.091           4.920           0.656           0.000           0.000           0.000           0.000
621                 7.658           2.480          21.518           3.613           0.000           5.485           4.655           2.012           1.607           0.000           0.000           0.509
622                 2.131           1.330           5.786           1.269           1.216           2.131           0.000           0.000           0.000           0.000           0.000           0.000
628                 2.340           1.255          10.805           0.742           5.536           0.000           2.340           0.000           0.000           0.000           0.000           0.000
631                 3.351           1.390          16.999           4.215           0.401           2.318           1.197           2.103           0.000           0.000           0.000           0.000
637                 5.302           0.503          22.273           2.998           0.000           3.873           2.807           2.288           0.000           0.000           0.000           0.000
638                10.809           0.711          12.632           5.095           0.000           0.000           3.808           5.922           4.045           7.134           0.000           0.000
652                 3.505           1.765          20.114           0.396           0.000           0.000           3.350           1.032           0.000           0.000           0.000           0.000
658                 8.097           4.051           7.854          19.211           0.160           2.099           2.537           6.051           3.830           1.325           0.000           1.294
659                 4.945           4.056           5.002           3.975           2.068           1.266           2.709           0.925           0.590           3.060           0.000           2.224
661                 0.560           1.360           6.076           0.602           0.000           0.559           0.039           0.000           0.000           0.000           0.000           0.000
664                 0.956           2.370           5.071           0.860           0.000           0.955           0.056           0.000           0.000           0.000           0.000           0.000
669                10.182           1.142          19.073           5.075           7.243           6.578           6.627           3.110           2.608           0.000           0.000           0.000
672                 3.540           0.945          15.736           5.022           4.733           3.437           0.850           0.000           0.000           0.000           0.000           0.000
689                 1.031           0.713           7.425           2.297           0.000           1.030           0.052           0.000           0.000           0.000           0.000           0.000
692                20.897           0.281          28.522           5.412          26.422          13.311           9.835          12.452           2.629           0.902           0.000           0.000
697                 2.118           2.172          15.646           0.777           3.647           1.714           1.244           0.000           0.000           0.000           0.000           0.000
702                 1.823           2.220           6.955           0.302           3.433           0.350           1.789           0.000           0.000           0.000           0.000           0.000
710                 0.000           0.935           6.237           1.143           0.036           0.000           0.000           0.000           0.000           0.000           0.000           0.000
713                 1.837           0.776           8.442           0.427           4.707           1.837           0.000           0.000           0.000           0.000           0.000           0.000
714                 3.255           4.058           8.753           3.710           0.341           1.602           2.631           1.050           0.000           0.000           0.000           0.000
718                 2.409           0.972          21.735           1.046           0.000           0.984           2.199           0.000           0.000           0.000           0.000           0.000
719                 1.403           2.040           9.109           0.000           2.458           0.693           1.219           0.000           0.000           0.000           0.000           0.000
721                 2.226           0.595          12.572           1.525           3.508           0.418           2.187           0.000           0.000           0.000           0.000           0.000
729                 4.086           0.905           6.391           0.981           2.866           3.427           2.224           0.000           0.000           0.000           0.000           0.000
737                22.546           0.585          32.925          12.886          14.940          19.203          10.442           5.455           0.877           0.000           0.000           0.000
740                 1.746           0.416           6.611           0.066           4.052           1.746           0.000           0.000           0.000           0.000           0.000           0.000
748                 0.000           1.322           3.933           1.075           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
749                 1.327           0.708           5.213           3.729           0.000           0.000           1.327           0.000           0.000           0.000           0.000           0.000
753                 0.958           0.331           6.534           0.000           2.056           0.958           0.000           0.000           0.000           0.000           0.000           0.000
760                 2.315           0.862          11.310           1.735           6.596           2.126           0.917           0.000           0.000           0.000           0.000           0.000
762                 2.716           0.707          21.795           3.555           0.000           2.712           0.143           0.000           0.000           0.000           0.000           0.000
768                 0.023           2.482           5.660           0.565           0.000           0.023           0.000           0.000           0.000           0.000           0.000           0.000
776                 2.489           0.569           4.878           1.253           0.000           1.683           1.834           0.000           0.000           0.000           0.000           0.000
779                 1.181           1.450          29.395           7.234           9.089           1.181           0.000           0.000           0.000           0.000           0.000           0.000
786                 1.336           2.431           3.256           0.707           0.000           1.092           0.770           0.000           0.000           0.000           0.000           0.000
793                 0.000           2.689           1.162           2.735           1.142           0.000           0.000           0.000           0.000           0.000           0.000           0.000
804                 1.280           0.921           8.536           1.214           0.000           0.794           1.004           0.000           0.000           0.000           0.000           0.000
805                 2.809           1.427           5.683           1.451           2.784           1.854           0.632           2.014           0.000           0.000           0.000           0.000
807                 8.448           2.650          10.209           4.911           0.000           6.678           4.276           2.709           1.058           0.000           0.000           0.186
808                 7.560           0.473          25.052           6.408           0.000           7.384           1.624           0.000           0.000           0.000           0.000           0.000
809                 0.541           0.476           6.732           0.579           0.000           0.541           0.006           0.000           0.000           0.000           0.000           0.000
825                 0.981           1.022           5.848           3.392           0.000           0.724           0.662           0.000           0.000           0.000           0.000           0.000
826                 2.741           0.623          15.895           2.264           0.000           1.767           2.095           0.000           0.000           0.000           0.000           0.000
827                18.547           1.381          24.935          23.551           0.000          11.977          10.525           3.697           6.247           5.620           2.266           0.599
837                 2.283           1.901           4.041           3.466           1.987           1.358           0.842           1.300           0.000           0.585           0.082           0.787
841                 3.094           6.201           0.379           3.698           0.000           0.747           0.614           0.000           0.000           0.000           0.000           2.939
849                 1.328           1.579           4.869           3.706           0.000           1.328           0.000           0.000           0.000           0.000           0.000           0.000
860                 1.157           2.868          23.165           2.171           2.665           0.250           0.981           0.559           0.000           0.000           0.000           0.000
866                 0.892           1.270           7.028           1.538           1.589           0.000           0.892           0.000           0.000           0.000           0.000           0.000
867                 2.072           1.263           6.516           0.164           4.680           0.493           2.013           0.000           0.000           0.000           0.000           0.000
870                19.086           0.840          22.948           5.559           0.000          15.715          10.539           2.426           0.604           0.000           0.000           0.000
872                 2.989           2.057          24.600           1.729           0.000           2.989           0.000           0.000           0.000           0.000           0.000           0.000
877                 3.698           1.483           4.358           3.415           0.000           0.486           0.000           3.666           0.000           0.000           0.000           0.000
878                 4.668           0.276          18.314           0.623           7.023           4.362           1.662           0.000           0.000           0.000           0.000           0.000
881                 2.397           2.150           5.318           0.254           1.211           2.262           0.793           0.000           0.000           0.000           0.000           0.000
884                 6.777           3.530          16.296           0.000           0.597           0.370           5.420           3.366           1.912           1.192           0.022           0.000
885                 7.767           0.903          27.313           5.281          25.199           7.392           1.061           2.136           0.000           0.000           0.000           0.000
886                 2.164           0.475          11.187           1.997           5.192           1.782           1.229           0.000           0.000           0.000           0.000           0.000
892                 1.100           1.450           8.866           1.955           0.000           0.054           1.098           0.000           0.000           0.000           0.000           0.000
893                11.589           0.940          30.453           6.273          16.117           8.290           6.207           4.745           2.130           0.000           0.000           0.000
899                 0.619           0.487           8.585           1.919           1.939           0.619           0.000           0.000           0.000           0.000           0.000           0.000
902                 9.337           0.962          29.764           3.128          15.410           6.399           5.389           3.893           1.426           0.000           0.000           0.000
915                 9.756           2.635          24.935           5.214           3.419           2.070           6.560           5.745           1.383           0.233           3.246           1.533
917                 9.033           1.579          19.417           2.096           0.000           4.594           4.224           3.382           3.593           4.278           0.000           0.000
922                 1.795           1.772           3.995           0.495           2.812           1.062           1.447           0.000           0.000           0.000           0.000           0.000
923                 9.553           1.893          24.349           8.348           0.000           5.741           5.537           4.286           2.555           1.516           0.000           0.669
924                 0.291           0.464           4.719           2.540           0.000           0.000           0.291           0.000           0.000           0.000           0.000           0.000
926                 2.326           1.600           2.018           1.027           1.807           1.996           0.000           1.193           0.000           0.000           0.000           0.000
928                 1.142           0.828           0.489           3.051           1.298           0.598           0.973           0.000           0.000           0.000           0.000           0.000
931                 4.922           0.743          15.301           0.000           0.000           3.648           3.303           0.000           0.000           0.000           0.000           0.000
934                 3.297           0.708          14.212           0.876           2.316           2.151           2.499           0.000           0.000           0.000           0.000           0.000
937                 4.347           1.032          13.032           2.021           0.000           4.347           0.031           0.000           0.000           0.000           0.000           0.000
939                15.840           0.947          28.477          10.156          36.460          14.450           6.170           1.304           1.532           0.000           0.000           0.000
950                 2.719           2.888          19.501           0.732           9.364           2.707           0.258           0.000           0.000           0.000           0.034           0.000
951                 4.939           0.336           5.555           4.708           6.502           2.238           3.924           1.998           0.000           0.000           0.000           0.000
960                 0.777           0.376           6.851           1.042           0.000           0.000           0.777           0.000           0.000           0.000           0.000           0.000
965                 2.683           1.540          12.143           1.189           2.435           0.000           2.550           0.833           0.000           0.000           0.000           0.000
966                 1.074           1.303           7.506           1.838           2.489           1.074           0.000           0.000           0.000           0.000           0.000           0.000
972                 0.737           0.347           3.947           0.956           0.901           0.737           0.000           0.000           0.000           0.000           0.000           0.000
974                 2.311           5.730           2.080           3.744           0.000           0.000           0.000           0.000           1.203           1.103           0.000           1.636
994                 0.922           1.119           8.313           0.460           0.000           0.921           0.044           0.000           0.000           0.000           0.000           0.000
995                 5.317           1.306           7.084           3.108           3.723           2.725           2.952           3.130           1.529           0.000           0.000           0.000
1002                5.433           0.948          21.562           6.551          12.474           5.038           2.034           0.000           0.000           0.000           0.000           0.000
1005               13.202           2.608          21.572           5.812           6.171           7.838           8.512           5.614           1.626           2.213           1.161           0.000
1006               27.662           0.946          32.429          10.667          24.834          18.454          19.858           5.169           1.902           0.000           0.000           0.000
1008               11.955           1.029          31.687           3.276          16.178           8.700           7.104           3.764           1.611           0.000           0.000           0.000
