#           _id            _ra            _de           zp_X            f24           df24            f16           df16           f100          df100           f160          df160           f250          df250           f350          df350           f500          df500           f850          df850          f1160         df1160          radio         eradio          _fch1         _dfch1          _fch2         _dfch2          _fch3         _dfch3          _fch4         _dfch4          KtotX          MassX          distX          spezX             zq         source   source_radio          distz            idz       goodArea
# 
           6429    189.5977325     62.2706070           0.45          244.5          9.418            -99          1e+10        1.90322        0.70493        1.71481         765902            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           11.2          3.222            -99            -99            -99            -99            -99            -99          30.76           3.27          20.15          10.24         0.5153         0.4111             -1             81              1         0.5818             -1              0
           6438    189.1930389     62.2707329           0.47           78.1          3.453          59.13          6.997        1.52651        0.32017        2.16637       0.805388        2.82093        1.21884            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           23.3            4.3          19.94          0.034          16.45           0.05          13.98          0.306          25.29          0.351          20.48          9.918         0.1059          0.504              1             10              3        0.08145          16350              1
           6445    189.3918915     62.2707787           1.76           12.9          3.275          2.996          7.068       0.130887       0.301689        0.94464       0.687311            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          12.28          2.651          3.773          0.038          2.739          0.068          4.351          0.419          1.867          0.482          23.08          9.698         0.1558             -1            -99            -99              1          7.194            -99              1
           6448    189.4304352     62.2705727           0.65          23.18          2.791          22.99           6.59    1.50602e-05       0.297244    1.46628e-05       0.589823            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.723          2.757           28.7          0.045          17.86          0.072          15.97          0.426          9.139          0.486          20.16           10.6        0.02556         0.6334              1             21              1        0.02901          35940              1
           6460    189.5301666     62.2702866           2.96          29.46          3.224          15.07          13.45    1.50602e-05       0.308003        0.21549        1.11476            -99          1e+10            -99          1e+10            -99          1e+10     5.1941e-42          1e+10       0.316606        1.11172          5.153          2.922          4.023          0.041          4.871          0.076          5.508          0.472          6.364          0.543          22.93          10.67         0.3393             -1            -99            -99              1           5.57            -99              1
           6464    189.1222382     62.2703209           0.87          224.2          7.858          122.9          5.826        1.73761       0.311303        2.97977       0.911928        5.06679       0.781611         1.1939        2.60179            -99          1e+10            -99          1e+10            -99          1e+10           59.3           13.9          77.73           0.05          56.47          0.059           55.1          0.326          55.13          0.361          19.74          10.92         0.2076         0.8484              1             23              2         0.6896          10070              1
           6466    189.1898193     62.2704163           0.98          21.07           3.89           5.59          7.875    1.50602e-05       0.410165    1.46628e-05        1.23515            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.069          2.775          5.456          0.029          4.077          0.047          2.861          0.304          3.437          0.348          22.56          9.668         0.2212             -1            -99            -99              1          3.383            -99              1
           6486    189.4140015     62.2702751           2.55          6.299          4.965          1.144          7.255    1.50602e-05       0.457173        1.34242       0.628601            -99          1e+10            -99          1e+10            -99          1e+10         2.4847        1.16792            -99          1e+10          7.189          2.673          2.651          0.038          2.498          0.068           9.03          0.426          2.067          0.484          25.14          9.498         0.4311             -1            -99            -99              1          11.94            -99              1
           6489    189.5034943     62.2699699           2.25            179          6.455          25.87          9.863        1.37977       0.350615        3.81715        0.97452        9.88119        1.92382         10.049        4.23205        12.6504        5.27123        1.89972        1.03183        3.05339       0.782647           29.8            6.6          26.54          0.046          34.14          0.074          37.11           0.44          25.11          0.499          21.22          11.62         0.0779             -1            -99            -99              2          5.071            -99              1
           6509    189.4950104     62.2698174           2.58            255          9.219          27.17          6.521        2.06524       0.319206        6.94168       0.890399        11.8242        1.98079        10.7438        5.38748        7.14318        3.65684        2.46133        2.29964       0.359005       0.688139          20.41          2.839          9.745           0.04          13.18           0.07          18.29           0.43          15.36          0.495          22.17          10.57         0.1059             -1            -99            -99              1          5.303            -99              1
           6517    189.3505707     62.2699165           1.57            132          5.319          41.89           6.01        1.67217       0.322004        3.18813       0.697734        3.52209        1.13753            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.941          2.562          11.28          0.038          13.04          0.065          10.86          0.387          11.36          0.452          21.98          10.72        0.09697          1.689              1             34              1         0.1313          30520              1
           6519    189.4250488     62.2697105           1.46          17.84          2.656          17.21          7.857       0.364301       0.296971       0.823734       0.533934            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.101          2.682           5.71          0.039          5.449          0.069          3.274          0.425          1.789          0.486          22.45          10.22         0.2971             -1            -99            -99              1          9.339            -99              1
           6522    189.5810242     62.2695656            1.4          54.81          6.563            -99          1e+10        1.64085       0.797488        5.63148        2.26757            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.337          3.102          6.161          0.098          6.588          0.225           10.5          1.247          9.265           1.35          22.89          10.06         0.4332             -1            -99            -99              1          4.434            -99              0
           6537    189.4505920     62.2695274           1.46          42.78          3.712           57.1          7.558         1.9073       0.292879        6.25351       0.734349        12.4362       0.979962        9.61104        1.71183        6.86621        2.51072      0.0794164        2.13078    2.12993e-10       0.492438             39            3.2          13.77          0.041          15.69          0.071          14.28          0.427          11.03          0.489          21.89          10.67         0.0824             -1            -99            -99              2          1.707            -99              1
           6547    189.3841400     62.2694969            1.2          209.7          6.578          172.6          8.122        1.83158       0.334087        7.47751       0.646623        12.9519        1.94796        10.6122         2.4795         6.3192        5.22759            -99          1e+10            -99          1e+10          15.19          2.587          70.24          0.053          50.57          0.074          44.81          0.423          33.76          0.478          19.31          11.55         0.1126           0.85              1             72              1         0.7746          33110              1
           6548    189.4001923     62.2695045            0.8          25.27          3.992          20.23          7.404        0.89538       0.295892       0.248426       0.666008            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.2624          2.613          4.342          0.037          3.261          0.068          3.655           0.42          0.903          0.478          22.48          9.338        0.06566         0.8612             -1             81              1        0.05293          34200              1
           6553    189.5722504     62.2692261           1.26          41.66          3.771            -99          1e+10       0.251013       0.463173        2.30966        1.42976            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.9336          3.085          20.83          0.068          19.27          0.161          13.56          0.882          15.12          1.077             21          10.95         0.1795             -1            -99            -99              1          16.31            -99              0
           6558    189.1460419     62.2691536            3.8          46.14          2.786          3.007           9.91       0.297003       0.279422       0.715672       0.675384         1.3837         1.9453        1.33484        1.75784            -99          1e+10         1.7337       0.983635        1.23177       0.694157           38.7            8.6          1.617          0.028          2.052          0.047          2.858          0.305          3.896          0.349          24.11           11.2         0.2196          3.366              1            106              2          7.897            -99              1
           6580    189.4555817     62.2690010           1.05          60.46          3.887          31.39          7.671       0.651404       0.336167       0.601737         1.0871            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          10.22          2.717          24.66          0.045          19.46          0.071           12.9          0.425          10.77          0.488          20.75          10.97        0.05493             -1            -99            -99              1          5.584            -99              1
           6592    189.4596252     62.2689056           0.78          75.96          4.413          42.01           8.29       0.342339       0.311521        2.10867       0.873262        1.79374        1.73636            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          9.066          2.672          12.51          0.042          13.18          0.071          11.95          0.424          9.137          0.488           21.6          9.528        0.06059             -1            -99            -99              1            8.3            -99              1
           6614    189.5403442     62.2686234           1.19          27.32          5.098          39.87          10.32       0.534373         0.3502    1.46628e-05        1.17891            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           3.37          3.005          26.53          0.049          22.32          0.086          15.14          0.502           12.8          0.596          20.82          10.79        0.05803             -1            -99            -99              1          10.89            -99              0
           6617    189.5817261     62.2683716           0.35          207.1          10.46            -99          1e+10        3.12227       0.724333        2.46762        2.99157        6.35238        2.59563            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          12.76          3.108          41.19          0.104           43.7           0.23          31.71          1.279          74.87          1.376          19.07          10.23         0.3377         0.3776             -1             81              1          0.168             -1              0
           6620    189.1572113     62.2687645           0.86          25.55          4.629             19           7.64    1.50602e-05       0.399952    1.46628e-05       0.812329            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.029          2.508          51.49          0.043          34.37          0.054          27.29          0.309          18.59          0.349          19.86          11.13         0.1285         0.8411             -1             81              1         0.1059          13150              1
           6629    189.5365295     62.2683487           2.06           22.8          7.099          5.716             11       0.281234       0.420094        3.22476        1.19582         3.2634        2.59172            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.178          2.996          5.545          0.043          5.871          0.082          5.712          0.485          2.219          0.581          22.36          10.42         0.1741             -1            -99            -99              1          6.047            -99              0
           6634    189.0873871     62.2686272           1.24          41.15          3.176          36.79          5.964       0.322115       0.281853       0.263991       0.775226            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.592          3.077           16.1          0.039          15.15          0.056           9.82          0.371           9.55          0.409          21.45          10.59         0.1532             -1            -99            -99              1          9.967            -99              1
           6638    189.2247009     62.2686043           0.83          24.44           4.05          9.817          7.164       0.405787       0.281012        0.51045       0.735555            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.885          2.452          6.224           0.03          4.154          0.048          3.838          0.312          2.877          0.357             22          9.568        0.05493         0.8499              1             21              1        0.06059          19390              1
           6641    189.3901825     62.2684708           0.82          120.3          4.805          95.44          10.96        1.75022       0.386818        2.42901       0.956052    3.20924e-07        4.15159            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          9.895          2.668          24.85          0.066             15          0.072          18.89          0.423          13.14          0.481          20.79           10.2          0.197         0.8524             -1             81              1         0.1917          33590              1
           6643    189.4886322     62.2683067           2.18          23.32          4.342           14.6          5.951       0.334936       0.288393        0.85427       0.803169            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.883          2.843          1.351          0.038          1.194          0.069          1.567          0.429          1.086          0.493          24.27          9.788         0.0779             -1            -99            -99              1          7.268            -99              1
           6650    189.3502350     62.2683716           1.74          40.41          3.167          15.76           6.36       0.406027       0.336854    1.46628e-05       0.882081            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.061          2.561          5.147          0.036          5.281          0.064          5.007           0.39          3.345          0.454          22.49          10.19        0.05112           1.78              1             34              1        0.03752          30490              1
           6662    189.2502289     62.2682800           0.97          94.38          5.121          91.07          9.278        1.34455       0.309653       0.869496       0.815136            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.796          2.476          16.15          0.035          11.84          0.053          8.743           0.33          9.596           0.38          21.12           10.2         0.0824          1.013              1             21              1        0.06059          21880              1
           6665    189.2827454     62.2682457           0.93          425.1          15.82          350.6          10.95        3.86335       0.296788        8.99398       0.684431        13.8021        1.17272        8.01196        2.48633       0.705532        3.17321            -99          1e+10            -99          1e+10           24.8            2.8          77.77          0.053          56.88          0.069          48.63          0.371          42.52          0.436          19.42          11.02        0.03752          0.936              1             10              2        0.02556          24780              1
           6672    189.5258789     62.2679100           1.63          89.93          4.754          9.322          11.42       0.287017       0.345232       0.995499        1.04509            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.576          2.908          7.614          0.043          8.811          0.077          9.815          0.457          5.808          0.537          21.84          10.35        0.08146             -1            -99            -99              1          13.91            -99              1
           6676    189.1144562     62.2680435           1.25          79.73          5.715          79.35          7.965       0.756027       0.276148        2.17941       0.740163        5.18917       0.581373        4.65789        1.95615            -99          1e+10            -99          1e+10            -99          1e+10          6.392          2.524          32.93          0.039          28.97          0.055          19.88           0.33          18.69          0.368          20.66          11.07         0.1099          1.242             -1             81              1        0.09947           9488              1
           6677    189.1592102     62.2680359           0.88           24.9          4.194          18.03           4.96    1.50602e-05       0.374315            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10        -0.1072          2.503          92.64          0.053          59.95          0.059          48.62          0.312          31.39          0.349          19.18          11.57        0.09947         0.8542              1             25              1         0.1128          13320              1
           6693    189.1419678     62.2679024           1.01          104.6          4.573          31.17          7.835       0.775198       0.322384        2.17623       0.807126        2.25165        1.92995            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          8.587          2.481          15.17          0.033          15.19           0.05          13.35          0.309          12.35           0.35           21.3          10.29         0.2752          0.834              1             12              1         0.6318          11700              1
           6694    189.1532288     62.2679558           0.85          89.54          4.163          70.66          9.516         1.3253       0.307561        1.91752       0.807257            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.974          2.486          25.53          0.036           17.5           0.05          14.58          0.306          10.32          0.349          20.68          10.63         0.0824          0.851              1             12              1         0.1128          12740              1
           6695    189.2056732     62.2679100           1.42          14.63          2.605      1.903e-07          6.905    1.50602e-05        0.29595        1.46336       0.590855        2.70342        2.44592            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.092          2.713          9.569          0.031          9.347          0.048          6.446          0.304          5.176          0.349          21.98           10.7        0.06866         1.4509              1            104              1        0.05493          17480              1
           6700    189.3281555     62.2679405           0.54          34.17          4.993          22.62          4.961       0.884583       0.280252        2.02529       0.640558       0.940344        1.40303            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.251          2.517          11.94          0.038          8.771          0.063          7.273          0.381          7.174          0.438          20.98          9.748        0.05294         0.5577              1             21              1        0.05112          28660              1
           6707    189.5097809     62.2676659           1.78          25.33          5.155      1.903e-07          9.011    1.50602e-05       0.291416        1.72801       0.889349            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          1.693          2.808          5.028          0.041          5.431           0.07          5.115          0.438          2.441          0.506          22.58          10.28        0.05803             -1            -99            -99              1          8.602            -99              1
           6710    189.1318817     62.2677727           0.83          303.2          12.99          283.6          10.03        3.95989       0.309117        8.62227       0.776953         9.3152       0.910534        7.42585        1.28044        4.92999        1.61549            -99          1e+10            -99          1e+10           28.7            5.3          45.17          0.042          29.94          0.054          34.21          0.318          26.96          0.356          19.94          10.49         0.1099         0.7837              1             21              2         0.1236          10830              1
           6712    189.1801300     62.2677879           0.93          3.758          2.756          19.51          9.879    1.50602e-05        0.27749       0.416583       0.723663            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          8.129          2.509          0.656          0.027          0.375          0.046         -0.114          0.303         -0.412          0.347          24.24          9.048        0.05493             -1            -99            -99              1           15.4            -99              1
           6714    189.3066406     62.2676926           1.13          208.5          10.68          187.6          5.504        4.51305       0.249792        10.2063        1.42857        12.7144        1.50705        12.1307        3.74817        8.20975        1.49338       0.547416        1.66864       0.591324         0.6653           53.1            5.8           32.7          0.043          27.88          0.065          24.87          0.382             24           0.44          20.79          10.83         0.1455             -1             -1             81              2         0.2549          26810              1
           6724    189.0913239     62.2675858           2.03          118.1          4.315          27.04          5.679        1.45034       0.324904        4.50642       0.850207        6.07791        1.05994        4.00783        2.52779            -99          1e+10    2.06781e-10        1.66273            -99          1e+10           15.2            2.6          10.69          0.037          13.28          0.055          14.85          0.368          11.22          0.403          22.02          11.19         0.1236             -1            -99            -99              2          8.321            -99              1
           6745    189.4339752     62.2673988           2.65          23.77          3.501      1.903e-07          8.013       0.497839       0.300847    1.46628e-05       0.566922            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         -0.305          2.745          0.393          0.037          0.139           0.07          -0.94          0.422         -0.331          0.487          25.24          9.118         0.4028             -1            -99            -99              1          12.85            -99              1
           6768    189.0780334     62.2669907           1.21          121.3           11.1          127.7          7.309        2.44524       0.316859        5.88726       0.733607          5.155        1.66457        3.16688        3.03519            -99          1e+10            -99          1e+10            -99          1e+10          10.33          2.566          24.43          0.044          20.47           0.06          15.47          0.401          15.26          0.439          20.91          10.71          0.545           1.36              2             72              1         0.5512           6607              1
           6770    189.0825195     62.2669983           1.27          60.62          3.784          78.64            6.2       0.701398       0.279061        1.73798       0.712666        3.68021        2.07617            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          6.934          3.042          14.39           0.04          13.73          0.058          10.74          0.388          10.38          0.422           21.2          10.57         0.1262          1.345              1             12              1        0.09947           6935              1
           6775    189.1657715     62.2667580           1.44          62.17          5.317          38.59          5.151       0.331554       0.288263       0.779098       0.677715            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.343          2.531          56.96          0.044          46.64          0.056          36.76          0.312          25.94          0.349          20.54          11.15         0.9218             -1            -99            -99              1          1.054            -99              1
           6778    189.2702942     62.2671013           1.89           79.8          2.604          56.67          6.732       0.510951       0.282526         1.1192       0.637728        2.23118       0.725715            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           25.6            2.7          9.429          0.036          11.87          0.057          14.21          0.353          17.23          0.406          22.26          10.89         0.0412             -1              2             72              2        0.01373          23700              1
           6782    189.3915558     62.2673302            -99          2.147          5.916      1.903e-07          7.046    1.50602e-05       0.400693    1.46628e-05       0.953074        5.64196        4.27707     -0.0424581        1.94864        3.07102         3.8628            -99          1e+10        1.23529       0.652903          8.397          2.641          0.683          0.038          0.556          0.069         -0.066          0.419          1.862          0.482            -99            -99          3.682             -1           -999            -99              1          4.683            -99              1
           6787    189.4620514     62.2668800           1.14          192.3          5.737            165          8.779         2.0733        0.31894        3.74072       0.784867        11.2418        1.43856        8.65755        1.46574        7.00764        2.66204            -99          1e+10            -99          1e+10             32            3.1          116.7          0.064          99.44          0.084          67.43          0.432          56.67          0.492           19.2          11.51        0.02902           1.17             -1             81              2        0.04848          37540              1
           6789    189.5350800     62.2667923           0.91          304.1          11.26          150.2          10.38        4.98691       0.400742         3.1612        1.33136        3.20965        2.37991            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          12.82          2.997          8.487          0.043          6.235          0.082          6.941          0.476          13.76          0.579           21.7          9.708          0.154         0.9743              1             23              1         0.1534          39290              0
           6790    189.5743561     62.2666130           0.28           36.4          3.808            -99          1e+10       0.963078        0.52392        4.15024        1.47383        4.03592        2.04771            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          1.209          3.087          10.86          0.069          9.309          0.176          8.782          0.878          7.613          1.113          20.81           9.41         0.6715             -1            -99            -99              1          14.04            -99              0
           6801    189.2618408     62.2669907           1.58          22.82          3.213          15.99          6.368    1.50602e-05       0.292343    1.46628e-05       0.571861            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          10.24          2.442          4.711          0.032          5.132          0.054          4.291          0.336          5.265          0.388          22.58          10.26        0.04848          1.577              1             72              1        0.02902          23030              1
           6820    189.2020721     62.2666130           1.78          124.6           6.38          25.25          8.878       0.508707       0.460266        1.46867        1.26797    3.20924e-07        4.55446        5.28888        4.87689            -99          1e+10        1.50668        2.04255        1.05144        1.44697           6.25          2.694          9.048           0.03          11.27          0.049          10.71          0.305          10.42          0.349          22.47           11.1         0.1059         1.7337              1            104              1         0.2647          17160              1
           6827    189.4126892     62.2664375           0.83          97.92          7.051           92.8          9.049       0.455126       0.569304        2.72893        1.13407        12.0325        3.27063        16.5302        5.79439            -99          1e+10            -99          1e+10            -99          1e+10          9.813          2.622          17.41          0.042          13.35           0.07           11.9          0.424          11.02          0.482           21.3          10.26        0.05113           0.97             -1             81              1        0.05294          34910              1
           6828    189.4145660     62.2662849           3.12          110.2          6.166          6.662           8.15        2.13697       0.424413        3.36706        1.15615        3.07744        3.62903    2.90529e-07        5.89841            -99          1e+10        1.37967        2.00757         1.3879       0.574028           39.2            7.4          6.216          0.039          9.735           0.07          13.69          0.424          16.77          0.484          23.36          11.21         0.1741             -1            -99            -99              2          3.139            -99              1
           6845    189.3097229     62.2663651            0.5          161.3          6.654            136          4.513        4.45914       0.323804        8.02627        1.35814        8.71314        1.73314        7.30579        4.31832            -99          1e+10            -99          1e+10            -99          1e+10           19.2            2.8          40.88          0.046          31.83          0.066          35.41           0.39          33.34          0.439          20.03          10.02        0.09433          0.566              1             21              2         0.3752          27100              1
           6856    189.0671082     62.2662201           1.89           21.8          5.161          0.288           6.49       0.320511       0.297392    1.46628e-05       0.735526            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.7639          2.557          5.011           0.04          4.814          0.061          4.878           0.43          2.806          0.469          21.97          10.12         0.2542             -1            -99            -99              1          1.024            -99              1
           6871    189.5876160     62.2659225           1.67          78.21           6.91            -99          1e+10        1.60607       0.719472      0.0490022        2.42757        5.64401        3.76998            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          4.076          3.109          5.996          0.141            -99            -99             14          1.811          8.956          2.116          22.86          10.28         0.3836             -1            -99            -99              1          13.16            -99              0
           6882    189.4524536     62.2658882           0.62          32.47            4.8          16.93          7.536       0.918054       0.299934        1.47882       0.860633            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.595          2.753          13.12          0.043          8.711           0.07          7.365          0.426           5.65          0.488          21.07          10.07        0.01373         0.6406              1             21              1        0.02556          37130              1
           6887    189.1622314     62.2659721           0.84          49.09          5.476          35.03          6.025       0.624318       0.292876      0.0367393       0.833084            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10         0.3853          2.506           19.5          0.034          13.59          0.049          10.94          0.305          7.784          0.348          21.04          10.54        0.08627             -1            -99            -99              1          2.632            -99              1
           6888    189.2285461     62.2659111           0.48          19.38           4.52          14.94          6.056       0.383843       0.290205            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            3.4          2.454          12.14          0.032          9.241          0.049          7.488          0.309          8.671          0.355          20.87          10.02        0.04848          1.132              1             10              1        0.07504          19760              1
           6891    189.4282379     62.2659073            -99          306.5          11.78          45.17           7.85        1.56954       0.318841         6.6146       0.655884        15.3074        1.24001        13.3578        1.48048        12.2816        1.37843         1.0352        1.99013        1.97254        0.48784           75.8              6           1.36          0.038           1.21          0.072          2.521          0.421          4.911          0.487            -99            -99          3.569             -1           -999            -99              2          14.06            -99              1
           6914    188.9834137     62.2654305           0.54          110.3          7.714            -99          1e+10    1.50602e-05       0.551494    1.46628e-05        1.19899            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10           52.1            8.8          44.94          0.143          40.81          0.183          50.17          1.704          29.45          1.289           19.4          10.85         0.2627          0.436             -1             81              2         0.2057             -1              0
           6917    189.0984192     62.2655907           1.43          15.85          3.966          2.884          6.482       0.785854       0.280125       0.873622       0.753757            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          3.363          3.065          3.958          0.033          3.929          0.052          2.631          0.355          2.049          0.396          22.51          10.08         0.1128          1.933              1             34              1        0.08627           8179              1
           6922    189.3425903     62.2655716           1.11          28.48          5.361          24.35          8.645       0.211693       0.283296    -0.00480181       0.631853            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.717          2.522           6.64          0.036          5.126          0.064          3.545          0.387          3.115          0.452          22.15          9.988        0.03752          1.141              1             21              1        0.05294          29890              1
           6928    189.5838013     62.2651367           1.46            111          5.667            -99          1e+10    1.50602e-05        1.10563        5.66982        2.97792       0.375321        5.77262         5.0914        7.02185            -99          1e+10            -99          1e+10            -99          1e+10          5.227          3.096          8.294          0.104          9.899          0.397          7.362          1.553          13.43          1.776          22.39          10.34         0.1887             -1            -99            -99              1          12.18            -99              0
           6934    189.2009735     62.2656593           2.42          75.24          5.689          39.35          7.832        1.28125       0.346221        2.70348        1.12312        7.48772          3.579    2.90529e-07        4.99808            -99          1e+10    2.06781e-10        1.85431        2.45744        1.41817          6.048          2.634          5.095          0.029          4.767          0.047          5.826          0.304          6.602          0.348          22.45          10.14         0.1403           2.44              1             34              1         0.1161          17080              1
           6944    189.5522461     62.2650566           1.43          54.73          4.135            -99          1e+10       0.903877       0.425956        1.09791        1.08836         4.0382        1.93172            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.777          3.004          8.508          0.048          8.891          0.103          7.271          0.548          6.849          0.724          22.56          10.32          0.181             -1            -99            -99              1          25.95            -99              0
           6945    188.9902649     62.2653580            -99          18.45          7.995            -99          1e+10       0.311786       0.523926        2.60856       0.953845    3.20924e-07        3.10306            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          5.019          2.701          10.46          0.106          10.88          0.143          6.878           1.11          17.69          1.041            -99            -99          1.274             -1           -999            -99              1          11.38            -99              0
           6950    189.1034851     62.2652473            2.9          52.08          4.212          13.81          8.889      0.0899444       0.291989        1.21559       0.734295         3.7908        1.33778        1.88133        1.60431            -99          1e+10      0.0739793        1.02963       0.531869       0.704899          10.38          2.552          2.942          0.033          3.849          0.051          4.177          0.349           6.26          0.388          23.77          10.63         0.2335             -1              2             72              1         0.2076           8554              1
           6963    189.5814056     62.2648163           2.28          62.03          6.924            -99          1e+10        1.57551       0.771608        1.60676        2.98911            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10            -99          1e+10          2.764          3.115          4.466          0.085          5.481          0.361          6.647          1.368          3.498          1.582          23.13          10.72         0.5069             -1            -99            -99              1          12.89            -99              0
