#       id       zspec       zbest       ubest       chi2_min     S_chi2_min     R_chi2_min
# 
      1737     1.14200     1.14200       6.100       4.046848      0.4343172       3.612531
      1740    -1.00000     0.93080       6.100       2.234296      0.4074897       1.826807
      1741     1.02400     1.02400      18.000       12.56584      0.5439344        12.0219
      1747    -1.00000     1.84848      25.000        6.01839       3.480468       2.537922
      1753     1.20000     1.20000       9.700      0.9504531    0.003692245      0.9467608
      1762    -1.00000     2.14944      30.000       16.77715       11.83712       4.940032
      1764     0.29850     0.29850     101.000        21.2804      0.0180306       21.26237
      1775    -1.00000     1.68561      12.100       9.249351      0.8459372       8.403414
      1779    -1.00000     0.91450       6.100        16.5266      0.2507482       16.27585
      1813    -1.00000     1.33870      25.000       3.642616       1.124936        2.51768
      1814    -1.00000     1.39330       9.700       1.523431   3.822954e-18       1.523431
      1818     1.56900     1.56900      25.000       2.779566       0.124216        2.65535
      1822    -1.00000     0.42130       9.700       3.487163   1.374981e-05       3.487149
      1824    -1.00000     0.40100       9.700       2.034945     2.5896e-21       2.034945
      1836     0.25440     0.25440       2.200       4.921692     0.02231587       4.899377
      1843     0.63480     0.63480       4.900       6.165488       1.186682       4.978806
      1847     0.90300     0.90300      14.500      0.5059297     0.06418863      0.4417411
      1850    -1.00000     2.15520      40.000       8.091391      0.3771708        7.71422
      1855    -1.00000     0.85640     101.000       37.10786       18.35707       18.75079
      1859     0.58560     0.58560      12.100       1.378462     0.02254498       1.355917
      1865     1.15300     1.15300       6.100       4.529969      0.4574986       4.072471
      1866     1.08300     1.08300      18.000       3.447262      0.3147918       3.132471
