#   SAVEDid       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160       xfRad       xeRad      xf2000      xe2000
#
12166      0.6327      0.2595        1.31      0.4201       1.478       0.414       1.104      0.3967       0.549      0.2331      0.1253     0.06061     0.04765     0.02394    0.003347    0.001118    0.008415    0.004364
12172       1.464      0.5042       1.337       0.495      0.6966      0.2643      0.3076      0.1174      0.1051     0.04016      0.0188     0.00713    0.006827     0.00258    0.005118    0.002042    0.001195   0.0004768
12177       1.429       0.372       1.625      0.3805       1.202      0.5292      0.6425       0.342      0.2545       0.151     0.05171     0.03318     0.01954     0.01283    0.005592    0.001149    0.003442    0.002255
12195      0.3611      0.2955      0.5894      0.5486      0.7215      0.7015      0.6047      0.5943      0.3317      0.3273     0.08404     0.08306     0.03233     0.03194    0.001484    0.001484     0.00572     0.00565
12199     0.01304    0.005771     0.05082     0.01624      0.1302      0.0031      0.1822      0.0167      0.1892       0.025      0.1045     0.01588     0.05112     0.00804   0.0002536   1.945e-05      0.0101     0.00165
12200      0.6063      0.3537      0.7974      0.4267      0.6451      0.4019      0.3492      0.2389      0.1399      0.1013     0.02836     0.02141     0.01069    0.008177    0.002277    0.001284    0.001874    0.001437
12206           6       0.282       8.236       0.245       6.142      0.2055       3.387       0.131       1.385      0.0575      0.2642     0.01055      0.0958     0.00366     0.02088      0.0013     0.01571    0.001015
12241      0.2077      0.1592      0.4632      0.4338      0.5753      0.5627      0.4624      0.4569      0.2549      0.2529     0.06366     0.06324      0.0243     0.02414    0.001187    0.001187    0.004258    0.004226
12244       1.589      0.8456       3.492       0.532       4.982       0.852         4.8       1.226       3.402         1.1       1.048      0.3823      0.4161      0.1556    0.007847    0.002763     0.07251     0.02724
12250      0.5326      0.3555       1.353      0.3015       2.417       0.305       2.989      0.6175       2.617        0.67       1.117      0.3205      0.5029      0.1485     0.00412    0.001012     0.09084     0.02736
12256      0.2778       0.266      0.3311      0.3274        0.18       0.179     0.08188     0.08152     0.03002      0.0299    0.005988    0.005962    0.002232    0.002233   0.0008635   0.0008635   0.0003985   0.0003985
12257         1.7       0.439       3.859      0.8605       6.042       1.429       5.346       1.575        3.03       1.011      0.7762      0.2898      0.2966      0.1162     0.01075    0.002985     0.05183     0.02139
12259      0.3718      0.1731       1.093      0.1964       1.798      0.0445       1.861       0.191       1.388       0.213      0.4496     0.08755       0.181      0.0378    0.003319           0     0.03142    0.006965
12262       1.636       0.311       3.212       0.573       3.221       0.733       1.992      0.5065      0.8958      0.2463      0.1877      0.0552     0.07074     0.02124    0.007943     0.00153     0.01239    0.003802
12265       1.089      0.2887        2.65      0.2095       3.764       0.606       3.554      0.8385       2.394         0.7      0.6918      0.2358       0.269     0.09595    0.006751    0.001042     0.04682     0.01732
12267      0.6286      0.3473       1.006      0.4461      0.8208      0.3033      0.4671      0.1558      0.1951     0.05965     0.03874     0.01156     0.01436     0.00434     0.00269    0.001337    0.002478     0.00076
12275      0.7537       0.181       1.243      0.4482      0.9683      0.4436      0.5263      0.2665      0.2095      0.1132     0.04282     0.02439     0.01622    0.009384    0.003052    0.000792    0.002846    0.001655
12276       0.308      0.1756       0.417      0.3187      0.3411      0.2943      0.2165      0.1951     0.09547     0.08743     0.01977     0.01813    0.007252    0.006607   0.0007835   0.0007835    0.001245    0.001119
12282        1.35      0.4393       1.583      0.4955       1.676      0.8317       1.225      0.7858      0.6085      0.4285      0.1413      0.1037     0.05389     0.03941    0.002637    0.002215    0.009579    0.006871
12301       15.36        0.88       17.15        2.23        9.06        1.96       4.072       1.059       1.472       0.428      0.2894      0.0915       0.108      0.0349     0.05056    0.004775      0.0194    0.005995
12313       1.447      0.6563       2.704        0.87       3.248       1.325       2.674       1.417       1.434      0.8749      0.3519      0.2402      0.1343     0.09378    0.006783    0.002426     0.02364     0.01677
12317        1.31        0.22       3.598        0.27       5.204      0.3935       4.591      0.7795       2.712      0.6675      0.7172      0.2242      0.2744     0.09145     0.01023       2e-05     0.04764     0.01683
12349      0.4779      0.1017       1.353       0.093        2.13      0.1055       1.987      0.2175       1.293       0.201      0.3624     0.07155      0.1395     0.02965    0.004015     4.8e-05     0.02414     0.00548
12350      0.4551      0.3093      0.8223      0.5458       0.813      0.4891      0.6044      0.3697      0.2918      0.1848     0.06459     0.04211     0.02416      0.0159     0.00209    0.001439    0.004192    0.002778
12365       0.946       0.253       1.857      0.5425       1.966      0.6175       1.252      0.4266      0.5709      0.2108      0.1205     0.04779      0.0454     0.01843    0.004469    0.001381     0.00794     0.00331
12368       1.071      0.1224       1.984       0.241       1.687       0.234      0.9454      0.1476      0.3852     0.06515     0.07986     0.01443     0.03036      0.0056    0.004468    0.000561    0.005334    0.000994
12377       1.332       1.012       1.748       1.464       1.051      0.9261       0.508       0.456      0.1909      0.1728     0.03862     0.03509     0.01447     0.01333    0.004062     0.00328    0.002547    0.002341
12387      0.1509      0.0337      0.4229        0.03      0.6714       0.026      0.6264     0.06175      0.4062     0.06015      0.1135     0.02196      0.0437    0.009135    0.001265           0    0.007547    0.001703
12388      0.7015      0.3496       2.335      0.3765       4.768      0.5455       5.585      0.7285       4.891      0.8735       2.006       0.473      0.8869      0.2301    0.008443   0.0007665      0.1595      0.0441
12391      0.2944      0.1434       0.643      0.2929      0.7718      0.3523      0.5839      0.2884      0.2847      0.1523     0.06367     0.03643     0.02385     0.01386    0.001643   0.0007714    0.004137    0.002432
12392      0.2153      0.1104      0.6189      0.1241       1.016     0.04995       1.033      0.1848      0.7565      0.2214      0.2434     0.09835     0.09819     0.04322    0.001912           0     0.01713     0.00779
12396       3.605      0.4895       5.074        0.86       3.593       0.993       1.873        0.62      0.7215      0.2675       0.145     0.05863     0.05466     0.02268     0.01358     0.00171    0.009584    0.003986
12400      0.5793      0.2323       1.317      0.5505       1.596      0.6234       1.254       0.479      0.7231        0.31      0.1877     0.08842     0.07169     0.03482    0.003343    0.001374     0.01249    0.006228
12403      0.6861       0.466       1.194      0.8778        1.11      0.8448      0.7008      0.5473      0.3265      0.2616     0.07019     0.05742     0.02656     0.02189    0.002909      0.0024     0.00464    0.003914
12419      0.9187      0.5883       1.335      0.8238        1.03      0.6014      0.5555      0.3278      0.2377       0.147     0.04734     0.03024     0.01722       0.011    0.003612    0.002489    0.002889    0.001897
12420        1.18      0.3778       5.188       0.537       12.48        0.41       16.35        0.67       15.01        0.92       6.689       0.538       3.056      0.2655     0.02342    0.000855      0.5576      0.0513
12421      0.2838      0.1803      0.3943      0.3398      0.3917      0.3706      0.2887      0.2799      0.1474      0.1443     0.03471     0.03407     0.01337     0.01311   0.0007695   0.0007695    0.002394    0.002345
12423       2.676       0.328       5.611       0.391       6.043       0.537       4.399      0.5575        2.14       0.354      0.4771     0.09455      0.1752     0.03535     0.01414    0.001215     0.02954     0.00594
12428      0.4582      0.2915      0.7721      0.4819      0.7502      0.4409      0.5359      0.3317      0.2553      0.1634     0.05582     0.03672     0.02086     0.01384    0.001875     0.00125     0.00362    0.002418
12429      0.8158      0.7402       1.406       1.365       1.257       1.241      0.8079      0.8011      0.3552      0.3527     0.07215     0.07165     0.02623     0.02603    0.003583    0.003583    0.004438      0.0044
12434       1.501      0.3105       2.289      0.4145       1.887       0.341        1.18      0.2908      0.5213      0.1498      0.1066     0.03409     0.03926      0.0129    0.005396    0.001245    0.006694    0.002319
12450       1.629      0.1225       2.951      0.2985       2.459      0.3305       1.375      0.2085      0.5593     0.09205      0.1158     0.02039     0.04403     0.00792    0.006816    0.000536    0.007734    0.001406
12451      0.3735      0.2514      0.8532      0.6268       1.336       1.052       1.322       1.087      0.9155      0.7794      0.2709      0.2361      0.1063     0.09327    0.002389    0.001869     0.01867     0.01644
12457      0.8177      0.3023       1.504      0.5159       1.938      0.8935       1.643      0.9228      0.9214      0.5877       0.236      0.1644      0.0904      0.0639    0.003651    0.001639     0.01584     0.01127
12465       8.172       0.084        14.9       0.165       13.18        0.15       7.504       0.086       3.119      0.0355      0.6476     0.00745      0.2457      0.0028     0.03583    0.000415     0.04317    0.000495
12478      0.6457      0.4003       1.516      0.2965       2.364      0.3655       2.564      0.6125       2.021      0.5925      0.7167      0.2402      0.2994      0.1043    0.004089   0.0007945     0.05269     0.01898
12485       0.976       0.432       1.763      0.5245       1.767       0.632       1.213      0.5078      0.5861      0.2777      0.1297     0.06777     0.04914     0.02646     0.00435    0.001415     0.00866     0.00478
12492      0.3498      0.1562       1.086      0.1656       1.849      0.1315       1.982       0.316       1.524       0.333      0.5147      0.1393      0.2106      0.0608    0.003404   0.0001865     0.03674      0.0111
12493       0.483      0.2983       1.459       0.432       3.219       0.499       3.835        0.74       3.468       0.846       1.621       0.503      0.7546      0.2494    0.005494   0.0009505      0.1397     0.04902
12496      0.3434      0.3061      0.5102      0.4937      0.5203      0.5147      0.3358      0.3336      0.1562      0.1555     0.03411     0.03396     0.01307       0.013    0.001306    0.001306    0.002314    0.002314
12500       1.002       0.542       2.256      0.3865       3.031      0.5275       2.876       0.841       1.998       0.734      0.6037       0.248      0.2383      0.0996    0.004727     0.00169     0.04147     0.01724
12508       3.325       0.839        8.71      0.6565          12       0.645       13.04       0.845       10.73       0.797       4.382      0.3995       1.954       0.189     0.01816     0.00233       0.353      0.0343
12509      0.7353      0.2397       2.283      0.2235       3.813       0.172       3.825      0.3875       2.675       0.459      0.8071       0.184      0.3183     0.07705    0.006812    0.000369     0.05556     0.01341
12520      0.3882      0.1011       1.171      0.0475       1.925        0.34       1.934      0.4475       1.393      0.3705      0.4281      0.1255      0.1691      0.0511    0.003555    0.000528     0.02922     0.00907
12523      0.7597      0.3273       1.266      0.5988      0.9798      0.6092       0.532      0.3671      0.2126       0.156     0.04356     0.03344     0.01652     0.01285    0.002965    0.001261    0.002905    0.002259
12524       2.785       0.527       4.492       0.289       4.307      0.6875       2.745      0.6115        1.26      0.3403      0.2678      0.0833       0.101     0.03274    0.009704    0.001636     0.01716     0.00605
12526      0.8035      0.4235       2.096       0.382       3.114       0.405       3.208      0.7165       2.377      0.6835      0.7702      0.2569      0.3108      0.1078    0.005304    0.001044     0.05415     0.01919
12532         3.2       0.689        5.88      0.7055       5.515       0.992       3.321      0.7845       1.464      0.4085      0.3022       0.096      0.1133     0.03748     0.01482    0.002255     0.01979    0.006755
12552      0.3685      0.3496      0.4528      0.4445      0.3041      0.3012      0.1782       0.177     0.08104     0.08066      0.0175     0.01743     0.00669     0.00666    0.001386    0.001386    0.001183    0.001182
12556      0.5489      0.2891      0.9147      0.5043      0.8728      0.4772      0.5803      0.3307      0.2741      0.1607     0.05909     0.03625     0.02229     0.01399    0.002169    0.001279    0.003866     0.00249
12560       2.545       0.819       7.981       1.794       14.92       1.245       17.57       1.895       15.08       1.925       6.477      0.9655       2.931      0.4575     0.02481     0.00132      0.5327      0.0881
12572       2.078      0.4405       3.265      0.7555       2.265       0.658       1.175      0.3782      0.4536      0.1563     0.09262     0.03368     0.03512     0.01298    0.007334    0.001661    0.006165    0.002289
12580      0.8154       0.108       1.727       0.115        2.54       0.541       2.352       0.698       1.553      0.5547      0.4439      0.1792      0.1723     0.07185    0.004327    0.001069     0.03005     0.01281
12581       1.245      0.8127       3.192       0.758       5.961       0.786       6.608       1.135       5.658       1.389        2.28       0.725       1.004      0.3457    0.009889    0.001321      0.1801     0.06545
12582       3.028      0.5545       8.123       1.265       11.17       1.075       9.166       0.834       5.161      0.4815       1.287      0.1255      0.4804       0.047     0.02191    0.002605     0.08206    0.008825
12586      0.2166      0.1501      0.4832       0.314      0.5381      0.3585      0.4066      0.2789      0.2054      0.1456     0.04722     0.03436     0.01742     0.01268    0.001248   0.0008071    0.002941     0.00213
12600      0.4243      0.2596       1.209      0.7947       1.667        1.11       1.405      0.9324      0.9125      0.6335      0.2788      0.2067      0.1101     0.08301    0.003308      0.0022     0.01914     0.01454
12610        14.3        0.21       21.87        0.33       14.47       0.225       7.323      0.1125       2.806       0.043      0.5736      0.0088      0.2174     0.00335     0.04904    0.000755     0.03828     0.00059
12611       4.189      0.0745       8.132       0.135        7.88      0.2015       5.355      0.1835       2.437       0.099      0.5115     0.02395      0.1865     0.00885      0.0209    0.000365     0.03147    0.001485
12613       9.296      0.3475       16.51        0.88       13.39       1.155         7.4       0.768       2.979       0.348      0.6142     0.07875      0.2332      0.0308     0.03792    0.001605     0.04094     0.00547
12615       1.475      0.6438       2.582      0.3865       3.209      0.4725       2.946        0.79       1.983       0.726      0.5923      0.2605      0.2346      0.1073    0.004988    0.001899     0.04105     0.01877
12623       1.085      0.3946       2.064       0.548       2.097       0.663       1.399      0.5474      0.6577      0.2936       0.142     0.07024     0.05356     0.02736    0.005082    0.001531    0.009368    0.004962
12625   1.715e-09   1.715e-09   2.317e-09   2.317e-09   2.414e-09   2.414e-09   1.851e-09   1.851e-09   1.035e-09   1.035e-09   2.959e-10   2.959e-10   1.218e-10   1.218e-10   2.793e-20   2.793e-20   2.376e-11   2.376e-11
12631     0.02137     0.02052     0.03017     0.02976     0.02284     0.02269     0.01242     0.01236    0.005025    0.005005   0.0009491   0.0009449   0.0003431   0.0003415   8.445e-05   8.445e-05   5.828e-05   5.832e-05
12632      0.6728      0.2878       1.208      0.6913       1.521      0.9536       1.372      0.9287      0.8278      0.5882      0.2238      0.1652     0.08641     0.06449    0.002615    0.001713     0.01518     0.01143
12633       1.224      0.5574       4.021       0.613       7.525      0.6145         8.2      0.9745       6.639       1.151       2.407       0.553       1.011      0.2572     0.01331    0.000785       0.178      0.0483
12635      0.6014      0.3826      0.8555      0.4156      0.7791      0.3949      0.4844      0.2748      0.2176       0.136     0.04614      0.0311     0.01751     0.01207    0.002419    0.001385    0.003088    0.002164
12636       2.301        1.04       3.568       0.913       2.665       0.537       1.426       0.325      0.6146      0.1826      0.1247     0.04455     0.04653     0.01756    0.009816    0.003304    0.008103    0.003178
12640      0.5248      0.2951      0.8431       0.393      0.8023      0.3678      0.5257      0.2696      0.2486      0.1393     0.05391     0.03241     0.02038     0.01253    0.002221    0.001138     0.00358    0.002252
12646      0.6228      0.3009       1.297      0.6067       2.869       0.833        4.36       0.725        5.54      0.9135       4.473      0.5525       2.918       0.425    0.004659    0.002088      0.7742      0.1729
12648       1.274      0.0955       2.354      0.1145       2.203        0.14       1.325      0.1065       0.578     0.05385      0.1166     0.01225     0.04311    0.004695    0.006037    0.000321    0.007443   0.0008325
12649       1.431       0.309       2.059       0.474       1.581      0.3685      0.8745      0.2046      0.3576     0.08365     0.06802     0.01591     0.02461     0.00575    0.005595    0.001315    0.004153    0.000977
12656       2.051      0.0845       2.928       0.125       2.194       0.095        1.18       0.051      0.4745     0.02055      0.0892    0.003865     0.03223      0.0014     0.00831    0.000362    0.005494   0.0002395
12663      0.5047       0.229       1.669      0.2345       2.944       0.455       3.222        0.81       2.605       0.881      0.9531      0.4099      0.4039      0.1871    0.005407    0.000732      0.0715      0.0344
12675       2.507       0.359        4.02      0.7735       3.057       0.925       1.643      0.5885      0.6481      0.2585      0.1316     0.05701     0.04974      0.0221    0.009738    0.001302    0.008721    0.003908
12681       1.068      0.2272       2.457       0.421       2.913       0.411       2.139       0.326       1.028      0.1718      0.2263     0.04095      0.0846      0.0157    0.006305    0.001104     0.01467     0.00278
12682       7.263      0.9675       14.84        0.92       15.84       1.785        10.4       1.637       4.854       0.932        1.04       0.233      0.3921     0.09225     0.03652    0.003365     0.06858     0.01703
12684      0.3178      0.2835      0.4336      0.4173      0.3228       0.317      0.2017      0.1994     0.09481     0.09399     0.02054     0.02037    0.007798    0.007732    0.001197    0.001197    0.001371    0.001371
12686       1.281      0.8232       1.948       1.129       1.937       1.093       1.331      0.8187      0.6368      0.4173      0.1397     0.09631     0.05295     0.03709    0.004902     0.00305    0.009312    0.006628
12690       2.921       0.473       4.363      0.7335       3.313      0.9285        1.78         0.6      0.7027      0.2659      0.1427     0.05901     0.05394     0.02289     0.01128    0.001775    0.009436    0.004054
12694       2.491       0.216       7.059       0.345       11.83        0.25       11.53        0.28       7.512      0.2435       2.148      0.0815      0.8375      0.0338     0.02117    0.000845      0.1473      0.0067
12699      0.2747      0.1092      0.5623      0.1715      0.6267      0.1718      0.4381      0.1489       0.213     0.08675     0.04748      0.0222     0.01799    0.008748    0.001423   0.0004492    0.003172    0.001592
12704      0.9292      0.3149       2.055      0.6245       2.839      0.7645       2.505      0.8175       1.412      0.5295      0.3614      0.1516      0.1383     0.06032    0.005319    0.001476     0.02427     0.01098
12717      0.6542      0.3638      0.9619      0.5071      0.8161      0.5299      0.4554      0.3229      0.1879      0.1405     0.03859     0.03002     0.01459     0.01148    0.002575    0.001418    0.002558    0.002026
12725      0.4353      0.2018      0.7973      0.3257      0.7641      0.2979      0.4739      0.1947      0.2177     0.09795     0.04615     0.02238     0.01739    0.008636    0.002014    0.000889    0.003047    0.001549
12736       1.749       0.256       2.494      0.6865       1.667      0.6225      0.8479      0.3582      0.3213       0.147      0.0642     0.03125     0.02418     0.01198    0.006491    0.000982    0.004243    0.002102
12737      0.7337      0.3434       1.296      0.5429       1.432      0.6536       1.064      0.5285       0.525      0.2763      0.1207     0.06712     0.04563     0.02579    0.003051    0.001358    0.008003    0.004577
12746       3.991       0.206       8.043      0.4405       8.383       0.489       5.311       0.313       2.431      0.1445      0.5181      0.0307      0.1963     0.01165     0.01951     0.00117     0.03449    0.002075
12750       2.774       0.436       5.833      0.5325       5.892      0.8035       3.977       0.792       1.879      0.4635      0.4066      0.1181      0.1534     0.04685     0.01469      0.0015     0.02691     0.00859
12757       1.397      0.5748        2.21       0.479       1.837      0.6575       1.091      0.5177      0.4804      0.2674       0.101      0.0622     0.03825     0.02422    0.005928     0.00171    0.006743    0.004347
12760      0.9883      0.6047       1.887       1.174       2.468       1.708       2.079       1.561        1.14      0.9003       0.286      0.2346      0.1092     0.09014    0.004873     0.00324     0.01926     0.01598
12763       1.552       0.513       3.037       0.754       2.935      0.9675       1.939       0.829      0.9075      0.4485      0.1959      0.1074     0.07393     0.04177     0.00748    0.002154     0.01291    0.007604
12764       30.69        0.22       55.41       0.475       46.25       0.415       25.95       0.235       10.57       0.095         2.2        0.02       0.838      0.0076       0.126     0.00115      0.1474     0.00135
12775       1.267      0.3657       2.008       0.594       1.604      0.7077      0.8655      0.4536      0.3476      0.2016      0.0702      0.0439     0.02641     0.01689    0.005162    0.001388    0.004634    0.002973
12783      0.8105      0.3525         1.6      0.6219       1.838       0.777       1.386      0.6963      0.6933      0.3857       0.159     0.09598     0.06062     0.03749    0.004036    0.001659     0.01073    0.006784
12784     0.04199     0.02414      0.1458      0.0396      0.2622      0.0212      0.3059      0.0671      0.2619      0.0877      0.1065     0.04984     0.04716      0.0243   0.0004882   4.015e-05    0.008534    0.004606
12788       1.466       0.169       5.691      0.0985       11.97        0.09       14.41        0.19       12.04       0.205       4.474      0.0845         1.9       0.036     0.02175    0.000485      0.3383     0.00635
12792       1.045       0.597       2.454      0.4805       3.448      0.4655       3.364       0.788       2.396      0.8125      0.7513      0.3247      0.3007      0.1382    0.005461    0.001602     0.05253     0.02462
12794      0.4227      0.2475      0.4827      0.2615      0.3598      0.2326      0.1907      0.1353     0.07463     0.05588     0.01516     0.01183    0.005736    0.004524     0.00159    0.000935     0.00101   0.0007928
12799      0.6726      0.1218      0.6002     0.06785      0.2836      0.0804      0.1215     0.04432     0.04244     0.01782    0.008107    0.003764     0.00301    0.001425    0.002634    0.000817   0.0005618   0.0002292
12801      0.2897      0.2403      0.3705      0.3469      0.2699      0.2613      0.1746      0.1712     0.08225     0.08105      0.0179     0.01766    0.006808    0.006712    0.000958    0.000958    0.001181     0.00118
12806       2.614       0.461       5.379       0.537       5.378       0.258       3.429       0.299       1.575       0.192      0.3334      0.0513      0.1255     0.02075     0.01351    0.001635     0.02197    0.003855
12807      0.4573      0.2193       1.024      0.4337       1.387      0.5423       1.171      0.4924      0.6358      0.2812      0.1578     0.07375     0.05994     0.02861    0.002706    0.001084     0.01044     0.00507
12810       1.237      0.1935       3.408      0.3505       5.509       0.435       5.207      0.6535       3.365      0.6085      0.9419      0.2141      0.3632      0.0874    0.009928   0.0008225      0.0631     0.01581
12817      0.4679      0.4207      0.5297      0.4993       0.372      0.3606      0.2219      0.2173     0.09675     0.09515     0.02051     0.02018    0.007814    0.007686    0.001685    0.001685    0.001367    0.001367
12820       3.962        0.69       6.258      0.9545       5.615       2.139        3.33       1.633       1.466      0.8281       0.308      0.1913      0.1166     0.07447     0.01654    0.001565     0.02051      0.0133
12838      0.8509      0.5531       2.161       0.501       3.389       0.325       3.688       0.749       2.946      0.8755       1.086      0.4119      0.4626      0.1877    0.005217    0.001461     0.08222     0.03438
12846       0.789      0.4181       1.133      0.4968       1.252      0.5028       1.179      0.5657      0.7879      0.4292      0.2256      0.1374     0.08838     0.05422    0.001789    0.001309     0.01551    0.009564
12847         3.7      0.2475       7.473       0.242        7.48       0.579       4.609       0.482       2.065      0.2605      0.4314      0.0633      0.1623     0.02495     0.01847     0.00079     0.02845    0.004535
12848       2.019       0.239       3.581      0.5005       2.901      0.5045       1.605      0.3065       0.646      0.1316      0.1333     0.02865     0.05062     0.01106    0.008231    0.001047    0.008881    0.001959
12851       0.908      0.4631       3.297        0.62       6.345       0.669       7.656       1.349       6.281       1.942       2.655       1.387       1.216      0.7215     0.01074    0.002192      0.2325      0.1458
12852       3.755       0.075       7.974      0.2065       8.391       0.226       5.335      0.1445       2.449      0.0665      0.5222      0.0142      0.1978      0.0054     0.01952     0.00055     0.03482     0.00097
12855      0.4806       0.284       1.571      0.3995       2.892       0.165       3.368      0.6825       2.873      0.9265       1.164      0.5375      0.5156      0.2633    0.005384   0.0003505     0.09328     0.05002
12856       3.243       0.573       8.233      0.5195        12.6        0.98       11.85        1.78       7.854       1.735       2.241        0.64      0.8689      0.2661     0.02278    0.001335      0.1507      0.0488
12860      0.2374      0.1391      0.7169      0.1852        1.22      0.0265       1.344       0.167       1.073      0.2404      0.3879      0.1298      0.1638      0.0615    0.002272     5.1e-05     0.02895     0.01147
12861       1.658       0.083       1.986       0.136       1.052       0.103      0.4717     0.05345      0.1713     0.02125     0.03387     0.00451     0.01264    0.001715    0.005295    0.000353    0.002265    0.000299
12867      0.7333      0.4148       1.225      0.5047        1.03      0.3224       0.592      0.1626       0.249     0.06115       0.053     0.01519     0.01995     0.00601    0.003287    0.001498    0.003472    0.001124
12872      0.5934      0.2443       1.574       0.569       2.131      0.5665       1.742       0.412      0.9607      0.2073      0.2406      0.0502     0.09219     0.02052    0.004315    0.001358     0.01605     0.00378
12891      0.2307      0.1904      0.3689      0.3512      0.3539      0.3479      0.2371      0.2347      0.1145      0.1136     0.02533     0.02516    0.009653    0.009587    0.000892    0.000892    0.001689     0.00169
12894       0.444      0.2404       1.062       0.135       1.549       0.353       1.608       0.515       1.205      0.4512      0.3924      0.1633      0.1585     0.06791    0.002711    0.000723     0.02762     0.01205
12896      0.1066      0.1066      0.3333      0.3333      0.5345      0.5345       0.513       0.513      0.3338      0.3338     0.09425     0.09425     0.03649     0.03649    0.000984    0.000984     0.00637     0.00637
12904       1.808      0.2055       4.714      0.4215       6.686      0.7225        5.77       0.897        3.15        0.62      0.7839      0.1838      0.3006      0.0722     0.01286    0.001035     0.05313      0.0129
12907      0.2637      0.1835      0.5524      0.5027      0.7598      0.7382      0.6778      0.6682      0.3886      0.3849       0.101      0.1003     0.03901     0.03872    0.001445    0.001444    0.006918    0.006862
12916      0.5503      0.1948      0.5295      0.1968      0.3815      0.2406      0.2047      0.1481     0.08162     0.06329     0.01677     0.01353    0.006364    0.005186    0.002069   0.0007215    0.001131   0.0009015
12919       12.07        1.45        17.3       1.495       11.67       1.705       5.929       1.075       2.246      0.4655      0.4489      0.1032       0.169        0.04     0.04451    0.005685     0.02966       0.007
12931       16.48        0.38       28.09        0.78       22.04       0.635       12.06        0.35       4.809        0.14      0.9922      0.0288      0.3772     0.01095     0.06451     0.00191     0.06619     0.00196
12932       1.383       0.516       2.819      0.7245       3.399        1.22       2.672         1.2       1.369       0.697      0.3207      0.1817      0.1209     0.06992    0.007135    0.002144     0.02103     0.01231
12936      0.9761      0.4679       1.425      0.4359       1.249      0.5027      0.7572      0.3788      0.3383      0.1918     0.07147     0.04443     0.02708     0.01731    0.003979    0.001563     0.00476    0.003122
12941        1.32       0.453       1.196      0.6896      0.6156      0.4424      0.2818      0.2197      0.1033     0.08377      0.0206     0.01715    0.007731    0.006459     0.00503    0.002049    0.001407    0.001103
12943       2.382      0.1105       4.163       0.216       3.361       0.178       1.861       0.099      0.7491     0.03995      0.1552      0.0083     0.05905     0.00315    0.009506    0.000514     0.01037    0.000559
12946       1.284      0.5538       1.614      0.9922       1.118      0.8482      0.5859      0.4761      0.2284      0.1927     0.04697     0.04065     0.01786     0.01556    0.004815    0.002305    0.003159    0.002722
12956      0.7282      0.3439        1.47       0.699       1.904       1.111       1.575       1.025      0.8356      0.5745      0.2025      0.1462     0.07712     0.05648    0.003638     0.00216     0.01356     0.01003
12975      0.4544      0.4249      0.4724      0.4551      0.3091      0.3029      0.1758      0.1733     0.07311     0.07229     0.01519     0.01502    0.005763    0.005697    0.001647    0.001647    0.001006    0.001007
12976        2.33       0.158        4.18      0.3165       3.482      0.2695       1.953      0.1515      0.7949     0.06195      0.1655      0.0129     0.06304     0.00491    0.009483   0.0007475     0.01108     0.00087
12981      0.7332      0.4589       1.309      0.3121       1.861       0.844       1.669      0.9108       1.055       0.612      0.2915      0.1769      0.1126     0.06857    0.002971    0.001978     0.01972     0.01191
12995      0.4561      0.2075       1.326       0.228       2.151      0.0695       2.188      0.2545       1.597      0.2835      0.5027      0.1187      0.2004      0.0513       0.004           0     0.03474     0.00932
13003        1.31      0.2545       2.315      0.4885       1.883      0.4585       1.043       0.271      0.4207      0.1145      0.0869     0.02461       0.033    0.009455    0.005287    0.001078    0.005792    0.001671
13009      0.3327      0.2188      0.9986      0.3564       1.717      0.1405       1.991       0.195       1.659      0.3775      0.6549      0.2526      0.2875      0.1271    0.003289    0.000203     0.05181     0.02439
13010      0.9477      0.4123        1.28      0.4358       0.854       0.394      0.4876      0.2814      0.2077      0.1365     0.04324      0.0305     0.01638     0.01176    0.003829    0.001395    0.002896     0.00208
13034      0.8774      0.2947       1.618       0.562       1.615      0.6418      0.9912      0.4278      0.4401      0.2062     0.09148     0.04582     0.03438     0.01758    0.003911    0.001407       0.006    0.003138
13036       1.241        0.22       2.352       0.434        2.01      0.4535        1.12      0.2953      0.4554      0.1331     0.09392     0.02978     0.03563     0.01158    0.005289   0.0009855    0.006257    0.002057
13037       1.617      0.2655       4.232      0.1455       7.161       0.114       7.059      0.2495       4.832       0.303        1.42      0.1195      0.5559      0.0502     0.01245    0.000505     0.09756    0.009045
13054      0.3129      0.1095       1.118        0.05        1.95       0.312       2.171      0.5155       1.724       0.494      0.6088      0.1976      0.2535     0.08555    0.003585    0.000563     0.04454      0.0156
13055       5.683      0.3865       12.68       0.605       15.81        1.39       12.09       1.485       6.096      0.9085       1.405       0.244      0.5364     0.09765     0.03039    0.003205     0.09509     0.01802
13056       1.631       0.481       3.395       0.515        3.25       0.454       2.364       0.505       1.144      0.3166      0.2554      0.0848     0.09528     0.03313    0.008618    0.001326     0.01646     0.00593
13077       1.404       0.291       2.813      0.3865       2.857       0.643       1.761      0.4845      0.7905      0.2475      0.1677      0.0583     0.06363     0.02286    0.006811    0.001105     0.01121    0.004135
13088       2.474      0.4535       4.288       0.483       3.651       0.585       2.126       0.458      0.9147      0.2354      0.1863       0.055     0.06973     0.02147     0.01128     0.00137     0.01216    0.003858
13090         1.4       0.474       2.094      0.5345       1.706       0.344       1.009      0.2465      0.4323      0.1232     0.08601      0.0275     0.03168     0.01051    0.005501    0.001693    0.005406    0.001838
