# SAVEDid  xf100      xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160
#
8051        1.31      0.2315       2.827       0.403       3.036      0.5095        1.91      0.3695      0.8715      0.1855      0.1871      0.0432     0.07127     0.01689
8053       0.391      0.0279       2.012       0.194        5.58      0.3635       8.195       0.428       7.984      0.6225       3.773       0.437       1.762      0.2275
8054       1.956      0.2645       3.918      0.6235       3.655      0.9005       2.133       0.626      0.9151       0.301      0.1903     0.06865     0.07197     0.02674
8056      0.5601      0.1723       2.983       0.595       6.183       0.451       7.054      0.4445       5.673      0.8035        2.13      0.5635      0.9149      0.2851
8065       9.688       0.103       10.13        0.11       5.878      0.0625       2.695       0.029      0.9527      0.0101      0.1713      0.0018     0.06196     0.00066
8081      0.7572      0.0305       3.446      0.2245       7.519      0.2125       8.938      0.3945       7.337       0.533       2.614       0.265        1.09      0.1225
8092       3.501      0.1395       5.725       0.258       4.652        0.41       2.549       0.283       1.025      0.1311      0.2084     0.02985     0.07862     0.01166
8093       0.241       0.241      0.2028      0.2028      0.0956      0.0956      0.0501      0.0501     0.01939     0.01939    0.003946    0.003946    0.001494    0.001494
8096       0.336      0.0788       1.193      0.2008       2.477       0.372       2.644        0.71       2.004      0.7845      0.6766      0.3444      0.2785      0.1518
8099       1.585       0.142       3.132      0.2805       3.018      0.2705       1.788      0.1605      0.7723      0.0692       0.163      0.0146     0.06202     0.00556
8102       1.346       0.101       2.348       0.181       2.069      0.1715       1.303       0.115      0.5667     0.05155      0.1137     0.01065     0.04127     0.00388
8105       1.057      0.3282       2.223       0.462       2.156        0.42       1.439       0.371       0.687      0.2132      0.1509     0.05406     0.05751     0.02153
8111       0.592      0.1582       1.808       0.452       3.109       0.549       3.141      0.4915       2.032      0.3775      0.5673      0.1305      0.2194     0.05385
8113       21.73        0.35       28.43       0.465       16.69        0.27       7.926      0.1285       2.926      0.0475      0.5817     0.00945      0.2183     0.00355
8119      0.2921      0.1368       0.968       0.437       1.536      0.5519       1.383      0.4521      0.8793      0.2657      0.2572     0.08465      0.1011     0.03478
8124      0.7737      0.4994        0.96       0.625      0.7863      0.6188      0.4566      0.3841      0.1956      0.1711     0.04102     0.03669     0.01559     0.01401
8135      0.9304      0.2646       2.612       0.627       4.063      0.6725       3.684      0.7095       2.141      0.4945      0.5578      0.1494      0.2137     0.06045
8138      0.9672      0.4407       1.554      0.7603       1.189      0.6745      0.6439      0.3871      0.2554      0.1593     0.05249      0.0334     0.01993     0.01275
8141      0.1789     0.04685      0.6118      0.1019       1.256       0.152       1.365      0.3395        1.05      0.4088      0.3549      0.1811      0.1462     0.07995
8142      0.1608     0.02545      0.7895      0.2615       2.514      0.4055       3.915        0.41       4.438       0.902       2.639       1.001       1.336      0.5768
8143      0.3303      0.3303      0.4844      0.4844      0.3703      0.3703      0.2027      0.2027      0.0824      0.0824     0.01558     0.01558      0.0057      0.0057
8144      0.2608      0.0985       1.149      0.4487       2.358       0.886       2.716       1.089       2.251       0.993      0.8054      0.3877      0.3365       0.167
8155       1.598       0.533       3.181       0.653        2.97      0.8755        1.92      0.7305      0.8938      0.4002      0.1915      0.0968     0.07208     0.03782
8162      0.3451      0.1113       1.605      0.5535       3.107       0.816       3.374      0.7805       2.776      0.8215      0.9922      0.3748      0.4154      0.1688
8167       2.207       0.264       4.999       0.449       5.598      0.6475       4.077        0.55       1.959       0.293      0.4308      0.0703       0.161       0.027
8175      0.4932      0.2567       1.071      0.4667       1.129      0.4648      0.7782      0.3568      0.3836      0.2009     0.08878     0.05223     0.03338     0.02012
8178       1.699      0.9652       3.132       1.231       2.818      0.9675       1.836       0.834      0.8469      0.4421      0.1842      0.1079     0.07004     0.04246
8191      0.2501      0.1545      0.8558      0.4873       1.573      0.7735        1.62      0.7884        1.17      0.5832      0.3645      0.1902      0.1448     0.07676
8195       1.327       0.154       3.321      0.2665       4.178       0.416       3.216       0.419       1.626       0.252      0.3752     0.06725      0.1432      0.0269
8217      0.9917      0.0233       1.909       0.068       1.845       0.088       1.254       0.071      0.5708      0.0359      0.1198     0.00825     0.04369    0.003035
8218      0.7132      0.4628       1.436      0.7944       1.645      0.9032       1.191      0.7078      0.6008      0.3962      0.1394     0.09948     0.05329     0.03882
8220       9.932       0.428       13.32       0.575       7.995       0.344       3.845      0.1655       1.426      0.0615      0.2844     0.01225      0.1068      0.0046
8222      0.4478      0.2354       1.535      0.6673       2.789        0.99       2.962       1.105       2.288       0.938      0.7476      0.3464      0.3018      0.1466
8236      0.1796       0.082      0.5265      0.2219      0.8607      0.2874      0.8971       0.307       0.663      0.2995      0.2113      0.1149      0.0851      0.0486
8255      0.1313     0.06982      0.6357      0.3843       1.276      0.6942       1.384        0.74       1.054      0.5563      0.3522      0.1874      0.1436     0.07679
8267       2.305      0.2785       5.118       0.506       5.517       0.741       3.502      0.5615       1.608        0.29      0.3464     0.06885       0.132     0.02705
8271      0.3702      0.3118      0.7053      0.5857      0.7337      0.6134      0.5145       0.437      0.2503       0.215     0.05557     0.04823     0.02117     0.01843
8274      0.6715      0.1105        2.36       0.395       4.392       0.484       4.505       0.727       3.214       0.663      0.9747      0.2433      0.3848      0.1022
8290      0.5239       0.452       1.193      0.9851       1.645       1.328       1.407       1.151      0.7741       0.639      0.1946      0.1623     0.07426     0.06224
8303       1.112      0.1417       2.635      0.3355       3.105       0.395       2.386      0.3035       1.229      0.1565      0.2872     0.03655       0.106     0.01349
8304      0.4641      0.1269      0.9657      0.1993       1.044      0.3091      0.6751      0.2329      0.3143      0.1202     0.06804     0.02835     0.02591     0.01109
8319       3.939      0.9225       6.801      0.6745       6.077       0.577        3.69       0.571       1.612        0.32      0.3247     0.07695      0.1195      0.0299
8326       1.071      0.2517       2.025      0.3885       1.919       0.534       1.131      0.3671      0.4893       0.176      0.1021     0.03995     0.03866     0.01552
8331      0.3752      0.3146      0.3725       0.281      0.2774      0.2248      0.1478      0.1246     0.05798     0.05002     0.01169     0.01028    0.004411    0.003897
8332        2.06       0.339       4.147      0.5855       4.351       1.012       2.753       0.779       1.261      0.4057      0.2703      0.0965      0.1027     0.03787
8340      0.2653       0.001       1.317      0.0525        3.24      0.0305       4.301       0.096       3.886       0.204       1.605      0.1355      0.7113     0.06865
8347      0.3098      0.1172      0.6902      0.2418      0.7721      0.3019      0.5231      0.2172      0.2491      0.1082     0.05431     0.02457     0.02059     0.00944
8354       2.018      0.4755       4.986      0.6695       6.266       1.104       5.151       1.355       2.759      0.9275      0.6737      0.2707      0.2545       0.107
8377      0.5151      0.2203      0.7989      0.5961       1.056      0.9868      0.9019      0.8771      0.5519      0.5441      0.1465      0.1452     0.05536     0.05484
8408      0.7063      0.2027       1.641       0.468       1.863      0.5635       1.256      0.4123      0.5961      0.2081      0.1296     0.04778      0.0491     0.01843
8410      0.3873      0.3196      0.5704      0.4173       0.619      0.4741      0.3954      0.3112      0.1825      0.1465     0.03925     0.03261     0.01496     0.01256
8412      0.6484      0.3876      0.9627      0.3844      0.7761       0.246      0.4763      0.1843      0.2107     0.09695      0.0441     0.02309     0.01666    0.009071
8420      0.5371        0.18       1.473      0.4175       2.021      0.6085       1.686       0.535      0.9683      0.3427      0.2446      0.0938     0.09147     0.03553
8427       1.089      0.1551       5.414       0.416       10.17      0.3715        10.5       0.365       7.837       0.489       2.572      0.2615       1.043      0.1218
8433       1.965       0.065       5.441        0.18       7.905      0.2615       6.845      0.2725       3.716      0.1765      0.9224     0.05095      0.3576     0.02015
8451       1.401        0.22       2.642       0.415       2.502       0.503       1.658        0.41      0.7451      0.2046      0.1545      0.0465     0.05626     0.01709
8452       20.88        0.59        33.8       1.365       25.28       1.825       13.51         1.2       5.295       0.536       1.079      0.1211      0.4084      0.0472
8458      0.5831      0.3026       1.479       0.694       1.925      0.8165       1.529      0.6597      0.8213      0.3937      0.2017      0.1063     0.07759     0.04222
8460      0.2095      0.0909       0.984       0.462       1.936        0.76       2.279      0.9395       1.874       0.823      0.6671      0.3111      0.2781      0.1326
8465       0.435      0.2519       1.013      0.4835       1.273      0.4359      0.9848      0.3093       0.505       0.149      0.1198     0.03483     0.04534     0.01367
8467      0.7863      0.2005       1.196      0.3581       0.835      0.2731      0.4331      0.1478      0.1663     0.05855     0.03364     0.01214     0.01271     0.00462
8474       7.745      0.0265       11.13        0.04       8.374      0.0285       4.519      0.0155       1.821       0.006      0.3428      0.0012      0.1239      0.0004
8476      0.7711      0.2233       1.801       0.382       2.099      0.3935       1.613      0.3555      0.8323      0.2168      0.1955     0.05965     0.07448     0.02411
8483        1.25      0.2651       2.871       0.562       3.176       0.807       2.048      0.6235       0.951      0.3261      0.2056     0.07775     0.07826     0.03054
8484      0.3746      0.0989       2.051       0.513       4.556      0.5755       5.713       0.686       4.811       0.881       1.905       0.562       0.839      0.2861
8489      0.1995      0.1853      0.3981      0.3692      0.4288      0.4055      0.2722      0.2605       0.125      0.1205     0.02709     0.02626     0.01035     0.01006
8490      0.2595      0.1863       0.788       0.529       1.192      0.6778       1.051      0.5511      0.6728      0.3322      0.1877     0.08924     0.07415     0.03615
8493       9.688      0.0775       16.26        0.13       13.12       0.105       7.202      0.0575       2.889       0.023      0.5906      0.0047      0.2235      0.0018
8504      0.1157      0.1097      0.5167      0.4923      0.9171      0.8619       0.921       0.857      0.6573      0.6087      0.2024      0.1866     0.08007     0.07373
8509      0.0906      0.0906      0.1608      0.1608      0.1438      0.1438      0.0919      0.0919     0.04023     0.04023     0.00813     0.00813    0.002953    0.002953
8512       0.795      0.2361       1.616       0.282       1.605       0.308       1.039      0.2622      0.4866       0.148      0.1055     0.03701     0.04011      0.0147
8515      0.9691      0.2819       2.119      0.4645       2.421      0.6075       1.689        0.47      0.8162      0.2449      0.1801      0.0578     0.06835     0.02244
8535       1.058      0.2249       2.262      0.2905       2.482       0.477       1.594       0.389      0.7386      0.2099      0.1592      0.0511     0.06054     0.02019
8537      0.6407      0.1247       1.322       0.179       1.413       0.322      0.9072      0.2529      0.4201      0.1336     0.09056     0.03204     0.03446     0.01261
8539       4.223      0.1065       9.997       0.253       11.59        0.29       7.774      0.1955       3.719      0.0935      0.8246     0.02075      0.3166     0.00795
8544        5.65      0.8395       11.77        0.63       12.14        1.18       7.625       1.146       3.474       0.666      0.7407      0.1702      0.2811     0.06815
8549      0.2367      0.2247      0.3754      0.3518      0.3597      0.3387      0.2124      0.2006      0.0915      0.0866     0.01929     0.01829    0.007333    0.006957
8551       1.009       0.198       1.954       0.383       1.873      0.3675       1.151      0.2258      0.5105      0.1001      0.1043     0.02047     0.03875      0.0076
8554      0.0895      0.0895      0.3264      0.3264       0.546       0.546      0.6635      0.6635       0.567       0.567       0.208       0.208      0.0877      0.0877
8559      0.4519      0.4519       0.585       0.585      0.3438      0.3438      0.1633      0.1633      0.0603      0.0603     0.01199     0.01199      0.0045      0.0045
8563      0.2497      0.1004      0.3254     0.06545      0.2375      0.0444      0.1263     0.03757     0.05049     0.01904     0.01011     0.00445    0.003791    0.001744
8568      0.2366      0.2366      0.3365      0.3365      0.3188      0.3188       0.221       0.221      0.1081      0.1081     0.02431     0.02431    0.009355    0.009355
8585       0.351       0.351       0.973       0.973       1.556       1.556       1.466       1.466       0.858       0.858      0.2286      0.2286     0.08965     0.08965
8586       3.692      0.1015       9.307       0.257       11.55        0.32       9.138      0.2525       4.893       0.135       1.177      0.0325      0.4369     0.01205
8592       1.849      0.3455       2.675      0.6895       1.886       0.714      0.9858      0.4272      0.3826       0.178     0.07781     0.03759     0.02944     0.01439
8593       0.466       0.466      0.7825      0.7825      0.6795      0.6795       0.479       0.479      0.2438      0.2438      0.0565      0.0565     0.02167     0.02167
8595       0.626       0.626       1.189       1.189       1.262       1.262      0.8205      0.8205       0.953       0.953      0.8255      0.8255       0.521       0.521
8607       0.194     0.08165      0.5463      0.1956      0.8825      0.2215      0.8562      0.1858      0.5473      0.1514      0.1516     0.05219     0.05864     0.02127
8612       3.378       0.302       19.92       1.175       43.34        0.56       51.35       1.535       42.01         2.4        15.9        1.62       6.831       0.818
8613       2.673       0.242       5.775       0.522       6.248      0.5645       4.572       0.413       2.224       0.201      0.4954      0.0448      0.1817     0.01645
8614      0.3067      0.0692       1.137      0.2186       1.857      0.4925       1.745      0.5695       1.169      0.4582      0.3389      0.1533      0.1317     0.06184
8619      0.3395      0.1956       1.043      0.5102       1.871      0.8125       1.849      0.8165       1.278      0.6203       0.382       0.203      0.1499     0.08165
8635      0.7422      0.3708       1.438      0.5977       1.368      0.5047      0.9737      0.4084      0.4648       0.214       0.102     0.05062       0.038     0.01932
8636       0.459      0.0092      0.5917     0.00955      0.4079     0.00655      0.2054      0.0034     0.07924    0.001605      0.0146    0.000315    0.005275    0.000114
8644     0.00719     0.00719     0.02079     0.02079     0.02855     0.02855     0.02398     0.02398     0.01412     0.01412    0.003642    0.003642    0.001366    0.001366
8662       2.471      0.1455       6.212      0.3655         7.7       0.453       5.471       0.322       2.718        0.16      0.6184      0.0364      0.2385     0.01405
8664       0.208       0.208      0.4416      0.4416       0.565       0.565      0.4922      0.4922      0.2764      0.2764      0.0709      0.0709     0.02717     0.02717
8666      0.5253     0.07725       2.681      0.5565        5.87       0.616       7.113      0.3405       5.933       0.721       2.254       0.475       0.968       0.236
8668       8.416      0.2835       15.15        0.51       13.54       0.455       7.727      0.2605       3.263        0.11      0.6549     0.02205       0.244      0.0082
8672      0.1036      0.1036      0.1047      0.1047     0.06085     0.06085     0.03018     0.03018     0.01153     0.01153    0.002333    0.002333   0.0008815   0.0008815
8673      0.6285      0.1345        2.03       0.408       3.358      0.5755       3.274       0.725        2.18       0.574       0.628      0.1903      0.2446      0.0777
8675      0.2915      0.2915       0.836       0.836       1.323       1.323       1.244       1.244      0.7255      0.7255       0.193       0.193     0.07565     0.07565
8678      0.4524      0.4524       0.567       0.567      0.3213      0.3213      0.1496      0.1496      0.0548      0.0548     0.01085     0.01085    0.004063    0.004063
8684      0.6215      0.4575      0.6867      0.4123      0.5583      0.3727      0.3034      0.2191      0.1218     0.09224     0.02472     0.01942    0.009324    0.007406
8686       1.117      0.1421       2.065      0.1705       1.907      0.3285       1.108      0.2444      0.4735      0.1222     0.09811     0.02859     0.03708     0.01122
8691       2.581      0.1725       5.861      0.3925        6.51      0.4365       4.221      0.2825        1.97       0.132      0.4307      0.0289       0.165     0.01105
8704       4.061       0.277       5.785       0.395       3.688      0.2515       1.831       0.125      0.6887       0.047      0.1383     0.00945      0.0521    0.003555
8716      0.2064     0.00865      0.8138     0.05485       1.651      0.0055       1.817      0.1035       1.403      0.1485      0.4604     0.07075      0.1865     0.03205
8717      0.9275      0.3215       1.746      0.5165       1.665      0.8153        1.01      0.5818      0.4511      0.2864     0.09548     0.06512     0.03622     0.02526
8721      0.2468     0.00315        1.23       0.061       3.132       0.106       4.301      0.2315        4.01      0.3865       1.747        0.26       0.791      0.1336
8736       1.005      0.2794       1.479       0.254       1.147      0.4203      0.6184      0.2826      0.2489      0.1291     0.05018      0.0286     0.01886     0.01105
8744       2.058      0.4035       5.724      0.7105       8.467       1.115       7.492       1.224       4.393      0.9225       1.153      0.3158      0.4414      0.1286
8752      0.3698      0.2897      0.8913      0.6627       1.322        1.02       1.184      0.9378       0.663       0.534      0.1683        0.14     0.06527     0.05494
8753       3.444       0.302       5.897       0.681       4.995       0.792       2.783       0.505       1.138      0.2261       0.233      0.0498     0.08803     0.01927
8761      0.4484      0.0641       1.936       0.182       3.478      0.6685       3.558       1.013       2.589      0.9415      0.8354      0.3797       0.338      0.1638
8764      0.1772     0.06865      0.9127      0.3733       1.988       0.505       2.755       0.629       2.532      0.7195       1.061      0.4455      0.4758      0.2228
8769      0.0966      0.0966      0.4282      0.4282       0.904       0.904       1.114       1.114      0.9525      0.9525      0.3493      0.3493      0.1473      0.1473
8771      0.9384      0.2847       1.246      0.1795      0.8815      0.2935      0.4579      0.1933      0.1775     0.08576     0.03522      0.0188      0.0132    0.007256
8775      0.5699      0.2707       1.327      0.5282       1.573      0.5635       1.171      0.4561      0.5953      0.2616      0.1387     0.06733     0.05298     0.02651
8776       1.438      0.2875       1.312      0.2625      0.6683      0.1336      0.2918     0.05835      0.0986     0.01971     0.01754     0.00351    0.006363    0.001273
8778       5.024      0.1225       15.97       0.425       23.18        0.75       20.08        0.73       12.28        0.51       3.252       0.147       1.227      0.0565
8785      0.7168      0.2162       2.494       0.752       3.837       1.157       3.455       1.042       2.221      0.6695      0.6107      0.1841      0.2329      0.0702
8800      0.8695      0.3716       2.336       0.907       3.228       1.294       2.643       1.277       1.407      0.7722       0.343      0.2071      0.1327     0.08304
8814      0.6325      0.1105       1.982      0.3545       3.576       0.515        3.59      0.4315       2.384      0.2425      0.6929      0.0587      0.2732     0.02235
8824        1.74       0.016       1.443      0.0135      0.6649     0.00605      0.2782     0.00255      0.0916     0.00083     0.01622    0.000145    0.005892    5.35e-05
8837      0.5933       0.329      0.8273      0.3517      0.5634      0.2459      0.2814       0.125      0.1074     0.04837     0.01986    0.009045    0.007337    0.003433
8838      0.1925      0.1925       0.361       0.361      0.3488      0.3488       0.324       0.324      0.1946      0.1946      0.0523      0.0523      0.0202      0.0202
8847      0.1656     0.03555      0.8188      0.1862       2.316      0.4455       3.422       0.596       3.358      0.6865       1.618        0.43      0.7611      0.2181
8851      0.3181       0.164      0.9461      0.4519       1.386      0.5387       1.188      0.4253      0.7046      0.2368      0.1831       0.058     0.06894     0.02141
8866      0.2737     0.08335      0.9277      0.1183       1.534       0.279       1.411      0.3745      0.9241      0.3319      0.2646      0.1152      0.1026     0.04673
8875       3.184       0.432       9.408       0.333       13.08        0.77       11.11       1.115       6.607       1.056        1.72       0.347      0.6477      0.1361
8879       2.857      0.4125       3.983       1.306       2.852       1.463       1.505      0.8946      0.5882      0.3807       0.119     0.08201     0.04496     0.03155
8880      0.3216     0.06535      0.2976      0.0797       0.154     0.05085     0.06766     0.02402     0.02305     0.00859    0.004108    0.001546    0.001489   0.0005588
8889      0.5344      0.2368        1.19      0.4287         1.5      0.6129       1.206      0.5675      0.6585      0.3536      0.1677      0.1008     0.06485     0.04034
8891      0.2286      0.0001       1.137      0.0415       2.813      0.0185        3.76       0.094       3.415       0.189       1.423       0.124      0.6327     0.06295
8908       1.479           0       7.643           0       14.65           0       15.69           0       11.84           0       3.937           0       1.603           0
8910      0.4465      0.1568       1.312       0.333       1.958       0.476       1.677      0.4715       1.002      0.3451      0.2622      0.1021     0.09902     0.03948
8912      0.5121      0.3189      0.9879      0.6401       1.032      0.7216      0.6448      0.4672      0.2924      0.2175     0.06277     0.04773     0.02393     0.01833
8915     0.09005     0.09005      0.4373      0.4373      0.9815      0.9815       1.267       1.267       1.171       1.171      0.4965      0.4965      0.2221      0.2221
8919       2.971        0.18       5.504       0.303        5.09       0.511       2.951      0.3685       1.255        0.18      0.2611     0.04175     0.09892     0.01638
8921      0.5535      0.3692       1.389      0.9123       1.898       1.324       1.572       1.149      0.8311      0.6249      0.2011      0.1552     0.07757     0.06023
8932      0.2195     0.08005      0.9824      0.4126       2.209      0.8905       2.668       1.158       2.216        1.05      0.8011      0.4149      0.3362      0.1796
8937      0.4371      0.1055      0.4619      0.1488      0.2716      0.1069      0.1257     0.05282     0.04488     0.02001    0.008093    0.003657    0.002928    0.001319
8941      0.5041      0.2741       1.236      0.6356       1.547      0.8121       1.233      0.6658      0.6571       0.389      0.1622      0.1051     0.06247     0.04163
8944      0.1608     0.00575        0.67      0.0482       1.419      0.0065       1.627      0.0825       1.305       0.132       0.448      0.0674      0.1844      0.0312
8946       1.669      0.3195       2.902      0.6085       2.584       0.684       1.649      0.5475      0.7294      0.2692      0.1488     0.06056     0.05413      0.0222
8947      0.7782      0.4018       2.232       1.077        3.49       1.406       3.194       1.153       1.804      0.6625      0.4524      0.1806      0.1719     0.07055
8948      0.7157      0.2747      0.9271      0.3489      0.6433      0.2383      0.3255      0.1191      0.1255     0.04556     0.02314     0.00837    0.008358    0.003023
8955      0.8837      0.2663         2.3      0.5395       3.109       0.575       2.518       0.516       1.351      0.3335      0.3378      0.1013      0.1301     0.04151
8959      0.4667      0.2626       1.075       0.504       1.394       0.659       1.127      0.5625      0.6098      0.3442      0.1531     0.09562      0.0591     0.03808
8963      0.3672      0.3672      0.5375      0.5375      0.4107      0.4107      0.2246      0.2246     0.09125     0.09125     0.01726     0.01726    0.006235    0.006235
8965       2.652       0.193       4.543      0.3305       3.571        0.26       1.954      0.1425      0.7794      0.0567      0.1608      0.0117     0.06112    0.004445
8968       1.528       0.124        4.98      0.3315        9.16       0.483       9.313      0.4475       6.414      0.3745       1.901       0.131       0.748      0.0539
8973       4.992      0.1895       10.19      0.3855       10.45       0.395       7.386        0.28       3.474      0.1315      0.7514      0.0285      0.2748      0.0104
8988       1.233      0.3262       3.018       0.776       3.664      0.9945       2.641        0.79       1.298      0.4165      0.2905     0.09935      0.1105      0.0386
9004      0.5997      0.2958       1.027      0.5293      0.8439      0.4612      0.4657       0.262      0.1881       0.108     0.03844     0.02247     0.01454    0.008544
9012       2.784       0.183       7.018       0.462        8.73       0.575       6.222      0.4095       3.098      0.2035      0.7058     0.04645      0.2722      0.0179
9022       2.543       0.125       5.776        0.11       6.534       0.249       4.754       0.274       2.282       0.165      0.5015     0.04335      0.1874      0.0171
9024      0.1717      0.1717       0.504       0.504       0.748       0.748      0.6565      0.6565      0.4091      0.4091      0.1098      0.1098     0.04157     0.04157
9038      0.4153      0.4153       0.624       0.624       0.645       0.645      0.4193      0.4193      0.2013      0.2013     0.04531     0.04531     0.01744     0.01744
9041       2.204       0.332       1.989         0.3       1.001       0.151      0.4351     0.06555      0.1466     0.02205     0.02605    0.003925    0.009448    0.001422
9053      0.7752     0.04335       4.694       0.326       12.29       0.355       16.38        0.21       14.88        0.52       6.615      0.4395       3.022      0.2355
9056       3.473       0.288        7.13       0.591       7.202      0.5975       4.657       0.386       2.123       0.176       0.443      0.0367      0.1649      0.0137
9071       3.264       0.286       6.322       0.371        6.04      0.6325       3.566       0.461       1.541      0.2285       0.323      0.0534      0.1225     0.02095
9075     0.02282     0.02282     0.02414     0.02414     0.01201     0.01201    0.005195    0.005195    0.001866    0.001866   0.0003675   0.0003675   0.0001367   0.0001367
9077       12.23       0.155       18.44       0.235        12.5        0.16       6.399      0.0815       2.444       0.031      0.4944      0.0063      0.1868      0.0024
9101       1.571        0.44       2.079      0.4195       1.573       0.594      0.8469      0.3952      0.3402      0.1796     0.06858     0.03963     0.02578      0.0153
9106      0.1885      0.1885      0.3881      0.3881      0.5255      0.5255       0.492       0.492       0.286       0.286      0.0758      0.0758      0.0297      0.0297
9109       1.544      0.1255       4.312        0.35       6.378      0.5175        5.53       0.567       2.998      0.3725      0.7428      0.1091      0.2879      0.0433
9113       1.766       0.407        4.71       0.789       6.833       0.529       5.702      0.4965       3.111      0.4125      0.7884      0.1498      0.3039       0.064
9119      0.2632      0.2618      0.6627      0.6573       1.032        1.02      0.9602      0.9478      0.6393      0.6297      0.1819      0.1788     0.07009     0.06881
9120      0.5211      0.3437      0.7982      0.3809      0.6766      0.2774      0.4245      0.2145       0.194      0.1113     0.04152     0.02613     0.01577      0.0102
9122       1.022      0.3316       1.624       0.587       1.265      0.5369      0.6877      0.3133      0.2733      0.1308     0.05595     0.02788     0.02121     0.01069
9123       2.495       0.361        2.51      0.3635       1.404      0.2035      0.6354     0.09195      0.2216      0.0321      0.0397    0.005745     0.01437     0.00208
9124        4.04      0.1685       6.669       0.274       5.393      0.4535        2.95      0.3155       1.184       0.147      0.2405      0.0335     0.09073     0.01308
9139      0.8115      0.2295       1.473       0.421       1.363      0.4459       0.791      0.2761      0.3362      0.1228     0.07005      0.0266     0.02656     0.01022
9148      0.8362      0.1818       1.139      0.2935      0.7012      0.1991      0.3421      0.1018      0.1273     0.03914     0.02535    0.008015    0.009525    0.003036
9153       4.918      0.3565       8.376       0.607       7.226      0.5235        4.46      0.3235       1.921      0.1395      0.3818      0.0277      0.1385     0.01005
9154      0.8201      0.3989       1.672      0.7014       1.667      0.6645       1.152      0.5132      0.5604      0.2696      0.1245     0.06481     0.04758     0.02543
9155       2.629       0.407       3.514       1.189        2.18       1.107       1.078      0.6289      0.4027      0.2547     0.07985     0.05366     0.03001      0.0205
9166       0.176       0.176      0.3006      0.3006      0.2599      0.2599      0.1608      0.1608     0.06935     0.06935     0.01379     0.01379       0.005       0.005
9167       1.503       0.197       2.416       0.273       1.865      0.2875       1.002      0.1768      0.3952     0.07605     0.07975     0.01649     0.03006    0.006355
9170      0.1587     0.09427      0.1771      0.0723       0.107     0.02983     0.05094     0.01054     0.01846    0.002835    0.003615   0.0005195    0.001363    0.000203
9171     0.05011     0.03352     0.05424     0.02819     0.03176     0.01347     0.01488    0.005474    0.005894    0.002317    0.001204   0.0004991    0.000456   0.0001923
9185       1.762       0.223       2.409      0.3045       1.744      0.2205      0.9108      0.1152      0.3595     0.04545     0.06692     0.00846     0.02417     0.00306
9192       1.166      0.3944        1.98       0.244       1.958       0.621       1.214      0.5161      0.5513       0.276      0.1174     0.06614     0.04447     0.02597
9207      0.4841      0.4841       0.841       0.841      0.6865      0.6865      0.3818      0.3818      0.1542      0.1542     0.03199     0.03199     0.01218     0.01218
9229       1.068      0.2793       3.016      0.6265       4.163        0.61       3.573        0.47       2.152       0.332      0.5725      0.1008      0.2184     0.04025
9234      0.3304      0.2109      0.5664      0.2789      0.5472      0.2311      0.3607      0.1485      0.1747     0.07536     0.03864     0.01738     0.01468    0.006694
9237       1.937      0.5855       2.663      0.2975       1.717       0.326      0.8828      0.2472       0.339       0.115     0.06712     0.02689     0.02516      0.0106
9247      0.7144      0.2298       1.442      0.3715         1.5      0.5149      0.9407      0.3663      0.4283      0.1818     0.09162     0.04178     0.03484     0.01626
9252       4.374       0.208       7.553      0.1845       6.395       0.437       3.561      0.3265       1.455       0.159      0.2977      0.0373      0.1124     0.01466
9256       1.732      0.0465        5.78       0.156       8.686       0.234       7.694       0.207       4.847      0.1305       1.312       0.035       0.498      0.0134
9274       1.849      0.1305       5.185      0.3655        7.78      0.5485       6.958        0.49       3.909      0.2755      0.9979     0.07015      0.3842     0.02705
9286      0.4206      0.1896       0.986        0.34       1.152      0.2901      0.8488      0.2132      0.4113      0.1118     0.09136     0.02644     0.03351    0.009765
9293      0.5681     0.02415       3.444      0.1465       7.744      0.3295       9.415      0.4005        7.84      0.3335       3.051        0.13       1.325      0.0565
9294       1.573       0.361       2.699      0.6435       2.179      0.6065       1.192       0.357      0.4782      0.1507     0.09724     0.03196     0.03671     0.01224
9297       2.313       0.094       5.167      0.2105        5.66        0.23       3.986       0.162       1.892       0.077      0.4102     0.01665      0.1534     0.00625
9306       11.88        0.63       14.47       0.775       7.978       0.426       3.659      0.1955       1.333       0.071      0.2631     0.01405     0.09833     0.00527
9311       1.268      0.2702       2.154      0.4595       1.853      0.3955       1.142      0.2435      0.4912      0.1047     0.09751      0.0208     0.03535    0.007535
9316      0.7677      0.3103       2.262      0.8315       3.776       1.072       3.679       1.101        2.33        0.81      0.6485      0.2534      0.2509      0.1016
9319       0.132       0.132      0.2258      0.2258      0.1956      0.1956      0.1212      0.1212      0.0523      0.0523     0.01041     0.01041    0.003777    0.003777
9322      0.6078      0.3317       1.048      0.4627      0.9268      0.3173      0.5691      0.1625      0.2417     0.06675     0.04702     0.01299     0.01703    0.004705
9329      0.1927      0.1927      0.2482      0.2482      0.1715      0.1715      0.0865      0.0865     0.03328     0.03328    0.006605    0.006605    0.002528    0.002528
9333       1.431      0.2305       2.962       0.509       2.972       0.718       2.064       0.607      0.9634      0.3216      0.2071     0.07655     0.07567     0.02823
