#     _id          _ra          _de       zp_X         f24        df24         f16        df16       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
11521      188.9681702   62.2166176      1.31       34.14       3.765       44.31       6.405        5.61        2.63       12.45       0.043       11.69       0.066        8.82       0.444       8.895        0.52       21.44        10.5     0.07328        1.33          -1          81      0.0412        1106           1
11522      189.0527039   62.2167702       1.6       17.52       2.705        17.5       9.526       1.225       2.488       4.304       0.039       4.597       0.063       3.831       0.428       2.792       0.508       23.04       10.25      0.5006          -1         -99         -99       15.36         -99           1
11533      189.0898743   62.2167435      0.66       113.5       6.121       110.2       8.591       7.346       2.481       39.49       0.047       25.72       0.066       26.53       0.412       18.77       0.483       19.78       10.73      0.1089      0.6881           1          21      0.1089        7495           1
11541      189.3359833   62.2166595      2.57       48.73       3.641   1.903e-07       8.521       6.693       2.505       2.807        0.03       3.542       0.052       4.663       0.323       6.109       0.384       23.94       10.21     0.08566          -1         -99         -99       5.705         -99           1
11542      189.3513489   62.2169189      1.46       34.06       6.081       7.272       7.306      0.2923       2.547       2.873       0.032       3.388       0.056       3.607        0.34       5.913       0.412       23.53       9.568       0.272       1.488           1          21      0.2589   3.058e+04           1
11543      189.5040588   62.2168770      1.25       31.93       11.27         -99       1e+10       1.687       2.761       5.675       0.157         -99         -99       7.656        1.61       8.305       2.958       22.11        9.91      0.4655          -1         -99         -99       3.607         -99           0
11545      188.8806152   62.2156410      0.46         -99       1e+10         -99       1e+10       9.387       2.766       3.649       0.112       4.174       0.139       6.117       1.389       5.535       1.081       22.82        8.28     0.04851          -1         -99         -99       39.15         -99           0
11546      188.8906708   62.2161751      2.28       32.01       5.864         -99       1e+10       4.218       2.816       2.406       0.079       2.835       0.107       3.701       0.953       1.801       0.827       23.56       10.25      0.1595          -1         -99         -99        26.5         -99           0
11550      189.0949860   62.2165947      0.46       58.88       2.438       30.86       8.577       5.446        2.48       59.85       0.051       45.37       0.068       36.81       0.413       30.25       0.478       19.12       10.62     0.07328      0.4725           1          21     0.07328        7902           1
11563      189.3967896   62.2163696      1.04       128.9       4.307       134.8       8.236       13.05       2.507       26.71       0.044       31.11       0.073       25.37       0.413        23.5       0.501       21.93       9.478      0.3001       1.004           2          72      0.3121   3.401e+04           1
11564      189.4628906   62.2163467      0.83       59.41       5.446         -99       1e+10       6.494       2.689        21.3       0.058       14.49       0.142       12.17       0.625       9.794       0.945       20.72       10.66     0.06573          -1         -99         -99       6.872         -99           0
11580      189.3781281   62.2162323      3.03       174.7        8.91       32.17       6.993         126         4.9       9.326       0.038       12.86       0.068       19.05       0.378       28.85       0.479       21.34       11.16      0.7383          -1         -99         -99       6.398         -99           1
11596      188.8723450   62.2156715      1.11         -99       1e+10         -99       1e+10       153.5        11.9       26.17       0.201        38.5        0.21         -99         -99         116       1.594       20.47       10.69      0.1743          -1         -99         -99       50.61         -99           0
11604      189.1138000   62.2160645      1.17       138.5       5.908       150.5       5.773       20.69       2.484       25.15       0.043       22.85       0.063       15.76       0.405        19.1       0.465       20.91       10.42     0.08158       1.223           1          21       0.103        9435           1
11605      189.1737518   62.2161636      1.67       19.48       3.948     0.01704       5.367      0.9043       2.445       4.438       0.033       4.742       0.054       3.627       0.351       2.364       0.412       22.52       10.18     0.09701       1.646          -1          81     0.06573   1.468e+04           1
11608      189.2755890   62.2152748      1.55       45.29       3.722   1.903e-07       9.504       6.694        2.39       5.184       0.029       5.363       0.047       4.515       0.305       4.307       0.347       22.93       10.12      0.1345          -1         -99         -99       2.893         -99           1
11610      189.2865753   62.2160683      2.28       21.22       3.649       4.698       7.561       4.303       2.429       4.319       0.028       4.201       0.047       4.315       0.304       2.222       0.348       22.51       10.27     0.09613       2.268           1          34      0.1033   2.509e+04           1
11613      189.4190521   62.2159386      2.28       31.83       4.422   1.903e-07       11.78       5.961       2.905        5.01       0.041       5.619       0.076       5.973       0.435       3.428       0.538       22.13       10.46     0.03755          -1         -99         -99       8.322         -99           1
11617      188.9881897   62.2158203      0.67       23.67       5.005   1.903e-07       7.385       4.993       2.587        4.96        0.04       3.239       0.063        3.28       0.434       1.604       0.515       22.07       9.578     0.08566      0.7122           1          21     0.08566        1610           1
11620      189.1619720   62.2159004      1.16       239.6       7.717         254       5.392        28.6           7       58.76       0.049       50.89       0.064       36.46       0.376        35.5       0.431       19.82       10.99      0.1089       1.127           1          10     0.09701   1.357e+04           1
11622      189.2068329   62.2159767      0.48         113       3.981       81.65       8.745       9.823       2.441       20.55       0.035       19.09       0.052       16.18       0.315       35.86       0.366       20.43       9.868     0.09701      0.4748           1          21      0.1089   1.759e+04           1
11627      189.3684235   62.2151985      1.73       45.91       4.075       16.84       5.958       2.973        2.45       5.901       0.035       6.147       0.062       6.812       0.361       4.161       0.447       22.31       10.41     0.05811          -1          -1          81     0.08566   3.186e+04           1
11630      189.4919434   62.2157516      0.89        46.9       7.956         -99       1e+10       2.535       2.729       20.58       0.089         -99         -99       13.33       0.985       11.24       2.381       21.56       10.42      0.6154          -1         -99         -99       22.97         -99           0
11633      188.9293976   62.2152939      0.91       51.03       4.173       30.06       8.237       1.189       2.712       8.891       0.046       7.123        0.07       6.004       0.501       4.077       0.559       21.84       10.08      0.6368      0.8509           1          21        0.65         304           0
11635      189.0311432   62.2156525      0.95       41.39       4.142       17.28       6.099       2.174       2.555       10.93       0.041       7.745       0.064       5.801        0.43       4.664       0.515       21.66       10.12     0.06866      0.9759           1          21     0.06061        3542           1
11654      189.3317108   62.2156181      0.84       146.2       6.074       91.71       7.418       16.36       2.508        22.2       0.036       15.81       0.053       13.95        0.32       12.58       0.377       20.89       10.35       0.106      0.9089           1          21      0.1024   2.895e+04           1
11658      188.8692169   62.2150497      1.61         -99       1e+10         -99       1e+10       9.056       2.916         -99         -99       19.42       0.236         -99         -99       15.62        1.92        21.3       10.65      0.2943          -1         -99         -99       56.29         -99           0
11659      188.9002533   62.2151070       -99       27.08       6.234         -99       1e+10     -0.3601       2.818       2.591       0.062        1.75        0.09       0.446       0.726       1.067       0.723         -99         -99        1.33          -1         -99         -99       12.58         -99           0
11665      189.1992035   62.2154350      2.98       33.95       4.582       2.742       6.773       4.943        2.45       5.423       0.031       6.176        0.05       5.924        0.32       6.448       0.377       23.07       10.54     0.06573       2.932          -1          81       0.591   1.693e+04           1
11675      189.3393707   62.2153282       -99       20.58       6.252       15.01       8.455       3.741       2.517       6.669       0.031       4.406       0.052       4.051       0.323       24.25       0.387         -99         -99       3.708          -1         -99         -99       4.065         -99           1
11688      189.3753662   62.2153358      3.04   -0.008647       4.503   1.903e-07       6.568       6.862       2.608       6.323       0.036       6.062       0.066       6.062        0.37        5.12       0.473       21.99       10.76      0.1818          -1         -99         -99       5.753         -99           1
11710      189.2245789   62.2150040      0.66       199.9        5.73       160.6       7.422       15.14       2.432       60.87       0.045       40.45       0.056       41.51       0.309       30.63       0.355       19.38       10.54     0.08566      0.6419           1          21      0.0751   1.938e+04           1
11717      188.9495392   62.2143250      2.86       17.13        3.52   1.903e-07        6.88      0.7371       2.675       3.444       0.043        3.49       0.065       2.981       0.452       2.894       0.529       23.25       9.968      0.3845          -1         -99         -99       1.598         -99           1
11735      189.0813293   62.2145653      0.49       904.8       22.78       515.9       32.79        97.7         5.1       105.4        0.06       92.71       0.077       91.92       0.427       170.9       0.497       18.54       10.76      0.2717      0.4733           1          21      0.3777        6814           1
11736      189.1039429   62.2145004       0.6       34.64       2.609       26.39       6.755       6.691       2.472       10.35       0.039       7.406       0.062        7.47         0.4        5.85       0.477       21.33       9.728     0.06866       0.631           1          10     0.07328        8590           1
11737      189.1109314   62.2144585       0.5       85.24       6.307       87.94       9.173       6.028       2.441       31.48       0.044       23.25       0.063       22.16       0.405       20.62       0.467       19.75       10.56     0.06061      0.5565           1          21     0.08717        9170           1
11740      189.1556396   62.2145500       0.4   8.071e-08       4.319       4.784        5.61       9.441       2.457       30.26       0.044       21.89       0.061       16.32       0.397       8.917       0.439       19.68       10.52     0.09702      0.4843           1          25     0.08566   1.299e+04           1
11742      189.1767578   62.2145348      1.16       61.83       2.791       57.81        5.26       8.009       2.478       12.85       0.036       11.72       0.056       8.546        0.35       8.636       0.416       21.43       10.57     0.09702        1.24           1          21     0.05302   1.496e+04           1
11743      189.2363129   62.2145996      1.13       23.07       3.046       23.05       6.991       4.959       2.428       22.42       0.035       19.44       0.051       12.84       0.305       9.682        0.35       21.24        10.8     0.03755       1.235           1          72     0.05811   2.054e+04           1
11744      189.2447968   62.2145386      0.31       19.54       2.878       18.61       7.247        1.14        2.43       10.06        0.03        8.16       0.048       5.246       0.302       9.857       0.348       20.64       9.638     0.09613       0.321           1          10     0.09948   2.134e+04           1
11747      189.2847748   62.2146149      0.86       85.67       4.575       68.57       7.825       5.912       2.435       20.24       0.034       13.35       0.049       12.19       0.304        8.84       0.347       20.76       10.43     0.05302       0.838           1          10     0.05811   2.494e+04           1
11750      189.3947754   62.2145462      1.47       21.87       4.492       11.23       6.195      0.5213       2.556       6.418       0.038       6.583       0.071       4.659       0.404       3.603       0.504       22.05        10.1           0       1.491          -1          81     0.04851   3.386e+04           1
11752      189.4327393   62.2143135      0.28       70.91       7.708         -99       1e+10       6.063        2.65       24.16       0.047       21.04        0.09        13.5       0.464       39.15        0.62       19.36       9.928      0.0412       0.272           1          72     0.06573   3.606e+04           1
11754      189.4661713   62.2144775      0.89       111.3       5.388         -99       1e+10       5.275        2.71       54.51       0.069       36.52       0.186       29.77       0.682       25.98       1.144       19.62       11.04     0.09702          -1         -99         -99       15.36         -99           0
11756      188.8968353   62.2140541      1.76       123.1       8.346         -99       1e+10       5.097       2.813        11.5       0.065       11.53       0.095       11.77       0.769       8.815       0.743       21.89       10.54     0.09444          -1         -99         -99       18.62         -99           0
11758      189.0360870   62.2141380      5.16       172.4       4.995        18.2       7.875          39           6       5.435        0.04       8.343       0.064       12.81        0.43       14.83       0.514       23.62       11.83      0.3032          -1         -99         -99       9.936         -99           1
11760      189.1331482   62.2143745      2.41       19.66        5.63        10.8       6.331       4.888       2.481       4.637       0.037       4.741        0.06       5.545       0.398       3.644       0.458       22.53       10.42     0.09948       2.441           1          34      0.1212   1.094e+04           1
11764      189.4224091   62.2142181      1.61       367.9       15.59       170.9       15.06       167.1         2.9       69.65       0.056       82.48       0.089       70.26       0.451       54.98        0.57       19.89       11.44      0.0412         1.6           1          47     0.06866    3.55e+04           1
11793      189.2757416   62.2141647      3.84       22.58       3.375       6.714       7.067       5.302       2.433       3.405       0.028       3.244       0.047       3.892       0.304       5.073       0.347       23.96       10.36      0.1231          -1         -99         -99       6.855         -99           1
11795      189.3414612   62.2140541       -99       130.7       8.705       88.76       16.36      0.5829       2.504       21.38       0.036       14.88       0.055       15.25       0.325       84.56        0.39         -99         -99       4.013          -1         -99         -99       5.962         -99           1
11797      189.3903351   62.2140808      0.89       63.76        3.78       64.18       6.115       5.188       2.586       9.641       0.039       7.553        0.07       6.248       0.396       5.964       0.498       21.95       9.878     0.06573       0.993           2          72     0.07328   3.359e+04           1
11807      189.1663971   62.2138672      0.82         497       15.86       409.9       9.683        46.4         5.2       57.68       0.049       40.64       0.062       44.45       0.375       34.61       0.434       19.67       10.75      0.1341       0.848           1          10      0.1338   1.396e+04           1
11808      189.1832886   62.2138863       0.5       424.7       12.31       278.6       7.175        36.8         8.2       51.42       0.045        41.3       0.061        49.9       0.349       61.92       0.411       19.47       10.18      0.1341       0.557           1          72      0.1502    1.55e+04           1
11810      189.3070068   62.2137794      2.69       54.86       4.302       8.636       8.518       15.53       2.453       6.437        0.03       7.262       0.049       9.401       0.305       10.01       0.354       23.69       10.55      0.2076          -1         -99         -99       1.694         -99           1
11827      189.3358154   62.2136650       -99         111       5.206       79.39       10.72       2.762       2.527       29.36       0.038       20.41       0.054        20.4       0.321       114.9       0.384         -99         -99       3.344          -1         -99         -99       4.889         -99           1
11828      189.3387299   62.2130890      0.12       543.9       19.76       449.3       21.57       2.565       2.494       167.6       0.067       115.7       0.072       104.3       0.337       506.3       0.408       16.66       10.68       0.253      0.1056           1          21      0.4236   2.954e+04           1
11832      189.4136353   62.2136459      0.88       76.97        3.74       25.75       12.25       8.016       2.603       12.91       0.042       9.736       0.077        7.34       0.431       7.719       0.546       21.53       10.14     0.05122          -1         -99         -99       6.203         -99           1
11842      189.3703613   62.2135963      1.68       29.09       2.904   1.903e-07       5.395       2.903       2.584       6.475       0.035        6.73       0.062       5.585       0.359       3.699       0.448       22.15       10.22      0.1128          -1         -99         -99       5.989         -99           1
11848      188.9177856   62.2123451      3.14       21.05       8.509   1.903e-07       12.15       3.634       2.735       5.513       0.048       6.666       0.074       9.283       0.541       10.37       0.588        22.8       10.71     0.07328          -1         -99         -99       19.37         -99           0
11854      189.3253021   62.2133865      0.93       186.4       7.646       167.9       7.534        12.3       2.486       32.26       0.038       23.38       0.054       20.55       0.313       16.84       0.365       20.51       10.59     0.04851      0.9093           1          21     0.07682   2.841e+04           1
11855      189.3972778   62.2133980      1.59       59.36         5.6       9.907       7.716        7.39       2.586        8.06       0.039       9.042       0.073       6.636       0.406       5.965       0.513       22.13       10.25      0.0412          -1         -99         -99       5.903         -99           1
11859      188.9361877   62.2130051      0.54       29.15       4.352       18.95       9.573       8.668       2.723       3.776       0.043       2.712       0.067       2.058       0.471       2.561       0.537       22.04        9.62      0.1743          -1         -99         -99       11.39         -99           0
11863      188.9956360   62.2131004      1.01       80.12       3.114       63.16       6.328       9.074       2.592       14.41       0.042       10.56       0.064        7.59       0.436       8.379       0.514       21.31       10.17     0.06061       1.001           1          21     0.05493        1860           1
11880      189.1469727   62.2131538      1.51        48.7       4.144       43.97       5.161       7.712       2.489       8.094       0.038       10.05        0.06       7.499       0.394       6.533       0.445       22.39       10.61     0.08566          -1         -99         -99       5.724         -99           1
11889      189.3500671   62.2130165       1.7       55.04       3.633       29.67       9.134       5.532       2.518         4.8       0.032       5.208       0.054       5.235       0.329        3.72       0.397       23.17       10.52      0.0751          -1         -99         -99       5.888         -99           1
11891      188.9740143   62.2126846      0.86       88.48       3.448        59.3       6.789       11.87       2.623       16.71       0.043       12.21       0.066       10.73       0.438       8.929       0.517       21.29       10.25     0.09948       0.887           1          72     0.09702        1240           1
11900      189.2360535   62.2126656      0.62       24.59       2.428       38.43       7.749       1.307       2.425       79.58       0.049       55.91       0.059       45.43       0.312       27.79       0.354        18.6       11.12     0.09444      0.5178           1          21     0.09444    2.05e+04           1
11905      189.3838806   62.2128868         1       140.5       4.866       103.4       6.206       14.88       2.629       94.71       0.057       72.86       0.079       52.33       0.389       41.31       0.494       19.24       11.38     0.07804       1.023          -1          81     0.08159   3.312e+04           1
11911      188.9040985   62.2122993      1.23       90.57       6.416         -99       1e+10        6.16       2.806       43.14       0.062       38.83       0.088       26.34       0.638       24.55       0.672       20.04       10.79      0.2256          -1         -99         -99       11.49         -99           0
11912      188.9923706   62.2126007      2.54       24.17       3.671   1.903e-07       7.551       3.625       2.583       3.576       0.039       4.089       0.064       5.041       0.435       4.188       0.514        23.2       10.39     0.05812          -1         -99         -99       2.827         -99           1
11927      189.2315674   62.2126236      0.81       69.73       4.832       63.74       6.805       6.321       2.411       22.24       0.035        14.4        0.05       13.79       0.307       8.757       0.354       20.69       10.24      0.1231       0.791           1          21      0.1231   2.004e+04           1
11933      189.4604034   62.2127266       -99   8.071e-08       13.08         -99       1e+10       8.232       2.719       0.139       0.059       0.333       0.172       1.226       0.667      -0.633       1.061         -99         -99       3.062          -1         -99         -99       16.74         -99           0
11937      188.8728485   62.2117424       0.9         -99       1e+10         -99       1e+10        36.3         5.9       63.44       0.164       40.13       0.192       43.48       2.596        24.9       1.467       19.51       10.88      0.1601          -1         -99         -99       58.18         -99           0
11938      188.9147491   62.2121696      3.03       55.24       7.889   1.903e-07       13.98        22.2         2.9       6.773       0.049       10.69       0.077       13.48       0.555       18.45       0.605       22.65       11.15      0.1511          -1         -99         -99       15.56         -99           0
11940      188.9515839   62.2122650      2.81       60.58       6.278       7.224        5.99       6.548       2.684        4.13        0.04       5.213       0.066       6.399       0.445       5.652       0.524       23.16       11.17      0.1099          -1         -99         -99        3.61         -99           1
11942      189.0227814   62.2122345      3.28        21.2       3.039       12.65       6.882       6.373       2.585       6.875        0.04       8.552       0.065       10.52       0.433       12.01       0.515        22.9       8.628      0.1262          -1         -99         -99       1.154         -99           1
11946      189.1365356   62.2121925      0.56       119.8       4.752       102.3        5.08       6.078       2.453       47.66       0.047       35.34       0.066       34.19         0.4       29.31       0.455       19.46       10.53       0.103       0.562           1          10     0.06573   1.124e+04           1
11948      189.1838531   62.2124252      1.69       44.16       5.873       14.41       6.084        18.8         2.4       30.85        0.04       34.84       0.061       30.86       0.354       22.09       0.414       20.93       11.27     0.09948          -1         -99         -99       3.142         -99           1
11957      188.9855804   62.2120819      1.65       48.77       2.816   1.903e-07       9.295      0.9628        2.59       4.123       0.041       4.654       0.064       4.313       0.437       3.406       0.514       23.62       9.788       0.693          -1         -99         -99       8.591         -99           1
11962      189.2608643   62.2122040      2.38       66.87        9.69   1.903e-07       7.865       5.223       2.441       10.59       0.031       12.66       0.049       15.76       0.305       13.01       0.347       22.13       11.16     0.08566       2.421           1          72     0.09702   2.292e+04           1
11966      189.2975006   62.2122002      3.02       138.1       6.044   1.903e-07       8.197       8.778       2.471       8.635       0.031       12.16       0.049       19.84       0.306       19.48        0.35       22.63       11.49     0.09444          -1         -99         -99       7.193         -99           1
11970      189.4080963   62.2121124      0.93       13.92       8.246   1.903e-07       13.46       12.61       2.605       4.719        0.04       3.065       0.077       2.983       0.433       1.471       0.542       22.67       9.578       0.131      0.9113           1          21       0.131   3.468e+04           1
11974      189.4403839   62.2120934      0.81       62.06       10.78         -99       1e+10       7.968       2.663       13.58       0.049       10.41       0.104       9.907       0.529       9.005       0.726       21.24       10.22     0.06573          -1         -99         -99       15.18         -99           0
11976      188.9405823   62.2117996      2.28         181       8.727       38.58       9.162       11.81       2.695       3.517       0.045       3.551       0.066       3.764        0.46       4.159       0.533       22.57        9.83     0.08628          -1         -99         -99        6.49         -99           0
11978      189.1318512   62.2120323      0.99       92.76       6.619       86.25       7.345       10.96        2.46       18.07        0.04        14.1       0.062       11.18       0.403       11.66       0.458       21.15       10.46     0.02906       1.016           1          72     0.02561   1.083e+04           1
11979      189.1328125   62.2112198      0.46       40.73       8.234          27       7.811       14.02        2.45       13.12       0.039       11.03       0.061       10.12       0.401       12.25       0.455       20.88       9.588      0.1668      0.5281           1          21      0.1532   1.091e+04           1
11984      189.3364410   62.2118416       -99       227.7        9.77       196.6       13.72       9.858        2.51       23.38       0.036       16.72       0.054       20.23       0.319       138.9       0.384         -99         -99       3.159          -1         -99         -99        5.81         -99           1
11991      189.3957367   62.2118874      2.26       125.8       6.662       12.51       10.37       7.655       2.567       10.83        0.04       12.29       0.074       14.79       0.404       11.55       0.518       22.09       10.95     0.03755          -1         -99         -99       5.109         -99           1
12000      189.1437988   62.2113876      1.21       434.1       18.66       887.2        23.7       185.8           5       63.11       0.051       72.06        0.07       59.56       0.398       75.32       0.446       20.07       11.22     0.07683       1.219          -1          42      0.1543    1.19e+04           1
12007      189.4033356   62.2119179      1.77       128.1       5.684        31.9       9.527        30.4         5.6       11.38        0.04        15.8       0.076       13.83        0.42        13.2       0.536       22.44       11.08     0.07328          -1         -99         -99       8.146         -99           1
12030      189.0931702   62.2114754      0.39        92.2       5.258       76.32       7.513       9.914        2.51       41.18       0.047       32.91       0.066        27.7       0.413          35       0.477       19.47       10.58       0.638       0.458           1          21       0.638        7731           1
12036      189.3103180   62.2115555      1.22       31.11       5.104        37.7       8.522        4.28       2.489       7.657       0.031        7.03       0.049       4.982       0.307        5.02       0.354       22.25       10.26     0.05122          -1         -99         -99       2.458         -99           1
12054      189.1568146   62.2113457      0.41       79.13       4.106       67.32       5.376       9.513        2.46       20.46       0.041       18.13       0.061       13.02       0.394       22.91       0.447       20.28       9.828     0.08566      0.4587           1          21      0.1532   1.312e+04           1
12066      189.2834015   62.2111969      1.19       55.05       6.157       75.17       7.853       1.057       2.467       25.21       0.036       22.84       0.051       14.46       0.306       12.55       0.347       20.72       10.89      0.1089       1.222          -1          81     0.02561   2.483e+04           1
12070      189.4223785   62.2112236      1.14       69.33       4.157       39.77       14.01       5.776       2.647       15.59       0.045       12.91       0.087       8.895       0.465       10.02       0.613       21.37        10.8     0.06061          -1         -99         -99       8.054         -99           1
12078      189.2093353   62.2110252      0.44       130.7       5.273       95.33       6.691       12.28       2.452       27.82       0.038       24.28       0.055       18.82       0.323       35.49       0.381       19.91       9.878      0.1889      0.4742           1          21      0.2034   1.782e+04           1
12080      189.3779144   62.2110100      0.52        64.7       3.562       49.74       5.739       5.969       2.635        8.39       0.036       6.701       0.065       6.791       0.365       7.745       0.467        21.4       9.438      0.1104       0.558           1          72      0.1104   3.263e+04           1
12094      189.1982574   62.2113152       1.7       7.224       5.655   1.903e-07        6.32       7.577       2.475       0.214        0.03       0.137       0.051      -0.322       0.329      -0.125       0.389       26.04       8.738      0.3366          -1         -99         -99       5.363         -99           1
12095      189.2677460   62.2108994      2.02         124       7.049      0.2125       7.153       11.43       2.407       12.18       0.031       13.36       0.049       14.27       0.305       10.81       0.348       21.65       9.868      0.3281       1.109           1          34      0.4236   2.349e+04           1
12106      189.0091095   62.2105980      0.63       148.1       5.059       56.53       8.621        10.2       2.565       37.34       0.048       23.97       0.067       22.67       0.434       16.68       0.516       19.99       10.54     0.05493      0.6393           1          21     0.06061        2426           1
12107      189.0296936   62.2106934      1.63       25.51       3.245       10.17       6.121         1.9       2.546       3.231       0.039       3.405       0.064       2.553       0.434       2.246       0.519       23.06       9.978     0.06061          -1         -99         -99       7.928         -99           1
12119      189.4052277   62.2102356      3.55       30.31        3.75   1.903e-07        9.91       6.516       2.583       5.283       0.039       6.594       0.078       8.179       0.429       7.076       0.555        23.7       11.61      0.2061          -1         -99         -99       8.349         -99           1
12124      189.0662231   62.2103577       0.3         380       11.95       299.8       15.26       16.92       2.587       54.11       0.051       51.71       0.071       37.41       0.433       146.1       0.511       18.67       10.32      0.1595       0.286           1          72      0.1341        5704           1
12125      189.0854950   62.2105713       1.4       63.88       3.329       89.41        9.35        27.6         8.1       18.75       0.042       19.42       0.065       14.62       0.419        14.4       0.495       21.54       10.86     0.01373       1.334          -1          81           0        7185           1
12127      189.1735687   62.2107697      2.39      -0.202       6.542   1.903e-07       4.279       6.334       2.434       1.256       0.034       1.007       0.056       0.103       0.363       1.123       0.436       24.49       9.348      0.5239       2.589           1          34      0.4935   1.469e+04           1
12129      189.2911987   62.2106247      1.08       210.5       8.384       171.1       7.541       11.52       2.467        59.6       0.045       38.79       0.055        36.7       0.308       28.65       0.349       19.65       11.22       0.131          -1         -99         -99       5.402         -99           1
12133      189.4148865   62.2106476      0.99       16.47       4.574   1.903e-07       10.52       1.458       2.623       0.945        0.04       1.012       0.081       0.341       0.444       2.755       0.575       24.14       8.898       0.338          -1         -99         -99       6.835         -99           1
12142      189.0924225   62.2103271       0.6       111.2        5.66       66.75        8.49       9.955       2.559       33.46       0.045       23.56       0.065       23.83       0.412       20.93       0.479       20.01       10.52      0.1804      0.6319           1          21      0.1397        7703           1
12143      189.1177368   62.2104149      0.47       59.95       12.16       62.12       6.083       4.049       2.432       20.25       0.041       16.42       0.061       14.41       0.396       18.39       0.462       20.32       9.918      0.1455      0.5179           1          25      0.1502        9724           1
12145      189.1516418   62.2103653      0.88       80.69       5.116       49.04       5.795       11.61        2.51       30.88       0.044       23.02       0.062       17.01       0.392        11.9       0.446       20.45       10.86     0.07328      0.9617          -1          81     0.06061    1.26e+04           1
12150      189.0012054   62.2101479      0.62       21.24       2.879       16.22       6.086       2.347       2.551       7.214        0.04       5.009       0.064       5.108       0.433       3.911       0.514       21.64       9.658     0.05493      0.6394          -1          81     0.02747        2075           1
12152      189.1958618   62.2102432      0.31       35.87       4.977       23.11        4.76       6.436       2.475       17.33       0.036       14.39       0.055       9.239       0.337       17.87         0.4       20.32       9.648      0.2594      0.3209           1          21      0.2821   1.662e+04           1
12166      188.9789581   62.2098541      1.06       49.88       2.441        49.4       8.063     -0.3178       2.611       9.476       0.041       7.108       0.065       4.681       0.435       6.289       0.517       23.53       9.858     0.04851          -1         -99         -99       10.52         -99           1
12172      189.1298981   62.2100830      0.43       90.08       4.081       37.56        5.62       14.45       2.471       11.93       0.039        11.3       0.059       9.728       0.395       19.04        0.45       20.86       9.468     0.05493      0.4569           1          21     0.06061   1.069e+04           1
12177      189.3301544   62.2100258      0.47       43.12       3.651       17.81       8.343       9.341         2.5       10.36       0.032        9.14       0.051       7.167       0.311        15.8       0.366       21.24       9.608     0.09445      0.4835           1          21     0.08718   2.881e+04           1
12195      189.3951721   62.2099266       1.4       25.22       4.612       36.29       7.441       1.496       2.575       12.47        0.04       11.08       0.074       7.362       0.405       6.195       0.531       21.71       10.39     0.05812          -1         -99         -99       3.531         -99           1
12199      189.0967712   62.2098160         4       29.23       3.028       16.14       6.878     -0.2726       2.505       0.621       0.036        0.31        0.06       0.599       0.409       0.349       0.476       25.23       9.348      0.1262       4.338           1          72      0.1397        8049           1
12200      189.1056061   62.2098007       0.5       33.81       3.413       23.84       6.381      0.5804        2.48       11.38       0.039       9.277       0.061       6.201       0.404       11.22       0.468       21.08       9.738     0.05493       0.533          -1          81     0.06866        8739           1
12206      189.4181976   62.2097549      0.98       475.2       17.12       205.3       12.46       18.81       2.597       54.95       0.054       49.21       0.091       46.19       0.468       68.51       0.608       19.77       10.89      0.2053        0.97          -1          81       0.418   3.525e+04           1
12241      188.9049988   62.2088013      1.61       15.63       4.774         -99       1e+10    -0.08966        2.81        32.8       0.058       36.54       0.088       29.35       0.613       17.97       0.667       20.55       11.32      0.1889          -1         -99         -99       22.79         -99           0
12244      189.0263977   62.2091064       2.6       106.1       5.577       10.17       6.737        16.5         2.6       14.85       0.042       18.59       0.067       22.92       0.434       20.66       0.517       22.09       11.19      0.0412       2.484           1          72      0.1341        3266           1
12250      189.1650543   62.2084160      3.54       67.55       4.304       38.18       5.994        4.09       2.443       5.402       0.036       7.116        0.06       10.32       0.385       19.94        0.45       22.88       8.948      0.3625       3.479          -1          10      0.3203   1.385e+04           1
12256      189.2896271   62.2091980      0.01       85.21       5.321       180.8        7.24     -0.2729       2.437        3331       0.271        2054        0.22        1415       0.496       826.7       0.397       15.07       2.908      0.1668          -1         -99         -99       9.911         -99           1
12257      189.4152374   62.2091370      1.66       144.8       6.247       30.28        15.4        8.67       2.655       15.07       0.045       15.17       0.085       14.86        0.46       16.29       0.598          21       10.58      0.1099          -1         -99         -99       5.735         -99           1
12259      188.8937378   62.2087059      2.34       35.03        7.01         -99       1e+10       3.319       2.825       1.613       0.062        1.01         0.1       0.604       0.736       0.931       0.797       22.66       10.12      0.2589          -1         -99         -99       32.65         -99           0
12262      188.9730225   62.2089081      0.91       132.9       5.377       124.1       8.055       3.958       2.653       27.28       0.045        18.7       0.066       17.99       0.437       11.93       0.516       20.18       10.45     0.09948      0.8418           1          21     0.09948        1220           1
12265      189.0885468   62.2090340      2.21       103.9       6.077        6.42       7.462       6.181       2.525       7.129       0.039       8.122       0.063       10.29       0.418       8.851       0.495       22.54       10.64     0.02561          -1         -99         -99       6.001         -99           1
12267      189.1991882   62.2091370      0.94       22.69       3.755       18.58        4.81       6.391       2.495       7.539       0.033       5.212       0.053       3.952       0.337       3.234         0.4          22       9.998      0.1127        0.96           1          10       0.103    1.69e+04           1
12275      189.0025635   62.2087173      0.51       37.75       2.525       45.85       6.155        7.59       2.616       11.67       0.042       10.07       0.065       7.461       0.437       14.45       0.516       20.94       9.858     0.06866      0.4576           1          25     0.08629        2128           1
