#        cooFIR         snrFIR             id         snr100          snr160
#
              0        2.96405          10327        2.59772        1.42738
              1        8.92665          10331         7.0609        5.46158
              1         12.216          10335    3.84455e-05         12.216
              0       0.225087          10336    1.03292e-06       0.225087
              1        24.5971          10341        18.9668        15.6613
              1         15.816          10345        15.0469         4.8719
              1        7.05376          10351        5.35862        4.58702
              1        8.69347          10352        5.35308        6.84989
              0       0.235955          10362       0.235955    2.65291e-05
              0        3.68495          10373     1.1098e-10        3.68495
              1        8.95728          10376        5.51415        7.05882
              0        2.99166          10390        2.45519        1.70941
              1        8.68091          10392        5.08948        7.03245
              0       0.111955          10393    4.42893e-06       0.111955
              0    5.22554e-05          10402    5.22554e-05            -99
              0    1.38316e-05          10408    1.08424e-05    8.58817e-06
              0        4.52557          10411        2.72705        3.61164
              0    5.01332e-05          10422    5.01332e-05            -99
              0        2.05832          10423        1.99754       0.496528
              0        4.73536          10441        4.31357        1.95365
              0       0.337235          10446    1.33867e-10       0.337235
              0      3.864e-06          10448    4.67412e-11      3.864e-06
              1        7.63516          10472        5.40858        5.38915
              0       0.110762          10483    5.36134e-05       0.110762
              1        5.90021          10484        2.61201        5.29055
              1        6.05107          10487        5.30257        2.91516
              0        1.74482          10493        1.73936       0.137847
              1        13.2461          10495         7.1786        11.1322
              0    5.25288e-05          10497    5.25288e-05            -99
              1        13.8352          10514        9.58176        9.98018
              1        22.3307          10518        11.9088        18.8902
              0       0.923397          10521       0.923397    2.69337e-05
              1        9.49851          10523        7.80007        5.42039
              0        4.19222          10525         3.6065        2.13725
              0    3.42642e-05          10532    3.31426e-05    8.69514e-06
              0        4.00428          10539        2.66679        2.98706
              1        11.7751          10546        8.41986        8.23151
              0    5.68398e-05          10550       5.02e-05    2.66594e-05
              1        20.6633          10555        12.4486        16.4925
              1        18.7284          10564        14.0306        12.4055
              1        5.11649          10582        2.54429        4.43903
              0    7.90296e-06          10583    7.53377e-11    7.90296e-06
              0        2.57533          10585        1.58082        2.03306
              0        2.69423          10587        1.44804        2.27201
              0    5.91153e-05          10591    5.47437e-05    2.23102e-05
              1        37.4455          10611    0.000155265        37.4455
              0        2.54032          10640        1.30027        2.18233
              0        0.56449          10641        0.56449    1.04045e-05
              0        4.15854          10642         3.6372          2.016
              0        1.41497          10643       0.710522        1.22364
              0        2.94194          10654        2.94194    7.87832e-05
              1        5.21157          10656       0.624832        5.17398
              0        1.59358          10659       0.955424         1.2754
              0    1.45581e-05          10661    6.34105e-11    1.45581e-05
              0        4.47099          10665        3.27398         3.0448
              1        6.30834          10669        6.05985        1.75311
              1         5.3469          10670        3.74245        3.81882
              0       0.212052          10674       0.212052            -99
              0    5.41922e-05          10675    5.41922e-05            -99
              0        1.25843          10676        1.25843            -99
              0        1.07754          10679    1.49968e-06        1.07754
              0        4.90263          10687        4.62287        1.63242
              0        2.17356          10692        2.17356    2.43765e-05
              0       0.949077          10695       0.949077     1.9878e-05
              1        7.47259          10696        3.65636        6.51696
              0        1.42319          10704       0.610566        1.28557
              1         8.0654          10705        3.93307        7.04142
              0        4.64677          10710        3.19172        3.37719
              0        1.83768          10714      0.0630627         1.8366
              0        4.64568          10715        3.86028        2.58469
              0      0.0584638          10719      0.0584638            -99
              1        5.94048          10723        4.87467        3.39512
              0        3.50309          10725    3.89623e-05        3.50309
              0       0.576056          10727       0.576056    9.43979e-06
              0       0.379481          10730    4.59567e-05       0.379481
              0        1.95374          10738        1.79865       0.762875
              0        2.98042          10739        2.25348        1.95057
              1        22.2544          10749        20.0863        9.58108
              1        29.3769          10750        22.9575        18.3292
              0        2.42511          10754    2.48763e-06        2.42511
              1        10.9495          10763        10.6096        2.70732
              1         5.7035          10780        3.72495        4.31911
              0        3.97353          10783    5.10508e-05        3.97353
              0        1.48482          10788    1.69958e-05        1.48482
              0        1.44075          10789        1.35694       0.484228
              0        2.87551          10794        1.42077            2.5
              0    1.96477e-05          10805    1.96477e-05            -99
              1        34.0994          10808        27.8704        19.6472
              1        6.14087          10829        4.70107        3.95097
              1        5.27679          10853        5.03855        1.56764
              0        1.77794          10855        1.77794              0
              0        1.84693          10861        1.51025        1.06314
              0        1.09099          10866        1.09099    1.56357e-05
              0        3.02608          10869        2.76094        1.23868
              0        0.77701          10870    3.01441e-05        0.77701
              1        15.8018          10879        10.2193        12.0526
              0        1.96997          10884       0.775587        1.81087
              0         3.3766          10894        3.05948        1.42862
              0         3.6914          10898        2.15021        3.00051
              1        16.1212          10909        12.3976         10.305
              0        2.73268          10911        2.73268            -99
              0       0.351202          10916    2.11013e-05       0.351202
              0    5.98994e-05          10922    5.38049e-05    2.63243e-05
              0        2.21433          10931    6.05765e-06        2.21433
              0        1.32271          10942        1.32257      0.0196031
              0        1.69406          10951       0.517021        1.61324
              1         5.6976          10954        5.50647        1.46336
              0        4.62301          10965        3.90945        2.46748
              1        6.41606          10966        3.35125        5.47129
              1        6.37766          10970        2.64191        5.80473
              0        1.36926          10976    4.54985e-05        1.36926
              0    6.16825e-05          10992    5.46048e-05    2.86888e-05
              0         3.8235          10994        2.62347        2.78147
              0        4.81186          11002        3.15475        3.63339
              1         15.645          11006        11.0605        11.0649
              0    2.37817e-05          11012    2.04342e-05     1.2166e-05
              0        3.40348          11013        3.23133        1.06871
              1         10.335          11019         9.2253        4.65887
              0        3.23866          11046        2.56163        1.98166
              1        15.3556          11052        10.4079        11.2902
              1         5.9952          11053        3.80661        4.63164
              0       0.380305          11060       0.380305    1.45292e-05
              1         18.289          11063        13.1896        12.6698
              0        2.79421          11076        1.35971        2.44107
              1        7.66986          11086        7.21127        2.61234
              1        7.42836          11093        4.79666        5.67208
              0        4.05855          11096        1.95275         3.5579
              0        0.14522          11097    5.44272e-05        0.14522
              0        3.17336          11109        2.47151        1.99044
              0        3.46262          11110       0.557143        3.41751
              0       0.929508          11120       0.929508            -99
              1        6.16225          11128        5.79737        2.08896
              1        6.45744          11137        4.88794        4.21978
              0        1.87405          11140       0.254371         1.8567
              0        3.44667          11146    4.24638e-06        3.44667
              0        4.33223          11154        4.19286        1.09004
              0        1.71847          11158    6.63144e-05        1.71847
              1        5.09174          11159         2.3783        4.50216
              0       0.632339          11164       0.632339    1.46016e-05
              1        10.5136          11165        9.39213        4.72484
              0    5.94919e-05          11180    5.50439e-05    2.25712e-05
              0       0.282401          11182       0.282401    1.74815e-05
              0       0.584951          11183       0.584951            -99
              0        2.71328          11194        2.67093       0.477503
              1        5.39033          11201         5.0406        1.90999
              0        3.22252          11211        2.22116        2.33476
              0        2.19053          11230        2.19053    1.66232e-05
              0    4.31745e-05          11234    3.86848e-05    1.91709e-05
              0       0.687032          11235       0.176048       0.664094
              0        1.48041          11237        1.47751      0.0926507
              0       0.729413          11238       0.728875      0.0280037
              0        2.54387          11241         1.4786        2.07003
              0       0.835284          11242       0.520915       0.652952
              0         1.1974          11244         1.1974     6.3108e-06
              1        10.2136          11245        9.52097        3.69711
              0        1.22265          11246        0.24189        1.19849
              0        2.50902          11249        1.85541        1.68897
              0        1.50647          11251        1.33701       0.694166
              0    8.58712e-06          11256      9.158e-07    8.53815e-06
              0        3.72599          11262          3.414         1.4925
              0        4.50993          11276        3.71994        2.54981
              0    1.14643e-05          11281    1.96681e-06    1.12943e-05
              0        1.73415          11289        1.65874       0.505825
              0        3.05396          11296        2.83933        1.12466
              0       0.367029          11298     6.3464e-05       0.367029
              1        5.29573          11303         2.9561        4.39388
              0       0.244556          11306       0.244556     2.1809e-05
              1        5.17715          11317        5.17715    2.51933e-05
              1        12.9877          11319        7.40296        10.6713
              1        11.1325          11329        8.24206        7.48336
              0    6.43015e-05          11340    6.00239e-05    2.30612e-05
              0        2.35491          11345        2.33079       0.336158
              0    4.66254e-05          11348    4.66254e-05            -99
              0       0.390142          11354       0.390142    1.41779e-05
              0       0.534338          11359       0.534338    1.55759e-05
              1        8.65733          11363        4.89156        7.14297
              0        2.65806          11366        2.63422       0.355213
              0        1.46045          11378        1.14441       0.907336
              1        8.09133          11388        7.36525        3.35003
              0       0.634557          11391       0.627675      0.0932012
              1        5.63179          11398        3.93991        4.02419
              1        12.3777          11402        7.91284        9.51813
              0       0.316949          11403       0.316949    1.87229e-05
              0        4.04077          11411        3.34283         2.2701
              0        1.44742          11412        1.01499         1.0319
              1        10.9573          11415         7.5609        7.93059
              1        6.89551          11418         4.2287        5.44666
              0        2.50298          11421    6.15951e-05        2.50298
              0       0.961162          11424       0.961162    2.24674e-05
              0        1.48063          11438        1.48063    1.24343e-05
              1         9.9562          11449        7.23145         6.8434
              0        2.13555          11451        2.13555    1.48201e-05
              0         1.0222          11455         1.0222    8.49855e-06
              1        9.52931          11461        6.80857        6.66717
              1        5.50932          11464        3.67868        4.10121
              0        1.50448          11466        1.50448    8.95541e-06
              0         1.7228          11469       0.750653        1.55066
              1        26.1489          11481         20.728        15.9409
              1        17.4741          11494        14.7214        9.41395
              1        11.9497          11499        4.12932        11.2135
              0       0.457267          11513       0.457267            -99
              0        3.49184          11514        1.56084        3.12358
              1        5.21503          11520      1.596e-05        5.21503
              0        1.50784          11521        1.46018       0.376113
              0    4.98181e-05          11522    4.98181e-05              0
              0        4.97055          11533        2.95291        3.99834
              0        2.01939          11541       0.214265        2.00799
              0        1.44739          11542       0.836207         1.1814
              0        1.53456          11543    5.71472e-06        1.53456
              0        2.44171          11545        1.30364        2.06458
              0       0.179055          11546       0.179055    1.62817e-05
              1        8.17419          11550        7.50444        3.24049
              1         23.347          11563        15.0164        17.8771
              0         2.7005          11564        2.15415        1.62859
              1        30.5763          11580        14.8652        26.7196
              0        1.30449          11596        1.30449    1.18496e-06
              1        19.8031          11604        15.8871        11.8222
              0       0.616169          11605       0.616169    1.51431e-05
              0        2.78074          11608        1.31204        2.45175
              0        2.20261          11610       0.816169        2.04581
              0        1.82517          11613        1.82517    1.88918e-05
              0         2.3319          11617        1.15809          2.024
              1        12.8618          11620        10.0369        8.04284
              1        14.3785          11622        10.9374        9.33358
              0        2.65271          11627        2.24122        1.41908
              0      0.0707077          11630    1.84809e-06      0.0707077
              0        2.51417          11633        1.10333        2.25914
              0        1.67165          11635        1.22604        1.13633
              1        7.91218          11654        3.23999        7.21838
              0        1.30631          11658        1.30631    1.56406e-07
              0        0.44703          11659        0.44703    1.71703e-05
              0       0.777056          11665       0.449118       0.634121
              0        2.03191          11675        1.81903       0.905439
              0        1.48836          11688        1.04058        1.06414
              1        14.4922          11710        9.54813        10.9022
              0        2.54433          11717        2.09976        1.43687
              1         103.07          11735        79.0926        66.0892
              0        2.91712          11736        1.84944        2.25592
              1        9.08159          11737        7.11599        5.64251
              0    5.14872e-05          11740    5.14872e-05            -99
              0        4.13466          11742        3.62186        1.99438
              0        1.04376          11743        1.04376    1.97494e-05
              0        1.72693          11744        1.33333         1.0975
              1        5.09862          11747        2.41642        4.48964
              0       0.839778          11750        0.69676       0.468778
              0        3.48676          11752        1.74592        3.01816
              0        4.98532          11754        2.75245        4.15661
              0        2.29864          11756        1.15376        1.98811
              0         4.4237          11758      0.0360699        4.42355
              0        4.40941          11760       0.698146        4.35379
              1        39.5265          11764        26.5876         29.248
              0       0.054548          11793       0.054548    1.53765e-05
              0        2.74463          11795       0.730778        2.64555
              0        3.32383          11797        1.40646         3.0116
              1        25.1475          11807        19.1662        16.2804
              1        37.0846          11808        34.9048        12.5268
              0        3.77466          11810        2.52083        2.80953
              1        9.63185          11827            9.5        1.58824
              1        44.4308          11828        31.7287        31.1028
              0        3.54446          11832        2.57587        2.43477
              0        1.72444          11842       0.862662        1.49315
              0        2.28219          11848        0.36149        2.25338
              1        7.44929          11854        5.62021         4.8893
              0        1.64175          11855        1.64175    1.15071e-05
              0        1.93236          11859        1.93236    2.46014e-05
              0         3.7404          11863        1.98023        3.17322
              1        8.05847          11880        7.14932        3.71836
              0        2.98256          11889        2.76568        1.11655
              1        8.45992          11891        4.46801        7.18381
              0        4.78421          11900        2.52927        4.06096
              1        6.34026          11905         4.0583        4.87124
              0        4.00458          11911       0.631991         3.9544
              0        2.48415          11912        1.06115         2.2461
              0        3.29613          11927        2.37325        2.28739
              0       0.338716          11933       0.338716    3.22127e-12
              0        3.93762          11937        3.13541        2.38203
              0        4.34298          11938       0.877085        4.25349
              0        2.30638          11940        1.37341        1.85287
              0        4.13621          11942        3.10392        2.73385
              1        12.2155          11946        8.27858         8.9824
              0        2.90184          11948         2.9013      0.0559104
              0        3.48124          11957      0.0160527        3.48121
              0        2.79404          11962        2.35979        1.49602
              0        2.96785          11966       0.110966        2.96577
              0     5.9064e-05          11970     5.6006e-05    1.87588e-05
              0        1.71548          11974       0.668627        1.57981
              1        14.4835          11976        10.9128        9.52266
              0        1.67603          11978        1.67603    1.04045e-05
              0        4.85249          11979        3.26435        3.59036
              1        18.7218          11984        18.5328        2.65374
              1        6.63341          11991        3.60931        5.56552
              1        107.668          12000        75.9145        76.3501
              1        5.06716          12007        2.35353        4.48743
              1        7.96911          12030        3.00527        7.38072
              0        3.08601          12036        2.54706        1.74239
              1         7.2101          12054        6.71987        2.61322
              0        2.28189          12066        0.60487        2.20027
              0        2.91735          12070        2.26658        1.83671
              1        12.2774          12078        9.98009        7.15072
              0        4.92351          12080        4.31729        2.36685
              0       0.901114          12094       0.598336       0.673795
              1        6.26466          12095        3.79751        4.98246
              1        8.19577          12106        7.56414        3.15505
              0        2.94033          12107        1.29313        2.64071
              0        0.57261          12119      0.0159213       0.572389
              1        33.0955          12124        26.8443        19.3571
              1        7.59371          12125        4.16061        6.35247
              0        1.26402          12127    5.16993e-05        1.26402
              1         9.7761          12129        5.62113        7.99844
              0       0.820931          12133       0.820931    1.17186e-05
              1        6.06866          12142        5.81723         1.7287
              0        4.91949          12143        3.32978        3.62131
              0        3.03708          12145        1.93785        2.33851
              0        2.43521          12150       0.912504        2.25779
              0        3.53012          12152        3.45069        0.74463
              0        3.27816          12166        3.27725      0.0774751
              0        4.75137          12172        4.49504        1.53954
              0        4.16264          12177        3.06889        2.81238
              0        1.75128          12195        1.68333       0.483099
              0         2.5765          12199        1.01827        2.36675
              0        3.07288          12200        1.19224        2.83217
              1         11.371          12206        8.23415        7.84211
              0       0.539035          12241       0.539035              0
              0        4.19173          12244        3.72714        1.91808
              0          1.647          12250          1.647              0
              0    5.42707e-05          12256    5.05878e-05    1.96515e-05
              0        4.23523          12257        2.51079        3.41073
              0       0.305908          12259       0.305908    2.07619e-05
              1        7.51961          12262        4.54068        5.99389
              0        3.45389          12265        2.05144        2.77866
              0        1.08774          12267        1.08774            -99
              0        2.66517          12275        2.66517    1.94999e-05
              0        2.35136          12276        2.13703       0.980804
              0        3.39548          12282        3.39548    1.29505e-05
              1        33.0231          12301        32.4728        6.00341
              0        2.76981          12313        2.76981    1.83465e-07
              0        3.27346          12317        3.02432        1.25262
              0       0.994595          12349    2.04564e-05       0.994595
              0       0.649246          12350       0.649246     5.5175e-06
              0         3.9049          12365       0.786805        3.82481
              0        4.59131          12368        0.15338        4.58874
              0    7.51401e-06          12377    7.34145e-06     1.6011e-06
              0              0          12387              0            -99
              0        2.05956          12388        2.05954     0.00689158
              0       0.540481          12391       0.540481            -99
              0        1.09993          12392        1.09993    1.79569e-05
              1         11.324          12396        9.11597        6.71803
              0        2.57136          12400        1.16262        2.29351
              0        1.45968          12403        1.45968    1.43867e-05
              0        1.85008          12419        1.85007     0.00569699
              0        2.79103          12420    1.72331e-05        2.79103
              0        1.51297          12421    2.35718e-05        1.51297
              1        13.6936          12423        10.4614        8.83593
              0         2.9615          12428        2.79736        0.97223
              0       0.917463          12429       0.555362       0.730282
              1        5.35714          12434        4.75008        2.47703
              0        4.81481          12450        4.57573        1.49836
              0       0.115325          12451       0.115325    2.81652e-05
              0        2.75109          12457       0.817177        2.62693
              1        32.0908          12465        19.4675        25.5114
              0        2.19479          12478        2.19479    1.64405e-05
              0        3.80502          12485        1.76224        3.37235
              0       0.914057          12492       0.192238       0.893613
              0       0.517216          12493    3.92187e-05       0.517216
              0       0.560279          12496       0.560279     2.5819e-05
              0         4.6624          12500        1.61999        4.37192
              1        8.48308          12508        4.74189          7.034
              0    1.08666e-05          12509    1.08666e-05    2.84439e-12
              0       0.887001          12520    3.05911e-05       0.887001
              0        2.84527          12523        1.30246        2.52966
              1        10.3701          12524        8.42857        6.04142
              0        3.32994          12526         1.1962        3.10767
              0         1.9217          12532    3.68544e-05         1.9217
              0    4.82407e-05          12552     4.6168e-05    1.39885e-05
              0        3.12291          12556        2.65697        1.64107
              1        7.17263          12560        6.61236        2.77909
              1        8.97004          12572        6.22209        6.46121
              0        2.54327          12580       0.402882        2.51115
              0        2.80359          12581        2.32744        1.56306
              1        5.74655          12582        5.34919        2.09977
              0    5.27093e-05          12586    4.84556e-05    2.07443e-05
              0      0.0381269          12600      0.0381269            -99
              1        20.4705          12610    8.76301e-05        20.4705
              0    4.66673e-06          12611    4.65941e-06     2.6128e-07
              1        25.4341          12613        22.6994        11.4731
              1          6.292          12615        4.64147        4.24806
              0         4.1051          12623        2.85977        2.94508
              0    5.26114e-05          12625    4.40609e-05    2.87507e-05
              0        1.65754          12631      0.0932266        1.65491
              0        1.79327          12632        1.50084       0.981468
              0        2.63723          12633        1.78248        1.94364
              0        3.69312          12635       0.849045         3.5942
              0        2.89114          12636    2.20548e-05        2.89114
              0        1.16648          12640        1.16648    2.63243e-05
              0        1.41716          12646        1.19981       0.754171
              0        4.82259          12648        2.91774        3.83982
              0         3.1702          12649         3.1702     1.0513e-05
              1        6.27896          12656        3.65167         5.1079
              0      0.0411209          12663    3.29685e-05      0.0411209
              1        9.85753          12675         8.0809        5.64535
              0        2.63711          12681        2.26628        1.34846
              1        18.7105          12682        14.7782        11.4755
              0        0.89488          12684       0.350942       0.823195
              0    4.18093e-06          12686     4.1725e-06     2.6538e-07
              1        11.4445          12690        9.47935        6.41232
              1        10.8588          12694        7.10224        8.21418
              0    5.40608e-05          12699    4.91835e-05    2.24399e-05
              0        3.44707          12704        2.94812        1.78631
              0        3.79526          12717        1.71909         3.3836
              0        1.69564          12725      0.0120799         1.6956
              0        4.27214          12736        4.15187        1.00653
              0         2.7457          12737        2.74399      0.0968953
              1         17.162          12746        7.06202        15.6417
              1        10.6231          12750        5.36191        9.17064
              0        4.63645          12757        2.75047         3.7325
              0    8.14358e-06          12760    8.14358e-06    7.20747e-13
              1        5.53805          12763        1.65025        5.28647
              1        116.295          12764        86.1015        78.1738
              0        4.96189          12775        4.18188        2.67064
              0        2.81457          12783        2.81457    1.18704e-05
              0        0.24434          12784        0.24434    1.05316e-05
              1        7.42793          12788        3.89459        6.32506
              0        3.95348          12792       0.925755        3.84356
              0        1.16655          12794       0.951661       0.674673
              0              0          12799            -99            -99
              0        0.58722          12801        0.58722     3.1298e-05
              1        7.21094          12806        4.69409        5.47386
              0       0.818274          12807       0.818274    2.09848e-05
              0        4.70326          12810        1.84303        4.32711
              0        3.98174          12817        2.55126        3.05701
              1          10.22          12820        9.57733        3.56683
              1        5.83918          12838        1.94463        5.50585
              0        2.28118          12846        2.28118    1.39354e-05
              1        11.1982          12847        9.27326        6.27745
              1        6.44806          12848        4.82976         4.2721
              1        6.21123          12851        1.70317        5.97315
              1        14.6225          12852        9.21895        11.3502
              0        1.80145          12855    3.68666e-05        1.80145
              1        15.9111          12856        9.79904        12.5356
              0       0.342379          12860    4.78551e-05       0.342379
              1        7.93963          12861        5.25583        5.95097
              0        3.60126          12867        1.75442        3.14501
              0        1.85937          12872              0        1.85937
              0       0.846679          12891    5.44075e-05       0.846679
              0       0.886595          12894       0.886595    2.49787e-05
              0       0.387799          12896       0.387799            -99
              1        6.79525          12904        3.90559        5.56073
              0       0.233208          12907       0.233208    2.87451e-05
              0        1.78113          12916        1.78113            -99
              0    0.000103518          12919    0.000103487    2.53149e-06
              1        49.8302          12931        41.6212        27.3994
              0        4.40528          12932        3.19572        3.03213
              1        5.60029          12936        3.14159        4.63613
              0        4.56386          12941         4.0492        2.10542
              1        8.86759          12943        6.22642        6.31395
              0        3.57191          12946        3.35057        1.23783
              0        2.67981          12956        1.91862        1.87091
              0        3.95953          12975        3.26815        2.23542
              1        7.31258          12976         5.2509        5.08938
              0        2.40171          12981        1.51387        1.86451
              0       0.812145          12995       0.228259       0.779409
              0         4.3543          13003        2.10059        3.81411
              0       0.839574          13009    4.85024e-05       0.839574
              0         1.8873          13010        1.87222       0.238121
              0        1.67864          13034        1.27807        1.08828
              1        6.79388          13036        3.02749        6.08203
              1        5.42273          13037          3.867        3.80163
              0       0.890772          13054       0.890772    2.31303e-05
              1        16.1497          13055        12.3456        10.4114
              1         5.1588          13056        1.75437        4.85133
              0        3.28376          13077        1.32991        3.00241
              1        8.86629          13088        7.30447        5.02553
              1        5.46102          13090         5.3876       0.892498
              0        3.41835          13097       0.429818        3.39122
              1        7.25447          13098        6.14614        3.85387
              0        2.81985          13104        1.70274        2.24771
              1        8.57082          13107        4.99076        6.96787
              0       0.429406          13116    5.95728e-05       0.429406
              0         1.0041          13118         1.0041            -99
              0        1.17666          13132        1.17666    1.51212e-05
              0        2.40598          13138       0.329602         2.3833
              1         11.009          13139        7.21337        8.31651
              0        4.15186          13149        3.50806        2.22068
              0        3.54566          13159        2.73433        2.25723
              0        1.36616          13161        1.36616    1.08915e-05
              0        3.69042          13166        2.63729        2.58145
              0    6.26228e-05          13171    5.61312e-05    2.77652e-05
              0       0.545853          13172    4.58727e-05       0.545853
              0       0.590476          13173       0.590476    8.96636e-06
              0       0.585013          13202       0.585013    1.17751e-05
              1        12.4602          13205        8.56734        9.04748
              0        3.90223          13207    3.75749e-05        3.90223
              0        2.98686          13209        2.76639        1.12624
              0    5.07718e-05          13223    4.57056e-05    2.21083e-05
              0       0.594843          13224       0.594843            -99
              1        7.23288          13231        6.84358        2.34091
              1        38.9452          13232        27.9433        27.1275
              0    1.18498e-10          13235    1.18489e-10    1.40019e-12
              0    5.09128e-05          13241    5.09128e-05            -99
              0    3.76139e-05          13247     3.6368e-05    9.60052e-06
              1        8.94858          13250        6.72883        5.89915
              1        70.2568          13251        66.6397        22.2524
              0       0.383887          13260     3.4678e-06       0.383887
              0       0.265774          13261       0.265774            -99
              0        3.14696          13264        1.34737        2.84393
              0         3.9923          13267        3.64629        1.62574
              1        12.1109          13268        5.21805        10.9292
              0        4.04868          13288    4.66543e-05        4.04868
              0        3.77143          13291         2.5246         2.8018
              0        1.46141          13298    5.22554e-05        1.46141
              1        7.99968          13300        4.40016        6.68083
              0       0.504818          13310       0.504818    2.17314e-05
              0       0.952366          13325         0.5967       0.742259
              0        3.18146          13329    1.51545e-05        3.18146
              0        1.31141          13332        1.04691       0.789799
              1        10.7806          13333        6.40208        8.67375
              1          6.072          13337        4.84316        3.66238
              0        4.12987          13340        3.05045        2.78399
              0        2.25459          13362        1.88377        1.23878
              1        11.9453          13370        7.26712        9.48046
              1        5.78522          13373        3.24347        4.79048
              0          3.991          13385        3.89282        0.87977
              1        5.17133          13386        3.55504        3.75557
              0         1.3978          13390        1.32649       0.440751
              0    5.23111e-05          13391    4.91034e-05    1.80364e-05
              0         1.0722          13408         1.0722            -99
              0        4.97203          13410        3.75431        3.25978
              0        1.77061          13412        1.77061            -99
              0         1.9939          13413    4.61256e-05         1.9939
              1        27.5909          13415        18.6628        20.3214
              0              0          13424            -99            -99
              0       0.909373          13437       0.909373    1.94921e-05
              0        3.37283          13442         1.0432        3.20745
              0        3.62099          13445          2.053        2.98274
              0         2.3758          13446         2.3758    1.16813e-05
              0        2.92547          13449        1.90719        2.21834
              0    9.50097e-06          13457    1.27735e-10    9.50097e-06
              0    9.53604e-05          13458     9.5264e-05    4.28788e-06
              0        2.10944          13468        2.10944    1.32191e-05
              1         28.751          13474        17.7977        22.5802
              0         2.5065          13478        1.84416        1.69753
              0        1.55712          13492        1.55712    1.53959e-05
              1        15.8082          13502        10.8233        11.5219
              0        2.00005          13504        1.34309          1.482
              1        12.2062          13507        6.26426        10.4762
              1        14.4325          13515        8.17522        11.8938
              0        1.67972          13516        1.67972    1.45726e-05
              0        2.79653          13517         1.0996        2.57128
              0       0.771044          13524       0.771044            -99
              0       0.270095          13527       0.270095            -99
              0        1.23188          13533    1.00271e-05        1.23188
              0       0.631435          13538       0.631435            -99
              0        1.46439          13541       0.354173        1.42092
              1        34.9948          13542        30.9751        16.2843
              1        16.3799          13543        15.4253        5.51007
              0        3.80521          13545        2.78331        2.59477
              0    5.50037e-05          13546    5.50037e-05            -99
              0      0.0609256          13553      0.0468509      0.0389478
              1        6.13748          13555        4.82277        3.79599
              0        2.15321          13563    4.54573e-05        2.15321
              0       0.810036          13570       0.810036            -99
              0       0.737539          13573       0.462291       0.574674
              1        48.1212          13584        40.0753        26.6387
              0        1.12444          13590        1.12444            -99
              0        2.22927          13592       0.722937         2.1088
              1        39.4101          13593        35.8219        16.4301
              0        4.19188          13605        3.33582        2.53852
              0        1.39124          13625       0.547187        1.27911
              1        6.09303          13629        5.06557          3.386
              1        5.13833          13634        4.37557        2.69386
              0        3.37374          13644        1.69573        2.91661
              0        1.56284          13660        1.56284    1.77139e-05
              0        3.65095          13676        3.42353        1.26843
              0        2.34671          13677        2.32993       0.280142
              0        3.52009          13678        1.69173        3.08692
              1        10.9269          13680        8.73912        6.55934
              0        1.55483          13685       0.791744        1.33814
              1        8.01274          13686        5.61352        5.71773
              1        56.5358          13688        40.8887        39.0438
              0        1.99265          13690      0.0147351         1.9926
              0       0.521051          13691       0.521051    2.69982e-05
              0        1.81734          13697         1.6894       0.669818
              1        5.46218          13698        3.18887        4.43469
              0       0.619664          13709       0.619664    1.58162e-05
              0        2.95141          13731        1.98725        2.18213
              0        2.32044          13732        2.32044            -99
              0        4.46625          13740        4.03697        1.91055
              1        11.6529          13741        8.11265        8.36517
              0        1.97532          13762        1.52808        1.25175
              1        5.01481          13767        4.11231        2.87005
              0        2.58274          13771    5.69376e-05        2.58274
              0     4.8596e-05          13783    4.11926e-05    2.57826e-05
              1          5.102          13784        2.11924        4.64103
