#           _id          snr100      snr160      snr250      snr350      snr500     snr1160       snrIR
#
          15174        75.7168        43.1       19.32        7.76       3.762    4.03e-10       89.65
          15179         1.2484      0.5974         -99         -99         -99         -99       1.384
          15187        3.20146       1.872         -99         -99         -99         -99       3.708
          15195       0.688467      0.4965         -99         -99         -99         -99      0.8488
          15204        9.43148       4.239       3.443       1.291         -99         -99       10.97
          15205    4.91034e-05        2.81         -99         -99         -99         -99        2.81
          15208       0.446262   2.935e-07         -99         -99         -99         -99      0.4463
          15213        4.85598       6.059       7.989       5.561       2.137   3.046e-10       12.63
          15216    3.80207e-05    0.003007         -99         -99         -99         -99    0.003007
          15218        5.03485       6.084       3.307      0.9893         -99         -99       8.619
          15220        3.63983       4.075       1.556         -99         -99         -99       5.681
          15224        5.91588        4.78       2.446         -99         -99         -99       7.989
          15229        11.7557       10.57       4.262       1.237       3.141       2.078       16.84
          15232        10.7159       5.685      0.9533         -99         -99         -99       12.17
          15237        0.83125       1.199         -99         -99         -99         -99       1.459
          15242         2.0908       1.084         -99         -99         -99         -99       2.355
          15244        13.3169       9.846       4.552      0.9778         -99         -99        17.2
          15259        6.21557       6.089       1.909        1.93         -99         -99       9.115
          15262        3.84022       2.668       4.253       1.405         -99      0.9041       6.538
          15264        7.32652        3.97       2.879         -99         -99         -99       8.816
          15267        4.86909       2.443         -99         -99         -99         -99       5.448
          15284    5.45455e-05      0.8258         -99         -99         -99         -99      0.8258
          15285    3.12254e-05   9.826e-06         -99         -99         -99      0.3297      0.3297
          15286         1.8596      0.9239         -99         -99         -99         -99       2.076
          15289        4.67834       4.996       9.991       7.714       3.942       2.748       15.14
          15306        19.8018        14.1       4.824       1.562         -99         -99       24.83
          15316        4.56169       3.651       1.114         -99         -99         -99       5.948
          15326          3.125       3.888      0.8809         -99         -99         -99       5.065
          15334       0.274845   8.519e-08         -99         -99         -99         -99      0.2748
          15342       0.248483       1.101         -99         -99         -99         -99       1.129
          15344        1.95511    1.58e-05         -99         -99         -99         -99       1.955
          15346        2.46393       2.031      0.5887         -99         -99         -99       3.247
          15354        2.48335       4.481       2.082         -99         -99         -99        5.53
          15355        2.85366       2.068      0.9007       5.183      0.7409         -99       6.375
          15359        2.37344    2.26e-05         -99         -99         -99         -99       2.373
          15360        2.47689       3.507       1.804       1.952        1.86       1.072       5.487
          15370        1.84551       4.796        3.87       2.543         -99         -99       6.918
          15379        2.69212       3.729       2.035         -99         -99         -99        5.03
          15381        5.14109       5.052    0.008555         -99         -99         -99       7.208
          15407        1.49181   1.953e-05         -99         -99         -99         -99       1.492
          15408        1.94692   3.727e-07        3.43       1.283         -99         -99       4.147
          15414        7.95828       10.42       2.854      0.3726         -99         -99       13.43
          15425        1.96528       1.649      0.8291         1.2       2.049       2.116       4.169
          15435        1.62283        1.29       1.698      0.6901         -99       1.931       3.375
          15444        12.7413   1.136e-06       2.307         -99         -99         -99       12.95
          15446       0.527293       2.094         -99         -99         -99         -99       2.159
          15452        7.55157       6.924       3.805       1.174         -99     0.06676       10.99
          15456        0.61467       2.804       1.604         -99         -99         -99       3.288
          15462    5.46246e-05   2.023e-05         -99         -99         -99         -99   5.825e-05
          15473    4.93932e-05      0.1357         -99         -99         -99         -99      0.1357
          15475        2.69133        2.87         -99         -99         -99         -99       3.935
          15477       0.501069       1.029        2.08         -99         -99         -99       2.374
          15481        5.03032       5.121       4.408       4.915       2.216         -99          10
          15482    5.55925e-05      0.7366         -99         -99         -99         -99      0.7366
          15484         3.7319       5.608       3.633        2.86         -99         -99       8.171
          15516        11.2156       8.092       9.614       4.274        1.49         -99       17.44
          15520       0.402832      0.2546         -99         -99         -99         -99      0.4766
          15524        9.22029    1.29e-06        4.39       4.082       3.496       2.022       11.72
          15525        4.83835       2.503         -99         -99         -99         -99       5.447
          15528        5.92052        3.56       1.489         -99         -99         -99       7.067
          15552        1.61811       1.203         -99         -99         -99         -99       2.017
          15563            -99         -99         -99         -99         -99         -99         -99
          15571       0.476782       3.224       2.714         -99         -99         -99       4.241
          15575        9.80251       6.352        1.14         -99         -99         -99       11.74
          15578       0.270169       2.619         -99         -99         -99         -99       2.633
          15587        14.3843       10.34       3.558       2.566         -99         -99       18.25
          15588       0.557926       1.371       1.166         -99         -99   2.811e-10       1.885
          15598        2.30688       1.357         -99         -99         -99         -99       2.676
          15599        22.7897       9.604       1.945         -99         -99         -99       24.81
          15600        2.04577       3.559       3.367       2.302       1.849    3.64e-10       6.075
          15617    5.82367e-05         -99         -99         -99         -99         -99   5.824e-05
          15625         5.5293       9.239       1.997         -99         -99         -99       10.95
          15629        1.28598      0.7712         -99         -99         -99         -99         1.5
          15630        41.6841       21.07       9.088       3.303       1.049         -99       47.71
          15634        3.39286       3.191       1.036         -99         -99         -99       4.772
          15635        0.53221       2.228       2.325       1.449         -99       1.655       3.936
          15637        4.10221      0.9544       2.877         -99         -99         -99       5.101
          15639        0.27389       2.082         -99         -99         -99         -99         2.1
          15640        1.98694       2.542         -99         -99         -99         -99       3.227
          15645        26.6167       25.91       21.81       7.935       1.976        1.87       43.88
          15647        6.95404       4.484       2.828         -99         -99         -99       8.744
          15654        37.9148       13.53       9.538       5.292       1.519         -99       41.73
          15658        5.98787       4.813       1.544         -99         -99         -99       7.836
          15677        2.36583       2.303      0.9469      0.2511   1.404e-08   7.948e-11       3.444
          15678        4.80904       4.144    3.87e-08   1.708e-08         -99         -99       6.348
          15681        4.96707       6.646       8.283       4.856       3.043       2.818       13.35
          15685        1.33272         -99         -99         -99         -99         -99       1.333
          15687        1.43945       2.308         -99         -99         -99         -99        2.72
          15700         1.0697   3.179e-05         -99         -99         -99         -99        1.07
          15703        25.3077       17.78       5.739       2.919         -99         -99       31.59
          15707        2.94237       4.581      0.8693         -99         -99         -99       5.514
          15715         3.9004   1.111e-05         -99         -99         -99         -99         3.9
          15718        0.37279       2.014       0.732         -99         -99         -99       2.175
          15729        2.71525       1.047       4.499       2.227       1.299      0.8025           6
          15737        3.32094       1.316         -99         -99         -99         -99       3.572
          15743        2.08911   9.932e-06      0.4183         -99         -99         -99       2.131
          15745       0.546269      0.8812   9.229e-08       2.931         -99      0.6335       3.173
          15746     3.9642e-05   1.271e-05         -99         -99         -99         -99   4.163e-05
          15747        7.00735        5.34       3.269       1.928         -99         -99       9.593
          15757       0.189422   1.136e-05         -99         -99         -99         -99      0.1894
          15761        2.04876   1.662e-05         -99         -99         -99         -99       2.049
          15762        2.95029        2.21         -99         -99         -99         -99       3.686
          15765        1.01889         -99         -99         -99         -99       0.741        1.26
          15780    5.38627e-05   2.966e-05         -99         -99         -99         -99   6.149e-05
          15786         1.5385      0.3465         -99         -99         -99         -99       1.577
          15793        2.19001         -99         -99         -99         -99         -99        2.19
          15801        2.02003       1.037         -99         -99         -99         -99       2.271
          15806        2.26095       1.626         -99         -99         -99         -99       2.785
          15808        41.1101       42.55       12.16       3.244      0.2805         -99       60.49
          15820        15.9086       24.57       27.68       11.85       5.941      0.7293       42.41
          15826        11.2635       17.66       15.45       7.951       4.321       1.794       27.61
          15827        14.8872       14.53       9.859       3.829      0.7191         -99       23.35
          15828        3.79371       2.785      0.6576   5.599e-08         -99   2.567e-10       4.752
          15832        3.81462        2.58         -99         -99         -99         -99       4.605
          15834        3.12766       3.415       1.236         -99         -99         -99       4.793
          15845       0.910776   9.409e-06         -99         -99         -99         -99      0.9108
          15847        6.04726       7.362        3.44       4.666       3.918      0.8515       11.85
          15853        2.87851       1.329         -99         -99         -99         -99        3.17
          15858       0.630332       1.738         -99         -99         -99         -99       1.848
          15862        8.54523       3.148       3.033        1.78         -99         -99       9.762
          15863        6.97209       5.941       1.593        1.67         -99         -99       9.446
          15874       0.218292       1.876         -99         -99         -99         -99       1.889
          15879          3.782       1.733       1.789         -99         -99         -99       4.528
          15888        5.50781       5.851      0.8894         -99         -99         -99       8.085
          15893    5.41143e-05     0.06783         -99         -99         -99         -99     0.06783
          15897         1.6054       2.046         -99         -99         -99         -99         2.6
          15902        37.5916       43.21       21.22       5.893        8.79   3.896e-10       61.99
          15907        5.16322       6.647       1.396         -99         -99         -99       8.532
          15909        2.31647        3.37       4.237       2.933         -99         -99       6.579
          15914         3.1101       3.687       1.585         -99         -99         -99       5.077
          15916       0.194695       1.237         -99         -99         -99         -99       1.253
          15917        3.16351       2.563         -99         -99         -99         -99       4.071
          15920        1.48174           0         -99         -99         -99         -99       1.482
          15921    3.68576e-05   1.531e-05         -99         -99         -99         -99   3.991e-05
          15927        13.9157       10.82       10.94       4.996       1.826       2.759        21.6
          15928        1.62661       1.503         -99         -99         -99         -99       2.215
          15930        4.40262       5.613        7.09       1.669       1.619   3.008e-10       10.32
          15952        1.92865       2.426         -99         -99         -99         -99       3.099
          15962        5.34755       4.588       2.252       3.855       3.129      0.9902       8.964
          15970        1.03129       7.157       2.792         -99         -99         -99       7.751
          15971        16.4355        16.7       3.096       2.232         -99         -99       23.74
          15978       0.957939      0.4239         -99         -99         -99         -99       1.048
          15984       0.986547       1.536       4.065       4.082        4.27       2.309       7.752
          15997        3.91002       3.791   7.536e-08         -99         -99         -99       5.446
          15999      0.0050377      0.9497         -99         -99         -99         -99      0.9498
          16004       0.657151       1.526         -99         -99         -99         -99       1.662
          16008        3.34191       1.298       2.257         -99         -99         -99       4.237
          16018        6.88673       5.089       2.878         -99         -99         -99       9.034
          16031              0         -99         -99         -99         -99         -99           0
          16032       0.671849      0.2942         -99         -99         -99         -99      0.7334
          16037        5.95053       2.263       1.599         -99         -99         -99       6.564
          16051        1.75221       2.092         -99         -99         -99         -99       2.729
          16057    4.75529e-05        3.57       1.476         -99         -99         -99       3.863
          16061        2.02786   2.458e-05         -99         -99         -99         -99       2.028
          16077        4.76663       3.508       1.187         -99         -99         -99       6.036
          16080        1.47539       1.738         -99         -99         -99         -99        2.28
          16092       0.159173         -99         -99         -99         -99         -99      0.1592
          16095        3.43665        1.93         -99         -99         -99         -99       3.942
          16102        18.7016       9.806       7.333       2.319         -99         -99       22.47
          16103        3.87484       2.606       1.091         -99         -99         -99       4.795
          16104       0.328881      0.4714         -99         -99         -99         -99      0.5748
          16111    3.45571e-05       1.493         -99         -99         -99         -99       1.493
          16112        1.04755   1.901e-05         -99         -99         -99         -99       1.048
          16115        6.18828       2.507         -99         -99         -99         -99       6.677
          16121        1.49123       1.031        6.64       3.236       5.377        2.31       9.596
          16132       0.486759   1.147e-05         -99         -99         -99         -99      0.4868
          16147       0.823358      0.7705         -99   8.078e-08         -99   2.421e-10       1.128
          16166      0.0274783       2.721         -99         -99         -99         -99       2.721
          16170        1.28724       2.684         -99         -99         -99         -99       2.977
          16175        11.3465       7.198       4.188      0.9439         -99         -99       14.11
          16178         3.0151        1.98         -99         -99         -99         -99       3.607
          16189    5.43682e-05      0.9125           0         -99         -99         -99      0.9125
          16196       0.245816       1.845         -99         -99         -99         -99       1.862
          16197        4.08793        6.47       3.888       1.985         -99         -99       8.811
          16200        8.45113       5.761       1.122         -99         -99         -99       10.29
          16201        2.52654       1.762         -99         -99         -99         -99        3.08
          16202        6.22261       8.649        2.33         -99         -99         -99       10.91
          16212       0.840865       2.044         3.2       2.271         -99   4.647e-10       4.504
          16213        1.36985   8.469e-06         -99         -99         -99         -99        1.37
          16215        1.96355       2.741         -99         -99         -99         -99       3.372
          16216    4.72248e-05       1.299         -99         -99         -99         -99       1.299
          16221        3.27153       1.321         -99         -99         -99         -99       3.528
          16224        2.71861       3.999      0.9372         -99         -99         -99       4.926
          16225       0.937518       1.405         -99         -99         -99         -99       1.689
          16234       0.157586   1.746e-05         -99         -99         -99         -99      0.1576
          16236        6.90551       4.454       6.366       1.431         -99         -99       10.49
          16248        5.08601       5.307       8.203        5.49       4.923       2.063       13.41
          16251        38.1267       19.31       10.28       3.742       4.554      0.5734       44.36
          16264        3.64576       3.602       2.271         -99         -99         -99       5.606
          16268        4.59794       10.29       3.905       4.095       2.031         -99       12.78
          16282        3.03504       3.751       3.671       3.443       1.426         -99       7.117
          16284        11.0294       10.86       4.006       2.138         -99         -99       16.13
          16285        2.63774      0.8967         -99         -99         -99         -99       2.786
          16286        7.89809       8.983       4.226       2.499         -99         -99       12.93
          16289        2.31447       3.845       3.324      0.6002         -99         -99       5.617
          16297        1.61054        3.75       2.802       3.006       5.844        1.31       8.331
          16299        1.30007      0.4174         -99         -99         -99         -99       1.365
          16307        7.46414       3.619        3.84        2.66         -99         -99        9.52
          16318       0.518868       2.851         -99         -99         -99         -99       2.897
          16321        1.12328    1.85e-05       1.273       2.206   6.551e-08      0.4023       2.812
          16332        3.22022       7.304       5.826       11.06         2.3       2.054       15.15
          16349    3.60891e-05         -99         -99         -99         -99         -99   3.609e-05
          16375         2.0663       2.264         -99         -99         -99         -99       3.065
          16381        4.12689       2.442       6.048       2.702         -99         -99       8.178
          16384        2.84692       3.788        2.18         -99         -99         -99       5.216
          16398         1.8867   1.074e-05         -99         -99         -99         -99       1.887
          16399       0.463358       1.245         -99         -99         -99         -99       1.329
          16433        5.89947       3.676      0.4195         -99         -99         -99       6.964
          16435        2.12342       3.051      0.6839         -99         -99         -99        3.78
          16440         1.5494       0.208         -99         -99         -99         -99       1.563
          16449        2.28732       3.096       1.867         -99         -99         -99       4.278
          16456        8.90563       5.534       7.377       2.474         -99         -99       13.06
          16466        1.05753       4.554       5.065       2.689       5.007   3.724e-10       8.934
          16468       0.517499   2.501e-05         -99         -99         -99         -99      0.5175
          16484        1.59036      0.4053         -99         -99         -99         -99       1.641
          16488        2.52498       1.043         -99         -99         -99         -99       2.732
          16493        3.06522       1.714         -99         -99         -99         -99       3.512
          16495        8.24921       4.435       3.173       3.671       3.077      0.5854          11
          16501        4.22522        5.54       1.508         -99         -99         -99       7.128
          16502         2.1115       3.273      0.4447         -99         -99         -99       3.921
          16512        2.48499      0.1815         -99         -99         -99         -99       2.492
          16514     0.00410162       3.333       2.958         -99         -99         -99       4.457
          16516    3.63417e-05   1.085e-05         -99         -99         -99         -99   3.793e-05
          16543        71.1829       65.12       16.31       8.248       2.263         -99       98.22
          16550       0.279476   1.302e-05         -99         -99         -99         -99      0.2795
          16559        2.02908      0.4189         -99         -99         -99         -99       2.072
          16567        2.84776       3.591       2.513         -99         -99         -99       5.227
          16576        4.65482       3.194       3.846       1.863         -99         -99       7.081
          16594        3.67618       4.337       2.052   4.903e-08         -99         -99       6.044
          16601    3.37064e-05       1.555         -99         -99         -99         -99       1.555
          16606       0.808592         -99         -99         -99         -99         -99      0.8086
          16609            -99       1.405         -99      0.4616         -99      0.8857           0
          16616       0.156808      0.3564      0.4818       1.758         -99   4.271e-10       1.864
          16624        3.48041       2.202         -99         -99         -99         -99       4.118
          16625        1.46199       0.874         -99         -99         -99         -99       1.703
          16650        3.48461       1.877         -99         -99         -99         -99       3.958
          16656        4.13949       3.291       2.298         -99         -99         -99       5.766
          16667       0.587518       1.598         -99         -99         -99         -99       1.703
          16671      0.0930526       1.037         -99         -99         -99         -99       1.041
          16677        2.34152       2.813         -99         -99         -99         -99        3.66
          16678       0.181887         -99         -99         -99         -99         -99      0.1819
          16679        2.29817       3.424           0           0         -99      0.3833       4.142
          16681        6.08696       10.83       15.92       8.314       5.664      0.5665       22.57
          16703        9.17886       10.11       2.793         -99         -99         -99       13.94
          16711        4.96904       1.465         -99         -99         -99         -99        5.18
          16716        9.89103       4.666       2.261       4.548        4.58       1.633          13
          16723        4.87787        1.16         -99         -99         -99         -99       5.014
          16724        7.11237       6.047       10.46       6.811       0.694         -99        15.6
          16730         3.7581       0.353         -99         -99         -99         -99       3.775
          16735        4.39973       3.343       5.302       2.141         -99         -99       7.952
          16757    1.74044e-05     0.05866         -99         -99         -99         -99     0.05866
          16759      0.0661597      0.3822         -99         -99         -99         -99      0.3879
          16762       0.521017       1.082         -99         -99         -99         -99       1.201
          16764      0.0542967      0.6012         -99         -99         -99         -99      0.6036
          16771        0.57804      0.2361         -99         -99         -99         -99      0.6244
          16774       0.697734       4.316       3.951       2.345         -99         -99       6.342
          16775         5.9786       1.622       1.722       1.764       6.061   4.016e-10        9.01
          16779    5.02167e-05           0         -99         -99         -99         -99   5.022e-05
          16784        1.73054        1.21         -99         -99         -99         -99       2.112
          16786         3.8229       1.576         -99         -99         -99         -99       4.135
          16791        2.43356       2.422        1.64       2.015     7.8e-08       1.593       4.591
          16799    4.85337e-05       1.656         -99         -99         -99       1.305       2.109
          16801        6.43745       5.261       2.482         -99         -99         -99       8.676
          16802        7.59336       5.375       10.57       3.503       2.936       1.154       14.85
          16804    5.52255e-05         -99         -99         -99         -99         -99   5.523e-05
          16810        5.12739       3.352       2.872       6.213       6.092       1.285        11.1
          16825    5.14169e-05    1.33e-05         -99         -99         -99         -99   5.311e-05
          16826       0.893706   1.563e-05         -99         -99         -99         -99      0.8937
          16828       0.815628      0.6944       1.484         -99         -99         -99        1.83
          16844       0.984436   1.968e-05         -99         -99         -99         -99      0.9844
          16846        2.30336       2.084        3.34       2.322      0.6371      0.8394       5.225
          16848         4.0676       5.143       2.701         -99         -99         -99       7.092
          16849        2.28022      0.5978         -99         -99         -99         -99       2.357
          16850        1.55887       2.182         -99       1.621        2.05      0.3336       3.759
          16853    5.30468e-05      0.9891         -99         -99         -99   4.405e-10      0.9891
          16856        10.0021       8.899       1.588         -99         -99         -99       13.48
          16860       0.906408   1.928e-05         -99         -99         -99         -99      0.9064
          16862        1.01575       1.526         -99         -99         -99         -99       1.833
          16865        26.0846       37.46       7.865       2.134         -99         -99       46.37
          16886    3.51541e-05       1.711         -99         -99         -99      0.3729       1.751
          16893        1.84456       2.463         -99         -99         -99         -99       3.077
          16898       0.509182      0.5637         -99         -99         -99         -99      0.7596
          16907        7.44073       4.069       5.983        1.63         -99         -99       10.51
          16908        1.00315       1.589         -99         -99         -99         -99       1.879
          16925        2.53298       1.298         -99         -99         -99         -99       2.846
          16931        1.08646         -99         -99         -99         -99         -99       1.086
          16932       0.176467   1.398e-05         -99         -99         -99         -99      0.1765
          16953        3.26466       6.425       5.819       3.134        3.19       2.775       10.65
          16960     3.8955e-05   1.191e-05      0.4002      0.8792         -99       0.262       1.001
          16967        5.93305       13.32       11.89       10.99       8.288       1.968        23.4
          16971    5.34991e-05   2.144e-05         -99         -99         -99         -99   5.764e-05
          16980        11.6293       15.85       4.716       4.551       1.309         -99       20.76
          16981     5.0999e-05       2.578         -99         -99         -99         -99       2.578
          16982       0.917389           0         -99         -99         -99         -99      0.9174
          16984        40.2506       25.06       6.287       1.119         -99         -99       47.84
          16986         1.3276       0.711         -99         -99         -99         -99       1.506
          16987        1.09225         2.5         -99         -99         -99         -99       2.728
          16996        2.42997        3.94       6.841       1.059         -99       2.133       8.597
          17002        5.52018        4.69       5.992       2.829       1.401        3.36       10.47
          17003        1.62674   1.737e-05         -99         -99         -99         -99       1.627
          17011       0.379189   2.765e-05         -99         -99         -99         -99      0.3792
          17016       0.493043       1.224         -99         -99         -99         -99       1.319
          17017        4.62648       4.978       1.464         -99         -99         -99       6.952
          17018       0.499037           0         -99         -99         -99         -99       0.499
          17021        3.32817       5.143       1.195         -99         -99         -99       6.241
          17026        1.32149   1.541e-05         -99         -99         -99         -99       1.321
          17032        1.36371       2.988         -99         -99         -99         -99       3.284
          17034        1.15943       1.878         -99         -99         -99         -99       2.207
          17050        72.3947       38.71       19.75       4.494   5.971e-08         -99       84.56
          17051        11.6943       9.115       3.678      0.2889         -99         -99       15.28
          17054       0.188757         -99         -99         -99         -99         -99      0.1888
          17055        2.54397   9.919e-06       1.305         -99         -99         -99       2.859
          17056        5.41343       8.833       3.057       1.652         -99         -99       10.93
          17061        1.71355       1.551         -99         -99         -99         -99       2.311
          17066      0.0419364       2.301         -99         -99         -99         -99       2.301
          17070        6.69865       6.355       3.359       2.498         -99         -99       10.14
          17080        1.06375   1.345e-05         -99         -99         -99         -99       1.064
          17081       0.524343         -99         -99         -99         -99         -99      0.5243
          17086        8.94591       7.374       4.232       2.426         -99         -99       12.58
          17087        3.08003       1.473         -99         -99         -99         -99       3.414
          17095        2.52303       5.338       5.585       2.775         -99         -99       8.588
          17098        13.6123       14.34       4.486       2.211         -99         -99       20.39
          17102      0.0671659       1.778         -99         -99         -99         -99       1.779
          17104    3.53937e-05    1.74e-05         -99         -99         -99         -99   3.944e-05
          17107        2.85714      0.3083         -99         -99         -99         -99       2.874
          17108         5.0178       3.422       1.313         -99         -99         -99       6.214
          17109       0.667447       1.886         -99         -99         -99         -99           2
          17110        3.40978       4.553       2.907         -99         -99         -99       6.388
          17115       0.700962   2.539e-05         -99         -99         -99         -99       0.701
          17120    4.53751e-05        1.95       7.241       3.208       1.564         -99       8.305
          17129        4.05157       2.256         -99         -99         -99         -99       4.637
          17138        3.40471      0.1679         -99         -99         -99         -99       3.409
          17139        28.7157          21       7.344       1.311         -99         -99       36.35
          17141        63.6084       25.77       8.999       3.497       3.663   3.764e-10        69.4
          17157        5.50657       5.834      0.6894         -99         -99         -99       8.052
          17159       0.511815       1.627         -99         -99         -99         -99       1.706
          17162        1.64884     0.04488      0.7205         -99         -99         -99         1.8
          17169        10.0491       4.619       1.023    4.12e-08         -99         -99       11.11
          17177        0.14486      0.6883         -99         -99         -99         -99      0.7034
          17186        4.91984       1.742         2.1       1.683         -99         -99       5.872
          17187        2.31274   1.979e-05         -99         -99         -99         -99       2.313
          17190        15.6086       17.62       7.099       3.472       1.524         -99       24.87
          17199        2.13156       1.869       2.282       3.416       4.307        1.15       6.692
          17201        1.70115       2.447         -99         -99         -99         -99        2.98
          17207        4.29792       8.226       6.368       4.134      0.9987         -99       12.03
          17209         1.2068         -99         -99         -99         -99         -99       1.207
          17211        10.9575       12.23        5.33       2.475       2.519       1.254       17.66
          17213         34.852       39.42       18.18       8.136       3.098   3.132e-10       56.35
          17219        3.19767       4.821        1.79         -99         -99         -99       6.055
          17220        10.4844       7.425       3.846      0.6229         -99         -99       13.43
          17232        2.32733       2.427         -99         -99         -99         -99       3.363
          17234        1.90505   1.101e-05         -99         -99         -99         -99       1.905
          17236       0.329698       5.122       2.436       1.171         -99   3.407e-10       5.801
          17244        38.1845        31.2       23.42       7.806       3.854       3.323       55.38
          17247        2.34834       2.784         -99         -99         -99         -99       3.642
          17254        5.05326       5.934       5.409       3.159       1.978   3.664e-10       10.19
          17266       0.148651       1.126         -99         -99         -99         -99       1.136
          17267         3.0499       1.265         -99         -99         -99         -99       3.302
          17270        3.80824       5.824       3.703       2.222         -99         -99       8.189
          17271        2.21305     0.03062         -99         -99         -99         -99       2.213
          17272    5.20567e-05       2.029         -99         -99         -99         -99       2.029
          17274        1.18933       1.819      0.8954       3.681       3.316   2.412e-10       5.484
          17277        4.46757       4.713      0.7073         -99         -99         -99       6.532
          17278        1.93306       0.527         -99         -99         -99         -99       2.004
          17289       0.264189       1.903         -99         -99         -99         -99       1.921
          17295        1.33786       2.439       1.301        1.49       1.105       1.712       3.975
          17301        5.42781       5.064       1.885         -99         -99         -99       7.659
          17302      0.0213304           0         -99         -99         -99         -99     0.02133
          17304        3.17962      0.6499         -99         -99         -99         -99       3.245
          17306        3.83871       4.488      0.8334      0.7901         -99         -99       6.016
          17310        3.44385       1.115         -99         -99         -99         -99        3.62
          17314        2.92529       1.286         -99         -99         -99         -99       3.196
          17318        4.29833       1.462         -99         -99         -99         -99        4.54
          17320        6.37747       12.56       7.777       1.131         -99         -99       16.13
          17322        3.73792       1.048         -99         -99         -99         -99       3.882
          17323      0.0497263       4.061           0         -99         -99         -99       4.061
          17339        12.3033       11.08       6.783      0.5036         -99         -99        17.9
          17340        4.63014       1.006         -99         -99         -99         -99       4.738
          17353        6.00937       5.309     0.01659         -99         -99         -99       8.019
          17354        1.46298      0.2335         -99         -99         -99         -99       1.481
          17362       0.156537       3.296       1.845         -99         -99         -99       3.781
          17365       0.940612   2.453e-05         -99         -99         -99         -99      0.9406
          17369    5.13818e-05   2.203e-05         -99         -99         -99         -99    5.59e-05
          17370    4.67847e-05         -99         -99         -99         -99         -99   4.678e-05
          17371        4.10442       2.851   3.845e-08         -99         -99         -99       4.998
          17378       0.465074        3.44       1.516         -99         -99         -99       3.788
          17380            6.1       4.224   1.196e-07         -99         -99         -99        7.42
          17381        6.97771         7.9       4.281         1.1      0.4719      0.9559       11.48
          17386        3.69521       4.365       5.132       2.597         -99         -99       8.111
          17389        3.02191       1.368         -99         -99         -99         -99       3.317
          17393       0.799604       1.211      0.8417      0.8209     0.02695      0.4677       1.926
          17395        2.53138       3.614       1.761         -99         -99         -99       4.751
          17396        1.33958      0.9842         -99         -99         -99         -99       1.662
          17409        2.48395       1.682         -99         -99         -99         -99           3
          17415       0.744715       1.167         -99         -99         -99         -99       1.384
          17418        1.48338       3.581       3.325       1.952         -99         -99       5.467
          17422          3.576       4.686       1.836       0.604         -99         -99       6.203
          17434        6.80863       2.802         -99         -99         -99         -99       7.363
          17446        1.52993       3.178       2.821       4.577         1.6       4.644       8.091
          17459        4.31343       1.697         -99         -99         -99         -99       4.635
          17474        1.00441      0.6285         -99         -99         -99         -99       1.185
          17478    5.41337e-05       1.388         -99         -99         -99         -99       1.388
          17491        8.98138        12.2       8.798       4.818       2.029         -99       18.28
          17500        2.52404       4.089       2.904       1.106         -99      0.4178       5.738
          17501         3.1874       2.242         -99         -99         -99         -99       3.897
          17512       0.257581      0.7916         -99         -99         -99         -99      0.8325
          17519        6.02108       2.373       2.221         -99         -99         -99       6.843
          17538       0.484548       3.033         1.8      0.5574      0.7786       1.769       4.089
          17540              0         -99         -99         -99         -99         -99           0
          17544        2.67842       2.605       1.742         -99         -99         -99       4.123
          17554       0.658618      0.6485         -99         -99         -99         -99      0.9243
          17562         1.0644   5.031e-06     0.04467       1.495      0.5852   9.197e-11       1.927
          17566        4.30296       6.917       4.865       1.623      0.8586   9.599e-11       9.664
          17577        77.9794       76.83          18       5.206       2.056         -99       111.1
          17583        2.32005       1.999         -99         -99         -99         -99       3.063
          17584        2.00146       2.661         -99         -99         -99         -99        3.33
          17589        2.32103       3.934        1.74         -99         -99         -99       4.888
          17591        4.07551       3.869       2.872         -99         -99         -99       6.311
          17598        1.31317       0.613         -99         -99         -99         -99       1.449
          17608         7.1527       3.871       2.344         -99         -99         -99       8.464
          17613        3.02555       1.763         -99         -99         -99         -99       3.502
          17624        3.54047       4.509       8.096       4.644       2.664       3.592       11.83
          17627        2.42158       4.111       1.785         -99         -99         -99       5.095
          17631        19.3904       16.31       8.063       3.922       1.389         -99       26.91
          17640         4.3639      0.7698         -99         -99         -99         -99       4.431
          17645        2.86209       2.813         -99         -99         -99         -99       4.013
          17654        9.54231       5.948       3.845       2.828         -99         -99       12.22
          17660         5.2497       5.449        3.36       2.308         -99         -99       8.595
          17661        3.78431        5.69     0.03613         -99         -99         -99       6.834
          17665        6.08254       4.838       5.364       1.729         -99         -99       9.601
          17668        2.31642       2.878         -99         -99         -99         -99       3.695
          17674        2.21195      0.7133       2.468         -99         -99       1.233       3.607
          17675        1.65015       2.385         -99         -99         -99         -99         2.9
          17676        18.5481       9.061       4.611       3.609      0.6928         -99       21.47
          17681        2.71993       2.628         -99         -99         -99         -99       3.782
          17689        1.14885       1.393   7.512e-08    3.32e-08         -99         -99       1.806
          17691       0.229243       2.006         -99         -99         -99         -99       2.019
