#        _id   snrFIRSMM     zFIRSMM      snr100      snr160      snr250      snr350      snr500      snr850     snr1160
#
        1520       3.168      0.5325       2.791       1.499         -99         -99         -99      1e-109         -99
        1524      0.3809      0.8889      0.3809    1.76e-05         -99         -99         -99      1e-109         -99
        1525       4.997      0.6425       1.632       4.476       1.508         -99         -99      1e-109         -99
        1532      0.4813      0.9809      0.4813   1.236e-05         -99         -99         -99      1e-109         -99
        1533       19.58       0.746       9.459       15.02       7.806       2.732         -99      1e-109         -99
        1543   5.406e-05       1.148   5.114e-05   1.754e-05         -99         -99         -99      1e-109         -99
        1544        1.61       1.881      0.0558       1.609         -99         -99         -99      1e-109         -99
        1545       2.322       1.156       2.231       0.645         -99         -99         -99      1e-109         -99
        1548   4.314e-05      0.8894   4.314e-05         -99         -99         -99         -99      1e-109         -99
        1551      0.7786       1.358   5.619e-05      0.7786         -99         -99         -99      1e-109         -99
        1556       1.281       1.751      0.3397    2.13e-05         -99      0.3948       1.061   8.675e-51      0.4934
        1558       4.538      0.8344       1.866       3.926       1.304         -99         -99      1e-109         -99
        1563       1.334      0.8363       1.334   1.196e-05         -99         -99         -99      1e-109         -99
        1567       7.894      0.6338       5.959       4.605       2.367         -99         -99      1e-109         -99
        1569       3.975       0.879       2.562       3.039   7.648e-08         -99         -99      1e-109         -99
        1579       1.517       1.303       1.517   2.215e-05         -99         -99         -99      1e-109         -99
        1592        8.04      0.9376       4.753       6.375       1.186         -99         -99      1e-109         -99
        1593        2.38      0.6813       1.052       2.135         -99         -99         -99      1e-109         -99
        1602      0.4674       1.782      0.1064      0.4552         -99         -99         -99      1e-109         -99
        1604       2.285        1.51       1.467       1.753         -99         -99         -99      1e-109         -99
        1606       2.272           1       2.118      0.8234         -99         -99         -99      1e-109         -99
        1616       3.877       1.607       2.547       2.606       1.323         -99         -99      1e-109         -99
        1618        11.4       1.014       3.791       6.217       6.814       4.092       3.659      1e-109      0.5655
        1622       4.377        1.02       3.246       2.937         -99         -99         -99      1e-109         -99
        1626     6.5e-05       1.936     6.5e-05         -99         -99         -99         -99      1e-109         -99
        1629        1.85        2.31       1.149        1.45         -99         -99         -99      1e-109         -99
        1631        1.64       1.607      0.5911       1.212      0.9337         -99         -99      1e-109         -99
        1633       34.13        0.32       26.75       18.96       8.463       4.089        1.13      1e-109         -99
        1634      0.1744      0.7399      0.1744         -99         -99         -99         -99      1e-109         -99
        1638       2.365      0.7516       1.552       1.784         -99         -99         -99      1e-109         -99
        1644       1.421      0.6337       1.158      0.8234         -99         -99         -99      1e-109         -99
        1648       29.36        1.76       25.06       13.47       5.763       3.927       1.539       1.256      0.3543
        1650       1.083       3.078      0.9414       0.535         -99         -99         -99   8.675e-51   2.798e-10
        1651       9.551       2.882       3.173       5.388       5.026        2.99       3.867       1.402       1.004
        1662       1.233           1     0.04586       1.232         -99         -99         -99      1e-109         -99
