#        _id   snrFIRSMM     zFIRSMM      snr100      snr160      snr250      snr350      snr500      snr850     snr1160
#
        9954       2.903       1.142   4.044e-05       2.903         -99         -99         -99      1e-109         -99
        9957       3.316      0.8166       3.316    9.67e-06         -99         -99         -99      1e-109         -99
        9958       1.799      0.8159      0.7774       1.623         -99         -99         -99      1e-109         -99
        9964       3.022        1.55   9.856e-08      0.7171       2.554       1.449         -99   8.675e-51         -99
        9970       30.74       1.246          15       15.56       18.74       8.674        6.09       1.569       3.454
        9973      0.9178       1.027   3.421e-05      0.9178         -99         -99         -99      1e-109         -99
        9981       12.13       2.231       8.876       7.397       2.713      0.9429         -99       2.315         -99
        9986       2.532       0.514       2.532         -99         -99         -99         -99      1e-109         -99
        9988       4.134       3.201   6.421e-06      0.6012       2.751       2.402       1.358   8.675e-51       1.242
        9991       20.64       1.382       15.53       12.97       3.851       1.383         -99      0.1134         -99
        9999       2.099       2.926   5.553e-05       2.099         -99         -99         -99      1e-109         -99
       1e+04      0.2316        1.49   5.449e-05      0.2316         -99         -99         -99      1e-109         -99
       1e+04       2.353      0.5123       2.179      0.8884         -99         -99         -99      1e-109         -99
   1.000e+04       7.755        2.35       4.899        4.56       2.682       2.106       1.384   1.825e-09       1.342
   1.001e+04       1.688        1.82       1.312      0.4319      0.9688   5.704e-08         -99      1e-109         -99
   1.001e+04       3.427       2.049       1.956       2.814         -99         -99         -99      1e-109         -99
   1.001e+04       5.909        1.39       3.743       4.071       1.476   5.191e-08         -99       1.471         -99
   1.002e+04      0.1531       2.048      0.1531         -99         -99         -99         -99      1e-109         -99
   1.003e+04       1.313      0.8445       1.309      0.0994         -99         -99         -99      1e-109         -99
   1.003e+04       2.759      0.5116       2.323       1.487         -99         -99         -99      1e-109         -99
   1.003e+04      0.3861       1.045   9.986e-07      0.3861         -99         -99         -99      1e-109         -99
   1.004e+04       5.554      0.4735       3.498       3.332        2.74         -99         -99      1e-109         -99
   1.006e+04        5.77       2.954       2.693        3.58       1.699       1.682        1.72        1.64       1.364
   1.007e+04       29.48       1.322       19.43        18.4       11.41       4.719      0.4176   2.581e-09         -99
   1.008e+04       18.54       1.022       9.465       11.12        9.61       6.022       1.472      1e-109         -99
   1.008e+04      0.8274      0.2859      0.8274         -99         -99         -99         -99      1e-109         -99
   1.009e+04        2.84      0.3364       2.766       0.645         -99         -99         -99      1e-109         -99
   1.009e+04       14.64      0.8405       7.801       10.56       5.218       3.531       1.509      1e-109         -99
   1.011e+04       2.493       1.015       2.399      0.6747         -99         -99         -99      1e-109         -99
   1.011e+04      0.5191       3.951   8.948e-11    1.45e-05   1.031e-07      0.5191   5.539e-08      1e-109   3.303e-10
   1.011e+04       18.14       1.471       10.08       11.34       6.175       6.929       3.426   2.993e-09      0.9087
   1.011e+04       8.225      0.8782       7.165       3.903       1.037         -99         -99      1e-109         -99
   1.012e+04       2.547        1.55   5.276e-06       2.468      0.6315   4.527e-08         -99      1e-109         -99
   1.012e+04       2.937      0.8372       0.627        2.87         -99         -99         -99      1e-109         -99
   1.013e+04       11.23      0.8848       7.325       7.802        3.42   9.687e-08         -99      1e-109         -99
   1.013e+04       5.379        1.59       2.188       4.691       1.464    6.47e-08         -99   2.436e-09         -99
   1.013e+04       14.37       1.359       11.27        7.48       4.069       2.602         -99      1e-109         -99
   1.013e+04       2.176       1.906      0.6025       2.091         -99         -99         -99      1e-109         -99
   1.013e+04        1.29       1.102      0.7201        1.07         -99         -99         -99      1e-109         -99
   1.014e+04       1.842       0.851       1.112       1.468         -99         -99         -99      1e-109         -99
   1.015e+04       9.488        1.55       5.528       6.679       3.507       1.369         -99      0.8236         -99
   1.016e+04       3.627      0.2861       1.624       3.242   9.997e-08         -99         -99      1e-109         -99
   1.016e+04       23.43      0.5561        19.1       13.28       2.809         -99         -99      1e-109         -99
   1.016e+04       8.715       0.851       4.749       7.014       2.048         -99         -99      1e-109         -99
   1.018e+04        2.45       1.146       2.031       1.369         -99         -99         -99      1e-109         -99
   1.018e+04       6.632       1.015       4.935       3.577       2.614         -99         -99      1e-109         -99
   1.018e+04       2.381       1.495        1.91       1.422         -99         -99         -99      1e-109         -99
   1.018e+04       4.782       1.359        3.01       3.608      0.8875         -99         -99      1e-109         -99
   1.020e+04       5.559       1.222       4.032       3.557       1.414         -99         -99      1e-109         -99
   1.021e+04       1.921      0.5105       1.746      0.8011         -99         -99         -99      1e-109         -99
   1.022e+04       7.478       1.001   7.673e-06       0.669       7.033        2.45         -99   3.207e-09         -99
   1.024e+04       3.382       2.774        2.04   1.675e-05         -99         -99         -99       2.698         -99
   1.025e+04        1.86       3.665      0.2784   2.304e-05         -99   6.642e-08         -99      0.9391       1.581
   1.025e+04       1.433       3.165   5.504e-05   2.793e-05         -99         -99         -99       1.433         -99
   1.025e+04      0.1704       1.021      0.1704   1.446e-05         -99         -99         -99      1e-109         -99
   1.025e+04       2.534        1.73   5.054e-05       2.534         -99         -99         -99      1e-109         -99
   1.026e+04       2.406       3.131           0      0.9335         -99         -99         -99       2.218   2.485e-10
   1.026e+04   1.557e-05        1.33   8.189e-11   1.557e-05         -99         -99         -99      1e-109         -99
   1.031e+04      0.9309       1.845   3.652e-05      0.9309         -99         -99         -99      1e-109         -99
   1.031e+04       12.84      0.5344       9.559       8.353       1.913         -99         -99      1e-109         -99
   1.032e+04        2.07      0.4742     0.07613       2.069         -99         -99         -99      1e-109         -99
   1.032e+04   1.475e-05       1.651   1.157e-05    9.14e-06         -99         -99         -99    3.37e-09         -99
   1.033e+04       3.136       1.245   5.406e-05       3.096      0.4945         -99         -99      1e-109         -99
   1.033e+04       2.964       1.314       2.598       1.427         -99         -99         -99      1e-109         -99
   1.033e+04       9.877      0.4473       7.061       5.462       4.088       1.079         -99      1e-109         -99
   1.034e+04       17.71       0.161   3.845e-05       12.22        11.2       5.305      0.8049       3.215         -99
   1.034e+04       7.005       2.701   1.033e-06      0.2251       5.075        4.02       2.666   8.675e-51   1.587e-10
   1.034e+04       25.26      0.4845       18.97       15.66       5.624       1.192         -99      1e-109         -99
   1.034e+04       15.82      0.9588       15.05       4.872      0.5135         -99         -99      1e-109         -99
   1.035e+04        10.7       1.021       5.359       4.587       7.068       3.339       1.892      1e-109         -99
   1.035e+04        14.2       1.851       5.353        6.85       8.223       6.563       2.758        2.04       1.891
   1.036e+04       0.236       1.137       0.236   2.653e-05         -99         -99         -99      1e-109         -99
   1.037e+04       3.939        2.64    1.11e-10       3.685   5.347e-08      0.8877      0.8933      0.5953    3.21e-10
   1.038e+04       14.43        1.23       5.514       7.059       9.517        4.72       3.706   8.675e-51       1.127
   1.039e+04       3.051       2.386       2.455       1.709      0.6013         -99         -99      1e-109         -99
   1.039e+04       9.471      0.9377       5.089       7.032       3.482       1.491         -99      1e-109         -99
   1.039e+04       2.278      0.8499   4.429e-06       0.112       2.275         -99         -99      1e-109         -99
    1.04e+04   5.226e-05      0.5338   5.226e-05         -99         -99         -99         -99      1e-109         -99
   1.041e+04   1.383e-05       0.201   1.084e-05   8.588e-06         -99         -99         -99      1e-109         -99
   1.041e+04       7.128        2.97       2.727       3.612       2.257       2.095       1.701         2.6       3.346
   1.042e+04   5.013e-05       2.819   5.013e-05         -99         -99         -99         -99      1e-109         -99
   1.042e+04       2.058       0.395       1.998      0.4965         -99         -99         -99      1e-109         -99
   1.044e+04       4.735        1.02       4.314       1.954         -99         -99         -99      1e-109         -99
   1.045e+04      0.5441        2.24   1.339e-10      0.3372       0.427         -99         -99   1.085e-09         -99
   1.045e+04       2.065       1.901   4.674e-11   3.864e-06         -99         -99         -99       2.065         -99
   1.047e+04       7.784      0.9471       5.409       5.389       1.516         -99         -99      1e-109         -99
   1.048e+04      0.1108       1.313   5.361e-05      0.1108         -99         -99         -99      1e-109         -99
   1.048e+04       6.061       0.559       2.612       5.291       1.388         -99         -99      1e-109         -99
   1.049e+04       6.051      0.7455       5.303       2.915         -99         -99         -99      1e-109         -99
   1.049e+04       1.745      0.4114       1.739      0.1378         -99         -99         -99      1e-109         -99
    1.05e+04       13.91      0.5562       7.179       11.13       3.182       2.803         -99      1e-109         -99
    1.05e+04   5.253e-05       1.016   5.253e-05         -99         -99         -99         -99      1e-109         -99
   1.051e+04       14.79      0.1049       9.582        9.98       3.283       4.064   7.609e-08      1e-109         -99
   1.052e+04       28.21        1.21       11.91       18.89       15.69       5.688       1.963       3.794        0.41
   1.052e+04      0.9234       0.849      0.9234   2.693e-05         -99         -99         -99      1e-109         -99
   1.052e+04       9.525        0.96         7.8        5.42      0.7147         -99         -99      1e-109         -99
   1.052e+04       4.192       1.878       3.606       2.137         -99         -99         -99      1e-109         -99
   1.053e+04   3.426e-05        1.02   3.314e-05   8.695e-06         -99         -99         -99      1e-109         -99
   1.054e+04       4.004       1.018       2.667       2.987         -99         -99         -99      1e-109         -99
   1.055e+04       12.56      0.7129        8.42       8.232       4.303      0.7225         -99      1e-109         -99
   1.055e+04   5.684e-05       1.849    5.02e-05   2.666e-05         -99         -99         -99      1e-109         -99
   1.056e+04       22.97      0.4784       12.45       16.49       9.389       3.517    8.15e-08      1e-109         -99
   1.056e+04       19.24       0.877       14.03       12.41       4.392      0.4574         -99      1e-109         -99
   1.058e+04       10.33      0.8395       2.544       4.439       8.039       3.376       2.129      1e-109         -99
   1.058e+04   7.903e-06      0.8782   7.534e-11   7.903e-06         -99         -99         -99      1e-109         -99
   1.058e+04       2.619        1.52       1.581       2.033      0.4756         -99         -99      1e-109         -99
   1.059e+04       7.233       3.177       1.448       2.272       2.793      0.8717       3.096       4.583       2.433
   1.059e+04   5.912e-05        2.08   5.474e-05   2.231e-05         -99         -99         -99      1e-109         -99
   1.061e+04       38.94       0.441   0.0001553       37.45       9.931       2.187      0.8881       3.141      0.2999
   1.064e+04       4.299       2.784         1.3       2.182       2.107         -99         -99       2.755   3.797e-10
   1.064e+04      0.5645       2.931      0.5645    1.04e-05         -99         -99         -99      1e-109         -99
   1.064e+04       4.159      0.8389       3.637       2.016         -99         -99         -99      1e-109         -99
   1.064e+04       1.415        0.89      0.7105       1.224         -99         -99         -99      1e-109         -99
   1.065e+04       2.942       1.993       2.942   7.878e-05         -99         -99         -99      1e-109         -99
   1.066e+04       5.213      0.7784      0.6248       5.174      0.1291         -99         -99      1e-109         -99
   1.066e+04       1.594       1.165      0.9554       1.275         -99         -99         -99      1e-109         -99
   1.066e+04   1.456e-05       0.651   6.341e-11   1.456e-05         -99         -99         -99      1e-109         -99
   1.066e+04       4.472       0.688       3.274       3.045     0.07865         -99         -99      1e-109         -99
   1.067e+04       6.308       0.846        6.06       1.753         -99         -99         -99      1e-109         -99
   1.067e+04       5.723       1.488       3.742       3.819       2.041         -99         -99      1e-109         -99
   1.067e+04      0.2121       0.899      0.2121         -99         -99         -99         -99      1e-109         -99
   1.068e+04   5.419e-05      0.4756   5.419e-05         -99         -99         -99         -99      1e-109         -99
   1.068e+04       1.258      0.3965       1.258         -99         -99         -99         -99      1e-109         -99
   1.068e+04       1.078      0.4395     1.5e-06       1.078         -99         -99         -99      1e-109         -99
   1.069e+04       4.903      0.8407       4.623       1.632         -99         -99         -99      1e-109         -99
   1.069e+04       2.174       1.025       2.174   2.438e-05         -99         -99         -99      1e-109         -99
    1.07e+04       1.589       3.086      0.9491   1.988e-05         -99         -99         -99       1.274   2.168e-10
    1.07e+04       7.671       1.296       3.656       6.517       1.731         -99         -99      1e-109         -99
    1.07e+04       1.423       1.524      0.6106       1.286         -99         -99         -99      1e-109         -99
   1.070e+04       8.731       1.249       3.933       7.041       2.498       1.318      0.4164       1.435      0.9843
   1.071e+04       5.001       2.751       3.192       3.377       1.849         -99         -99      1e-109         -99
   1.071e+04       1.838      0.7524     0.06306       1.837         -99         -99         -99      1e-109         -99
   1.072e+04       6.573        1.94        3.86       2.585       4.632      0.4013         -99      1e-109         -99
   1.072e+04     0.05846       2.033     0.05846         -99         -99         -99         -99      1e-109         -99
   1.072e+04        7.39       0.899       4.875       3.395       4.035       1.745         -99      1e-109         -99
   1.072e+04       4.049        0.44   3.896e-05       3.503       1.628       1.214         -99      1e-109         -99
   1.073e+04       1.617       1.341      0.5761    9.44e-06       1.511         -99         -99      1e-109         -99
   1.073e+04      0.5795         2.2   4.596e-05      0.3795         -99         -99         -99      0.4379         -99
   1.074e+04       1.954      0.9605       1.799      0.7629         -99         -99         -99      1e-109         -99
   1.074e+04        2.98       0.853       2.253       1.951         -99         -99         -99      1e-109         -99
   1.075e+04       22.63       2.409       20.09       9.581       4.109           0         -99      1e-109         -99
   1.075e+04       39.04       1.996       22.96       18.33       20.53       11.31       2.546       9.131       4.659
   1.075e+04       2.425        1.97   2.488e-06       2.425   8.645e-08         -99         -99      1e-109         -99
   1.076e+04       10.95       0.484       10.61       2.707         -99         -99         -99      1e-109         -99
   1.078e+04       7.352       1.244       3.725       4.319       3.165       3.388      0.1444      1e-109         -99
   1.078e+04       6.632       1.619   5.105e-05       3.974       4.825       2.215         -99      1e-109         -99
   1.079e+04        3.45       2.425     1.7e-05       1.485       2.899       1.137   4.762e-08   8.675e-51   1.686e-10
   1.079e+04       1.441       1.267       1.357      0.4842         -99         -99         -99      1e-109         -99
   1.079e+04       2.876      0.7471       1.421         2.5         -99         -99         -99      1e-109         -99
   1.080e+04   1.965e-05       2.065   1.965e-05         -99         -99         -99         -99      1e-109         -99
   1.081e+04       34.33      0.4362       27.87       19.65       3.985     0.04048         -99      1e-109         -99
   1.083e+04       6.141       1.295       4.701       3.951    0.006561         -99         -99      1e-109         -99
   1.085e+04       5.277      0.8903       5.039       1.568         -99         -99         -99      1e-109         -99
   1.086e+04       1.778       1.794       1.778           0         -99         -99         -99      1e-109         -99
   1.086e+04       1.847        2.69        1.51       1.063         -99         -99         -99   3.451e-09         -99
   1.087e+04       1.091       1.223       1.091   1.564e-05         -99         -99         -99      1e-109         -99
   1.087e+04       3.026       0.889       2.761       1.239         -99         -99         -99      1e-109         -99
   1.087e+04       0.777        1.29   3.014e-05       0.777         -99         -99         -99      1e-109         -99
   1.088e+04       16.67       1.022       10.22       12.05       5.307      0.3651         -99      1e-109         -99
   1.088e+04        1.97       1.004      0.7756       1.811         -99         -99         -99      1e-109         -99
   1.089e+04       3.377      0.3208       3.059       1.429         -99         -99         -99      1e-109         -99
    1.09e+04       7.329        3.18        2.15       3.001       3.545       3.786       3.397       1.236      0.3586
   1.091e+04       18.75       1.996        12.4        10.3       7.303       1.911       5.087        2.68       1.223
   1.091e+04       2.733      0.1045       2.733         -99         -99         -99         -99      1e-109         -99
   1.092e+04       1.067       0.451    2.11e-05      0.3512      0.7179       0.626     0.03427      0.3271   1.541e-10
   1.092e+04    5.99e-05        2.44    5.38e-05   2.632e-05         -99         -99         -99      1e-109         -99
   1.093e+04       2.214       0.651   6.058e-06       2.214         -99         -99         -99      1e-109         -99
   1.094e+04       1.323       1.875       1.323      0.0196         -99         -99         -99      1e-109         -99
   1.095e+04       1.694       1.655       0.517       1.613         -99         -99         -99      1e-109         -99
   1.095e+04       5.698       1.461       5.506       1.463         -99         -99         -99      1e-109         -99
   1.096e+04       4.623       1.008       3.909       2.467         -99         -99         -99      1e-109         -99
   1.097e+04       7.035       1.249       3.351       5.471       2.886         -99         -99      1e-109         -99
   1.097e+04       6.495        0.41       2.642       5.805       1.227         -99         -99      1e-109         -99
   1.098e+04       1.369      0.9737    4.55e-05       1.369         -99         -99         -99      1e-109         -99
   1.099e+04   6.168e-05       2.554    5.46e-05   2.869e-05         -99         -99         -99      1e-109         -99
   1.099e+04       3.824       0.806       2.623       2.781         -99         -99         -99      1e-109         -99
     1.1e+04       4.898           1       3.155       3.633      0.9128         -99         -99      1e-109         -99
   1.101e+04       15.81      0.4757       11.06       11.06       2.266         -99         -99      1e-109         -99
   1.101e+04   2.378e-05        1.77   2.043e-05   1.217e-05         -99         -99         -99      1e-109         -99
   1.101e+04       4.191        2.48       3.231       1.069       1.479         1.5         -99       1.243         -99
   1.102e+04       10.38      0.2008       9.225       4.659      0.9945         -99         -99      1e-109         -99
   1.105e+04       3.239      0.4586       2.562       1.982         -99         -99         -99      1e-109         -99
   1.105e+04       15.68       0.845       10.41       11.29       2.105       2.393         -99      1e-109         -99
   1.105e+04       7.878       3.038       3.807       4.632        4.26       1.602         -99       2.276      0.4864
   1.106e+04      0.3803       1.953      0.3803   1.453e-05         -99         -99         -99      1e-109         -99
   1.106e+04       18.86      0.4546       13.19       12.67        4.52      0.8493         -99      1e-109         -99
   1.108e+04       2.794       0.799        1.36       2.441         -99         -99         -99      1e-109         -99
   1.109e+04        7.67      0.5131       7.211       2.612         -99         -99         -99      1e-109         -99
   1.109e+04       8.408       1.201       4.797       5.672       3.804       1.022         -99      1e-109         -99
    1.11e+04        4.06       1.381       1.953       3.558      0.1133         -99         -99      1e-109         -99
    1.11e+04      0.1452       2.726   5.443e-05      0.1452         -99         -99         -99      1e-109         -99
   1.111e+04       3.173      0.9699       2.472        1.99         -99         -99         -99      1e-109         -99
   1.111e+04       3.515      0.9009      0.5571       3.418      0.6063         -99         -99      1e-109         -99
   1.112e+04      0.9295       1.241      0.9295         -99         -99         -99         -99      1e-109         -99
   1.113e+04       6.162         1.7       5.797       2.089   7.688e-08         -99         -99      1e-109         -99
   1.114e+04       12.06       2.398       4.888        4.22        8.43       4.729       2.509        2.02   3.412e-10
   1.114e+04       1.874      0.7529      0.2544       1.857         -99         -99         -99      1e-109         -99
   1.115e+04       5.219      0.7926   4.246e-06       3.447       3.638       1.457         -99      1e-109         -99
   1.115e+04       4.988        1.24       4.193        1.09       2.471         -99         -99      1e-109         -99
   1.116e+04       1.718         2.7   6.631e-05       1.718    3.39e-07         -99         -99      1e-109         -99
   1.116e+04       5.092       1.598       2.378       4.502    0.002045         -99         -99      1e-109         -99
   1.116e+04      0.6323        2.15      0.6323    1.46e-05         -99         -99         -99      1e-109         -99
   1.116e+04       10.56      0.8493       9.392       4.725       1.002         -99         -99      1e-109         -99
   1.118e+04   5.949e-05       1.871   5.504e-05   2.257e-05         -99         -99         -99      1e-109         -99
   1.118e+04      0.2824        2.17      0.2824   1.748e-05         -99         -99         -99      1e-109         -99
   1.118e+04       0.585      0.9544       0.585         -99         -99         -99         -99      1e-109         -99
   1.119e+04       4.482       3.532       2.671      0.4775           0         -99         -99        2.79       2.224
    1.12e+04       5.863       1.521       5.041        1.91       2.307   1.306e-07         -99      1e-109         -99
   1.121e+04       3.223       1.016       2.221       2.335         -99         -99         -99      1e-109         -99
   1.123e+04       2.191       0.911       2.191   1.662e-05         -99         -99         -99      1e-109         -99
   1.123e+04       9.973       4.145   3.868e-05   1.917e-05       5.828       2.723       1.812       6.979       2.469
   1.124e+04       0.687       1.923       0.176      0.6641         -99         -99         -99      1e-109         -99
   1.124e+04        1.48       1.908       1.478     0.09265         -99         -99         -99      1e-109         -99
   1.124e+04      0.7294       2.492      0.7289       0.028         -99         -99         -99      1e-109         -99
   1.124e+04        4.17       2.295       1.479        2.07       2.964      0.5777         -99      0.6017         1.2
   1.124e+04      0.8353       0.635      0.5209       0.653         -99         -99         -99      1e-109         -99
   1.124e+04       1.197      0.9081       1.197   6.311e-06         -99         -99         -99      1e-109         -99
   1.124e+04       10.45      0.4745       9.521       3.697       2.228         -99         -99      1e-109         -99
   1.125e+04       1.223      0.4758      0.2419       1.198         -99         -99         -99      1e-109         -99
   1.125e+04       2.509       1.631       1.855       1.689         -99         -99         -99      1e-109         -99
   1.125e+04       1.506      0.9334       1.337      0.6942         -99         -99         -99      1e-109         -99
   1.126e+04   8.587e-06      0.9628   9.158e-07   8.538e-06         -99         -99         -99      1e-109         -99
   1.126e+04       3.726       0.845       3.414       1.493         -99         -99         -99      1e-109         -99
   1.128e+04       5.212         2.5        3.72        2.55       0.911       1.948         -99    3.03e-09       1.483
   1.128e+04       2.442        2.16   1.967e-06   1.129e-05     0.05016   4.565e-08         -99       1.671        1.78
   1.129e+04       1.734      0.9544       1.659      0.5058         -99         -99         -99      1e-109         -99
    1.13e+04       3.054        1.31       2.839       1.125         -99         -99         -99      1e-109         -99
    1.13e+04       0.367        2.45   6.346e-05       0.367         -99         -99         -99      1e-109         -99
    1.13e+04       7.128       2.929       2.956       4.394       2.241       3.416       1.611      0.6266       1.759
   1.131e+04      0.2446        2.16      0.2446   2.181e-05         -99         -99         -99      1e-109         -99
   1.132e+04       5.177      0.8988       5.177   2.519e-05         -99         -99         -99      1e-109         -99
   1.132e+04       14.19       1.706       7.403       10.67       4.229       3.181       2.189      1e-109         -99
   1.133e+04       12.52       0.947       8.242       7.483       5.563        1.33         -99      1e-109         -99
   1.134e+04    6.43e-05       1.241   6.002e-05   2.306e-05         -99         -99         -99      1e-109         -99
   1.134e+04       2.355       0.503       2.331      0.3362         -99         -99         -99      1e-109         -99
   1.135e+04   4.663e-05      0.4746   4.663e-05         -99         -99         -99         -99      1e-109         -99
   1.135e+04      0.3901        1.94      0.3901   1.418e-05         -99         -99         -99      1e-109         -99
   1.136e+04       1.254        2.81      0.5343   1.558e-05         -99         -99         -99   1.847e-09       1.134
   1.136e+04       12.91       1.036       4.892       7.143       8.441       4.012        2.12   8.675e-51         -99
   1.137e+04       2.658       1.289       2.634      0.3552         -99         -99         -99      1e-109         -99
   1.138e+04       2.075       2.736       1.144      0.9073         -99         -99         -99       1.474         -99
   1.139e+04       8.397       0.485       7.365        3.35       2.244         -99         -99      1e-109         -99
   1.139e+04      0.6346        2.72      0.6277      0.0932         -99         -99         -99      1e-109         -99
    1.14e+04       6.082       0.634        3.94       4.024       2.296         -99         -99      1e-109         -99
    1.14e+04       12.66        1.72       7.913       9.518      0.6726        1.05         -99       2.352         -99
    1.14e+04      0.3169       2.981      0.3169   1.872e-05         -99         -99         -99      1e-109         -99
   1.141e+04       4.041      0.9262       3.343        2.27         -99         -99         -99      1e-109         -99
   1.141e+04       1.447      0.8619       1.015       1.032         -99         -99         -99      1e-109         -99
   1.142e+04       10.98       0.847       7.561       7.931      0.7244         -99         -99      1e-109         -99
   1.142e+04       8.457       2.088       4.229       5.447       1.856       3.325        0.84        2.96         -99
   1.142e+04       2.503       1.217    6.16e-05       2.503         -99         -99         -99      1e-109         -99
   1.142e+04      0.9612        1.88      0.9612   2.247e-05         -99         -99         -99      1e-109         -99
   1.144e+04       1.481        1.36       1.481   1.243e-05         -99         -99         -99      1e-109         -99
   1.145e+04       10.13      0.4843       7.231       6.843        1.85         -99         -99      1e-109         -99
   1.145e+04       2.136       1.594       2.136   1.482e-05         -99         -99         -99      1e-109         -99
   1.146e+04       1.022      0.6059       1.022   8.499e-06         -99         -99         -99      1e-109         -99
   1.146e+04       9.811       0.936       6.809       6.667       2.335         -99         -99      1e-109         -99
   1.146e+04       7.168        1.38       3.679       4.101       3.677        2.74         -99      1e-109         -99
   1.147e+04       1.504       1.445       1.504   8.955e-06         -99         -99         -99      1e-109         -99
   1.147e+04       3.783        1.81      0.7507       1.551       3.267      0.8176         -99      1e-109         -99
   1.148e+04       27.41       1.141       20.73       15.94       7.817       2.507         -99      1e-109         -99
   1.149e+04       17.68       1.239       14.72       9.414       2.684         -99         -99      1e-109         -99
    1.15e+04       20.72       4.496       4.129       11.21       13.48       6.978        5.91       3.707       2.715
   1.151e+04      0.4573       1.243      0.4573         -99         -99         -99         -99      1e-109         -99
   1.151e+04        3.74      0.4744       1.561       3.124        1.34         -99         -99      1e-109         -99
   1.152e+04        11.6       1.325   1.596e-05       5.215       7.793       4.769       4.774       1.083   2.469e-10
   1.152e+04       1.508        1.33        1.46      0.3761         -99         -99         -99      1e-109         -99
   1.152e+04   4.982e-05         1.6   4.982e-05           0         -99         -99         -99      1e-109         -99
   1.153e+04       5.383      0.6881       2.953       3.998       2.067         -99         -99      1e-109         -99
   1.154e+04       2.741       2.747      0.2143       2.008      0.3948      0.8492         -99       1.564      0.3337
   1.154e+04       1.447       1.488      0.8362       1.181         -99         -99         -99      1e-109         -99
   1.154e+04       1.535        1.31   5.715e-06       1.535         -99         -99         -99      1e-109         -99
   1.154e+04       2.442      0.4086       1.304       2.065         -99         -99         -99      1e-109         -99
   1.155e+04      0.1791        2.28      0.1791   1.628e-05         -99         -99         -99      1e-109         -99
   1.155e+04       8.281      0.4725       7.504        3.24       1.323         -99         -99      1e-109         -99
   1.156e+04       24.16       1.004       15.02       17.88       4.577       3.982       1.369      1e-109         -99
   1.156e+04         2.7      0.8253       2.154       1.629         -99         -99         -99      1e-109         -99
   1.158e+04       33.58       2.758       14.87       26.72       10.27       7.264       1.595       3.392       4.503
    1.16e+04       1.304        1.22       1.304   1.185e-06           0   3.402e-08         -99   8.675e-51         -99
    1.16e+04       19.93       1.223       15.89       11.82       2.273         -99         -99      1e-109         -99
   1.160e+04      0.6162       1.646      0.6162   1.514e-05         -99         -99         -99      1e-109         -99
   1.161e+04       2.781       1.734       1.312       2.452         -99         -99         -99      1e-109         -99
   1.161e+04       2.203       2.268      0.8162       2.046         -99         -99         -99      1e-109         -99
   1.161e+04       1.825       2.251       1.825   1.889e-05         -99         -99         -99      1e-109         -99
   1.162e+04       2.332      0.7122       1.158       2.024         -99         -99         -99      1e-109         -99
   1.162e+04       16.23       1.127       10.04       8.043       9.017       3.923       1.188      1e-109         -99
   1.162e+04       14.55      0.4748       10.94       9.334       2.234         -99         -99      1e-109         -99
   1.163e+04       2.653       1.829       2.241       1.419         -99         -99         -99      1e-109         -99
   1.163e+04     0.07071        0.89   1.848e-06     0.07071         -99         -99         -99      1e-109         -99
   1.163e+04       2.514      0.8509       1.103       2.259         -99         -99         -99      1e-109         -99
   1.164e+04       1.672      0.9759       1.226       1.136         -99         -99         -99      1e-109         -99
   1.165e+04       7.912      0.9089        3.24       7.218   9.052e-08         -99         -99      1e-109         -99
   1.166e+04       4.015        1.61       1.306   1.564e-07        2.82       2.542         -99   8.675e-51         -99
   1.166e+04       0.447       0.701       0.447   1.717e-05         -99         -99         -99      1e-109         -99
   1.166e+04         1.2       2.932      0.4491      0.6341         -99         -99         -99       0.915         -99
   1.168e+04       2.032       0.501       1.819      0.9054         -99         -99         -99      1e-109         -99
   1.169e+04       2.962        3.04       1.041       1.064      0.8896       1.767      0.5267   0.0004768       1.539
   1.171e+04       16.53      0.6419       9.548        10.9       7.114       3.073        1.75      1e-109         -99
   1.172e+04       2.544        2.86         2.1       1.437         -99         -99         -99      1e-109         -99
   1.174e+04       104.7      0.4733       79.09       66.09       15.64       9.659      0.7075   4.663e-09         -99
   1.174e+04       2.917       0.631       1.849       2.256         -99         -99         -99      1e-109         -99
   1.174e+04       10.18      0.5565       7.116       5.643       4.516      0.8261         -99      1e-109         -99
   1.174e+04   5.149e-05      0.4843   5.149e-05         -99         -99         -99         -99      1e-109         -99
   1.174e+04       4.135        1.24       3.622       1.994         -99         -99         -99      1e-109         -99
   1.174e+04       1.044       1.235       1.044   1.975e-05         -99         -99         -99      1e-109         -99
   1.174e+04       1.727       0.321       1.333       1.098         -99         -99         -99      1e-109         -99
   1.175e+04       5.188       0.838       2.416        4.49      0.9582         -99         -99      1e-109         -99
   1.175e+04      0.8398       1.491      0.6968      0.4688         -99         -99         -99      1e-109         -99
   1.175e+04       5.634       0.272       1.746       3.018       4.369      0.7027         -99      1e-109         -99
   1.175e+04       5.193        0.89       2.752       4.157       1.454         -99         -99      1e-109         -99
   1.176e+04       2.807       1.909       1.154       1.988       1.612         -99         -99      1e-109         -99
   1.176e+04       11.39       4.689     0.03607       4.424       5.801       6.472       5.506      0.2856       2.037
   1.176e+04       4.409       2.441      0.6981       4.354   1.328e-07         -99         -99      1e-109         -99
   1.176e+04        44.7         1.6       26.59       29.25       19.32       6.117       4.277        1.56       2.041
   1.179e+04       1.521       3.448     0.05455   1.538e-05     0.05401         -99         -99       1.454      0.4411
