#       id       zspec       zbest       ubest       chi2_min     S_chi2_min     R_chi2_min
#
       689     0.71300     0.71300      12.100       1.517053   2.775795e-19       1.517053
       692     0.28100     0.28100       2.200       23.28113       2.340449       20.94068
       697    -1.00000     2.17190     101.000       36.58088       12.58256       23.99831
       702    -1.00000     2.16204      18.000       22.29688       19.02878       3.268101
       710    -1.00000     0.86540       6.100       2.174179    0.001083124       2.173096
       713     0.77620     0.77620       4.900       5.991808      0.6453225       5.346485
       714     4.05800     4.05800     101.000       10.73845   0.0004644943       10.73798
       718    -1.00000     0.88180       6.100       3.061074     0.03911406        3.02196
       719    -1.00000     1.98528      30.000       2.557938      0.5283175       2.029621
       721     0.59530     0.59530       4.900       4.308369      0.1440489       4.164321
       729     0.90500     0.90500      14.500       3.103568     0.09185749       3.011711
       737     0.58500     0.58500      12.100       1.192411    0.004783287       1.187628
       740    -1.00000     0.33580       9.700       2.088871     0.01188377       2.076987
       748    -1.00000     1.20220       9.700       1.628814      0.5330878       1.095727
       749     0.70800     0.70800      12.100       7.298652     0.07487606       7.223776
       753     0.33080     0.33080     101.000       7.829717       5.215413       2.614304
       760     0.86150     0.86150      14.500       0.757284      0.1935025      0.5637815
       762     0.70700     0.70700      12.100       1.487816     0.02670406       1.461112
       768    -1.00000     2.21230      25.000      0.7536717       0.420711      0.3329607
       776    -1.00000     0.68870       4.900       2.922688     0.05071205       2.871976
       779     1.45000     1.45000       9.700       16.96196       1.708022       15.25394
       786    -1.00000     2.28510      35.000        27.4843       26.13442       1.349885
       793    -1.00000     2.78230     101.000       13.42353       4.655417       8.768109
       804    -1.00000     0.91100       6.100       9.602853      0.3717495       9.231103
       805    -1.00000     1.61498       9.700       3.400181      0.2588164       3.141364
       807    -1.00000     2.61715      50.000       2.768947       1.324917       1.444031
       808     0.47300     0.47300       9.700      0.4395234   4.420029e-19      0.4395234
       809    -1.00000     0.45600       4.900       2.766615   1.782655e-18       2.766615
       825     1.02200     1.02200      12.100       5.995046      0.8830498       5.111997
       826    -1.00000     0.76330       4.900       1.166692      0.2094542      0.9572374
       827    -1.00000     1.39110       9.700       13.51091   2.503009e-19       13.51091
       837    -1.00000     3.50100      35.000       6.484977     0.01321768        6.47176
       841    -1.00000     7.90100      50.000       17.53901       5.553163       11.98584
       849    -1.00000     1.68000      12.100       7.045572      0.1163849       6.929187
       860    -1.00000     2.84930      25.000       11.52334       1.694268       9.829075
       866    -1.00000     1.16785       6.100         10.503      0.1314647       10.37154
       867    -1.00000     1.26335       9.700       6.303474       2.275141       4.028332
       870     0.84000     0.84000      14.500      0.3513152      0.2189671      0.1323481
       872    -1.00000     2.17837      40.000       2.709984     0.07621652       2.633768
       877    -1.00000     1.53820      12.100       4.488926              0       4.488926
       878     0.27550     0.27550     101.000       2.873006      0.0015466        2.87146
       881    -1.00000     1.92320      35.000       3.115245      0.4966368       2.618608
       884    -1.00000     3.48630     101.000        24.5989       1.196435       23.40247
       885     0.90320     0.90320     101.000       4.748573       1.871988       2.876585
       886     0.47500     0.47500       4.900       2.825454      0.5998758       2.225578
       892     1.45000     1.45000       9.700       2.929801     0.01428584       2.915515
       893     0.94000     0.94000       6.100         2.9132      0.1363261       2.776874
       899    -1.00000     0.44690       9.700       4.989202       0.951744       4.037458
       902     0.96200     0.96200       6.100       1.215707      0.1662213       1.049485
       915     2.63500     2.63500      18.000       17.40004       3.243895       14.15614
