#     _id       snrFIRSMM         zFIRSMM           snr24        snrRadio           snr16          snr100          snr160          snr250          snr350          snr500          snr850          snr1160
#
14673               8.461           0.936          19.646           4.305           6.161           6.889           4.860           0.725           0.000           0.000           0.000           0.000
14690               1.007           1.913           8.875           0.000           0.000           1.007           0.000           0.000           0.000           0.000           0.000           0.000
14694              11.439           1.870          13.305           6.948           0.705           9.277           5.316           3.906           1.129           0.000           0.000           0.000
14715               5.946           0.917          14.910           3.016           0.000           5.361           1.441           0.967           1.898           0.000           0.000           0.000
14730               4.713           0.937          15.677           2.179           8.067           4.524           1.320           0.000           0.000           0.000           0.000           0.000
14732              15.274           1.226          22.047           5.519          14.221           8.989           6.580           9.108           5.027           0.980           0.000           0.000
14735               5.017           1.330          15.023           3.526           4.979           1.345           4.326           2.157           0.000           0.000           0.000           0.000
14736               0.646           2.140           3.535           0.294           1.934           0.646           0.000           0.000           0.000           0.000           0.000           0.000
14743              25.758           0.411          27.582           8.120          16.998          24.438           7.327           3.319           1.240           0.000           0.000           0.000
14750               0.000           0.851           6.194           0.941           0.244           0.000           0.000           0.000           0.000           0.000           0.000           0.000
14751               0.053           0.715           5.040           1.298           0.483           0.000           0.053           0.000           0.000           0.000           0.000           0.000
14752               5.123           1.109          18.573           3.259           9.450           3.547           3.542           1.059           0.000           0.000           0.000           0.000
14757               0.738           1.006          17.204           1.225           5.761           0.738           0.000           0.000           0.000           0.000           0.000           0.000
14769              10.635           0.843          18.591           4.234           0.000           8.518           5.981           2.184           0.000           0.000           0.000           0.000
14772               3.818           1.865          20.343           0.381           5.045           3.116           2.207           0.000           0.000           0.000           0.000           0.000
14773               0.414           0.936           6.773           0.430           2.908           0.414           0.000           0.000           0.000           0.000           0.000           0.000
14778               5.639           2.275          20.402           2.437           0.000           1.887           4.749           1.763           1.011           0.000           0.761           0.985
14794               9.921           1.006          25.298           3.613          14.363           6.096           7.500           2.239           0.000           0.000           0.000           0.000
14796              20.733           0.940          36.461           6.923          22.180          13.886          10.885           4.670           7.150           6.754           0.000           0.000
14802               1.506           1.532           3.998           1.727           0.000           1.502           0.102           0.000           0.000           0.000           0.000           0.000
14803               4.022           0.637          12.522           2.064           0.000           2.481           3.165           0.000           0.000           0.000           0.000           0.000
14806              42.490           1.278          25.272          20.683          30.977          39.480          13.780           6.866           2.514           1.416           1.157           0.000
14823               1.731           0.778           8.118           1.091           2.566           1.731           0.000           0.000           0.000           0.000           0.000           0.000
14824              23.364           0.113          27.258           2.611          16.108          19.473          11.607           5.350           1.821           0.000           0.000           0.000
14832               0.687           1.391          14.035           0.194           0.000           0.000           0.687           0.000           0.000           0.000           0.000           0.000
14833               4.868           2.975          13.362           0.551           0.766           4.662           1.403           0.000           0.000           0.000           0.000           0.000
14834               6.900           0.202          17.225           1.990           7.980           5.438           3.632           2.203           0.000           0.000           0.000           0.000
14836               2.289           0.202          16.173           0.000           2.590           2.289           0.000           0.000           0.000           0.000           0.000           0.000
14853              55.548           1.431          29.753           7.814          39.482          24.449          36.827          24.791          17.006          14.420           3.337           2.955
14854               4.267           1.011           5.457           2.745           4.298           0.559           3.145           2.829           0.000           0.000           0.000           0.000
14857               0.000           1.223          19.816           3.387          14.764           0.000           0.000           0.000           0.000           0.000           0.000           0.000
14858               3.017           1.330           9.546           1.700           4.900           1.265           0.000           2.739           0.000           0.000           0.000           0.000
14859               3.415           1.173          10.504           1.917           2.449           2.015           2.756           0.000           0.000           0.000           0.000           0.000
14867               6.715           1.400           1.650           3.107           5.470           4.923           1.808           3.302           2.585           0.000           0.000           0.000
14875               4.442           0.820          11.229           2.569           4.874           3.499           2.737           0.000           0.000           0.000           0.000           0.000
14890               1.783           2.487          10.702           8.333           0.048           0.000           1.701           0.047           0.000           0.000           0.531           0.000
14896              37.238           0.741          26.677           9.877          22.520          26.860          23.299           9.082           1.999           4.840           3.192           1.507
14903               0.812           2.784           0.000           2.780           2.413           0.325           0.744           0.000           0.000           0.000           0.000           0.000
14904               1.242           0.821           8.178           2.438           2.408           0.889           0.867           0.000           0.000           0.000           0.000           0.000
14905               2.963           2.161          12.605           2.445           0.813           2.872           0.000           0.730           0.000           0.000           0.000           0.000
14906              12.073           0.969          23.324           6.427          25.153           9.609           6.832           2.597           0.000           0.000           0.000           0.000
14910              10.729           2.070          19.003           5.726           0.000           6.098           6.593           4.783           2.797           0.000           0.000           1.938
14914              15.915           5.245          12.486           7.937           0.000           2.917           4.255           4.773           4.520           7.735           9.411           5.921
14915               1.382           0.847           5.632           2.929           5.311           0.371           1.331           0.000           0.000           0.000           0.000           0.000
14919               1.263           2.139          13.888           2.493           1.230           0.925           0.845           0.161           0.000           0.000           0.000           0.000
14920               5.463           0.948          27.504           3.435          11.850           5.187           1.715           0.000           0.000           0.000           0.000           0.000
14926               1.193           2.860           2.838           4.460           0.632           0.016           1.193           0.000           0.000           0.000           0.000           0.000
14930               6.000           1.014          15.089           4.646           0.000           5.359           2.444           1.143           0.000           0.000           0.000           0.000
14938               5.891           1.997          14.533           3.720           8.310           5.106           2.939           0.000           0.000           0.000           0.000           0.000
14962               4.792           3.922           0.680           2.789           2.083           1.258           0.000           0.000           0.000           0.000           4.624           0.000
14980               6.112           1.853          34.079           3.515           0.000           1.524           0.000           1.278           2.727           3.538           3.667           0.000
14981               0.062           1.012          11.127           1.435           0.000           0.000           0.062           0.000           0.000           0.000           0.000           0.000
14982               4.855           0.970          18.894           0.664          14.606           3.149           3.485           1.230           0.000           0.000           0.000           0.000
14986               2.330           2.088          10.390           7.346           0.937           1.510           1.775           0.000           0.000           0.000           0.000           0.000
14994               0.583           1.086           1.140           3.023           0.041           0.000           0.583           0.000           0.000           0.000           0.000           0.000
15008              12.947           0.784          28.107           4.069           0.000          11.068           6.085           2.844           0.000           0.000           0.000           0.000
15010               5.594           0.569          23.212           2.227           0.000           5.194           2.076           0.000           0.000           0.000           0.000           0.000
15027              13.392           1.371          26.203           6.085          11.031           8.766           8.056           5.831           1.905           0.000           0.000           0.000
15028               6.610           1.000          15.201           3.262           6.455           5.611           3.494           0.041           0.000           0.000           0.000           0.000
15033               2.797           2.345          11.669           1.885           0.740           0.000           2.375           1.247           0.000           0.000           0.792           0.000
15035               2.434           1.530          13.199           2.658           5.659           1.728           1.715           0.000           0.000           0.000           0.000           0.000
15053               2.475           0.889           6.986           0.068           1.040           0.858           2.322           0.000           0.000           0.000           0.000           0.000
15058               1.954           1.784          10.229           0.677           2.912           0.000           1.954           0.000           0.000           0.000           0.000           0.000
15060               0.941           1.156          14.912           2.569           3.268           0.860           0.381           0.000           0.000           0.000           0.000           0.000
15061              78.450           0.214          34.877           6.110           0.000          66.786          38.437          13.023           6.255           2.822           0.000           0.000
15063              31.348           0.679          35.936          80.407          26.135          28.513          11.731           3.664           4.183           1.070           0.000           0.000
15069               4.555           0.371          10.372           2.485           0.000           3.230           3.004           1.134           0.000           0.000           0.000           0.000
15071               1.570           1.540           8.715           1.068           0.000           1.403           0.705           0.000           0.000           0.000           0.000           0.000
15072              44.924           0.637          26.753          16.083           0.000          38.439          21.067           9.580           2.243           0.000           0.000           0.000
15074               5.262           2.081          24.351           2.901           1.164           2.494           1.447           3.324           2.885           0.000           0.000           0.000
15078               8.438           3.904          12.285           5.115           3.202           2.735           0.930           2.787           2.735           4.419           3.943           3.541
15079              10.774           0.978          32.008          10.464          16.908           8.691           5.766           2.703           0.000           0.000           0.000           0.000
15084               3.495           0.642          11.335           3.047           5.030           3.495           0.020           0.000           0.000           0.000           0.000           0.000
15093               5.147           1.750           7.037           0.000           0.835           4.387           2.691           0.000           0.000           0.000           0.000           0.000
15095               0.944           0.863           7.025           0.266           2.194           0.532           0.780           0.000           0.000           0.000           0.000           0.000
15097               0.741           0.972           6.203           0.240           0.000           0.473           0.570           0.000           0.000           0.000           0.000           0.000
15112               3.136           0.339          15.330           1.138           4.889           2.453           1.954           0.000           0.000           0.000           0.000           0.000
15121              17.867           2.246          23.932           7.815           2.020           5.994           7.627          12.216           6.467           4.269           3.308           2.216
15128               1.559           0.475           9.440           3.376           1.652           0.973           1.218           0.000           0.000           0.000           0.000           0.000
15139               1.449           3.082           3.803           2.178           1.417           0.560           1.190           0.000           0.000           0.000           0.610           0.000
15143               1.928           1.261           2.920           4.432           0.000           1.928           0.000           0.000           0.000           0.000           0.000           0.000
15146               0.887           2.350           0.070           2.828           0.523           0.765           0.450           0.000           0.000           0.000           0.000           0.000
15151               0.055           0.752           1.181           0.000           0.000           0.055           0.000           0.000           0.000           0.000           0.000           0.000
15153              17.644           0.634          25.795           4.769          17.285          12.987          10.101           5.774           2.700           0.000           0.000           0.000
15165               0.897           1.016           9.231           0.000           5.158           0.895           0.063           0.000           0.000           0.000           0.000           0.000
15170               7.264           0.696          14.379           1.540           9.243           3.890           5.515           2.688           0.000           0.000           0.000           0.000
15174              89.655           0.410          35.132          17.189          29.739          75.717          43.099          19.315           7.760           3.762           0.000           0.000
15179               1.384           2.160           7.201           1.339           0.000           1.248           0.597           0.000           0.000           0.000           0.000           0.000
15187               3.708           0.550          15.567           2.855           3.132           3.201           1.872           0.000           0.000           0.000           0.000           0.000
15195               0.849           2.231           7.489           0.762           0.000           0.688           0.496           0.000           0.000           0.000           0.000           0.000
15204              10.975           0.562          13.471           5.775           8.497           9.431           4.239           3.443           1.291           0.000           0.000           0.000
15205               2.810           1.893           7.546           0.958           1.507           0.000           2.810           0.000           0.000           0.000           0.000           0.000
15208               3.823           2.430          11.587           0.341           0.000           0.446           0.000           0.000           0.000           0.000           3.797           0.000
15213              12.634           2.915          12.176           7.750           1.676           4.856           6.059           7.989           5.561           2.137           0.000           0.000
15216               0.003           2.307           4.584           0.831           1.173           0.000           0.003           0.000           0.000           0.000           0.000           0.000
15218               8.619           0.935          29.675           6.115          14.052           5.035           6.084           3.307           0.989           0.000           0.000           0.000
15220               5.681           0.410          11.093           2.839           4.998           3.640           4.075           1.556           0.000           0.000           0.000           0.000
15224               7.989           1.977          22.099           4.472           9.600           5.916           4.780           2.446           0.000           0.000           0.000           0.000
15229              16.923           1.423          22.222           7.620          32.063          11.756          10.566           4.262           1.237           3.141           1.635           2.078
15232              12.168           0.858          26.568           6.741          17.577          10.716           5.685           0.953           0.000           0.000           0.000           0.000
15237               1.459           1.351          12.003           4.045           0.000           0.831           1.199           0.000           0.000           0.000           0.000           0.000
15242               2.355           0.551           3.406           0.012           0.000           2.091           1.084           0.000           0.000           0.000           0.000           0.000
15244              17.203           0.483          19.798           3.730          14.041          13.317           9.846           4.552           0.978           0.000           0.000           0.000
15259               9.115           1.201          21.386           5.371          19.072           6.216           6.089           1.909           1.930           0.000           0.000           0.000
15262               6.540           2.030          19.152           4.020           0.470           3.840           2.668           4.253           1.405           0.000           0.141           0.904
15264               8.816           0.747          24.075           3.802          16.453           7.327           3.970           2.879           0.000           0.000           0.000           0.000
15267               5.448           0.761           4.968           6.444           1.993           4.869           2.443           0.000           0.000           0.000           0.000           0.000
15284               0.826           0.971           6.530           0.000           3.608           0.000           0.826           0.000           0.000           0.000           0.000           0.000
15285               1.102           4.134           6.862           0.363           1.257           0.000           0.000           0.000           0.000           0.000           1.051           0.330
15286               2.076           1.713          15.281           4.023           0.702           1.860           0.924           0.000           0.000           0.000           0.000           0.000
15289              15.288           3.075          15.834           8.387           5.309           4.678           4.996           9.991           7.714           3.942           2.112           2.748
15306              24.831           0.411          32.198           7.962          18.519          19.802          14.098           4.824           1.562           0.000           0.000           0.000
15316               5.948           0.936          22.668           4.099          12.756           4.562           3.651           1.114           0.000           0.000           0.000           0.000
15326               5.065           0.639           9.879           2.829           8.074           3.125           3.888           0.881           0.000           0.000           0.000           0.000
15334               0.275           0.165           6.037           3.486           0.000           0.275           0.000           0.000           0.000           0.000           0.000           0.000
15342               1.129           1.720          10.235           1.450           3.911           0.248           1.101           0.000           0.000           0.000           0.000           0.000
15344               1.955           0.707          29.273           2.670           0.000           1.955           0.000           0.000           0.000           0.000           0.000           0.000
15346               3.313           2.505          18.513          20.571           2.146           2.464           2.031           0.589           0.000           0.000           0.661           0.000
15354               5.530           0.474           4.300           2.662           0.000           2.483           4.481           2.082           0.000           0.000           0.000           0.000
15355               6.800           1.236          20.663           8.549           0.000           2.854           2.068           0.901           5.183           0.741           2.368           0.000
15359               2.373           1.698           7.593           2.651           0.000           2.373           0.000           0.000           0.000           0.000           0.000           0.000
15360               6.644           3.348          18.309           8.185           1.873           2.477           3.507           1.804           1.952           1.860           3.746           1.072
15370               6.918           1.183          23.170           5.960          11.607           1.846           4.796           3.870           2.543           0.000           0.000           0.000
15379               5.030           0.454           5.925           0.334           2.196           2.692           3.729           2.035           0.000           0.000           0.000           0.000
15381               7.208           0.937          30.881           4.493          17.490           5.141           5.052           0.009           0.000           0.000           0.000           0.000
15407               1.492           0.973           7.513           1.495           1.690           1.492           0.000           0.000           0.000           0.000           0.000           0.000
15408               4.147           0.860          19.671           3.508           0.000           1.947           0.000           3.430           1.283           0.000           0.000           0.000
15414              13.426           1.082          25.277           5.151          18.403           7.958          10.423           2.854           0.373           0.000           0.000           0.000
15425               4.300           5.110           9.391           3.051           1.083           1.965           1.649           0.829           1.200           2.049           1.050           2.116
15435               3.414           2.850          11.217           4.819           1.936           1.623           1.290           1.698           0.690           0.000           0.513           1.931
15444              12.948           0.344          31.940           5.642           0.000          12.741           0.000           2.307           0.000           0.000           0.000           0.000
15446               2.159           0.558           9.494           1.641           2.695           0.527           2.094           0.000           0.000           0.000           0.000           0.000
15452              10.992           2.119          23.451           5.962           2.399           7.552           6.924           3.805           1.174           0.000           0.000           0.067
15456               3.288           1.740          17.995           0.523           0.000           0.615           2.804           1.604           0.000           0.000           0.000           0.000
15462               0.000           0.789           0.000           3.080           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
15473               0.136           0.945           6.825           1.495           0.000           0.000           0.136           0.000           0.000           0.000           0.000           0.000
15475               3.935           1.694          13.727           2.904          10.899           2.691           2.870           0.000           0.000           0.000           0.000           0.000
15477               2.374           2.051          26.051           4.790           2.262           0.501           1.029           2.080           0.000           0.000           0.000           0.000
15481              10.001           0.851          29.653          10.179           9.535           5.030           5.121           4.408           4.915           2.216           0.000           0.000
15482               0.737           1.762           1.852           5.240           0.000           0.000           0.737           0.000           0.000           0.000           0.000           0.000
15484               8.171           1.222           0.000           5.500           0.000           3.732           5.608           3.633           2.860           0.000           0.000           0.000
15516              17.441           0.639           8.454           4.932           0.000          11.216           8.092           9.614           4.274           1.490           0.000           0.000
15520               0.477           1.015           8.402           0.792           4.763           0.403           0.255           0.000           0.000           0.000           0.000           0.000
15524              12.009           1.800          24.061          12.759           0.000           9.220           0.000           4.390           4.082           3.496           2.638           2.022
15525               5.447           0.410           8.836           3.279           0.000           4.838           2.503           0.000           0.000           0.000           0.000           0.000
15528               7.067           0.845          20.694          10.000           7.582           5.921           3.560           1.489           0.000           0.000           0.000           0.000
15552               2.017           0.963           8.146           0.235           5.053           1.618           1.203           0.000           0.000           0.000           0.000           0.000
15563               0.000           2.276           0.039          31.737           0.597           0.000           0.000           0.000           0.000           0.000           0.000           0.000
15571               4.241           1.119          17.823           1.595           0.000           0.477           3.224           2.714           0.000           0.000           0.000           0.000
15575              11.736           0.509          22.978           4.292          17.615           9.803           6.352           1.140           0.000           0.000           0.000           0.000
15578               2.633           1.720           4.850           0.446           0.000           0.270           2.619           0.000           0.000           0.000           0.000           0.000
15587              18.249           1.027          34.059           7.407          24.779          14.384          10.338           3.558           2.566           0.000           0.000           0.000
15588               2.641           2.505          28.140           2.243           1.751           0.558           1.371           1.166           0.000           0.000           1.850           0.000
15598               2.676           0.651           8.652           1.856           2.682           2.307           1.357           0.000           0.000           0.000           0.000           0.000
15599              24.807           0.337          31.611           6.873          27.047          22.790           9.604           1.945           0.000           0.000           0.000           0.000
15600               6.075           2.450          21.215           2.650           3.002           2.046           3.559           3.367           2.302           1.849           0.000           0.000
15617               0.000           0.724           8.351           2.494           3.685           0.000           0.000           0.000           0.000           0.000           0.000           0.000
15625              10.951           0.748          24.924           1.975          14.022           5.529           9.239           1.997           0.000           0.000           0.000           0.000
15629               1.500           2.240           3.921           0.748           0.201           1.286           0.771           0.000           0.000           0.000           0.000           0.000
15630              47.709           0.411          29.822          17.488          28.171          41.684          21.071           9.088           3.303           1.049           0.000           0.000
15634               4.772           0.859          15.258           2.124           0.000           3.393           3.191           1.036           0.000           0.000           0.000           0.000
15635               3.936           2.140          26.259           3.190           4.585           0.532           2.228           2.325           1.449           0.000           0.000           1.655
15637               5.101           1.580          16.684           4.527           4.881           4.102           0.954           2.877           0.000           0.000           0.000           0.000
15639               2.100           1.036           5.304           0.949           2.515           0.274           2.082           0.000           0.000           0.000           0.000           0.000
15640               3.227           0.936           9.351           1.035           6.181           1.987           2.542           0.000           0.000           0.000           0.000           0.000
15645              43.884           1.016          30.080           8.417          48.687          26.617          25.906          21.813           7.935           1.976           0.002           1.870
15647               8.744           0.635          22.507           2.295           6.228           6.954           4.484           2.828           0.000           0.000           0.000           0.000
15654              41.734           0.411          29.490          13.956           0.000          37.915          13.525           9.538           5.292           1.519           0.000           0.000
15658               7.836           0.569          11.039           2.779           5.644           5.988           4.813           1.544           0.000           0.000           0.000           0.000
15677               3.444           3.351           0.000          10.683           0.000           2.366           2.303           0.947           0.251           0.000           0.000           0.000
15678               6.348           0.522           0.000           5.395           0.000           4.809           4.144           0.000           0.000           0.000           0.000           0.000
15681              14.828           2.215          20.716          10.607           3.395           4.967           6.646           8.283           4.856           3.043           6.452           2.818
15685               1.333           0.230           4.785           1.668           1.486           1.333           0.000           0.000           0.000           0.000           0.000           0.000
15687               2.720           1.141           7.987           0.651           0.000           1.439           2.308           0.000           0.000           0.000           0.000           0.000
15700               1.070           0.838           8.344           3.129           0.000           1.070           0.000           0.000           0.000           0.000           0.000           0.000
15703              31.595           0.936          34.059           6.354          20.252          25.308          17.785           5.739           2.919           0.000           0.000           0.000
15707               5.514           0.748          23.060           2.743          13.945           2.942           4.581           0.869           0.000           0.000           0.000           0.000
15715               3.900           0.637           9.391           1.303           4.892           3.900           0.000           0.000           0.000           0.000           0.000           0.000
15718               2.175           2.350           4.977           1.708           2.613           0.373           2.014           0.732           0.000           0.000           0.000           0.000
15729               6.000           2.801           0.000          10.683           0.000           2.715           1.047           4.499           2.227           1.299           0.000           0.802
15737               3.572           0.841          12.710           3.217          10.753           3.321           1.316           0.000           0.000           0.000           0.000           0.000
15743               2.362           2.210           5.839           1.840           0.000           2.089           0.000           0.418           0.000           0.000           1.020           0.000
15745               3.502           2.451           4.395           2.463           0.231           0.546           0.881           0.000           2.931           0.000           1.482           0.634
15746               0.000           0.981           9.654           1.722           2.546           0.000           0.000           0.000           0.000           0.000           0.000           0.000
15747               9.593           0.750          20.223           5.599          12.688           7.007           5.340           3.269           1.928           0.000           0.000           0.000
15757               0.189           0.411           4.724           1.761           0.000           0.189           0.000           0.000           0.000           0.000           0.000           0.000
15761               2.049           2.090          10.147           0.000           0.000           2.049           0.000           0.000           0.000           0.000           0.000           0.000
15762               3.686           0.750           5.740           1.630           4.914           2.950           2.210           0.000           0.000           0.000           0.000           0.000
15765               1.260           5.092           3.397           0.000           3.202           1.019           0.000           0.000           0.000           0.000           0.000           0.741
15780               0.000           1.600           0.000           3.766           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
15786               1.577           0.535           4.237           0.837           0.000           1.538           0.347           0.000           0.000           0.000           0.000           0.000
15793               2.190           0.434           5.124           0.080           1.967           2.190           0.000           0.000           0.000           0.000           0.000           0.000
15801               2.955           2.470           4.756           0.051           0.000           2.020           1.037           0.000           0.000           0.000           1.891           0.000
15806               2.785           2.340           6.275           4.185           2.112           2.261           1.626           0.000           0.000           0.000           0.000           0.000
15808              60.488           0.136          36.269           5.128          31.422          41.110          42.547          12.159           3.244           0.281           0.000           0.000
15820              42.599           2.302          27.995          23.115           3.922          15.909          24.571          27.675          11.847           5.941           3.969           0.729
15826              27.780           1.823          16.564          11.114           0.000          11.264          17.657          15.448           7.951           4.321           3.060           1.794
15827              23.351           0.472          21.591           3.905           0.000          14.887          14.535           9.859           3.829           0.719           0.000           0.000
15828               4.837           2.220          27.931           6.538           1.529           3.794           2.785           0.658           0.000           0.000           0.902           0.000
15832               4.605           0.753          21.667           1.135          10.387           3.815           2.580           0.000           0.000           0.000           0.000           0.000
15834               4.793           0.854          12.785           3.334           0.000           3.128           3.415           1.236           0.000           0.000           0.000           0.000
15845               0.911           0.418           1.720           1.442           0.000           0.911           0.000           0.000           0.000           0.000           0.000           0.000
15847              11.851           1.605          24.682           5.182           0.000           6.047           7.362           3.440           4.666           3.918           0.000           0.852
15853               3.170           0.825           8.207           1.170           4.469           2.879           1.329           0.000           0.000           0.000           0.000           0.000
15858               2.013           3.015           4.824           0.292           0.000           0.630           1.738           0.000           0.000           0.000           0.798           0.000
15862               9.762           0.456          19.392           4.336           0.000           8.545           3.148           3.033           1.780           0.000           0.000           0.000
15863               9.538           1.149          12.571           8.133           0.000           6.972           5.941           1.593           1.670           0.000           1.324           0.000
15874               1.889           0.778           5.435           0.791           0.000           0.218           1.876           0.000           0.000           0.000           0.000           0.000
15879               5.873           2.647          20.376           2.623           0.000           3.782           1.733           1.789           0.000           0.000           3.740           0.000
15888               8.085           0.935          31.487           4.359          20.455           5.508           5.851           0.889           0.000           0.000           0.000           0.000
15893               0.068           1.792           7.219           1.696           0.000           0.000           0.068           0.000           0.000           0.000           0.000           0.000
15897               2.600           0.747          14.272           2.518           8.256           1.605           2.046           0.000           0.000           0.000           0.000           0.000
15902              61.997           0.637          29.325          20.627          17.378          37.592          43.212          21.225           5.893           8.790           0.862           0.000
15907               8.532           0.513           9.206           3.147           5.070           5.163           6.647           1.396           0.000           0.000           0.000           0.000
15909               6.579           0.905          28.701           3.076          10.315           2.316           3.370           4.237           2.933           0.000           0.000           0.000
15914               5.077           0.840          13.514           2.614           9.402           3.110           3.687           1.585           0.000           0.000           0.000           0.000
15916               1.253           0.840           5.750           1.897           3.806           0.195           1.237           0.000           0.000           0.000           0.000           0.000
15917               4.071           1.014           8.807           2.653           5.731           3.164           2.563           0.000           0.000           0.000           0.000           0.000
15920               1.482           0.927           5.692           0.071           3.976           1.482           0.000           0.000           0.000           0.000           0.000           0.000
15921               0.000           1.520           4.843           2.675           0.000           0.000           0.000           0.000           0.000           0.000           0.000           0.000
15927              21.596           2.861          27.151           8.250           3.413          13.916          10.822          10.941           4.996           1.826           0.000           2.759
15928               2.215           0.454           7.046           1.012           1.823           1.627           1.503           0.000           0.000           0.000           0.000           0.000
15930              10.323           2.335          25.079           8.741           4.376           4.403           5.613           7.090           1.669           1.619           0.000           0.000
