#      id           ra           de         z        ez      z_sp        z_op          fK         dfK        fch1       dfch1        fch2       dfch2        fch3       dfch3        fch4       dfch4         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500        f850       df850       f1160      df1160       f20cm      df20cm         SNR       Mstar         SFR        eSFR        sSFR    goodArea    Type_AGN    Type_SED    Type_FIR
#
91         189.3629761   62.3935661     0.455      0.09        -1       0.5     0.007311   0.0007311    0.004642     7.9e-05    0.004709    0.000184    0.003126    0.001086    0.003279    0.001239     0.03047    0.004736         -99       1e+10       0.413      0.5782   1.745e-05       1.436         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10   0.0008586    0.003189       0.714   2.051e+09      0.6163      0.8632      0.3005           0           0           0           0
95         189.3264465   62.3934822      2.16     0.284        -1      2.16     0.003802   0.0003802    0.000729     8.9e-05    0.000882    0.000118    0.003304    0.001168    0.001723     0.00085     0.01167    0.003539     0.01048     0.00969      0.1205      0.4512   1.745e-05       1.264         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0004384    0.003032       0.267   8.355e+09       8.377       31.37       1.003           0           0           0           0
106        189.3455963   62.3922691     2.024    0.2575        -1      2.01     0.002148   0.0002148    0.004711     6.8e-05    0.006457    0.000123    0.008945    0.000876     0.00993     0.00088     0.07562    0.006123   1.903e-10     0.01157       1.512      0.4868   0.0008081       1.409       6.631       2.138       8.841       3.641         -99       1e+10   8.675e-41       1e+10      0.9982        1.14      0.0461      0.0074       5.092   3.034e+10       108.3       35.78        3.57           0           1           0           1
107        189.3130188   62.3921814    0.6233      0.14        -1      0.63      0.01047    0.001047    0.009735    0.000118    0.007961     0.00011     0.00913    0.001574     0.01198    0.000814      0.0463    0.004928         -99       1e+10       1.772      0.4157     0.01386       0.977         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.003706    0.003103       4.263   4.385e+09       2.871       1.783      0.6548           0           0           0           0
112        189.2936859   62.3917084     1.045    0.1798        -1      1.05     0.007244   0.0007244         -99       1e+10     0.01253    0.000139         -99       1e+10     0.01141    0.000975     0.06521    0.006772         -99       1e+10      0.9437      0.4165       3.176       1.373         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.007197    0.003186       3.238   1.387e+10       11.09       6.784      0.7998           0           0           0           0
123        189.3483124   62.3914108     2.683     0.078        -1      2.45    0.0007311   7.311e-05    0.001229     6.3e-05    0.000907     0.00012     0.00174    0.000794   -0.000995    0.000864     0.02785    0.009119     0.01167     0.01401      0.3084      0.5989   1.745e-05       2.359         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0004518    0.002997       0.515   1.355e+09       40.61       78.85       29.97           0           0           0           0
126        189.2962036   62.3910942     1.419     0.208        -1      1.43      0.01459    0.001459     0.02348    0.000227     0.02512    0.000129     0.03879    0.002777     0.02078    0.000914     0.06239    0.005965         -99       1e+10   1.687e-05      0.4588   1.642e-05       1.373         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.007244    0.003123           0   5.272e+10       16.75       16.75      0.3177           0           0           0           0
127        189.3196411   62.3907661     0.582        -1     0.582      1.13      0.07379    0.007379     0.08046       9e-05     0.05977     0.00011     0.05533    0.001002     0.04165    0.000759      0.2327    0.008327       0.138    0.006533       4.338      0.4498       8.922       1.115       12.58       1.438       8.863       3.401         -99       1e+10       1e-99       1e+10         -99       1e+10     0.01861    0.003128        15.5   1.629e+11       10.47      0.6754     0.06427           0           0          -1           1
130        189.3960114   62.3908005     4.127     0.195        -1      4.42     0.001803   0.0001803    0.003019    0.000261         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10   1.792e-05      0.8818       1.823       1.865       8.894        2.12       20.79       4.914        22.4       4.224   8.675e-41       1e+10    2.13e-10        1.37    0.009296    0.003198       8.036   4.698e+10       910.9       116.1       19.39           0           0           1           1
132        189.3355255   62.3906975      1.47     0.149        -1      1.55    0.0007943   7.943e-05    0.001881     6.9e-05    0.002136    0.000107    0.003959    0.000854   -0.000486    0.000787     0.02825    0.006021   1.903e-10     0.01244     0.01347      0.4422   1.745e-05       1.054         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10   -0.000398    0.003031        0.03   2.965e+09       10.11         337        3.41           0           0           0           0
135        189.3549194   62.3903694      1.39     0.215        -1      1.39     0.002355   0.0002355    0.003247     6.2e-05    0.003743    0.000125     0.00317    0.000811    0.002803    0.000886     0.02697    0.004438         -99       1e+10      0.5021      0.4937   1.745e-05        1.29         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001483    0.003041       1.017   6.486e+09        11.1       10.91       1.711           0           0           0           0
142        189.3594208   62.3898582     2.367     0.175        -1      2.25     0.002729   0.0002729    0.007134     6.2e-05    0.009875    0.000134     0.01065    0.000778    0.009045    0.000941      0.1774    0.006007         -99       1e+10      0.7058      0.5304   1.642e-05       1.446       4.135       1.702       2.731       3.889         -99       1e+10   8.675e-41       1e+10    2.13e-10       1.112    0.005694    0.003131       2.858    1.18e+10       74.04       33.69       6.274           0           0           0           0
145        189.3486023   62.3896980      0.28        -1      0.28      0.28       0.1294     0.01294     0.05014     6.8e-05     0.04414    0.000116     0.03155    0.000744     0.06153    0.000816      0.1331     0.00544     0.08793    0.009752       2.322      0.4901       6.044       1.353       3.989       3.262         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005104    0.003065       6.625   9.375e+09      0.8855      0.1337     0.09446           0           0          -1           1
152        189.3703461   62.3893394    0.4677      0.13        -1      0.47      0.07586    0.007586     0.04793     7.2e-05     0.04117    0.000166     0.03336    0.000866     0.05225    0.001131      0.1518    0.007089         -99       1e+10        4.08      0.5731       6.705       1.589        4.35       1.349        4.46       3.169         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004315    0.003197       8.993   3.564e+10       5.049       3.216      0.1417           0           0           0           1
158        189.3103485   62.3889732      1.84     0.256        -1      1.84     0.005808   0.0005808     0.01162     9.1e-05     0.01495    0.000102      0.0201    0.001146     0.01443    0.000733      0.2087    0.008672     0.04337    0.008616       4.019      0.4008       6.909      0.8867       10.73       1.644       9.837       3.453         -99       1e+10   8.675e-41       1e+10        2.09       1.245      0.0423      0.0112       14.65   3.251e+10       150.8       76.81       4.639           0           0           0           1
162        189.2877197   62.3886566     1.256        -1     1.256      1.26      0.02333    0.002333         -99       1e+10     0.04667    0.000136     0.05622     0.00316     0.04795    0.000947      0.2516    0.008178         -99       1e+10       24.73      0.3451       36.31       1.226       28.64       1.877       18.84       3.983       10.03       4.367   8.675e-41       1e+10    2.13e-10       1.058      0.1764      0.0139        79.2   4.385e+10         227       7.455       5.177           0           0           1           1
169        189.3772278   62.3882370      2.04     0.274        -1      2.04     0.002377   0.0002377    0.000966     6.8e-05    0.000675    0.000231     0.00285    0.001007   -0.000575    0.001378     0.01895    0.006986         -99       1e+10   1.792e-05      0.6451         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0004582    0.002994           0   7.797e+09       13.54       13.54       1.736           0           0           0           0
175        189.3435822   62.3875694     1.762    0.0945        -1      1.62     0.006918   0.0006918     0.01097     5.7e-05     0.01524    0.000101     0.01407    0.000683     0.01484    0.000731      0.1171    0.004789     0.04191     0.01241       1.121      0.4704      0.9248       1.166       7.432       1.947       5.138       3.496         -99       1e+10       1e-99       1e+10         -99       1e+10     0.00608     0.00304         4.8   2.148e+10          48       12.15       2.235           0           0          -1           0
179        189.3303680   62.3872147     1.767     0.023        -1      1.56     0.006918   0.0006918    0.008625     5.9e-05      0.0102     9.2e-05     0.01001    0.000733     0.00714     0.00066      0.1408    0.004737     0.01007     0.01031      0.8831      0.4118       2.118       0.915         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002385    0.003008       3.155   1.706e+10       50.13       15.89       2.939           0           0          -1           0
180        189.3639526   62.3872528      1.21      0.19        -1      1.22      0.02089    0.002089     0.03448     6.2e-05     0.03408    0.000131     0.02405    0.000717     0.01697    0.000918     0.04158    0.006118         -99       1e+10   -0.004804      0.5149      0.8316       1.145         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005091    0.003138       0.726   7.277e+10       10.44       14.38      0.1435           0           0           0           0
185        189.2730255   62.3870239     1.501       1.1        -1       -99          -99       1e+10         -99       1e+10     0.01176    0.000167         -99       1e+10    0.008448    0.001165     0.09367     0.00846         -99       1e+10       1.238      0.4026       1.752       1.015         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0003867    0.003062       3.525       1e-99       25.92       25.37         -99           0           0           0           0
186        189.2921295   62.3869972     1.259        -1     1.259      1.21      0.01306    0.001306     0.01697    0.000137     0.01545    0.000117     0.01541    0.001647     0.01135    0.000854     0.07794    0.005373         -99       1e+10      0.6685      0.3782       2.233       1.191         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.005541    0.003357       2.577   1.828e+10       14.05       5.886      0.7686           0           0           0           0
207        189.3199310   62.3851814     1.968     0.128        -1      1.84     0.001127   0.0001127    0.003389       6e-05    0.003351     8.9e-05    0.006999    0.000741    0.001382    0.000632     0.03306    0.007474    0.008847     0.00847      0.2318      0.4474       1.128       1.252         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002747    0.003057       1.039   7.447e+09       22.34        21.5           3           0           0          -1           0
208        189.3342133   62.3858261     1.829    0.1475        -1      1.73     0.004529   0.0004529    0.003803     5.4e-05    0.004167       9e-05    0.004701    0.000658    0.002218    0.000633       0.033    0.003747   1.903e-10     0.01167      0.5025      0.4058   1.745e-05       1.165         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002946     0.00299       1.238   8.355e+09       16.92       13.67       2.025           0           0          -1           0
213        189.2788696   62.3852005    0.5044        -1    0.5044      0.61       0.1019     0.01019         -99       1e+10     0.08455     0.00014         -99       1e+10      0.1809    0.000946      0.5838     0.01655         -99       1e+10       21.65      0.5742       42.15       2.701       41.35       4.926       27.25       11.62       13.77       4.137       1e-99       1e+10       1.248       1.498      0.1326      0.0075       41.86   3.034e+10        30.4      0.7262       1.002           0           0           1           1
214        189.2790375   62.3842049     2.699     0.094        -1      2.48     0.006982   0.0006982     0.01479    0.000176     0.01676    0.000128     0.03135    0.002238       0.031    0.000904     0.08308     0.00951         -99       1e+10       1.436      0.7438      0.2126       3.091    0.000178       5.027   2.905e-07       12.74         -99       1e+10   8.675e-41       1e+10       1.266       1.565    0.004735     0.00305       2.094    5.78e+10       72.89       40.61       1.261           0           0           0           0
216        189.3811798   62.3850174     0.159        -1     0.159      0.15      0.04613    0.004613      0.0208     6.8e-05     0.01759    0.000179     0.01361    0.000897     0.03628    0.001242      0.1369    0.005624         -99       1e+10       3.265      0.5916       4.394       1.289      0.8148       1.903         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004557    0.003145       6.501   3.251e+08        0.29     0.04461      0.8922           0           0           0           1
217        189.3233337   62.3851357     2.629    0.0705        -1      2.91     0.004875   0.0004875    0.007551     5.9e-05    0.009524     8.7e-05     0.01249    0.000702    0.008393    0.000619      0.1267    0.005715     0.01065    0.006439      0.7615      0.4154       2.339       1.139        3.48       3.958        6.72       5.559         -99       1e+10   8.675e-41       1e+10       1.201      0.8431    0.005672    0.003078       3.441   2.831e+11       98.59       46.31      0.3482           0           0           0           0
227        189.3872528   62.3847237     0.921      0.01        -1       1.1     0.006194   0.0006194    0.006687     7.7e-05    0.004959    0.000283    0.007548    0.001059    0.003745    0.001549     0.03254    0.004543         -99       1e+10   1.792e-05      0.6089       3.545       1.321         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.003287    0.003074       2.684   3.034e+09       3.555       2.368       1.172           0           0           0           0
239        189.3011780   62.3842163     3.242     0.293        -1      3.34     0.001754   0.0001754    0.002534     7.7e-05    0.003191     9.5e-05    0.002908     0.00096    0.004767    0.000682     0.02233    0.004214   1.903e-10    0.007323   1.792e-05      0.4177   1.745e-05      0.8443         -99       1e+10         -99       1e+10         -99       1e+10   8.675e-41       1e+10       1.279      0.5518   0.0008037    0.003305       2.318   3.999e+10       90.95       60.06       2.274           0           0           0           0
242        189.3982697   62.3841057     1.341     0.177        -1      1.31     0.006427   0.0006427     0.01146    0.000103         -99       1e+10     0.01586    0.002509    0.009749    0.002217     0.02935    0.007816         -99       1e+10   1.792e-05       0.696   1.745e-05       1.282         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001421    0.003075           0   1.959e+10       10.43       10.43      0.5325           0           0           0           0
245        189.3617554   62.3836441    0.7353      0.07        -1      0.83     0.005105   0.0005105    0.006016     5.2e-05    0.004251    0.000107    0.005712    0.000615    0.003388    0.000768      0.0415    0.005763   1.903e-10     0.01421      0.1568       0.458       2.893       0.982         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004777    0.003128       2.966   2.831e+09       2.868       1.035       1.013           0           0           0           0
247        189.3082275   62.3836327     0.041      0.04        -1      0.02       0.1923     0.01923     0.08425     7.7e-05     0.05465     9.6e-05     0.03773    0.000786     0.02198    0.000642     0.02096    0.004809   1.903e-10    0.007511   1.792e-05        0.37         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001061    0.003261           0    3.02e+07    0.004749    0.004749      0.1573           0           0           0           0
248        189.2747192   62.3834190     1.363        -1     1.363      1.32     0.006368   0.0006368         -99       1e+10      0.0103    0.000135      0.0233    0.003129    0.006604     0.00094     0.03487    0.005536         -99       1e+10      0.7875      0.3489       3.167       1.576         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002874    0.003047       3.022   9.375e+09       13.09       5.775       1.396           0           0           0           0
254        189.3492737   62.3831825       1.5     0.225        -1       1.5     0.001923   0.0001923    0.002668     4.9e-05    0.002558     9.4e-05    0.001092     0.00059    0.001707    0.000672     0.01121    0.004844   1.903e-10      0.0111   1.792e-05      0.4656   1.745e-05       1.693         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10      0.0119     0.00303           0   3.483e+09       18.96       18.96       5.444           0           0           0           0
255        189.2914581   62.3830261     1.316     0.023        -1      1.52      0.03311    0.003311     0.05556    0.000104     0.07358    0.000106      0.1054    0.001229      0.1685    0.000729      0.3673     0.01113      0.3164     0.01363       2.972      0.3414       6.017      0.9055      -1.151       2.301         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10      0.7039      0.0221       10.95   1.355e+11       29.15       12.12      0.2151           1           1           0           1
256        189.3261261   62.3830528      2.51     0.316        -1      2.51      0.01528    0.001528     0.03796     5.9e-05     0.05038     8.8e-05     0.05677    0.000611     0.04213    0.000589      0.4866     0.01346     0.09805     0.01268        2.66      0.3987       9.045       1.034       13.28       2.806          13       6.115       14.26       3.088   8.675e-41       1e+10       1.068      0.9292     0.02836    0.002999       13.06   5.152e+11         419       162.6      0.8133           1           0           0           1
257        189.3730469   62.3830338     2.431        -1     2.431      1.12      0.01117    0.001117     0.02046     5.8e-05     0.02101    0.000126     0.01433    0.000674     0.01933    0.000904      0.1838     0.00597         -99       1e+10       7.038      0.5538       11.44       1.214       10.05       1.682       6.493       2.544         -99       1e+10   8.675e-41       1e+10    2.13e-10      0.9621     0.02771    0.003129        17.1   1.914e+10       251.9       30.28       13.16           0           0           0           1
262        189.3527832   62.3826752    0.3712      0.05        -1      0.32      0.03404    0.003404      0.0304     5.4e-05        0.02     9.8e-05     0.02028    0.000588     0.01129    0.000683     0.08029    0.005139     0.06898     0.01126     0.03657       0.562       3.298       1.791         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10  -0.0004211    0.003015       1.843   2.754e+08      0.6758      0.3926       2.454           0           0           0           0
264        189.3194275   62.3825989     2.358     0.173        -1       2.5     0.001542   0.0001542    0.002222     5.4e-05    0.002727     8.2e-05      0.0063    0.000645    0.002421     0.00059     0.04952    0.003938   1.903e-10    0.007227       1.241      0.3768     0.07207      0.9704        5.51       2.364         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.007078     0.00302       4.036   2.004e+10       56.93       22.99        2.84           1           0           0           0
270        189.2761230   62.3823051      1.39     0.215        -1      1.39     0.002032   0.0002032    0.003152    0.000155    0.003949    0.000121    0.008611    0.001979     0.00192    0.000874     0.03162    0.005976         -99       1e+10         0.5      0.4582   1.745e-05       1.806         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.006029    0.003023       1.091   4.092e+09       15.12       13.86       3.695           0           0           0           0
277        189.2606659   62.3821220      2.23     0.291        -1      2.23      0.00157    0.000157         -99       1e+10    0.001381    0.000169         -99       1e+10    0.001091    0.001187     0.02319    0.007292         -99       1e+10      0.4729        0.37      0.1438       0.999       3.432       2.778       4.144       3.372         -99       1e+10       1e-99       1e+10         -99       1e+10    0.007733    0.003023       2.166   1.052e+10        57.6       45.01       5.476           0           0           0           0
288        189.3411255   62.3813171    0.4013       0.1        -1      0.43      0.03436    0.003436     0.02068     5.1e-05     0.01862     8.6e-05     0.01528    0.000564     0.02607    0.000593     0.08124    0.004415     0.06209     0.01802         1.9       0.436      0.5803       1.177         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.006167    0.003051       4.384   7.447e+09       1.303      0.8462       0.175           0           0           0           0
289        189.3540192   62.3815117     3.056    0.2805        -1      3.15     0.004529   0.0004529    0.007374     4.8e-05    0.008591     9.4e-05     0.01057    0.000564     0.01097    0.000665      0.0453    0.005898     0.01135      0.0155       1.363      0.5832       2.124       2.432       8.186       1.781       7.839       3.692       2.495       3.579   8.675e-41       1e+10    2.13e-10      0.9715    0.008312    0.003075       5.687   5.272e+10       384.2       120.7       7.288           0           0           0           1
309        189.4114227   62.3808670     5.351      2.55        -1       -99          -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10    0.001991    0.002647     0.02547      0.0159         -99       1e+10   1.792e-05      0.7809   1.745e-05       1.916       1.126       2.623       3.206       2.989       2.886       6.839   8.675e-41       1e+10    2.13e-10       1.162    0.009406    0.003054        1.23       1e-99       528.9         430         -99           0           0           0           0
314        189.3889771   62.3803711     0.401         0        -1       -99          -99       1e+10    0.002198     6.3e-05     0.01182    0.000172    0.005802    0.000869    0.002715    0.001156     0.07526    0.005604         -99       1e+10   1.687e-05      0.5292       1.933       1.051         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001911    0.003003       1.839       1e-99       0.665      0.3616         -99           0           0           0           0
316        189.3449707   62.3803024      2.17     0.285        -1      2.17     0.003281   0.0003281    0.007341     4.7e-05    0.008657     8.4e-05    0.009777    0.000552    0.005988    0.000594     0.03405    0.005048    0.009529     0.01468   1.792e-05       0.516       2.598        1.54         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10   -0.000386    0.003093       1.687   8.165e+10       20.32       13.15      0.2489           0           0           0           0
317        189.3559875   62.3801041    0.3886      0.06        -1      0.46       0.1282     0.01282     0.06855     5.9e-05     0.06033     9.9e-05      0.0473    0.000544     0.05678    0.000662     0.09371    0.004863      0.0978     0.01167       1.875       0.419       3.896       1.865         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.004734    0.002981       4.939   3.564e+10       1.477      0.7083     0.04144           0           0           0           0
330        189.2572784   62.3797035      2.38     0.304        -1      2.38     0.001995   0.0001995         -99       1e+10    0.001879     0.00016         -99       1e+10    0.000733    0.001099      0.0123    0.002902         -99       1e+10     0.01604      0.3581      0.9965      0.6947       1.539       3.187         -99       1e+10         -99       1e+10   8.675e-41       1e+10         -99       1e+10    0.007637     0.00297       1.514   7.277e+09       59.87       39.63       8.227           0           0           0           0
337        189.3263550   62.3793564         3      0.36        -1         3     0.001675   0.0001675    0.001072     4.8e-05    0.000862     7.7e-05    0.000841    0.000566     0.00064    0.000551     0.01423    0.002907     0.01738    0.006682      0.1553      0.3654   1.745e-05      0.8092         -99       1e+10         -99       1e+10         -99       1e+10   8.675e-41       1e+10         -99       1e+10  -0.0004011    0.003011       0.425   4.897e+09       33.56       78.96       6.853           1           0           0           0
339        189.2628784   62.3790627    0.9719    0.1701        -1      0.98     0.005248   0.0005248         -99       1e+10    0.003967    0.000134         -99       1e+10    0.002206     0.00096     0.02402    0.003249         -99       1e+10    0.004802      0.3634      0.4054      0.6178         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.002008    0.002997       0.656   6.338e+09       2.608       3.976      0.4115           1           0           0           0
340        189.2966461   62.3791313     1.435    0.1785        -1      1.48     0.003436   0.0003436    0.005156     6.5e-05    0.005331     8.9e-05    0.001142    0.000768     0.00347    0.000633     0.02424    0.003371     0.01383    0.006428      0.2103      0.3468       1.764       0.754         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.001178    0.003255       2.416   9.375e+09       11.11       6.803       1.185           1           0           0           0
343        189.3441925   62.3789711    0.8628    0.1502        -1      0.86       0.0133     0.00133     0.01803     4.8e-05     0.01332     8.3e-05      0.0117    0.000534    0.008816    0.000578     0.09133    0.004385     0.06368      0.0122      0.6602       0.456       2.712       1.292         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10    0.003843    0.003039       2.549   1.324e+10       6.435       3.431       0.486           1           0           0           0
356        189.3569031   62.3785439     1.248     0.093        -1       1.3     0.009036   0.0009036    0.009297     4.6e-05      0.0129     9.1e-05     0.01951    0.000531     0.02772    0.000642     0.09734    0.003829      0.0425     0.01052       2.068      0.3527       4.574       1.046       2.036       2.461   2.905e-07       4.351         -99       1e+10       1e-99       1e+10         -99       1e+10    0.008599    0.002975       7.361    3.02e+09       26.35       10.84       8.726           0           0           0           1
365        189.3375244   62.3778343     1.174    0.1901        -1      1.18     0.003733   0.0003733    0.005839     4.5e-05    0.005153     7.8e-05     0.00444    0.000518    0.002695     0.00055     0.02309    0.003734     0.02363    0.009697     0.09985      0.4777       1.482       1.328         -99       1e+10         -99       1e+10         -99       1e+10       1e-99       1e+10         -99       1e+10   0.0006988    0.002964       1.135   4.365e+09       5.861       5.164       1.343           1           0           0           0
