# id     ra            dec          z        ez        z_sp     z_op    fK         dfK        fch1       dfch1     fch2       dfch2     fch3       dfch3      fch4       dfch4      f24       df24       f16         df16       f100       df100      f160       df160       f250       df250    f350       df350    f500       df500    f850        df850    f1160      df1160   f20cm       df20cm     SNR     Mstar           SFR       eSFR      sSFR      goodArea   Type_AGN   Type_SED   Type_FIR  
  12919  189.4589081   62.201622    0.3366   -1.0      0.3366   0.28    0.1754     0.01754    0.08035    1.16E-4   -99.0      1.0E10    0.05517    0.001293   0.1995     0.00216    0.5967    0.01941    -99.0       1.0E10     14.29      138100.0   18.68      7380000.0   10.77      2.157    2.897      5.044    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0463      0.0068     5.026   2.19800003E10   6.482     1.503     0.295     0          0          -1         1         
  12931  189.4044037   62.2013626   0.41     -1.0      0.41     0.42    0.3076     0.03076    0.1405     6.9E-5    0.1284     1.05E-4   0.1022     4.75E-4    0.2118     6.62E-4    0.7313    0.02065    0.5706      0.01761    16.22      0.3896     27.31      0.9966      25.47      1.199    13.69      2.134    6.044      3.023    1.0E-99     1.0E10   -99.0      1.0E10   0.0643      0.007      54.58   7.7969998E10    14.04     0.2572    0.1801    1          0          -1         1         
  12936  188.9415588   62.2011833   0.7968   -1.0      0.7968   0.72    0.1406     0.01406    0.1312     6.6E-5    0.08501    8.0E-5    0.07136    4.61E-4    0.04435    5.47E-4    0.05415   0.004375   0.03807     0.007021   1.051      0.3345     3.457      0.7457      3.209E-7   3.714    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   -3.134E-6   0.002697   5.6     1.20800002E11   6.437     1.149     0.0533    0          0          -1         1         
  12943  189.1748199   62.2014923   0.432    -1.0      0.432    0.36    0.04018    0.004018   0.026      4.3E-5    0.02309    6.4E-5    0.01847    3.96E-4    0.03565    4.62E-4    0.09858   0.00524    0.08608     0.004853   2.439      0.3918     4.244      0.6721      6.156      1.51     3.139      1.519    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.008957    0.002523   9.976   1.07599995E10   2.403     0.2409    0.2233    1          0          -1         1         
  12976  189.0875397   62.2010841   0.4568   -1.0      0.4568   0.39    0.05495    0.005495   0.0361     4.6E-5    0.03015    6.6E-5    0.02405    4.22E-4    0.04029    4.92E-4    0.1114    0.005938   0.08619     0.007407   2.449      0.4665     5.293      1.04        6.885      2.79     -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006816    0.002467   7.718   1.70599997E10   2.752     0.3566    0.1613    1          0          -1         1         
  13036  189.032608    62.200161    0.5035   -1.0      0.5035   0.53    0.04571    0.004571   0.03185    4.8E-5    0.02405    6.8E-5    0.0198     4.36E-4    0.02405    5.11E-4    0.063     0.002879   0.05474     0.01127    0.925      0.3055     3.969      0.6526      1.003      2.429    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.001817    0.002529   6.806   2.09899991E10   2.06      0.3027    0.09816   1          0          -1         1         
  13037  189.2325745   62.2003365   2.017    -1.0      2.017    1.97    0.007516   7.516E-4   0.01583    3.4E-5    0.01891    5.4E-5    0.02224    3.27E-4    0.0193     3.84E-4    0.2021    0.007109   0.01066     0.006389   1.407      0.3638     2.619      0.6888      9.803      1.924    8.436      3.372    -99.0      1.0E10   3.007       0.8185   -99.0      1.0E10   0.0255      0.0064     8.667   8.9529999E10    96.49     11.13     1.078     1          0          -1         1         
  13055  189.4206696   62.2001266   1.168    -1.0      1.168    1.23    0.06918    0.006918   0.1115     7.3E-5    0.1277     1.35E-4   0.1451     6.24E-4    0.1918     8.96E-4    0.6106    0.01972    -99.0       1.0E10     5.24       0.4245     13.89      1.334       18.71      2.289    15.19      5.323    7.025      4.238    0.05645     1.034    2.13E-10   0.7754   0.0878      0.008      18.4    1.55599995E11   83.57     5.486     0.5372    0          1          -1         1         
  13056  188.9049377   62.1997032   1.195    0.16      -1.0     1.17    0.006081   6.081E-4   0.01156    5.2E-5    0.01186    9.9E-5    0.01083    6.14E-4    0.01069    7.72E-4    0.06171   0.006999   -99.0       1.0E10     0.6632     0.378      3.472      0.7157      5.132      1.7      7.155      4.348    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.02027     0.002798   6.2     1.70599997E10   25.56     8.908     1.498     0          0          0          1         
  13088  189.039917    62.1996078   0.7836   -1.0      0.7836   0.79    0.03664    0.003664   0.05649    5.2E-5    0.03595    6.9E-5    0.03283    4.37E-4    0.02244    5.13E-4    0.1128    0.004105   0.09593     0.006363   2.343      0.3208     3.749      0.7459      3.129      2.662    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0137      0.0027     8.944   4.4870001E10    9.237     1.052     0.2059    1          0          -1         1         
  13090  189.081192    62.1997337   0.9365   -1.0      0.9365   0.92    0.01076    0.001076   0.01264    4.0E-5    0.008852   6.2E-5    0.008567   4.23E-4    0.006588   4.94E-4    0.08716   0.004648   0.0578      0.007218   1.868      0.3468     0.9233     1.035       -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006888    0.00246    5.461   9.5929999E9     11.2      2.051     1.168     1          0          -1         1         
  13097  189.3085632   62.1991196   4.758    0.2715    -1.0     5.03    9.29E-4    9.29E-5    0.004061   3.0E-5    0.005796   4.8E-5    0.009377   3.07E-4    0.01042    3.49E-4    0.05797   0.007864   1.903E-10   0.007864   0.1348     0.3137     2.115      0.6236      9.243      2.441    9.756      4.729    10.43      4.067    3.523       0.7661   1.198      0.6827   0.0216      0.0026     7.816   4.91999986E11   654.7     83.76     1.331     1          0          -1         1         
  13098  189.3165131   62.1996956   0.112    -1.0      0.112    0.07    0.4742     0.04742    0.2607     8.0E-5    0.1723     7.8E-5    0.1243     3.25E-4    0.0944     3.55E-4    0.2174    0.007228   0.1477      0.00669    2.336      0.3801     2.753      0.7143      2.166      1.865    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.001269    0.00249    7.347   1.91399997E10   0.08654   0.0159    0.004521  1          0          -1         1         
  13107  189.1156006   62.1996002   3.608    0.1775    -1.0     3.39    0.002831   2.831E-4   0.006087   3.7E-5    0.00757    6.0E-5    0.0105     3.95E-4    0.02061    4.6E-4     0.1041    0.01145    0.06297     0.006707   2.118      0.4244     4.396      0.6309      5.556      1.146    8.822      1.663    9.185      1.986    1.558       0.9952   1.046      0.6913   0.0228      0.0027     12.3    1.18000001E11   399.4     124.8     3.384     1          0          -1         1         
  13139  188.9396057   62.1988029   0.959    -1.0      0.959    0.96    0.03404    0.003404   0.05235    5.2E-5    0.03903    7.5E-5    0.03043    4.61E-4    0.02527    5.6E-4     0.2067    0.01053    0.1833      0.01666    2.586      0.3585     4.891      0.5881      10.34      2.535    8.41       2.516    1.7        4.418    1.0E-99     1.0E10   -99.0      1.0E10   0.01461     0.00269    12.21   3.6470002E10    20.01     1.638     0.5486    0          0          -1         1         
  13161  189.1562958   62.1990509   4.82     0.3515    -1.0     5.01    0.001995   1.995E-4   0.0098     3.7E-5    0.01402    6.2E-5    0.01975    3.93E-4    0.01975    4.68E-4    0.1509    0.006949   0.02444     0.008335   0.7505     0.5494     1.642E-5   1.508       11.02      4.897    14.77      2.466    12.68      5.226    4.274       2.974    1.771      0.5759   0.0127      0.002504   7.76    4.385E11        889.2     114.6     2.028     1          0          -1         1         
  13205  189.0778809   62.1983833   0.7657   -1.0      0.7657   0.77    0.02831    0.002831   0.03514    4.6E-5    0.02445    6.5E-5    0.02685    4.25E-4    0.02033    4.92E-4    0.1773    0.005309   0.1759      0.005904   2.679      0.3127     7.021      0.776       7.861      1.002    6.252      1.225    5.347      1.727    1.0E-99     1.0E10   0.5038     0.7991   0.0152      0.0027     15.9    2.64200008E10   14.72     0.9257    0.5571    1          0          -1         1         
  13207  189.1504059   62.1984062   4.014    0.191     -1.0     4.3     0.0015     1.5E-4     0.005437   3.7E-5    0.007139   5.9E-5    0.009117   3.89E-4    0.01533    4.61E-4    0.02176   0.003444   0.01395     0.006352   1.792E-5   0.477      3.847      0.9859      6.894      2.24     8.826      2.18     8.275      4.537    2.71        2.724    0.9028     0.6228   0.0213      0.0057     6.893   1.48599996E11   664.0     96.94     4.469     1          0          -1         1         
  13231  189.2483826   62.1981583   1.02     -1.0      1.02     1.0     0.0118     0.00118    0.0197     3.5E-5    0.01461    5.2E-5    0.01132    3.12E-4    0.01208    3.69E-4    0.1168    0.004348   0.09845     0.006594   2.729      0.3988     2.423      1.035       -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009669    0.002426   7.233   1.00499999E10   17.32     2.395     1.724     1          0          -1         1         
  13232  189.2745209   62.1982346   0.9032   -1.0      0.9032   0.93    0.06546    0.006546   0.08494    5.1E-5    0.05984    5.9E-5    0.05697    3.13E-4    0.04681    3.53E-4    0.6319    0.0168     0.4971      0.02198    9.389      0.336      17.49      0.6449      21.44      1.312    5.653      1.926    -99.0      1.0E10   1.587       0.695    -99.0      1.0E10   0.0505      0.0065     42.4    4.8079999E10    52.86     5.555     1.099     1          0          0          1         
  13250  189.3598175   62.1980133   0.8619   0.1601    -1.0     0.87    0.01271    0.001271   0.01729    3.5E-5    0.01217    5.5E-5    0.01096    3.27E-4    0.009755   3.93E-4    0.1348    0.00585    0.08626     0.009108   2.465      0.3664     3.957      0.6708      0.6315     1.446    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.005168    0.002535   8.959   9.3749996E9     11.7      5.425     1.248     1          0          0          1         
  13251  189.3806763   62.1979561   0.6555   -1.0      0.6555   0.6     0.02208    0.002208   0.02038    3.9E-5    0.01379    6.7E-5    0.01256    3.76E-4    0.01724    4.78E-4    0.3267    0.01143    0.05289     0.01099    27.7       0.4156     25.67      1.154       13.68      1.378    6.387      1.524    1.678      2.673    1.0E-99     1.0E10   -99.0      1.0E10   0.0439      0.004      71.08   1.12699996E10   44.47     0.6256    3.946     1          0          1          1         
  13268  188.9453125   62.1974716   2.01     0.271     -1.0     2.01    0.004446   4.446E-4   0.007821   4.2E-5    0.01093    7.0E-5    0.01227    4.56E-4    0.01118    5.49E-4    0.2424    0.009339   0.0484      0.01236    1.916      0.3672     7.483      0.6847      8.548      1.809    6.558      2.325    11.07      4.105    2.327       1.188    0.8895     0.8212   0.0309      0.003      13.76   2.52300001E10   169.9     61.53     6.733     0          0          0          1         
  13300  189.1596527   62.1974602   0.842    -1.0      0.842    0.83    0.02965    0.002965   0.03916    4.5E-5    0.02716    6.4E-5    0.03009    3.98E-4    0.02125    4.64E-4    0.2251    0.009254   0.1929      0.007795   2.424      0.5508     6.869      1.028       7.329      3.634    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0176      0.0027     8.25    2.09899991E10   16.04     1.944     0.7643    1          0          -1         1         
  13333  188.9981689   62.1970062   1.391    -1.0      1.391    1.46    0.01159    0.001159   0.02788    4.6E-5    0.03041    6.9E-5    0.02417    4.37E-4    0.0231     5.15E-4    0.1066    0.003088   0.1422      0.007202   2.204      0.3443     5.303      0.6114      7.47       0.8261   5.499      1.432    2.88       1.927    1.0E-99     1.0E10   -99.0      1.0E10   0.0173      0.003      14.66   5.152E10        49.43     3.985     0.9595    1          0          -1         1         
  13337  189.157486    62.1970253   0.838    -1.0      0.838    0.92    0.02992    0.002992   0.04018    4.6E-5    0.03063    6.3E-5    0.02966    3.98E-4    0.02309    4.66E-4    0.2079    0.008919   0.176       0.008866   2.594      0.5356     4.143      1.131       7.191      3.736    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0299      0.007      6.37    2.704E10        10.81     3.432     0.3998    1          0          -1         1         
  13370  189.024292    62.1966705   1.485    -1.0      1.485    1.51    0.01941    0.001941   0.04357    4.9E-5    0.04754    7.0E-5    0.04029    4.37E-4    0.03415    5.12E-4    0.1708    0.006608   0.1051      0.005948   2.377      0.327      6.928      0.7308      13.08      1.571    13.83      1.334    3.482      2.422    3.454E-9    0.9497   -99.0      1.0E10   0.0207      0.0028     17.93   5.5199998E10    92.39     5.152     1.674     1          0          -1         1         
  13373  189.1800232   62.1966553   1.01     -1.0      1.01     0.97    0.03251    0.003251   0.04749    4.8E-5    0.03601    6.7E-5    0.02539    3.97E-4    0.02377    4.7E-4     0.1151    0.005815   0.08249     0.008576   1.307      0.403      3.111      0.6495      4.977      1.264    5.263      2.793    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.003163    0.002712   7.247   5.034E10        14.48     1.998     0.2876    1          0          -1         1         
  13385  189.0496979   62.1965714   2.403    -1.0      2.403    2.11    0.007586   7.586E-4   0.01622    4.2E-5    0.01949    6.6E-5    0.02361    4.33E-4    0.01838    5.08E-4    0.1866    0.009817   0.02976     0.006288   1.416      0.3637     1.369      1.556       7.971      3.997    8.31       2.588    5.173      1.882    3.454E-9    1.058    1.164      0.4709   0.009286    0.002574   6.624   1.41900005E11   197.5     29.82     1.392     1          0          -1         1         
  13386  189.0588531   62.1963921   0.2858   -1.0      0.2858   0.3     0.04487    0.004487   0.02123    4.4E-5    0.01834    6.6E-5    0.01257    4.31E-4    0.03369    5.05E-4    0.07358   0.003143   0.06928     0.007195   1.11       0.3124     2.265      0.603       2.564      1.959    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006144    0.002532   5.334   4.3650002E9     0.4336    0.08129   0.09934   1          0          -1         1         
  13410  188.9537964   62.1957283   0.1192   -1.0      0.1192   0.13    0.05152    0.005152   0.01834    4.4E-5    0.01298    6.9E-5    0.01075    4.51E-4    0.02358    5.41E-4    0.04168   0.003654   0.02316     0.01316    1.295      0.3449     2.092      0.6418      1.016      1.209    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   -3.382E-4   0.002664   5.043   9.9990003E8     0.0671    0.01331   0.06711   0          0          -1         1         
