# id     ra            dec          z        ez        z_sp     z_op    fK         dfK        fch1       dfch1     fch2       dfch2     fch3       dfch3      fch4       dfch4      f24       df24       f16         df16       f100       df100      f160       df160       f250       df250    f350       df350    f500       df500    f850        df850    f1160      df1160   f20cm       df20cm     SNR     Mstar           SFR       eSFR      sSFR      goodArea   Type_AGN   Type_SED   Type_FIR  
  11946  189.1365356   62.2121925   0.562    -1.0      0.562    0.56    0.0597     0.00597    0.04766    4.7E-5    0.03534    6.6E-5    0.03419    4.0E-4     0.02931    4.55E-4    0.1198    0.004752   0.1023      0.00508    2.822      0.3409     6.861      0.7638      4.353      2.965    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006078    0.002453   12.3    1.95900006E10   6.065     0.493     0.3097    1          0          -1         1         
  11966  189.2975006   62.2122002   3.002    0.344     -1.0     3.02    0.003221   3.221E-4   0.008635   3.1E-5    0.01216    4.9E-5    0.01984    3.06E-4    0.01948    3.5E-4     0.1381    0.006044   1.903E-10   0.008197   0.03797    0.3422     1.97       0.6643      5.598      1.59     6.757      3.509    -99.0      1.0E10   1.231       0.6408   1.698      0.496    0.008778    0.002471   6.35    1.78600002E11   240.1     70.08     1.344     1          0          -1         1         
  11976  188.9405823   62.2117996   2.325    0.0145    -1.0     2.28    0.003404   3.404E-4   0.003517   4.5E-5    0.003551   6.6E-5    0.003764   4.6E-4     0.004159   5.33E-4    0.181     0.008727   0.03858     0.009162   4.178      0.3828     6.614      0.6945      5.414      0.9562   4.396      1.338    4.064      2.046    1.0E-99     1.0E10   -99.0      1.0E10   0.01181     0.002695   16.02   3.908E9         87.13     18.84     22.3      0          0          1          1         
  11979  189.1328125   62.2112198   0.5281   -1.0      0.5281   0.46    0.01614    0.001614   0.01312    3.9E-5    0.01103    6.1E-5    0.01012    4.01E-4    0.01225    4.55E-4    0.04073   0.008234   0.027       0.007811   1.652      0.506      5.674      1.58        6.766      2.51     -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01402     0.00245    5.551   2.23800013E9    3.451     0.6217    1.542     1          0          0          1         
  11984  189.336441    62.2118416   0.051    0.05      -1.0     -99.0   -99.0      1.0E10     0.02338    3.6E-5    0.01672    5.4E-5    0.02023    3.19E-4    0.1389     3.84E-4    0.2277    0.00977    0.1966      0.01372    8.446      0.4557     3.142      1.184       -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009858    0.00251    18.72   0.0             0.1396    0.1396    -99.0     1          0          0          1         
  11991  189.3957367   62.2118874   2.26     0.293     -1.0     2.26    0.005297   5.297E-4   0.01083    4.0E-5    0.01229    7.4E-5    0.01479    4.04E-4    0.01155    5.18E-4    0.1258    0.006662   0.01251     0.01037    1.25       0.3463     5.214      0.9368      7.445      1.894    8.714      3.142    6.352      6.0      1.12        0.9057   0.7565     0.5425   0.007655    0.002567   8.47    5.152E10        184.4     70.75     3.579     1          0          0          1         
  12000  189.1437988   62.2113876   1.219    -1.0      1.219    1.21    0.03404    0.003404   0.06311    5.1E-5    0.07206    7.0E-5    0.05956    3.98E-4    0.07532    4.46E-4    0.4341    0.01866    0.8872      0.0237     33.01      0.4348     65.55      0.8586      62.67      2.279    40.21      2.351    15.86      1.619    3.955       0.7837   1.113      0.5019   0.1885      0.0077     113.0   9.5929999E10    400.6     3.545     4.176     1          0          1          1         
  12007  189.4033356   62.2119179   1.77     0.249     -1.0     1.77    0.003837   3.837E-4   0.01138    4.0E-5    0.0158     7.6E-5    0.01383    4.2E-4     0.0132     5.36E-4    0.1281    0.005684   0.0319      0.009527   0.8135     0.3456     4.118      0.9177      6.182      2.332    3.218      5.665    -99.0      1.0E10   1.9         0.9886   -99.0      1.0E10   0.0267      0.0029     6.06    6.9500002E10    71.65     32.03     1.031     1          0          0          1         
  12030  189.0931702   62.2114754   0.458    -1.0      0.458    0.39    0.05916    0.005916   0.04118    4.7E-5    0.03291    6.6E-5    0.0277     4.13E-4    0.035      4.77E-4    0.0922    0.005258   0.07632     0.007513   1.341      0.4461     5.908      0.8005      1.46       2.053    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009914    0.00251    8.001   2.19800003E10   2.572     0.3215    0.117     1          0          -1         1         
  12054  189.1568146   62.2113457   0.4587   -1.0      0.4587   0.41    0.02805    0.002805   0.02046    4.1E-5    0.01813    6.1E-5    0.01302    3.94E-4    0.02291    4.47E-4    0.07913   0.004106   0.06732     0.005376   2.311      0.3438     1.855      0.7097      -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009513    0.00246    7.21    3.88999987E9    1.8       0.2497    0.4627    1          0          -1         1         
  12078  189.2093353   62.2110252   0.4742   -1.0      0.4742   0.44    0.03945    0.003945   0.02782    3.8E-5    0.02428    5.5E-5    0.01882    3.23E-4    0.03549    3.81E-4    0.1307    0.005273   0.09533     0.006691   3.369      0.3376     4.804      0.6718      2.833      1.048    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01228     0.002452   12.57   4.3650002E9     3.296     0.4238    0.7552    1          0          -1         1         
  12095  189.267746    62.2108994   1.109    -1.0      1.109    2.02    0.007943   7.943E-4   0.01218    3.1E-5    0.01336    4.9E-5    0.01427    3.05E-4    0.01081    3.48E-4    0.124     0.007049   2.125E-4    0.007153   1.264      0.333      2.864      0.5748      4.965      1.034    4.1        1.405    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01143     0.002407   8.415   4.26499994E9    16.52     1.963     3.873     1          0          0          1         
  12106  189.0091095   62.210598    0.6393   -1.0      0.6393   0.63    0.03664    0.003664   0.03734    4.8E-5    0.02397    6.7E-5    0.02267    4.34E-4    0.01668    5.16E-4    0.1481    0.005059   0.05653     0.008621   2.608      0.3448     1.698      0.5382      0.9213     0.7285   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0102      0.002565   8.293   2.00399995E10   3.919     0.4726    0.1955    1          0          -1         1         
  12124  189.0662231   62.2103577   0.286    -1.0      0.286    0.3     0.1236     0.01236    0.05411    5.1E-5    0.05171    7.1E-5    0.03741    4.33E-4    0.1461     5.11E-4    0.38      0.01195    0.2998      0.01526    8.07       0.3006     12.41      0.6411      9.996      1.025    5.379      1.319    3.937      1.676    1.0E-99     1.0E10   -99.0      1.0E10   0.0158      0.0027     34.82   1.208E10        2.739     0.07866   0.2268    1          0          -1         1         
  12125  189.085495    62.2105713   1.334    -1.0      1.334    1.4     0.00879    8.79E-4    0.01875    4.2E-5    0.01942    6.5E-5    0.01462    4.19E-4    0.0144     4.95E-4    0.06388   0.003329   0.08941     0.00935    1.346      0.3236     4.053      0.6381      1.81       3.254    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0276      0.0081     7.614   4.187E10        29.8      4.646     0.7116    1          0          -1         1         
  12129  189.2911987   62.2106247   1.043    0.1501    -1.0     1.08    0.05012    0.005012   0.0596     4.5E-5    0.03879    5.5E-5    0.0367     3.08E-4    0.02865    3.49E-4    0.2105    0.008384   0.1711      0.007541   1.931      0.3435     5.738      0.7174      6.64       1.412    7.219      2.809    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01152     0.002467   11.15   9.5929999E10    25.51     9.741     0.2659    1          0          0          1         
  12142  189.0924225   62.2103271   0.6319   -1.0      0.6319   0.6     0.03597    0.003597   0.03346    4.5E-5    0.02356    6.5E-5    0.02383    4.12E-4    0.02093    4.79E-4    0.1112    0.00566    0.06675     0.00849    2.125      0.3652     2.091      1.21        -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009955    0.002559   6.069   1.91399997E10   5.002     0.8829    0.2613    1          0          -1         1         
  12143  189.1177368   62.2104149   0.5179   -1.0      0.5179   0.47    0.02704    0.002704   0.02025    4.1E-5    0.01642    6.1E-5    0.01441    3.96E-4    0.01839    4.62E-4    0.05995   0.01216    0.06212     0.006083   1.078      0.3237     2.265      0.6253      1.085      1.083    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.004049    0.002432   5.02    4.7859999E9     1.777     0.354     0.3713    1          0          -1         1         
  12206  189.4181976   62.2097549   0.97     -1.0      0.97     0.98    0.04487    0.004487   0.05495    5.4E-5    0.04921    9.1E-5    0.04619    4.68E-4    0.06851    6.08E-4    0.4752    0.01712    0.2053      0.01246    4.742      0.5759     11.68      1.49        12.49      4.378    8.313      7.441    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0293      0.0078     11.78   4.4870001E10    40.51     3.479     0.9028    1          0          -1         1         
  12244  189.0263977   62.2091064   2.484    -1.0      2.484    2.6     0.005297   5.297E-4   0.01485    4.2E-5    0.01859    6.7E-5    0.02292    4.34E-4    0.02066    5.17E-4    0.1061    0.005577   0.01017     0.006737   1.689      0.4532     3.304      1.723       4.437      1.251    4.485      1.54     -99.0      1.0E10   2.415       1.204    -99.0      1.0E10   0.0143      0.0027     6.531   8.9529999E10    138.0     34.7      1.541     1          0          -1         1         
  12262  188.9730225   62.2089081   0.8418   -1.0      0.8418   0.91    0.03076    0.003076   0.02728    4.5E-5    0.0187     6.6E-5    0.01799    4.37E-4    0.01193    5.16E-4    0.1329    0.005377   0.1241      0.008055   1.55       0.3414     4.178      0.697       2.569      1.399    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.003958    0.002653   7.741   1.62899999E10   9.603     1.241     0.5895    1          0          -1         1         
  12301  189.4201965   62.2086716   0.114    -1.0      0.114    0.04    0.2249     0.02249    0.1171     6.6E-5    0.08443    9.8E-5    0.08663    4.91E-4    0.606      6.52E-4    0.6078    0.02139    0.4788      0.01603    16.06      0.4946     15.78      2.629       12.97      3.588    3.55       7.904    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0504      0.0072     33.22   1.318E8         0.761     0.04349   5.773     1          0          1          1         
  12396  189.089798    62.2074547   0.3985   -1.0      0.3985   0.4     0.08091    0.008091   0.04829    4.9E-5    0.04467    6.9E-5    0.03335    4.2E-4     0.07687    4.94E-4    0.2239    0.007685   0.1877      0.009817   3.592      0.394      4.931      0.734       3.087      3.321    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0145      0.0026     11.36   2.46600008E10   2.44      0.2332    0.09895   1          0          -1         1         
  12420  188.8733826   62.2069397   3.551    0.038     -1.0     3.21    9.638E-4   9.638E-5   0.003087   1.22E-4   0.004958   2.08E-4   0.01417    0.001816   0.01323    0.001452   -99.0     1.0E10     -99.0       1.0E10     1.792E-5   1.04       3.926      1.407       14.49      4.838    17.89      7.173    15.8       3.968    8.675E-41   1.0E10   2.13E-10   1.543    0.0318      0.0059     6.232   1.59199999E12   716.4     115.0     0.45      0          0          -1         1         
  12423  188.9663239   62.2069626   1.461    0.0595    -1.0     1.64    0.009376   9.376E-4   0.01407    4.2E-5    0.01651    6.7E-5    0.01439    4.37E-4    0.01178    5.15E-4    0.05842   0.004097   0.02525     0.005524   4.047      0.3869     6.287      0.7115      3.585      1.265    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0267      0.0029     13.98   3.17699994E10   53.94     5.879     1.698     1          0          -1         1         
  12434  188.9173584   62.2067299   0.9538   0.1702    -1.0     0.96    0.01941    0.001941   0.02716    5.0E-5    0.01956    7.8E-5    0.01832    5.12E-4    0.01325    6.12E-4    0.1105    0.00654    -99.0       1.0E10     1.714      0.3608     2.537      1.024       2.145      2.867    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.004397    0.002743   5.409   2.14799995E10   10.58     6.574     0.4926    0          0          0          1         
  12465  189.1457214   62.2067223   0.5625   -1.0      0.5625   0.66    0.2489     0.02489    0.1777     7.1E-5    0.1276     7.9E-5    0.1214     4.1E-4     0.08898    4.57E-4    0.3396    0.01019    0.3111      0.0105     7.248      0.3723     21.65      0.8486      16.33      1.903    8.686      3.059    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0381      0.0056     33.34   2.41000006E11   16.95     0.5084    0.07034   1          0          -1         1         
  12508  189.4235992   62.2065697   3.074    0.316     -1.0     3.13    0.002965   2.965E-4   0.006062   4.7E-5    0.007872   9.7E-5    0.01123    5.19E-4    0.0167     6.93E-4    0.112     0.006867   0.02295     0.01317    2.438      0.5142     10.19      1.449       8.663      3.513    7.268      7.651    16.96      13.96    0.8287      2.239    2.13E-10   1.185    0.0183      0.003      8.975   5.3950001E10    586.2     199.2     10.87     1          0          0          1         
  12524  188.9837189   62.2054367   0.9585   -1.0      0.9585   1.03    0.04093    0.004093   0.06921    5.5E-5    0.05398    7.2E-5    0.05152    4.39E-4    0.08644    5.19E-4    0.415     0.01205    0.2682      0.007771   2.974      0.3528     3.921      0.649       4.972      1.135    3.134      2.069    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009019    0.002601   11.36   1.02799999E11   15.38     2.529     0.1496    1          0          -1         1         
  12532  189.4416046   62.2060661   0.8387   -1.0      0.8387   0.84    0.02399    0.002399   0.02716    6.2E-5    0.01975    1.49E-4   0.02043    6.31E-4    0.01691    0.001011   0.2047    0.007084   -99.0       1.0E10     3.724      101000.0   2.172      1.13        8.193      1.888    11.95      4.36     -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0188      0.003      5.481   2.704E10        14.2      2.591     0.5252    0          0          -1         1         
  12560  189.4215088   62.2058182   3.268    0.343     -1.0     3.23    9.727E-4   9.727E-5   0.006749   4.7E-5    0.0104     9.8E-5    0.01457    5.2E-4     0.02356    6.99E-4    0.1302    0.006571   0.003013    0.01301    3.091      0.4675     7.383      2.657       15.82      3.857    16.13      7.248    14.18      15.9     7.368       3.093    2.886      1.374    0.0288      0.0031     9.171   1.38699997E11   864.5     311.0     6.235     0          0          0          1         
  12572  189.2155304   62.2056694   0.3      -1.0      0.3      0.31    0.02858    0.002858   0.02108    3.6E-5    0.02119    5.5E-5    0.01778    3.3E-4     0.04863    3.91E-4    0.1285    0.006319   0.09021     0.00588    2.372      0.3812     5.401      0.8359      7.3        1.547    6.39       1.757    8.506      1.836    1.0E-99     1.0E10   3.305      0.8542   0.056       0.0045     12.35   1.862E9         1.125     0.09113   0.6042    1          1          -1         1         
  12581  189.3317413   62.205822    2.973    0.3       -1.0     2.92    0.005248   5.248E-4   0.01183    3.2E-5    0.01563    5.1E-5    0.02039    3.12E-4    0.02285    3.6E-4     0.05751   0.005959   0.01691     0.01003    1.284      0.5517     2.286      1.463       5.165      5.97     12.92      5.233    10.33      1.822    1.297       3.381    1.042      0.8013   0.01114     0.002564   6.978   1.62900001E11   457.2     108.2     2.806     1          0          -1         1         
  12582  188.9195709   62.2052689   1.851    0.0475    -1.0     1.66    0.005346   5.346E-4   0.01283    4.7E-5    0.01665    7.6E-5    0.01842    4.99E-4    0.01761    6.02E-4    0.1433    0.006798   -99.0       1.0E10     2.393      0.4474     4.148      1.976       15.53      3.456    16.71      3.763    10.51      2.212    1.842       1.203    0.5078     1.019    0.0627      0.0047     9.905   3.5640001E10    176.1     19.92     4.941     0          0          0          1         
  12610  189.4359741   62.2052231   0.23     -1.0      0.23     0.19    0.03467    0.003467   0.03402    6.0E-5    0.04164    1.38E-4   0.05017    6.15E-4    0.08036    9.42E-4    0.4383    0.01169    -99.0       1.0E10     8.299      94710.0    19.98      0.9761      27.4       1.988    17.02      4.745    17.78      2.812    1.0E-99     1.0E10   2.309      0.5807   0.0537      0.0054     26.03   5.52E8          6.257     0.2404    11.33     0          0          1          1         
  12613  188.9224548   62.2048416   0.4586   -1.0      0.4586   0.46    0.1445     0.01445    0.09119    6.5E-5    0.08218    8.5E-5    0.06913    4.98E-4    0.1271     5.97E-4    0.3952    0.01348    -99.0       1.0E10     8.796      0.3875     18.14      1.581       12.41      3.15     4.313      3.966    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0623      0.0073     25.76   4.6980002E10    10.04     0.7925    0.2137    0          0          -1         1         
  12615  189.0388641   62.2050591   2.22     0.29      -1.0     2.22    0.01629    0.001629   0.02252    4.6E-5    0.01537    6.6E-5    0.01635    4.36E-4    0.01178    5.13E-4    0.08161   0.003108   0.06258     0.006497   1.472      0.3171     2.328      0.5481      2.059      1.326    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006122    0.002498   6.481   6.6370002E9     82.81     31.15     12.48     1          0          0          1         
  12646  189.1147461   62.2050095   6.551    0.95      -1.0     -99.0   -99.0      1.0E10     0.001299   3.5E-5    0.002476   5.9E-5    0.00434    4.0E-4     0.01007    4.69E-4    0.03375   0.0136     0.006435    0.009761   0.4616     0.3847     0.4841     0.6419      2.143      1.096    4.938      1.683    0.2036     2.633    7.929       0.8799   2.852      0.7007   0.0171      0.0026     10.59   0.0             760.8     71.82     -99.0     1          0          0          1         
  12648  189.2933807   62.2048378   0.9352   0.1698    -1.0     0.94    0.01786    0.001786   0.02683    3.6E-5    0.01797    5.0E-5    0.01715    3.06E-4    0.01156    3.48E-4    0.06581   0.005914   0.05472     0.008527   0.9415     0.3227     2.454      0.6391      2.91       1.628    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006904    0.002463   5.143   2.46600008E10   9.489     4.868     0.3848    1          0          0          1         
  12656  189.2090759   62.2047195   0.9057   -1.0      0.9057   0.93    0.02489    0.002489   0.03574    4.2E-5    0.0263     5.8E-5    0.01978    3.44E-4    0.01715    4.03E-4    0.03594   0.003671   0.03644     0.006531   1.42       0.3888     4.0        0.783       -0.072     2.606    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0151      0.0025     6.279   3.25099991E10   10.41     1.658     0.3203    1          0          -1         1         
  12675  189.1788483   62.2045288   0.4537   -1.0      0.4537   0.4     0.04325    0.004325   0.0289     4.3E-5    0.02604    6.3E-5    0.01984    3.88E-4    0.04066    4.55E-4    0.1246    0.004218   0.09974     0.005483   3.065      0.3793     3.748      0.6638      2.706      1.523    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.009173    0.002522   10.02   5.0109998E9     2.676     0.3403    0.534     1          0          -1         1         
  12682  189.3434448   62.2045898   0.963    -1.0      0.963    0.83    0.04656    0.004656   0.06481    4.7E-5    0.05022    6.0E-5    0.04762    3.2E-4     0.04555    3.74E-4    0.5466    0.01856    0.5204      0.01025    6.976      0.4721     17.6       1.533       15.4       2.928    11.5       3.971    -99.0      1.0E10   0.9731      1.047    -99.0      1.0E10   0.0609      0.0135     19.67   2.76699996E10   58.54     3.448     2.116     1          0          0          1         
  12690  189.0030823   62.2043114   0.4579   -1.0      0.4579   0.5     0.03342    0.003342   0.02628    4.5E-5    0.02315    6.8E-5    0.01868    4.34E-4    0.03756    5.14E-4    0.1774    0.006952   0.1176      0.007675   2.957      0.3119     4.734      0.7383      2.558      1.023    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01258     0.002554   11.71   8.9529999E9     2.65      0.4915    0.296     1          0          -1         1         
  12694  189.2026672   62.2043991   1.971    0.037     -1.0     1.76    0.01009    0.001009   0.0273     4.0E-5    0.03204    6.1E-5    0.03235    3.51E-4    0.02442    4.21E-4    0.2802    0.01234    0.06084     0.004895   2.63       0.3703     6.46       0.7865      11.58      1.628    9.47       1.522    5.696      2.021    2.822       0.7675   2.215      0.7292   0.0228      0.0027     15.42   7.9789998E9     152.5     9.887     19.11     1          0          1          1         
  12746  189.1533966   62.2036438   0.8477   -1.0      0.8477   0.85    0.118      0.0118     0.1113     6.0E-5    0.07748    7.2E-5    0.06862    3.95E-4    0.04765    4.61E-4    0.3859    0.01065    0.297       0.00568    2.908      0.4117     8.791      0.562       14.75      2.028    7.006      1.924    11.26      3.256    1.0E-99     1.0E10   1.235      0.5969   0.01297     0.002483   19.41   1.78600002E11   22.8      1.174     0.1276    1          0          -1         1         
  12750  189.3164978   62.2036743   1.021    -1.0      1.021    1.11    0.03565    0.003565   0.05464    4.4E-5    0.04404    5.6E-5    0.03384    3.09E-4    0.03726    3.53E-4    0.1732    0.007566   0.1647      0.006405   2.116      0.3946     6.242      0.6806      8.036      2.996    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0306      0.0051     10.96   6.1939999E10    24.99     2.281     0.4035    1          0          -1         1         
  12757  189.4283905   62.2031746   0.7889   0.16      -1.0     0.79    0.02466    0.002466   0.02277    5.8E-5    0.01601    1.26E-4   0.01584    6.13E-4    0.009357   8.83E-4    0.07101   0.006704   -99.0       1.0E10     1.147      0.417      4.001      1.072       4.642      2.195    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.005649    0.002688   5.096   1.15300004E10   7.91      3.983     0.6858    0          0          0          1         
  12763  189.0721893   62.2035408   1.015    -1.0      1.015    1.04    0.04529    0.004529   0.06895    5.4E-5    0.05222    7.0E-5    0.0384     4.3E-4     0.02979    5.0E-4     0.1135    0.005705   0.06738     0.007904   0.7467     0.4525     5.736      1.085       4.647      0.9806   1.601      1.503    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.005359    0.002538   7.366   1.02799999E11   19.19     2.605     0.1867    1          0          -1         1         
  12764  189.1436157   62.2036018   0.4573   -1.0      0.4573   0.48    0.4169     0.04169    0.2603     8.3E-5    0.2115     9.0E-5    0.192      4.14E-4    0.3447     4.66E-4    1.238     0.03109    0.832       0.03116    41.98      0.4875     63.38      0.8108      52.86      1.939    30.3       2.277    5.825      3.164    0.9818      0.8091   1.216      0.5444   0.221       0.0085     120.2   8.165E10        43.38     5.544     0.5313    1          0          0          1         
  12788  189.3002167   62.2033234   2.914    -1.0      2.914    2.93    0.004169   4.169E-4   0.01053    3.1E-5    0.01452    5.0E-5    0.02079    3.07E-4    0.02411    3.48E-4    0.05307   0.007774   0.01362     0.008948   1.31       0.3364     3.76       0.5945      13.63      1.268    15.34      1.848    13.15      2.243    5.65        0.9081   2.845      0.5435   0.0323      0.0027     18.44   1.45200005E11   441.5     23.94     3.041     1          0          -1         1         
  12806  189.3421783   62.2028999   0.928    -1.0      0.928    0.94    0.03133    0.003133   0.03706    3.9E-5    0.02703    5.5E-5    0.02471    3.14E-4    0.01938    3.67E-4    0.1707    0.005271   0.1349      0.006266   1.994      0.4247     6.087      1.112       9.277      2.997    5.585      4.392    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0204      0.0059     7.95    3.9990002E10    18.16     2.284     0.4541    1          0          -1         1         
  12810  188.9439392   62.2026062   1.83     0.255     -1.0     1.83    0.007516   7.516E-4   0.01296    4.3E-5    0.01527    6.9E-5    0.01354    4.53E-4    0.01172    5.38E-4    0.1487    0.00551    0.03221     0.007095   0.6457     0.3503     3.428      0.7923      7.333      2.996    4.571      1.957    -99.0      1.0E10   3.454E-9    1.202    -99.0      1.0E10   0.009179    0.002735   5.794   4.591E10        74.18     29.74     1.616     0          0          0          1         
  12820  189.4193878   62.2028236   0.6697   0.15      -1.0     0.67    0.04742    0.004742   0.05117    5.9E-5    0.03891    1.11E-4   0.03231    5.63E-4    0.02895    7.73E-4    0.2572    0.009717   0.1719      0.02193    4.39       0.4584     6.576      1.844       6.94       4.196    2.905E-7   8.449    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01693     0.002655   10.35   1.86999992E10   14.36     8.61      0.7677    0          0          0          1         
  12838  188.990036    62.2024422   2.72     0.335     -1.0     2.72    0.001138   1.138E-4   0.002594   3.9E-5    0.003481   6.4E-5    0.004915   4.34E-4    0.004384   5.15E-4    0.05858   0.002725   0.004488    0.007427   0.6269     0.3224     2.798      0.5081      2.3        1.237    2.28       2.144    -99.0      1.0E10   1.193       1.167    1.389      0.6595   0.004274    0.002613   6.646   4.3849998E10    163.1     83.13     3.72      1          0          0          1         
  12847  189.0877228   62.2023239   0.841    -1.0      0.841    0.7     0.03311    0.003311   0.047      4.8E-5    0.03177    6.7E-5    0.03338    4.22E-4    0.02764    4.88E-4    0.2277    0.009543   0.2234      0.007621   3.93       0.4238     7.171      1.142       8.991      2.696    6.24       1.218    2.489      2.021    1.0E-99     1.0E10   -99.0      1.0E10   0.0258      0.0053     12.82   2.05099991E10   20.42     2.113     0.9956    1          0          -1         1         
  12848  189.1266785   62.2023773   0.4569   -1.0      0.4569   0.4     0.03837    0.003837   0.02398    4.1E-5    0.02179    6.1E-5    0.01628    3.87E-4    0.03465    4.62E-4    0.1074    0.009669   0.08711     0.009212   1.97       0.4079     2.961      0.6932      4.167      1.388    1.594      2.291    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.008021    0.002463   7.147   7.9789998E9     1.963     0.2747    0.246     1          0          -1         1         
  12851  189.2354126   62.2023354   3.601    0.7       -1.0     -99.0   -99.0      1.0E10     0.002275   2.9E-5    0.002374   5.0E-5    0.002339   3.16E-4    0.002759   3.74E-4    0.06813   0.004515   0.02834     0.00972    0.5906     0.3468     3.389      0.5674      3.36       3.238    11.28      3.17     8.031      1.448    2.741       1.5      1.478      0.7066   0.0384      0.0041     9.529   0.0             514.5     212.6     -99.0     1          0          0          1         
  12852  189.2458344   62.2024651   0.8517   -1.0      0.8517   0.92    0.04656    0.004656   0.06505    4.6E-5    0.04486    5.8E-5    0.04065    3.15E-4    0.03067    3.64E-4    0.2661    0.009421   0.2171      0.006124   3.226      0.3499     8.483      0.7474      5.933      1.631    3.454      2.335    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0158      0.0025     15.14   6.053E10        19.85     1.311     0.3279    1          0          -1         1         
  12856  189.3095703   62.2023582   2.19     0.287     -1.0     2.19    0.01067    0.001067   0.01696    3.3E-5    0.01961    5.1E-5    0.02526    3.09E-4    0.02184    3.51E-4    0.2101    0.008399   0.01269     0.008789   3.441      0.3511     7.597      0.606       11.28      1.991    13.77      5.337    11.04      7.424    1.965       1.517    2.13E-10   0.8434   0.0299      0.0051     17.2    1.66700007E11   263.2     104.2     1.579     1          0          0          1         
  12861  188.9483032   62.2019005   0.0787   -1.0      0.0787   0.07    0.0631     0.00631    0.027      4.6E-5    0.01842    6.9E-5    0.01443    4.46E-4    0.04021    5.32E-4    0.05105   0.004506   0.03841     0.008485   1.662      0.3163     3.813      0.6407      1.265      2.309    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.006224    0.00271    7.959   2.884E8         0.03692   0.004639  0.128     0          0          -1         1         
  12904  189.0376892   62.2015572   1.225    0.105     -1.0     1.33    0.04446    0.004446   0.0635     5.3E-5    0.04502    7.0E-5    0.03882    4.37E-4    0.02757    5.1E-4     0.1192    0.004364   0.09592     0.006188   1.353      0.3464     4.543      0.8169      10.79      2.55     2.629      1.423    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01244     0.002542   8.215   1.26500004E11   30.27     8.151     0.2394    1          0          -1         1         
