#           _id          snr24        snr20cm         snr100         snr160         snr250         snr350         snr500        snr1160          snrIR         snrIRMM
#
          17322        8.04839        22.6296        3.73792        1.04755            -99            -99            -99            -99        3.88194        24.3299
          17323        6.41163         1.5987      0.0497263        4.06075              0            -99            -99            -99        4.06105        7.75609
          17339         25.549        5.88889        12.3033        11.0801        6.78304       0.503638            -99            -99        17.8998        44.4051
          17340        7.59769        2.47415        4.63014        1.00571            -99            -99            -99            -99         4.7381         11.844
          17353        15.2292        2.39528        6.00937        5.30927      0.0165922            -99            -99            -99         8.0188        17.3772
          17354        4.48434        1.47293        1.46298       0.233507            -99            -99            -99            -99         1.4815        4.94708
          17362        11.2189       0.510593       0.156537        3.29608        1.84515            -99            -99            -99        3.78064        11.8498
          17365        10.5269        0.51688       0.940612    2.45274e-05            -99            -99            -99            -99       0.940612        10.5933
          17369        5.62344         1.2623    5.13818e-05    2.20252e-05            -99            -99            -99            -99    5.59035e-05        5.90005
          17370        5.22703       0.459929    4.67847e-05            -99            -99            -99            -99            -99    4.67847e-05        5.46277
          17371        17.9145            408        4.10442        2.85146    3.84542e-08            -99            -99            -99        4.99771        408.424
          17378         8.4927              0       0.465074        3.43953        1.51639            -99            -99            -99        3.78762        9.69263
          17380        14.1023        5.01554            6.1        4.22415     1.1956e-07            -99            -99            -99         7.4198        18.4157
          17381        15.7751        6.18442        6.97771        7.90012         4.2809        1.09998       0.471911       0.955889        11.4792        20.6761
          17386        16.9372        3.48672        3.69521        4.36486        5.13192        2.59678            -99            -99        8.11089        19.1213
          17389        14.6713        2.72385        3.02191          1.368            -99            -99            -99            -99        3.31713         17.093
          17393        3.26351        6.18516       0.799604        1.21129       0.841693        0.82088      0.0269451       0.467663         1.9257        7.26782
          17395        10.7714       0.782348        2.53138        3.61432        1.76093            -99            -99            -99          4.751        12.9966
          17396        19.9863        1.32239        1.33958       0.984164            -99            -99            -99            -99        1.66225        20.1724
          17409        13.0581        1.21763        2.48395        1.68238            -99            -99            -99            -99        3.00007        13.7279
          17415        16.8252              0       0.744715        1.16683            -99            -99            -99            -99        1.38423        18.2017
          17418        26.2879        3.66455        1.48338          3.581        3.32474        1.95188            -99            -99        5.46696        29.4251
          17422            -99        4.99487          3.576        4.68552        1.83584       0.604044            -99            -99        6.20299              0
          17434        16.9112         2.9655        6.80863        2.80166            -99            -99            -99            -99        7.36252        18.9978
          17446        22.3939        11.1923        1.52993        3.17823        2.82122        4.57666        1.59985        4.64379        8.09143        26.3429
          17459         16.153        1.75593        4.31343        1.69681            -99            -99            -99            -99        4.63518        16.8963
          17474        3.18566      0.0174159        1.00441       0.628468            -99            -99            -99            -99        1.18482        3.39891
          17478        7.04517        3.11596    5.41337e-05        1.38796            -99            -99            -99            -99        1.38796        7.82752
          17491         21.046        8.21305        8.98138        12.1952         8.7982        4.81818        2.02913            -99        18.2792        49.7492
          17500        17.4553        4.98328        2.52404        4.08933        2.90359        1.10573            -99        0.41776        5.73772        19.0379
          17501        15.1888       0.963887         3.1874        2.24172            -99            -99            -99            -99        3.89677        15.7103
          17512         6.9573       0.949883       0.257581       0.791608            -99            -99            -99            -99       0.832461        9.12235
          17519        21.0105        19.8333        6.02108        2.37336        2.22118            -99            -99            -99        6.84251        29.6921
          17538        16.5951        21.7857       0.484548        3.03331        1.80011       0.557381       0.778639         1.7691        4.08935          27.69
          17540        10.3571              0              0            -99            -99            -99            -99            -99              0         10.365
          17544        7.99204        4.04605        2.67842        2.60545        1.74248            -99            -99            -99        4.12292        9.86112
          17554        27.8637        1.27473       0.658618       0.648473            -99            -99            -99            -99       0.924281        27.9125
          17562            -99        6.54867         1.0644    5.03089e-06       0.044671        1.49521       0.585242    9.19689e-11        1.92694              0
          17566            -99        15.1077        4.30296        6.91651        4.86474         1.6227       0.858597    9.59892e-11        9.66383        14.9209
          17577        35.1717          21.68        77.9794        76.8302        18.0033        5.20602        2.05644            -99        111.082        121.425
          17583        20.2974              0        2.32005        1.99922            -99            -99            -99            -99         3.0626        42.3986
          17584        26.1547        1.62198        2.00146         2.6613            -99            -99            -99            -99        3.32992        28.2743
          17589         5.1819       0.687186        2.32103         3.9344        1.74023            -99            -99            -99        4.88826        7.15677
          17591          21.57        2.93994        4.07551        3.86887         2.8723            -99            -99            -99        6.31095        22.6672
          17598        5.89829       0.823804        1.31317       0.612953            -99            -99            -99            -99        1.44918        6.67126
          17608        11.5571         2.6237         7.1527        3.87142        2.34389            -99            -99            -99        8.46421        16.7171
          17613        16.7202        1.73321        3.02555        1.76349            -99            -99            -99            -99        3.50198        17.1707
          17624         23.687        4.51724        3.54047        4.50948        8.09591        4.64403        2.66422        3.59182        11.8313          26.86
          17627         12.309        2.45508        2.42158        4.11141        1.78512            -99            -99            -99        5.09454        14.2537
          17631        34.7246        3.88462        19.3904        16.3065        8.06345        3.92157        1.38942            -99        26.9113        55.4562
          17640        9.61248        1.59984         4.3639       0.769781            -99            -99            -99            -99        4.43127        12.1476
          17645         24.971        3.73183        2.86209        2.81265            -99            -99            -99            -99        4.01279        25.5652
          17654            -99        5.16667        9.54231        5.94764         3.8451        2.82787            -99            -99        12.2152        8.76962
          17660        32.5388        2.54408         5.2497        5.44938        3.35983        2.30811            -99            -99        8.59482        33.9182
          17661        7.58958        4.24769        3.78431        5.69012      0.0361263            -99            -99            -99        6.83372        11.0609
          17665        15.3406        2.74256        6.08254        4.83839        5.36421        1.72856            -99            -99        9.60052        18.3037
          17668         9.5644              0        2.31642        2.87838            -99            -99            -99            -99        3.69471        10.3721
          17674        7.55468       0.792779        2.21195       0.713283        2.46773            -99            -99        1.23311        3.60718        8.42877
          17675        5.24381              0        1.65015        2.38535            -99            -99            -99            -99         2.9005        11.1098
          17676        20.3806        4.20988        18.5481        9.06128        4.61107        3.60883       0.692809            -99        21.4687        36.2768
          17681         8.8459        2.11397        2.71993        2.62846            -99            -99            -99            -99        3.78244        9.85016
          17689        18.8613         2.3476        1.14885        1.39313     7.5117e-08    3.32038e-08            -99            -99        1.80573        19.0925
          17691         12.406        3.13937       0.229243        2.00622            -99            -99            -99            -99        2.01927        12.9554
          17699        25.5363        23.1111        5.65868    1.39619e-05            -99            -99            -99            -99        5.65868        50.4083
          17715        19.0683        1.68042        1.13899       0.617533            -99            -99            -99            -99        1.29563         19.186
          17750        3.55275        2.23782    4.88485e-05    2.55936e-05            -99            -99            -99            -99    5.51472e-05        5.29368
          17757        29.4968         4.3195        6.29275        10.0831        4.14081       0.917065            -99            -99        12.6196        37.0833
          17758        30.7653        11.3684        20.7553        24.8869        11.3608        6.71212        2.65532    3.41073e-10        35.0901        48.0319
          17759        17.4123        2.33788        2.20572        2.15495       0.931829            -99            -99       0.277738        3.23334          18.23
          17763        23.2143         3.2117        0.38893       0.916105            -99            -99            -99            -99       0.995247        25.5686
          17770        27.1581        13.0714        39.2305        38.7372        25.6255        9.05119        3.25703       0.815335        61.5587        75.3812
          17784        21.5481         3.6285        7.73526        3.12313        2.09486            -99            -99            -99        8.60096        23.4833
          17788        25.7143        6.13793        8.34469        11.0682        5.56786        1.83423            -99            -99        15.0501        52.4139
          17790        14.6548        5.61224        1.87518        1.42474        2.01177        1.19898       0.955272        1.79114        3.89252        16.1683
          17793         19.371        6.21429        11.3713        6.42361          2.875            -99            -99            -99        13.3729        26.0049
          17804        4.71851       0.856763        1.94081        2.13352            -99            -99            -99            -99        2.88421        5.59617
          17808        6.22663       0.280101        2.31418       0.848878            -99            -99            -99            -99        2.46496        6.79048
          17836        21.3955        1.08121       0.384118    2.73558e-05            -99            -99            -99            -99       0.384118        21.4535
          17841        12.4545        4.95015        3.98189        4.62947       0.858359       0.605091            -99            -99        6.19599        14.7651
          17850        15.4205         0.7134       0.200577        1.65259            -99            -99            -99            -99        1.66471        15.7056
          17853        25.0057        6.17857        2.99001        4.79529        2.15843       0.595506            -99            -99        6.07852        26.4652
          17860    1.84564e-08        3.60993       0.583732        2.15911            -99            -99            -99            -99        2.23662        4.24666
          17862        9.96114            4.6        3.10637        3.90229      0.0310942            -99            -99            -99        4.98782        12.0525
          17868       0.903605        3.93869         1.7806       0.320189            -99            -99            -99            -99        1.80916        4.61503
          17872        2.08717       0.539862    4.81304e-05            -99            -99            -99            -99            -99    4.81304e-05        2.15585
          17873        9.43923        1.59441    5.73496e-05        1.36464            -99            -99            -99            -99        1.36464        9.66971
          17874        5.31951         3.7408        1.18822        2.77195        1.35864        1.10274            -99    2.58935e-10        3.48676        7.51236
          17881        22.1672         2.0762        4.51333        1.42923            -99            -99            -99            -99        4.73423        26.0686
          17911         36.036        13.5769        44.0176        25.6121        6.52215        1.11237            -99            -99        51.3547        70.1282
          17923        16.1021        1.75464       0.826726    1.84333e-05            -99            -99            -99            -99       0.826726        16.2185
          17929        1.68319        2.71152       0.540218    2.50171e-05            -99            -99            -99            -99       0.540218        3.23686
          17938        12.8721        4.01239        3.56379        3.11138        1.02576            -99            -99            -99        4.84082        17.7903
          17950        3.81986        1.51612    4.68284e-05       0.010222            -99            -99            -99            -99      0.0102221        4.10975
          17951        14.8473        2.35931       0.981471    1.69519e-05            -99            -99            -99            -99       0.981471        15.0656
          17959        2.61963       0.109874       0.448135            -99            -99            -99            -99            -99       0.448135        2.65995
          17966        10.2028        1.16097       0.727621        3.76765       0.289912            -99            -99            -99         3.8482         10.966
          17990        21.1214        1.76995        1.64103        4.81219         2.2716        2.81159            -99            -99        6.23822        22.1024
          18002        10.2638        4.21554        4.66463          3.722         1.9271        1.59863            -99            -99        6.47159         14.956
          18003        24.2074        5.07715         2.6802        1.37128         4.9344        3.94052        3.41233    0.000848119        7.78357        26.0706
          18008        31.6697        67.1111        27.5636        13.4615        8.22529        3.39823        1.93037            -99        31.9983        86.9748
          18011        5.37903       0.872263        0.13214        1.56868              0            -99            -99            -99        1.57424        5.67213
          18021           28.2         4.9434        2.62792        1.59162       0.927745       0.265686        1.32505       0.637818        3.54021        28.8481
          18022        8.90934        2.77676        1.11976       0.992505            -99            -99            -99            -99         1.4963        9.45122
          18028        2.70996       0.663254        1.38958        0.10789            -99            -99            -99            -99        1.39376        3.11871
          18035        3.65739       0.583365     5.4704e-05            -99            -99            -99            -99            -99     5.4704e-05        3.96839
          18036        27.7017        4.54442        4.50512         5.7724        5.59512        3.43798       0.187395            -99        9.83752        39.9505
          18044        24.3099        4.40741         8.9782        6.49291        4.60974       0.809863            -99            -99        12.0279        32.3706
          18051        15.1452        2.56064        2.64259        3.69533       0.567713            -99            -99            -99        4.57833        16.9906
          18058        10.5056        2.76938        1.27804         3.4549       0.984401            -99            -99            -99        3.81298        11.6193
          18072        24.1105        4.01562        5.46634         9.6388        8.04607        4.47717        2.83333        1.10025        14.7245        28.5351
          18078        10.2794        1.59514        1.90934        4.03853       0.664298       0.737717            -99        1.15055        4.71854        11.4226
          18080        5.62526              0      0.0265126        1.53955            -99            -99            -99            -99        1.53978        5.83219
          18083        5.51964       0.662246        2.51125        2.35772            -99            -99            -99            -99        3.44459        7.37851
          18096        7.99012        1.57339        1.55801    2.85492e-05            -99            -99            -99            -99        1.55801        9.87659
          18102        3.66561        6.17857    1.40616e-05         1.7416            -99            -99            -99            -99         1.7416         7.3922
          18103        4.95841        1.70175        1.10965       0.173288        1.32763       0.990027            -99     2.1173e-10        2.00103        5.61123
          18105        3.94247       0.512738    3.68485e-05    1.59834e-05            -99            -99            -99            -99    4.01657e-05        3.97567
          18106        21.9657       0.085625        4.51085        3.60758        2.31458            -99            -99            -99        6.22251        23.1903
          18118        14.6024        5.22073        4.48323        2.03272            -99            -99            -99            -99        4.92253        17.6461
          18122        6.36873              0        2.50212      0.0523132            -99            -99            -99            -99        2.50267        6.88688
          18124        25.4706              0        1.05185            -99            -99            -99            -99            -99        1.05185         37.133
          18126        2.19757              0              0            -99            -99            -99            -99            -99              0        2.47595
          18133        7.44458        1.52575       0.982759       0.503327            -99            -99            -99            -99        1.10415        7.67912
          18159        18.8294        3.49424        3.05482       0.804312            -99            -99            -99            -99        3.15893        19.4699
          18160        27.1811        1.19816        2.98808        4.02793        4.49174        1.18278            -99            -99        6.83575        33.6916
          18164        14.2105        1.38081        3.30495        2.75229            -99            -99            -99            -99        4.30091        14.9112
          18166        33.0191        5.00926        7.07267        6.69029         2.1598            -99            -99            -99        9.97233        40.4405
          18169         7.0451        1.16024        0.48368       0.966486            -99            -99            -99            -99        1.08076        7.22133
          18172        4.16039        2.01275       0.347976    1.97202e-05            -99            -99            -99            -99       0.347976        4.87456
          18174        4.85093        2.36328    5.50439e-05      0.0624413            -99            -99            -99            -99      0.0624413        5.40185
          18187        16.6842        6.44444        12.9545        12.7979        3.38575       0.457202            -99            -99        18.5277        26.0013
          18194        32.0143         12.942        38.4999         37.542           12.1        4.54562        3.36144        0.57499        55.4107        65.2897
          18212        32.7141        4.74466        6.12299        4.07606        1.84026            -99            -99            -99        7.58234        33.9149
          18216        28.9194         7.9735        27.0171        12.3077        5.84595        1.27074            -99            -99        30.2852        45.1771
          18224        29.7781        7.80807        8.42051        10.5663        6.07895        2.57953            -99            -99        15.0386        34.2617
          18225        13.2025        2.69464        1.72746        1.30351            -99            -99            -99            -99        2.16409        15.6955
          18246        3.81968              0      0.0420752              0            -99            -99            -99            -99      0.0420752        3.81992
          18251         3.0344              0       0.448309            -99            -99            -99            -99            -99       0.448309        3.06733
          18253         12.306        13.9643        13.8273        8.83871          4.537        1.74063            -99            -99        17.1152        25.2858
          18254        6.45974        15.1667       0.356231         4.9247        3.92006        1.59749            -99            -99        6.50373        17.7216
          18264        7.66748        5.21316        1.43166        5.52272       0.668534        1.01975            -99            -99        5.83412        12.8759
          18265        9.60819        5.20605        4.95968        3.42678        3.63372        1.52793            -99            -99        7.20276        18.3166
          18273        10.6978        1.23041     4.8565e-05        1.91698            -99            -99            -99            -99        1.91698        11.0627
          18284        19.4706         2.3562        3.40146        0.75451            -99            -99            -99            -99        3.48414        20.9812
          18293        9.13381       0.330213        4.79545        2.13371            -99            -99            -99            -99        5.24872        11.1775
          18295       0.812418        2.82282       0.179167    2.36109e-05            -99            -99            -99            -99       0.179167        2.94286
          18302        7.83628        1.12842       0.362596        1.41464            -99            -99            -99            -99        1.46038        8.05067
          18303        10.3664        3.63946       0.210077    1.44719e-05        1.42305        1.28322            -99            -99        1.92765        11.1562
          18305         5.2152        1.92253        2.79147       0.295433            -99            -99            -99            -99        2.80706        8.90928
          18325        26.8161        5.35593        23.6936        13.6264        4.30931        2.52575            -99            -99        27.7852        43.8974
          18327    1.13548e-08        2.52018      0.0990449    2.57509e-05            -99            -99            -99       0.623387       0.631207        2.86704
          18329        17.0687        2.81577        1.02652        2.51698              0            -99            -99            -99        2.71825        17.5511
          18334         6.8432              0       0.884962       0.782922            -99            -99            -99            -99        1.18158        7.35775
          18341        21.0854        10.1667        7.84782        7.35537        4.56214         2.8575        8.19213        5.38143        15.5158        44.1964
          18342         26.373        5.07377        24.1349        10.4876        3.13619       0.828821            -99            -99        26.5142          48.97
          18350        10.4388         4.3797        5.40838        4.17458        1.92885            -99            -99            -99        7.09917        13.3622
          18357        4.89507         1.0889        2.55704        1.49234            -99            -99            -99            -99        2.96066        5.82348
          18370        5.54448       0.533333    4.09017e-05    1.58213e-05            -99            -99            -99            -99     4.3855e-05        5.57007
          18375        29.0135        1.15491       0.873129         1.0694            -99            -99            -99            -99        1.38057        29.0693
          18379        15.8643        2.90561        2.69977        3.44961        2.76154        3.80118        1.71786        1.44761        6.80517         17.828
          18385        16.9469        5.40946        7.71881        9.01909        3.43657        5.51292        1.49427            -99        13.6147        22.7612
          18389            -99        6.14286        21.3845        10.9471        6.26833        6.59308       0.916904            -99        25.7048        24.4841
          18392        20.5181        8.96552        5.23183        5.49431        3.87487        1.35123        1.43547        2.31341        9.04501        24.1493
          18401         8.9929        2.10541          1.801        3.14787         1.0282            -99            -99            -99         3.7696          9.976
          18405        20.7475        3.96825        10.5953        7.89034        3.54123         3.7816       0.872408            -99        14.2169        25.4623
          18406        11.0226        4.15613        1.37752      0.0411856            -99            -99            -99        0.34222        1.41999        11.8968
          18411        30.0075        7.09677        5.60056         5.7244        2.33162        0.46705            -99            -99        8.35402        31.9469
          18415        5.24213        1.26087       0.916155       0.704899            -99            -99            -99            -99        1.15595        5.51416
          18423        6.02979        1.15279         2.8883         1.4233            -99            -99            -99            -99        3.21994        7.01283
          18425        5.83154       0.395672        3.05702        2.57692            -99            -99            -99            -99        3.99823        7.08162
          18429        16.6604        1.45193        1.62063        1.73775            -99            -99            -99            -99        2.37618        16.8915
          18430        10.1432        1.00998        1.98417    1.59939e-05            -99            -99            -99            -99        1.98417        12.5942
          18437        8.76678       0.988006        1.77262        1.39419            -99            -99            -99            -99         2.2552        11.2974
          18449        7.03379        1.40895        4.00073       0.443421            -99            -99            -99            -99        4.02523        8.89308
          18467         26.743        1.52395        9.28297        4.84725        1.38507            -99            -99            -99        10.5635        28.7941
          18468        10.6674        1.48494      0.0061857        1.91963            -99            -99            -99            -99        1.91964          10.94
          18469         9.5892        2.85752        4.90861        1.98631        1.99221            -99            -99            -99        5.65763        11.4947
          18471        5.98805       0.767877    3.03874e-05    1.02517e-05            -99            -99            -99            -99    3.20701e-05        6.03708
          18473         27.518        3.96205        7.64835        9.50621        6.83308        2.23341            -99            -99        14.1614        42.6361
          18488         5.8292       0.100322       0.004857        1.89547            -99            -99            -99            -99        1.89548        6.13046
          18490         15.755        1.25692       0.543387       0.341273            -99            -99            -99            -99       0.641668        15.8181
          18494        11.3125        87.7097       0.845345        1.49298        1.81393        0.70447            -99            -99        2.59426        88.4742
          18496        10.0359        3.75192        1.71459        5.71184        1.35535            -99            -99            -99        6.11571        12.7004
          18502        5.65633       0.777573       0.319648    2.28065e-05            -99            -99            -99            -99       0.319648         6.3163
          18520        4.37868              0        1.42627       0.192153            -99            -99            -99            -99        1.43916        4.60912
          18536        1.51591         1.5009        1.21472        2.45778            -99            -99            -99            -99        2.74157        3.47374
          18541        8.34944        1.20072       0.385157        1.66901            -99            -99            -99            -99        1.71287        8.60749
          18544        3.55606        8.67241        11.1853        9.01417        4.99367       0.949753            -99            -99        15.2383        17.9263
          18552            -99         5.4717        5.43628        9.17821        4.52023        2.07808    2.61228e-08        1.34019        11.8465         8.4427
          18556        20.9425        9.62963        10.2499        6.82696        3.52574        1.90653        2.18964     3.2059e-10         13.135        26.5301
          18559        30.5897        7.10526        19.1699         13.948        10.4991        2.95939            -99            -99        26.0964        49.0896
          18561        17.8883        2.50901        1.25094        1.22297            -99            -99            -99            -99        1.74943        19.3081
          18578            -99        5.96226        2.95599        1.83196        3.00026        2.04034        1.94265         1.9608        5.73385              0
          18593        6.47702       0.174219    4.85963e-05        1.98285            -99            -99            -99            -99        1.98285        6.77597
          18594        21.9838           15.5        11.4462        13.5899        20.3636        6.68401        5.18627        1.97171        28.3873        41.0287
          18596        5.44304       0.218535      0.0397507            -99            -99            -99            -99            -99      0.0397507        5.44757
          18597        27.7362        19.2857        26.6791        15.3153        5.06608        1.75572            -99            -99        31.2263        46.0035
          18602         9.4221        6.64639        6.00172        2.19447            -99            -99            -99            -99        6.39033        13.1828
          18603        5.03579        16.4483        1.61567         4.8399        9.05317        2.82119        1.43863        1.21638        10.9318        20.3816
          18616        21.2059        2.00649        4.03729        3.71025        2.53874       0.351566            -99        1.16184        6.16314        22.1743
          18617        4.13523        2.48686        2.63394    1.72803e-06            -99            -99            -99            -99        2.63394        5.49748
          18622        14.6218       0.362538       0.241243    7.43408e-06            -99            -99            -99            -99       0.241243        14.6283
          18627        14.7414       0.638026        2.48431        3.55907        1.19979            -99            -99            -99        4.50314        15.4969
          18636        18.3906           14.1        5.28426        9.73517         10.665        4.34687        5.54442    2.94077e-10        16.9138        28.6897
          18654        17.4434        3.08666        5.14662        4.19717        5.73193        1.43563            -99       0.800099        8.92525        20.0498
          18659    8.53081e-09        3.30203        0.30998       0.869379    1.14403e-07    3.83904e-08    6.55136e-08    2.73673e-10       0.922988         3.4286
          18660         10.562        2.03672        1.81155    1.79877e-05            -99            -99            -99            -99        1.81155        10.9081
          18664            -99        5.17947      0.0985604       0.220861       0.079895        3.22858        4.65461        1.18784        5.79352              0
          18669        22.7959        6.66667        1.83897        1.81874        3.52901        2.92213            -99       0.271689        5.26842         24.328
          18689        10.7125              0       0.791816    8.56936e-07            -99            -99            -99            -99       0.791816        10.7418
          18695        28.1917           7.25        6.57239        4.37947        8.75306        5.20884        4.70876    3.06607e-10        13.7221        32.4593
          18701        8.59716       0.769715        1.99212    1.32191e-05            -99            -99            -99            -99        1.99212        9.67213
          18703        25.4184        5.48936        16.7519        9.85352        7.39319         2.3185            -99            -99        20.9225        33.3763
          18722        17.8678        2.80954        1.48045        2.43291            -99            -99            -99            -99        2.84795        19.4441
          18731            -99        5.72896       0.603182        0.17781        1.73516            -99            -99            -99         1.8456              0
          18735        7.00708              0        3.04549    1.74386e-06            -99            -99            -99            -99        3.04549         7.6403
          18736        19.5255        1.93101        3.11724        2.35561            -99            -99            -99            -99        3.90719        22.5347
          18744        23.7905        16.1786        19.6192         16.338        8.29749        2.06573            -99            -99        26.9251        41.0073
          18747        20.7955        3.06414       0.946779        1.07222        2.93314         1.2497            -99        2.01681        4.03468        21.4037
          18768        6.77729        2.23731        1.68231        1.14981            -99            -99            -99            -99         2.0377        8.15254
          18773       0.778038        3.32742        1.34622        3.65748        1.60468       0.203303       0.461348    2.23693e-10        4.24484        5.44937
          18777        12.6645        6.08251        2.63462        2.11919            -99            -99            -99            -99        3.38115        14.4506
          18792         4.6723           5.32        1.18619        1.55876        4.58626        2.40431        2.53462        4.12164        7.35279        10.3567
          18796        8.37456         4.6914        2.22931    5.99346e-06       0.535897              0            -99            -99        2.29282        9.86912
          18815        24.1987        4.04352        3.27638        3.23919        3.38907       0.701485            -99            -99        5.76237        25.2018
          18818        23.3555        9.86667        9.13054        13.6575        10.1025        4.41312        1.27133            -99        19.8254         32.185
          18827        24.8549        9.15873        13.0531        12.5689        13.3016        4.16024        1.18761            -99        22.8913        40.7711
          18837            -99        9.12281        1.71301        1.45362       0.193618      0.0653179            -99            -99        2.25592              0
          18839        3.90464        4.06358        1.75823        1.70239        1.71893        1.62586        1.64602        1.96084        4.25934        7.22699
          18843            -99         8.6263    1.37409e-05       0.398296    4.20687e-08        1.15727    9.15144e-09    1.20203e-10         1.2239              0
          18847            -99        15.0822        2.18182       0.536745        2.23885       0.444133    9.48976e-09    1.18994e-10        3.20283        11.7784
          18848        19.6962        2.40435        1.58499        2.42941        1.43501    4.46923e-08            -99        1.02426        3.39449        20.1306
          18854        4.82348        2.73408    2.45197e-05    6.48386e-06       0.800838              0            -99    1.52688e-10       0.800838        5.60201
          18855        1.31436        7.19388       0.323194      0.0544587       0.465488        0.77238       0.871687    1.43725e-10        1.29634        7.42697
          18859        18.0005        6.17698        4.34111        2.57716       0.647309            -99            -99            -99        5.08979        19.6998
          18864        8.71285        5.30508        6.04113        3.65726        1.40831              0            -99            -99        7.20098        12.4865
          18873        10.5968        5.03353        5.79945        1.85893            -99            -99            -99            -99        6.09009        13.2181
          18906         10.723        3.01762       0.972515       0.503487            -99            -99            -99            -99        1.09512        11.1933
          18909        4.37247       0.559773       0.463212    1.34372e-05            -99            -99            -99            -99       0.463212        4.43243
          18910        22.1088        5.23129        6.11235        4.31428        2.77517        1.12105            -99            -99        8.05805         24.106
          18911        2.61121        11.7931       0.402068        2.00408        6.20469        6.53358        6.99911        6.17437        13.1329        17.8429
          18932        4.90328        6.20968       0.617387    2.08713e-05            -99            -99            -99            -99       0.617387        7.93621
          18947        2.72143         3.0754        1.94598    1.01876e-05            -99            -99            -99            -99        1.94598         9.6255
          18948        19.1447        6.05185        1.61711         2.9734        4.16831        1.60252    2.59482e-08       0.569438        5.63234        20.8815
          18950        17.8768        5.33884        3.91293        4.68239        6.15688        1.91819            -99            -99         8.8782        20.6617
          18951        9.36693        1.47619        3.22426         1.8545            -99            -99            -99            -99        3.71954        10.1859
          18952        9.23487        2.02644       0.715259      0.0916909            -99            -99            -99            -99       0.721112        9.48205
          18976        3.87055        1.84449         2.2704         1.2677    1.02853e-07            -99            -99            -99        2.60034        5.01448
          18983       0.594385        3.27826    3.32818e-05    1.36245e-05    8.57105e-08    2.72259e-08       0.341223        1.78281        1.81517        3.79409
          18990        2.99505         1.4693    1.14962e-05     1.0216e-05            -99            -99            -99            -99    1.53795e-05        3.33604
          19001            -99        3.30046       0.977878    1.47752e-05        1.36798        1.00393       0.615473       0.625113        2.14594              0
          19007        6.62591        3.75538        2.29069        1.08519    7.45066e-08       0.429279       0.986264     1.7247e-10        2.75352        8.09861
          19029        5.21515        0.37365    3.70389e-05    2.34936e-05            -99            -99            -99            -99    4.38614e-05        5.22852
          19032        20.6463        7.67857        16.3876        14.3895        4.05713        6.92729        2.67103            -99        23.3922        32.1313
          19036    9.67746e-09      0.0689771       0.852373    2.30503e-05            -99            -99            -99            -99       0.852373       0.855159
          19042         7.5571        3.30925       0.516806    1.46454e-05       0.555638            -99            -99            -99       0.758829        8.28472
          19059        15.3849        1.50429        1.50892    2.61319e-05            -99            -99            -99            -99        1.50892        15.5317
          19073        29.9839        6.54545        35.3337        20.2296        6.74882         2.9403            -99            -99        41.3751        51.5148
          19076        7.07092      0.0693796        1.44472        1.75875            -99            -99            -99            -99        2.27605        7.42853
          19102        13.7525        0.32083        2.33975        2.52098            -99            -99            -99            -99        3.43945        14.1797
          19109        6.27715              0       0.538477       0.414156            -99            -99            -99    1.73878e-10       0.679325         6.3138
          19116        19.5785        2.75758        1.90087       0.755301        1.67355            -99            -99            -99        2.64283        19.9476
          19119            -99        3.73737         1.0119        1.61317       0.786168       0.783972    2.75355e-08    2.83019e-10         2.2043              0
          19120        4.49216        5.94435       0.896624        1.35962            -99            -99            -99            -99        1.62865        7.62675
          19129        2.20684              0       0.756971        0.92596            -99            -99            -99            -99          1.196        2.51009
          19136            -99        3.53074       0.906046        2.57323        3.08698        3.04734         1.4312       0.506924        5.34448              0
          19147        19.5389        6.16667        4.13525        3.32081        3.94205        4.13266         2.8609            -99         8.3025        22.1072
          19153        12.7787         1.9147        2.37083         1.1757            -99            -99            -99            -99        2.64634        13.1896
          19157        16.5771        1.78356       0.021538       0.784074        0.64916            -99            -99            -99        1.01816        16.7038
          19169        9.75184       0.571217       0.912416        1.59924            -99            -99            -99            -99        1.84122        9.94056
          19175        3.85511        2.77862        1.84638       0.595628        2.70286            -99            -99            -99        3.32706        5.80103
          19178        4.52399       0.246927        1.47596        1.42454            -99            -99            -99            -99        2.05129        4.97346
