#           _id      dis_to_MS        flag_SB           LTIR           MSIR            SFR    lgSFR_MS_Sargent       Mstar_Chabrier
#
          14229       0.268441             MS      7.121e+10    3.83796e+10          7.121              0.5841             9.72995
          14234       -0.13838             MS      1.573e+11    2.16326e+11          15.73             1.33511             9.94195
          14236       -0.18279             MS      4.617e+11    7.03315e+11          46.17             1.84715              10.482
          14237      0.0581356             MS      3.089e+11    2.70198e+11          30.89             1.43168              10.012
          14243      -0.233356             MS      4.674e+11    7.99916e+11          46.74             1.90304              10.462
          14250      -0.308605             MS      4.627e+09    9.41682e+09         0.4627          -0.0260956             9.29995
          14252      -0.317116             MS      1.219e+11       2.53e+11          12.19             1.40312              10.002
          14257     -0.0138144             MS      1.066e+11    1.10045e+11          10.66             1.04157             9.88195
          14262      0.0587687             MS      9.127e+10    7.97185e+10          9.127            0.901559              10.062
          14266        1.41237             SB      2.276e+11     8.8064e+09          22.76          -0.0552018             8.37995
          14267       0.658084             SB      1.331e+12    2.92479e+11          133.1             1.46609             9.89195
          14274       0.316181             MS      1.682e+11    8.12166e+10          16.82            0.909645             9.90195
          14280      -0.595254             MS      3.389e+10    1.33452e+11          3.389             1.12533              10.502
          14283       0.110094             MS      1.751e+12    1.35891e+12          175.1             2.13319              10.702
          14289       0.611158             SB      5.561e+11    1.36143e+11          55.61             1.13399              10.612
          14291       0.332815             MS       4.75e+10    2.20739e+10           4.75            0.343878             9.42995
          14292      -0.355298             MS      1.985e+11     4.4984e+11          19.85             1.65306              10.342
          14304      -0.341041             MS      3.367e+11    7.38387e+11          33.67             1.86828              10.752
          14305      0.0907496             MS      4.888e+11    3.96626e+11          48.88             1.59838              10.882
          14310      0.0395138             MS      4.791e+10    4.37434e+10          4.791            0.640912              10.062
          14315       0.257496             MS      4.554e+12    2.51708e+12          455.4              2.4009              11.042
          14323       0.206088             MS      6.283e+10    3.90912e+10          6.283            0.592079             9.81195
          14328      -0.108342             MS      5.148e+10    6.60664e+10          5.148             0.81998             9.90195
          14342       -1.53753             MS      2.759e+09    9.51213e+10         0.2759            0.978278              10.752
          14346     -0.0300861             MS      2.591e+11    2.77686e+11          25.91             1.44355              10.042
          14349       -0.59077             MS      6.043e+09    2.35517e+10         0.6043            0.372023             9.81195
          14350       0.132033             MS      7.454e+10    5.49992e+10          7.454            0.740357             9.75995
          14352     0.00730761             MS       1.04e+11    1.02265e+11           10.4             1.00973             9.96195
          14366      0.0547899             MS      2.107e+11    1.85727e+11          21.07             1.26887              10.332
          14367      -0.849915             MS      6.653e+10    4.70904e+11          6.653             1.67293              10.482
          14369      -0.103723             MS      3.384e+11    4.29688e+11          33.84             1.63315              10.282
          14371      -0.332503             MS      2.318e+10    4.98444e+10          2.318            0.697616             9.89195
          14391     -0.0646331             MS      2.249e+11    2.60989e+11          22.49             1.41662             9.99195
          14396       0.902036             SB      2.104e+12    2.63639e+11          210.4             1.42101             9.82195
          14398      -0.527515             MS      2.392e+09     8.0589e+09         0.2392          -0.0937243             9.41995
          14403       0.279868             MS      8.374e+10    4.39607e+10          8.374            0.643065             9.61995
          14409       -1.20852             MS      1.248e+10    2.01714e+11          1.248             1.30474              10.942
          14412      -0.677445             MS      1.852e+11    8.81224e+11          18.52             1.94509              10.842
          14417       0.629347             SB      1.835e+12    4.30813e+11          183.5             1.63429              10.182
          14427      -0.283793             MS      3.147e+11    6.04908e+11          31.47             1.78169              10.492
          14431        1.12721             SB      3.718e+11    2.77399e+10          37.18            0.443104             8.89995
          14435       0.379863             MS      1.555e+11    6.48437e+10          15.55            0.811868             9.77195
          14458      -0.323318             MS       6.95e+10     1.4632e+11           6.95              1.1653              10.652
          14459     -0.0411233             MS      1.237e+11    1.35986e+11          12.37             1.13349             9.93195
          14491      0.0588046             MS      2.475e+10    2.16158e+10          2.475            0.334771             9.58995
          14494      -0.538355             MS      1.135e+10    3.92058e+10          1.135             0.59335              10.042
          14501       0.213634             MS      6.265e+11    3.83078e+11          62.65             1.58329              10.362
          14502       -1.15678             MS      2.254e+10    3.23396e+11          2.254             1.50973              10.832
          14513    -0.00896839             MS      3.791e+10     3.8701e+10          3.791            0.587722             9.74195
          14515   -0.000987616             MS      1.486e+10    1.48938e+10          1.486            0.173006             9.39995
          14520      -0.216472             MS      2.298e+10    3.78287e+10          2.298            0.577822             9.65995
          14521      -0.124922             MS      1.088e+10    1.45061e+10          1.088            0.161551             9.33995
          14537      -0.242093             MS      1.189e+11    2.07623e+11          11.89             1.31728              10.152
          14539     -0.0965622             MS      3.906e+11    4.87859e+11          39.06             1.68829              10.422
          14540      0.0984092             MS      1.886e+11     1.5036e+11          18.86             1.17713              10.222
          14557       0.343585             MS      2.074e+11    9.40208e+10          20.74            0.973224              10.282
          14558     -0.0364016             MS      3.541e+11    3.85059e+11          35.41             1.58553              10.352
          14562     -0.0464711             MS       7.12e+09    7.92412e+09          0.712           -0.101049             9.38995
          14565      -0.197368             MS      2.592e+10    4.08322e+10          2.592            0.611003             9.67995
          14566      -0.122112             MS      6.472e+11    8.57336e+11          64.72             1.93315              10.692
          14571       0.512861             MS      5.237e+11    1.60776e+11          52.37             1.20622              10.692
          14572      -0.040596             MS      1.854e+11    2.03566e+11          18.54             1.30871              10.332
          14575      0.0371979             MS      1.275e+10    1.17034e+10          1.275           0.0683123             9.41995
          14581       0.418846             MS      1.928e+11    7.34955e+10          19.28            0.866261             9.48995
          14582       0.436297             MS      8.583e+11    3.14298e+11          85.83             1.49734              10.662
          14583      0.0149592             MS      1.568e+11    1.51491e+11          15.68             1.18039             9.85195
          14588     -0.0733523             MS      1.456e+10    1.72391e+10          1.456            0.236514             9.81195
          14589     0.00562036             MS       1.61e+10     1.5893e+10           1.61            0.201206             9.37995
          14599       0.531076             MS       7.15e+11    2.10489e+11           71.5             1.32323              10.222
          14605       0.268193             MS      7.597e+10    4.09684e+10          7.597            0.612449             9.95195
          14610       0.103096             MS      1.134e+11    8.94369e+10          11.34            0.951517              10.092
          14614    -0.00983809             MS      2.555e+11    2.61354e+11          25.55             1.41723              10.562
          14618      -0.239242             MS       3.23e+09     5.6033e+09          0.323           -0.251556             9.21995
          14620       0.146697             MS      7.491e+11    5.34371e+11          74.91             1.72784              10.482
          14622       0.196635             MS      8.409e+11    5.34698e+11          84.09             1.72811              10.952
          14630           1.36             SB      1.908e+12    8.32863e+10          190.8            0.920573             9.37995
          14632       0.713719             SB      1.423e+11    2.75097e+10          14.23            0.439486             9.94195
          14637      -0.121871             MS      2.662e+11    3.52435e+11          26.62             1.54708              10.672
          14639       -0.03233             MS       2.49e+11    2.68244e+11           24.9             1.42853              10.152
          14646     0.00171149             MS        1.3e+11    1.29489e+11             13             1.11223             9.84195
          14649      0.0610772             MS      4.138e+10    3.59512e+10          4.138            0.555713             9.68995
          14650      -0.157719             MS      8.526e+10    1.22593e+11          8.526             1.08846             9.90195
          14652      -0.804462             MS      1.837e+11    1.17104e+12          18.37             2.06857              11.182
          14657      0.0312202             MS      8.768e+10    8.15982e+10          8.768             0.91168              10.012
          14658       0.145221             MS      5.238e+10    3.74925e+10          5.238            0.573944             9.79195
          14670       0.298305             MS       6.47e+10    3.25536e+10           6.47            0.512599             9.61995
          14672      -0.130006             MS      3.673e+11    4.95481e+11          36.73             1.69503              10.672
          14673       0.369151             MS       1.25e+11    5.34268e+10           12.5            0.727759             9.84195
          14690      -0.864268             MS      2.175e+11    1.59121e+12          21.75             2.20173              11.132
          14694       0.884877             SB       2.08e+12    2.71136e+11            208             1.43319              10.172
          14715       0.340337             MS      2.037e+11    9.30366e+10          20.37            0.968654              10.162
          14730      0.0315505             MS      7.979e+10     7.4199e+10          7.979            0.870398              10.022
          14732       0.184463             MS      5.637e+11    3.68625e+11          56.37             1.56659              10.692
          14735      0.0453296             MS      2.935e+11     2.6441e+11          29.35             1.42228              10.442
          14736      -0.248076             MS      1.157e+11    2.04837e+11          11.57             1.31141             9.91195
          14743       0.521498             MS      5.761e+10     1.7338e+10          5.761               0.239             9.69995
          14750       -1.13462             MS      1.281e+10     1.7465e+11          1.281             1.24217              10.562
          14751       0.506026             MS      1.616e+10    5.03983e+09          1.616           -0.297584             8.72995
          14752       0.225709             MS      1.318e+11    7.83801e+10          13.18            0.894206             9.92195
          14757      -0.106777             MS       4.53e+10    5.79262e+10           4.53            0.762875             9.83195
          14769      -0.199502             MS      1.748e+11    2.76722e+11          17.48             1.44204              10.822
          14772      -0.291369             MS      3.658e+11    7.15505e+11          36.58             1.85461              10.702
          14773       -0.33575             MS      1.975e+10    4.27875e+10          1.975            0.631317             9.71995
          14778       0.263019             MS      1.214e+12    6.62522e+11          121.4              1.8212              10.512
          14794        0.35422             MS      1.784e+11    7.89178e+10          17.84            0.897175              10.002
          14796       0.415546             MS      3.945e+11    1.51531e+11          39.45              1.1805              10.412
          14802       0.167174             MS      1.872e+11    1.27389e+11          18.72             1.10513             9.92195
          14803       0.245232             MS      2.322e+10    1.32017e+10          2.322            0.120631             9.32995
          14806       0.517396             MS      1.179e+12    3.58193e+11          117.9             1.55412              10.642
          14823       -0.11926             MS      1.626e+10    2.13984e+10          1.626            0.330381             9.46995
          14824      -0.434342             MS      3.092e+09    8.40584e+09         0.3092          -0.0754187             9.61995
          14832       0.133092             MS      5.674e+10    4.17636e+10          5.674            0.620798             9.38995
          14833       0.142654             MS      9.355e+11    6.73581e+11          93.55             1.82839              10.352
          14834      -0.667898             MS      2.587e+09    1.20419e+10         0.2587           0.0806947             9.71995
          14836      -0.371526             MS      7.176e+08    1.68814e+09        0.07176           -0.772591             8.63995
          14853       0.535815             MS      2.475e+12    7.20709e+11          247.5             1.85776              10.932
          14854       0.162316             MS      5.558e+10    3.82474e+10          5.558            0.582602             9.59995
          14857      -0.388469             MS      1.937e+11    4.73804e+11          19.37              1.6756              10.832
          14858     -0.0762788             MS      2.474e+11    2.94903e+11          24.74             1.46968              10.502
          14859        0.15599             MS      1.841e+11    1.28547e+11          18.41             1.10906              10.142
          14867      -0.252744             MS      4.672e+11    8.36078e+11          46.72             1.92225              11.032
          14875       0.163393             MS      4.217e+10    2.89475e+10          4.217            0.461611             9.59995
          14890      -0.737052             MS      5.127e+11    2.79843e+12          51.27             2.44692              11.242
          14896       0.330352             MS       4.62e+11    2.15919e+11           46.2             1.33429              10.782
          14903        0.90418             SB      9.855e+11    1.22879e+11          98.55             1.08948             9.45995
          14904       0.328055             MS      3.322e+10    1.56079e+10          3.322            0.193344             9.25995
          14905       0.296884             MS      6.844e+11    3.45482e+11          68.44             1.53843              10.192
          14906       0.368156             MS      2.098e+11    8.98772e+10          20.98            0.953649              10.102
          14910       0.249876             MS      1.336e+12    7.51502e+11          133.6             1.87593              10.652
          14914       -0.44448             MS      1.681e+13    4.67786e+13           1681             3.67005              12.552
          14915      -0.163444             MS      4.299e+10    6.26342e+10          4.299            0.796811              10.002
          14919      0.0424326             MS       4.55e+11    4.12647e+11           45.5             1.61558              10.302
          14920       0.267031             MS      1.206e+11    6.52103e+10          12.06            0.814316             9.94195
          14926      -0.111237             MS      3.361e+11    4.34216e+11          33.61             1.63771              10.122
          14930      -0.142774             MS       1.68e+11     2.3339e+11           16.8             1.36808              10.592
          14938      -0.322128             MS      5.559e+11    1.16715e+12          55.59             2.06713              10.922
          14962       0.111998             MS      2.587e+12    1.99893e+12          258.7              2.3008              10.852
          14980       0.369957             MS       1.72e+12    7.33789e+11            172             1.86557              10.732
          14981      -0.196528             MS      3.648e+10    5.73565e+10          3.648            0.758583             9.82195
          14982      -0.472418             MS      9.368e+10    2.78013e+11          9.368             1.44406              10.722
          14986      -0.318132             MS      2.363e+11    4.91582e+11          23.63              1.6916              10.412
          14994       0.115342             MS      2.921e+10     2.2397e+10          2.921             0.35019             9.24995
          15008       0.350363             MS      1.867e+11    8.33262e+10          18.67            0.920782              10.212
          15010      -0.352305             MS      3.003e+10    6.75866e+10          3.003            0.829861              10.292
          15027       0.374603             MS       6.56e+11    2.76886e+11           65.6              1.4423              10.442
          15028       0.166001             MS      1.351e+11    9.21837e+10          13.51            0.964654              10.092
          15033     -0.0676827             MS      6.631e+11    7.74929e+11          66.31             1.88926              10.572
          15035        -0.1361             MS      2.107e+11    2.88247e+11          21.07             1.45976              10.372
          15053     -0.0307214             MS      2.782e+10    2.98592e+10          2.782            0.475079             9.55995
          15058        0.10353             MS      2.112e+11    1.66404e+11          21.12             1.22116             9.94195
          15060     -0.0219716             MS      1.139e+11    1.19811e+11          11.39              1.0785              10.122
          15061      -0.305308             MS      4.615e+10    9.32138e+10          4.615             0.96948              10.832
          15063       0.128312             MS      1.854e+11    1.37974e+11          18.54              1.1398              10.582
          15069      -0.121721             MS      9.294e+09    1.23005e+10         0.9294           0.0899242             9.55195
          15071      0.0390762             MS      1.511e+11    1.38098e+11          15.11             1.14019             9.96195
          15072       0.583147             MS      2.962e+11     7.7346e+10          29.62            0.888438              10.302
          15074      -0.376823             MS      6.463e+11    1.53906e+12          64.63             2.18726              11.042
          15078      0.0597558             MS      5.892e+12     5.1346e+12          589.2             2.71051              11.362
          15079      -0.281249             MS      1.969e+11    3.76266e+11          19.69             1.57549              10.882
          15084      -0.308039             MS      2.867e+10    5.82729e+10          2.867            0.765467              10.142
          15093       0.659883             SB      3.966e+11      8.679e+10          39.66             0.93847             9.59995
          15095      0.0413004             MS      2.448e+10    2.22593e+10          2.448            0.347511             9.41995
          15097       0.131089             MS      1.869e+10    1.38204e+10          1.869             0.14052             9.06995
          15112      -0.238882             MS      4.382e+09    7.59546e+09         0.4382           -0.119446             9.31995
          15121      -0.153292             MS      2.148e+12    3.05722e+12          214.8             2.48533              11.362
          15128     -0.0435308             MS      7.631e+09    8.43553e+09         0.7631          -0.0738877             9.23995
          15139       0.258519             MS      1.111e+12    6.12626e+11          111.1              1.7872              10.282
          15143      -0.857712             MS      4.448e+10    3.20536e+11          4.448             1.50588              10.592
          15146       0.886539             SB      4.633e+11    6.01621e+10          46.33            0.779323             9.16995
          15151        0.67217             SB      1.355e+10     2.8825e+09          1.355           -0.540231             8.38195
          15153       0.486718             MS      1.139e+11    3.71369e+10          11.39            0.569806             9.90195
          15165      -0.252544             MS      2.944e+10    5.26601e+10          2.944            0.721482             9.77195
          15170      -0.145757             MS      5.565e+10    7.78435e+10          5.565            0.891222              10.252
          15174       0.427344             MS      2.065e+11    7.71926e+10          20.65            0.887576              10.522
          15179      -0.707542             MS      3.236e+11    1.65025e+12          32.36             2.21755              11.052
          15187      -0.063662             MS      1.199e+10    1.38829e+10          1.199            0.142481             9.43995
          15195      -0.688844             MS      1.644e+11    8.03057e+11          16.44             1.90475              10.632
          15204       0.628267             SB       4.34e+10    1.02146e+10           4.34          0.00922291             9.25995
          15205     -0.0919447             MS      2.077e+11    2.56674e+11          20.77             1.40938              10.132
          15208      -0.154879             MS      4.866e+11    6.95106e+11          48.66             1.84205              10.492
          15213       0.577384             MS      3.106e+12    8.21897e+11          310.6             1.91482              10.452
          15216      -0.291441             MS      1.389e+11    2.71733e+11          13.89             1.43414              10.012
          15218      -0.229863             MS      1.185e+11    2.01179e+11          11.85             1.30358              10.572
          15220       0.137724             MS      1.213e+10    8.83359e+09          1.213          -0.0538629             9.32995
          15224     -0.0425185             MS       5.62e+11    6.19805e+11           56.2             1.79225              10.582
          15229       0.451603             MS      8.442e+11     2.9843e+11          84.42             1.47484              10.452
          15232       0.583227             MS      1.263e+11    3.29744e+10          12.63            0.518176             9.63995
          15237      -0.370941             MS      1.873e+11    4.40026e+11          18.73             1.64348              10.722
          15242            -99        unknown      2.747e+10            -99          2.747                 -99                 -99
          15244       0.145894             MS      5.646e+10    4.03503e+10          5.646            0.605847              10.092
          15259       0.610292             SB      4.154e+11      1.019e+11          41.54             1.00817              10.002
          15262     0.00117893             MS      9.119e+11    9.09428e+11          91.19             1.95877              10.772
          15264    -0.00240532             MS      9.039e+10     9.0892e+10          9.039            0.958526              10.292
          15267     0.00744539             MS      4.827e+10    4.74495e+10          4.827            0.676232             9.92195
          15284      -0.298395             MS      2.534e+10    5.03735e+10          2.534            0.702202             9.78195
          15285       0.536318             MS        3.7e+12    1.07618e+12            370             2.03188              10.492
          15286      0.0550104             MS      2.421e+11    2.13297e+11          24.21             1.32898              10.112
          15289        2.52609             SB      3.606e+12    1.07383e+10          360.6           0.0309356             8.05995
          15306       0.278475             MS      4.931e+10    2.59693e+10          4.931             0.41446             9.92195
          15316      0.0507061             MS      1.037e+11    9.22726e+10          10.37            0.965073              10.142
          15326       0.284715             MS      5.186e+10    2.69226e+10          5.186            0.430118             9.71995
          15334       0.679737             SB      1.177e+09    2.46059e+08         0.1177            -1.60896             7.62195
          15342       -0.62808             MS      1.478e+11    6.27704e+11          14.78             1.79775              10.702
          15344     -0.0548611             MS      3.436e+10    3.89865e+10          3.436            0.590914             9.86195
          15346       -0.63713             MS      6.053e+11    2.62483e+12          60.53              2.4191              11.202
          15354     -0.0133951             MS      3.211e+10    3.31158e+10          3.211            0.520035             9.99195
          15355      0.0669694             MS      5.824e+11    4.99174e+11          58.24             1.69825              10.852
          15359    -0.00606732             MS      1.366e+11    1.38522e+11          13.66             1.14152             9.88195
          15360       0.203741             MS      3.435e+12    2.14875e+12          343.5             2.33219              10.942
          15370      -0.205077             MS       1.69e+11    2.70996e+11           16.9             1.43296              10.552
          15379       0.139028             MS      1.343e+10    9.75096e+09          1.343          -0.0109525             9.33995
          15381       -0.24834             MS      1.271e+11    2.25157e+11          12.71             1.35249              10.632
          15407      -0.044911             MS      3.452e+10    3.82809e+10          3.452            0.582982             9.62995
          15408      0.0840671             MS      1.363e+11    1.12313e+11          13.63             1.05043              10.312
          15414       0.270507             MS      3.083e+11    1.65374e+11          30.83             1.21847              10.352
          15425     -0.0952258             MS      6.331e+12    7.88312e+12          633.1              2.8967              11.572
          15435        1.02265             SB      8.077e+11    7.66646e+10          80.77            0.884595             9.16995
          15444       -0.19424             MS      3.573e+10    5.58821e+10          3.573            0.747273              10.412
          15446      -0.372862             MS      1.217e+10    2.87179e+10          1.217            0.458153             9.83195
          15452       0.323079             MS      1.387e+12    6.59171e+11          138.7               1.819              10.562
          15456       0.103044             MS      4.131e+11    3.25845e+11          41.31             1.51301              10.332
          15462       0.361596             MS      1.427e+10    6.20623e+09          1.427           -0.207172             8.77995
          15473      -0.403555             MS      2.098e+10    5.31325e+10          2.098             0.72536             9.83195
          15475      -0.619435             MS       2.28e+11    9.49227e+11           22.8             1.97737              10.942
          15477      0.0465475             MS      6.884e+11    6.18434e+11          68.84             1.79129              10.552
          15481      -0.731572             MS      1.116e+11    6.01501e+11          11.16             1.77924              11.242
          15482       -1.06136             MS      7.424e+10    8.55069e+11          7.424               1.932              10.852
          15484      0.0759908             MS       4.45e+11    3.73568e+11           44.5             1.57237              10.702
          15516       0.161398             MS      1.301e+11    8.97178e+10          13.01            0.952879              10.382
          15520      -0.142401             MS       3.64e+10    5.05245e+10           3.64            0.703502             9.74995
          15524       0.538297             MS      2.636e+12    7.63218e+11          263.6             1.88265              10.772
          15525            -99        unknown      1.259e+10            -99          1.259                 -99                 -99
          15528      -0.533675             MS      8.578e+10     2.9313e+11          8.578             1.46706              10.852
          15552        -0.2888             MS      4.321e+10    8.40204e+10          4.321            0.924385              10.062
          15563      -0.943705             MS      1.047e+11    9.19711e+11          10.47             1.96365              10.692
          15571      -0.376521             MS      1.483e+11    3.52908e+11          14.83             1.54766              10.742
          15575       0.191024             MS      4.319e+10    2.78201e+10          4.319            0.444359             9.86195
          15578     -0.0771935             MS      1.049e+11    1.25305e+11          10.49             1.09797             9.82195
          15587     -0.0545398             MS       4.26e+11    4.83002e+11           42.6             1.68395              10.982
          15588      -0.486959             MS       7.97e+11    2.44578e+12           79.7             2.38842              11.172
          15598     -0.0305837             MS      3.023e+10    3.24356e+10          3.023            0.511022             9.81195
          15599       0.168319             MS      3.648e+10    2.47592e+10          3.648            0.393736             9.97195
          15600        2.15843             SB      1.508e+12    1.04707e+10          150.8           0.0199751             8.17995
          15617       -1.43733             MS      9.713e+09    2.65879e+11         0.9713             1.42468              10.902
          15625      0.0347983             MS      1.141e+11    1.05314e+11          11.41             1.02249              10.372
          15629      -0.243664             MS      1.221e+11    2.13983e+11          12.21             1.33038             9.90195
          15630       0.298516             MS      1.171e+11    5.88899e+10          11.71            0.770041              10.372
          15634     -0.0922412             MS      7.699e+10    9.52084e+10          7.699            0.978675              10.222
          15635      -0.437739             MS      8.873e+11    2.43114e+12          88.73             2.38581              11.272
          15637        0.20028             MS      3.589e+11    2.26304e+11          35.89             1.35469              10.212
          15639      -0.751501             MS      3.822e+10    2.15671e+11          3.822             1.33379              10.532
          15640     -0.0327188             MS      4.044e+10    4.36044e+10          4.044             0.63953             9.72995
          15645       0.403866             MS      8.229e+11    3.24699e+11          82.29             1.51148              10.772
          15647       0.102627             MS      7.158e+10    5.65151e+10          7.158            0.752164              10.132
          15654       0.301077             MS      1.465e+11     7.3242e+10          14.65             0.86476              10.492
          15658       0.437419             MS      4.627e+10    1.68998e+10          4.627            0.227881             9.52995
          15677            -99        unknown      5.658e+12            -99          565.8                 -99                 -99
          15678      0.0983936             MS      1.398e+11    1.11459e+11          13.98             1.04711              10.612
          15681      -0.238311             MS      1.969e+12    3.40845e+12          196.9             2.53256              11.432
          15685      -0.579068             MS      4.376e+08    1.66014e+09        0.04376           -0.779855             8.59995
          15687      -0.216182             MS      7.969e+10    1.31095e+11          7.969             1.11759              10.182
          15700       0.389353             MS      1.053e+11    4.29611e+10          10.53            0.633075             9.80195
          15703       0.649524             SB      5.027e+11    1.12664e+11          50.27             1.05178              10.252
          15707       0.119267             MS      6.113e+10    4.64502e+10          6.113            0.666987             9.92195
          15715       0.108792             MS      2.821e+10    2.19589e+10          2.821            0.341612             9.60995
          15718       0.456306             MS      5.736e+11    2.00587e+11          57.36              1.3023             9.83195
          15729            -99        unknown      1.127e+13            -99           1127                 -99                 -99
          15737       0.156193             MS      5.047e+10    3.52241e+10          5.047             0.54684             9.68995
          15743        0.28512             MS      5.323e+11    2.76081e+11          53.23             1.44104              10.052
          15745       0.538474             MS      9.207e+11    2.66467e+11          92.07             1.42564             9.97195
          15746       -0.28753             MS      2.634e+10    5.10676e+10          2.634            0.708146             9.78195
          15747       0.460277             MS      8.659e+10    3.00048e+10          8.659            0.477191             9.67995
          15757     -0.0175218             MS       7.24e+09    7.53807e+09          0.724            -0.12274             9.24195
          15761       0.904716             SB      1.958e+11    2.43835e+10          19.58            0.387097             8.75995
          15762      0.0578983             MS       2.86e+10    2.50304e+10           2.86            0.398468             9.57995
          15765        1.71078             SB      3.313e+12    6.44828e+10          331.3            0.809444             8.92995
          15780        1.28247             SB      1.522e+11    7.94224e+09          15.22           -0.100057             8.35995
          15786      -0.140159             MS      1.515e+10    2.09205e+10          1.515            0.320572             9.67995
          15793      -0.385032             MS      4.238e+09    1.02847e+10         0.4238            0.012193             9.38995
          15801      -0.143141             MS      5.387e+11     7.4901e+11          53.87             1.87449              10.522
          15806       -0.93029             MS      5.351e+11    4.55749e+12          53.51             2.65873              11.552
          15808      -0.639016             MS      1.081e+10    4.70806e+10          1.081            0.672842              10.542
          15820       0.733687             SB      4.782e+12    8.82922e+11          478.2             1.94592              10.662
          15826        0.99483             SB      2.748e+12    2.78091e+11          274.8             1.44419              10.212
          15827      -0.166067             MS      1.056e+11    1.54786e+11          10.56             1.18973              10.842
          15828       -0.45954             MS      1.008e+12    2.90403e+12          100.8               2.463              11.362
          15832     0.00165373             MS        4.7e+10    4.68214e+10            4.7            0.670444             9.92195
          15834       0.284586             MS      7.595e+10    3.94404e+10          7.595            0.595942             9.74195
          15845       0.303517             MS      1.048e+10    5.21008e+09          1.048           -0.283155             9.02195
          15847        0.70681             SB      7.766e+11    1.52541e+11          77.66             1.18339             9.98195
          15853      0.0261756             MS      3.926e+10    3.69636e+10          3.926            0.567775             9.72995
          15858     -0.0377848             MS      5.699e+11    6.21704e+11          56.99             1.79358              10.292
          15862      -0.406598             MS       4.83e+10    1.23181e+11           4.83             1.09055              10.732
          15863      0.0710193             MS      5.472e+11    4.64651e+11          54.72             1.66713              10.872
          15874     -0.0854753             MS      2.671e+10    3.25199e+10          2.671            0.512149             9.69995
          15879     -0.0450721             MS      1.335e+12    1.48099e+12          133.5             2.17055              10.852
          15888     -0.0790532             MS      1.709e+11     2.0502e+11          17.09              1.3118              10.582
          15893     -0.0622207             MS      1.255e+11    1.44832e+11          12.55             1.16086             9.86195
          15897      0.0628161             MS      3.994e+10    3.45615e+10          3.994            0.538592             9.75995
          15902       0.255029             MS      4.455e+11    2.47639e+11          44.55             1.39382              10.942
          15907        1.66165             SB      2.258e+10    4.92118e+08          2.258            -1.30793             7.63995
          15909       0.189082             MS      8.038e+10    5.20075e+10          8.038            0.716066             9.85195
          15914       0.107661             MS       6.05e+10    4.72166e+10           6.05            0.674094             9.85195
          15916      0.0929098             MS      2.477e+10    1.99994e+10          2.477            0.301016             9.37995
          15917        0.16332             MS       6.71e+10    4.60684e+10           6.71            0.663403             9.69995
          15920      -0.348638             MS      2.119e+10    4.72899e+10          2.119            0.674768             9.78195
          15921      -0.200757             MS      2.079e+11    3.30074e+11          20.79             1.51861              10.452
          15927       0.264598             MS      5.987e+12    3.25545e+12          598.7             2.51261              11.222
          15928       -0.32245             MS      6.203e+09    1.30332e+10         0.6203            0.115052             9.49995
          15930       0.434501             MS      2.146e+12    7.89094e+11          214.6             1.89713              10.562
          15952       0.139546             MS      1.819e+11    1.31913e+11          18.19             1.12029             9.80195
          15962       0.285548             MS      4.641e+11    2.40472e+11          46.41             1.38106              10.512
          15970      -0.195275             MS      2.558e+10    4.01029e+10          2.558            0.603176              10.162
          15971      -0.116856             MS      1.357e+11    1.77597e+11          13.57             1.24944              10.872
          15978       -1.21916             MS      7.394e+10    1.22473e+12          7.394             2.08804              11.402
          15984     -0.0967218             MS      1.704e+12    2.12908e+12          170.4             2.32819              11.122
          15997       0.607232             SB      7.013e+11     1.7325e+11          70.13             1.23867             9.84195
          15999      -0.489445             MS       9.76e+10    3.01228e+11           9.76              1.4789              10.532
          16004      -0.169205             MS      4.684e+11    6.91547e+11          46.84             1.83982              10.492
          16008        0.13959             MS      6.109e+11    4.42976e+11          61.09             1.64638              10.302
          16018      -0.344554             MS      3.295e+11    7.28467e+11          32.95             1.86241              11.042
          16031       -1.22545             MS      1.081e+10    1.81669e+11          1.081             1.25928              10.672
          16032      0.0745908             MS      1.113e+11    9.37356e+10          11.13            0.971904             9.65995
          16037      0.0157314             MS      1.893e+11    1.82566e+11          18.93             1.26142              10.402
          16051      -0.091796             MS      2.051e+11    2.53374e+11          20.51             1.40376              10.212
          16057       0.119436             MS      5.997e+11     4.5551e+11          59.97              1.6585              10.402
          16061      -0.160545             MS      9.122e+10    1.32018e+11          9.122             1.12063             9.68995
          16077      -0.205828             MS      1.818e+11    2.92026e+11          18.18             1.46542              10.572
          16080      -0.163976             MS      3.427e+11    4.99908e+11          34.27             1.69889              10.392
          16092       -1.17664             MS      4.425e+08    6.64584e+09        0.04425            -0.17745             9.44995
          16095      -0.419911             MS      8.802e+10    2.31469e+11          8.802             1.36449              10.722
          16102      -0.262989             MS      1.987e+10    3.64072e+10          1.987            0.561187              10.272
          16103     0.00253001             MS      5.892e+11    5.85778e+11          58.92             1.76773              10.602
          16104     -0.0839749             MS      2.199e+11    2.66809e+11          21.99              1.4262              10.202
          16111      -0.103783             MS      1.055e+11    1.33979e+11          10.55             1.12704             9.84195
          16112      -0.606917             MS      2.178e+11    8.80998e+11          21.78             1.94498              10.822
          16115      -0.240277             MS      2.325e+10    4.04297e+10          2.325              0.6067              10.102
          16121      0.0760888             MS      4.931e+12    4.13853e+12          493.1             2.61685              11.242
